Datetime,100031297 (Promenade (nördl. Salzstraße)),101031297 (Promenade Radfahrer FR Mauritztor),102031297 (Promenade Radfahrer FR Salzstraße),103031297 (Promenade Radfahrer FR Mauritztor),104031297 (Promenade Radfahrer FR Salzstraße),105031297 (Promenade Radfahrer FR Mauritztor),106031297 (Promenade Radfahrer FR Salzstraße),100031297-status,101031297-status,102031297-status,103031297-status,104031297-status,105031297-status,106031297-status
2025-05-01 00:00,102,0,34,18,7,43,0,0,0,0,0,0,0,0
2025-05-01 00:15,124,3,40,14,14,52,1,0,0,0,0,0,0,0
2025-05-01 00:30,136,0,45,20,18,50,3,0,0,0,0,0,0,0
2025-05-01 00:45,137,2,56,21,16,41,1,0,0,0,0,0,0,0
2025-05-01 01:00,116,8,25,30,9,42,2,0,0,0,0,0,0,0
2025-05-01 01:15,108,1,28,20,13,43,3,0,0,0,0,0,0,0
2025-05-01 01:30,90,3,25,19,16,26,1,0,0,0,0,0,0,0
2025-05-01 01:45,84,2,18,20,4,40,0,0,0,0,0,0,0,0
2025-05-01 02:00,64,2,14,16,5,26,1,0,0,0,0,0,0,0
2025-05-01 02:15,50,0,9,11,2,28,0,0,0,0,0,0,0,0
2025-05-01 02:30,58,1,12,12,3,30,0,0,0,0,0,0,0,0
2025-05-01 02:45,51,2,11,14,4,19,1,0,0,0,0,0,0,0
2025-05-01 03:00,42,3,6,12,2,19,0,0,0,0,0,0,0,0
2025-05-01 03:15,41,2,7,12,2,18,0,0,0,0,0,0,0,0
2025-05-01 03:30,33,0,11,5,4,13,0,0,0,0,0,0,0,0
2025-05-01 03:45,32,2,4,10,1,14,1,0,0,0,0,0,0,0
2025-05-01 04:00,30,1,8,10,0,11,0,0,0,0,0,0,0,0
2025-05-01 04:15,17,1,2,5,1,8,0,0,0,0,0,0,0,0
2025-05-01 04:30,6,2,0,2,0,2,0,0,0,0,0,0,0,0
2025-05-01 04:45,13,0,5,3,0,5,0,0,0,0,0,0,0,0
2025-05-01 05:00,2,0,1,0,0,1,0,0,0,0,0,0,0,0
2025-05-01 05:15,14,0,7,3,1,3,0,0,0,0,0,0,0,0
2025-05-01 05:30,25,0,10,4,3,8,0,0,0,0,0,0,0,0
2025-05-01 05:45,19,0,8,3,2,6,0,0,0,0,0,0,0,0
2025-05-01 06:00,16,0,8,1,3,4,0,0,0,0,0,0,0,0
2025-05-01 06:15,21,1,11,5,1,2,1,0,0,0,0,0,0,0
2025-05-01 06:30,30,1,14,4,6,5,0,0,0,0,0,0,0,0
2025-05-01 06:45,24,0,12,5,1,5,1,0,0,0,0,0,0,0
2025-05-01 07:00,24,0,12,3,1,7,1,0,0,0,0,0,0,0
2025-05-01 07:15,29,0,16,2,3,7,1,0,0,0,0,0,0,0
2025-05-01 07:30,23,0,15,2,3,3,0,0,0,0,0,0,0,0
2025-05-01 07:45,44,0,21,3,3,17,0,0,0,0,0,0,0,0
2025-05-01 08:00,37,2,21,3,7,4,0,0,0,0,0,0,0,0
2025-05-01 08:15,57,0,40,1,5,11,0,0,0,0,0,0,0,0
2025-05-01 08:30,46,0,26,2,5,11,2,0,0,0,0,0,0,0
2025-05-01 08:45,73,0,47,2,5,18,1,0,0,0,0,0,0,0
2025-05-01 09:00,102,0,62,8,8,24,0,0,0,0,0,0,0,0
2025-05-01 09:15,105,0,52,14,11,26,2,0,0,0,0,0,0,0
2025-05-01 09:30,107,1,52,15,5,33,1,0,0,0,0,0,0,0
2025-05-01 09:45,194,3,99,14,26,51,1,0,0,0,0,0,0,0
2025-05-01 10:00,171,2,83,17,12,56,1,0,0,0,0,0,0,0
