Datetime,100031297 (Promenade),101031297 (Promenade Radfahrer FR Mauritztor),102031297 (Promenade Radfahrer FR Salzstraße),103031297 (Promenade Radfahrer FR Mauritztor),104031297 (Promenade Radfahrer FR Salzstraße),105031297 (Promenade Radfahrer FR Mauritztor),106031297 (Promenade Radfahrer FR Salzstraße),100031297-status,101031297-status,102031297-status,103031297-status,104031297-status,105031297-status,106031297-status
2022-02-01 00:00,4,0,1,0,0,3,0,0,0,0,0,0,0,0
2022-02-01 00:15,9,1,6,1,1,0,0,0,0,0,0,0,0,0
2022-02-01 00:30,12,0,3,3,1,5,0,0,0,0,0,0,0,0
2022-02-01 00:45,6,0,0,3,0,3,0,0,0,0,0,0,0,0
2022-02-01 01:00,11,0,4,0,1,6,0,0,0,0,0,0,0,0
2022-02-01 01:15,5,0,3,0,2,0,0,0,0,0,0,0,0,0
2022-02-01 01:30,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 01:45,4,0,0,1,0,3,0,0,0,0,0,0,0,0
2022-02-01 02:00,3,0,1,0,1,1,0,0,0,0,0,0,0,0
2022-02-01 02:15,6,0,2,1,2,0,1,0,0,0,0,0,0,0
2022-02-01 02:30,4,0,3,0,0,1,0,0,0,0,0,0,0,0
2022-02-01 02:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 03:15,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2022-02-01 03:30,3,0,2,0,1,0,0,0,0,0,0,0,0,0
2022-02-01 03:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 04:00,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 04:15,4,1,2,1,0,0,0,0,0,0,0,0,0,0
2022-02-01 04:30,5,1,4,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 04:45,9,0,5,2,0,2,0,0,0,0,0,0,0,0
2022-02-01 05:00,12,0,9,0,2,1,0,0,0,0,0,0,0,0
2022-02-01 05:15,14,0,9,0,2,3,0,0,0,0,0,0,0,0
2022-02-01 05:30,40,1,17,9,1,12,0,0,0,0,0,0,0,0
2022-02-01 05:45,42,0,22,3,1,16,0,0,0,0,0,0,0,0
2022-02-01 06:00,29,0,14,1,4,10,0,0,0,0,0,0,0,0
2022-02-01 06:15,94,1,59,4,4,26,0,0,0,0,0,0,0,0
2022-02-01 06:30,103,1,54,5,8,35,0,0,0,0,0,0,0,0
2022-02-01 06:45,141,1,88,2,8,42,0,0,0,0,0,0,0,0
2022-02-01 07:00,186,0,112,8,9,57,0,0,0,0,0,0,0,0
2022-02-01 07:15,267,1,150,16,23,76,1,0,0,0,0,0,0,0
2022-02-01 07:30,499,3,258,15,70,149,4,0,0,0,0,0,0,0
2022-02-01 07:45,379,7,202,18,42,106,4,0,0,0,0,0,0,0
2022-02-01 08:00,234,1,140,5,24,62,2,0,0,0,0,0,0,0
2022-02-01 08:15,244,1,147,13,9,74,0,0,0,0,0,0,0,0
2022-02-01 08:30,252,2,139,10,22,79,0,0,0,0,0,0,0,0
2022-02-01 08:45,245,1,144,10,13,77,0,0,0,0,0,0,0,0
2022-02-01 09:00,156,0,93,10,8,37,8,0,0,0,0,0,0,0
2022-02-01 09:15,152,3,76,10,11,51,1,0,0,0,0,0,0,0
2022-02-01 09:30,184,2,108,9,12,52,1,0,0,0,0,0,0,0
2022-02-01 09:45,161,3,85,16,12,44,1,0,0,0,0,0,0,0
2022-02-01 10:00,108,1,53,9,4,41,0,0,0,0,0,0,0,0
2022-02-01 10:15,123,0,68,4,13,38,0,0,0,0,0,0,0,0
2022-02-01 10:30,123,0,67,7,5,44,0,0,0,0,0,0,0,0
2022-02-01 10:45,147,0,84,14,8,41,0,0,0,0,0,0,0,0
2022-02-01 11:00,118,2,58,6,6,45,1,0,0,0,0,0,0,0
2022-02-01 11:15,133,1,72,6,5,49,0,0,0,0,0,0,0,0
2022-02-01 11:30,128,0,68,9,6,45,0,0,0,0,0,0,0,0
2022-02-01 11:45,122,0,61,10,5,45,1,0,0,0,0,0,0,0
2022-02-01 12:00,156,0,65,13,13,64,1,0,0,0,0,0,0,0
2022-02-01 12:15,159,1,76,10,7,65,0,0,0,0,0,0,0,0
2022-02-01 12:30,167,0,61,22,1,83,0,0,0,0,0,0,0,0
2022-02-01 12:45,177,3,79,18,11,64,2,0,0,0,0,0,0,0
2022-02-01 13:00,205,1,92,17,10,85,0,0,0,0,0,0,0,0
2022-02-01 13:15,203,1,87,22,4,89,0,0,0,0,0,0,0,0
2022-02-01 13:30,147,0,64,17,7,59,0,0,0,0,0,0,0,0
2022-02-01 13:45,208,2,88,24,9,84,1,0,0,0,0,0,0,0
2022-02-01 14:00,234,4,98,24,8,99,1,0,0,0,0,0,0,0
2022-02-01 14:15,182,0,85,11,15,71,0,0,0,0,0,0,0,0
2022-02-01 14:30,166,2,70,19,9,63,3,0,0,0,0,0,0,0
2022-02-01 14:45,229,4,98,16,15,96,0,0,0,0,0,0,0,0
2022-02-01 15:00,210,0,84,19,16,90,1,0,0,0,0,0,0,0
2022-02-01 15:15,195,0,81,30,9,75,0,0,0,0,0,0,0,0
2022-02-01 15:30,219,1,88,20,15,95,0,0,0,0,0,0,0,0
2022-02-01 15:45,207,1,110,16,15,65,0,0,0,0,0,0,0,0
2022-02-01 16:00,214,0,93,16,12,90,3,0,0,0,0,0,0,0
2022-02-01 16:15,227,2,107,12,13,92,1,0,0,0,0,0,0,0
2022-02-01 16:30,211,2,87,24,7,90,1,0,0,0,0,0,0,0
2022-02-01 16:45,304,6,130,37,33,98,0,0,0,0,0,0,0,0
2022-02-01 17:00,242,1,102,15,14,110,0,0,0,0,0,0,0,0
2022-02-01 17:15,236,5,112,20,8,91,0,0,0,0,0,0,0,0
2022-02-01 17:30,230,2,96,25,15,92,0,0,0,0,0,0,0,0
2022-02-01 17:45,260,1,113,25,10,111,0,0,0,0,0,0,0,0
2022-02-01 18:00,242,4,105,23,13,95,2,0,0,0,0,0,0,0
2022-02-01 18:15,251,2,112,37,17,82,1,0,0,0,0,0,0,0
2022-02-01 18:30,223,2,80,35,7,99,0,0,0,0,0,0,0,0
2022-02-01 18:45,163,2,66,31,12,52,0,0,0,0,0,0,0,0
2022-02-01 19:00,174,0,71,20,11,71,1,0,0,0,0,0,0,0
2022-02-01 19:15,173,1,65,28,5,74,0,0,0,0,0,0,0,0
2022-02-01 19:30,139,0,58,19,4,58,0,0,0,0,0,0,0,0
2022-02-01 19:45,118,1,54,14,6,42,1,0,0,0,0,0,0,0
2022-02-01 20:00,122,0,50,19,7,46,0,0,0,0,0,0,0,0
2022-02-01 20:15,107,0,47,14,3,43,0,0,0,0,0,0,0,0
2022-02-01 20:30,85,0,26,13,3,41,2,0,0,0,0,0,0,0
