Datetime,"300037544 (Kanalpromenade, Abschnitt 1 (Dingstiege))","353410966 (Kanalpromenade, Abschnitt 1 (Dingstiege) Fahrräder IN)","353410967 (Kanalpromenade, Abschnitt 1 (Dingstiege) Fahrräder OUT)","353426657 (Kanalpromenade, Abschnitt 1 (Dingstiege) [Bike IN])","353426659 (Kanalpromenade, Abschnitt 1 (Dingstiege) [Bike IN])","353426660 (Kanalpromenade, Abschnitt 1 (Dingstiege) [Bike OUT])","353426662 (Kanalpromenade, Abschnitt 1 (Dingstiege) [Bike OUT])",300037544-status,353410966-status,353410967-status,353426657-status,353426659-status,353426660-status,353426662-status
2023-11-14 13:45,11,8,3,,,,,0,0,0,,,,
2023-11-14 14:00,10,7,3,,,,,0,0,0,,,,
2023-11-14 14:15,13,4,9,,,,,0,0,0,,,,
2023-11-14 14:30,15,11,4,,,,,0,0,0,,,,
2023-11-14 14:45,11,7,4,,,,,0,0,0,,,,
2023-11-14 15:00,8,4,4,,,,,0,0,0,,,,
2023-11-14 15:15,14,7,7,,,,,0,0,0,,,,
2023-11-14 15:30,16,5,11,,,,,0,0,0,,,,
2023-11-14 15:45,15,6,9,,,,,0,0,0,,,,
2023-11-14 16:00,17,13,4,,,,,0,0,0,,,,
2023-11-14 16:15,28,18,10,,,,,0,0,0,,,,
2023-11-14 16:30,23,12,11,,,,,0,0,0,,,,
2023-11-14 16:45,20,8,12,,,,,0,0,0,,,,
2023-11-14 17:00,18,10,8,,,,,0,0,0,,,,
2023-11-14 17:15,23,16,7,,,,,0,0,0,,,,
2023-11-14 17:30,11,7,4,,,,,0,0,0,,,,
2023-11-14 17:45,16,8,8,,,,,0,0,0,,,,
2023-11-14 18:00,19,8,11,,,,,0,0,0,,,,
2023-11-14 18:15,12,6,6,,,,,0,0,0,,,,
2023-11-14 18:30,11,8,3,,,,,0,0,0,,,,
2023-11-14 18:45,6,4,2,,,,,0,0,0,,,,
2023-11-14 19:00,10,9,1,,,,,0,0,0,,,,
2023-11-14 19:15,7,7,0,,,,,0,0,0,,,,
2023-11-14 19:30,3,2,1,,,,,0,0,0,,,,
2023-11-14 19:45,2,0,2,,,,,0,0,0,,,,
2023-11-14 20:00,4,2,2,,,,,0,0,0,,,,
2023-11-14 20:15,2,2,0,,,,,0,0,0,,,,
2023-11-14 20:30,2,2,0,,,,,0,0,0,,,,
2023-11-14 20:45,3,1,2,,,,,0,0,0,,,,
2023-11-14 21:00,4,0,4,,,,,0,0,0,,,,
2023-11-14 21:15,1,0,1,,,,,0,0,0,,,,
2023-11-14 21:30,1,0,1,,,,,0,0,0,,,,
2023-11-14 21:45,2,2,0,,,,,0,0,0,,,,
2023-11-14 22:00,2,2,0,,,,,0,0,0,,,,
2023-11-14 22:15,2,1,1,,,,,0,0,0,,,,
2023-11-14 22:30,3,2,1,,,,,0,0,0,,,,
2023-11-14 22:45,2,1,1,,,,,0,0,0,,,,
2023-11-14 23:00,3,3,0,,,,,0,0,0,,,,
2023-11-14 23:15,2,2,0,,,,,0,0,0,,,,
2023-11-14 23:30,0,0,0,,,,,0,0,0,,,,
2023-11-14 23:45,0,0,0,,,,,0,0,0,,,,
2023-11-15 00:00,0,0,0,,,,,0,0,0,,,,
2023-11-15 00:15,0,0,0,,,,,0,0,0,,,,
2023-11-15 00:30,0,0,0,,,,,0,0,0,,,,
2023-11-15 00:45,0,0,0,,,,,0,0,0,,,,
2023-11-15 01:00,0,0,0,,,,,0,0,0,,,,
2023-11-15 01:15,0,0,0,,,,,0,0,0,,,,
2023-11-15 01:30,0,0,0,,,,,0,0,0,,,,
2023-11-15 01:45,0,0,0,,,,,0,0,0,,,,
2023-11-15 02:00,0,0,0,,,,,0,0,0,,,,
2023-11-15 02:15,0,0,0,,,,,0,0,0,,,,
