Datetime,"300037544 (Kanalpromenade, Abschnitt 1 (Dingstiege))","353410966 (Kanalpromenade, Abschnitt 1 (Dingstiege) Fahrräder IN)","353410967 (Kanalpromenade, Abschnitt 1 (Dingstiege) Fahrräder OUT)","353426657 (Kanalpromenade, Abschnitt 1 (Dingstiege) [Bike IN])","353426659 (Kanalpromenade, Abschnitt 1 (Dingstiege) [Bike IN])","353426660 (Kanalpromenade, Abschnitt 1 (Dingstiege) [Bike OUT])","353426662 (Kanalpromenade, Abschnitt 1 (Dingstiege) [Bike OUT])",300037544-status,353410966-status,353410967-status,353426657-status,353426659-status,353426660-status,353426662-status
2025-01-01 05:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-01 05:45,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2025-01-01 06:00,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2025-01-01 06:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-01 06:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-01 06:45,2,1,0,0,1,0,0,0,0,0,0,0,0,0
2025-01-01 07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-01 07:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-01 07:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-01 07:45,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-01 08:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-01 08:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-01 08:30,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2025-01-01 08:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-01 09:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-01 09:15,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2025-01-01 09:30,2,1,0,0,0,1,0,0,0,0,0,0,0,0
2025-01-01 09:45,4,2,0,0,0,0,2,0,0,0,0,0,0,0
2025-01-01 10:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-01 10:15,4,2,0,0,0,1,1,0,0,0,0,0,0,0
2025-01-01 10:30,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-01 10:45,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-01-01 11:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-01 11:15,4,1,0,1,0,0,2,0,0,0,0,0,0,0
2025-01-01 11:30,3,0,0,0,0,1,2,0,0,0,0,0,0,0
2025-01-01 11:45,6,3,0,0,0,0,3,0,0,0,0,0,0,0
2025-01-01 12:00,16,7,0,2,0,4,3,0,0,0,0,0,0,0
2025-01-01 12:15,4,1,0,0,0,1,2,0,0,0,0,0,0,0
2025-01-01 12:30,6,1,1,0,0,2,2,0,0,0,0,0,0,0
2025-01-01 12:45,8,2,0,0,0,1,5,0,0,0,0,0,0,0
2025-01-01 13:00,8,5,0,0,0,0,3,0,0,0,0,0,0,0
2025-01-01 13:15,12,4,2,3,0,1,2,0,0,0,0,0,0,0
2025-01-01 13:30,11,7,1,1,0,0,2,0,0,0,0,0,0,0
2025-01-01 13:45,18,10,0,5,0,2,1,0,0,0,0,0,0,0
2025-01-01 14:00,5,2,0,1,0,2,0,0,0,0,0,0,0,0
2025-01-01 14:15,11,5,0,2,0,3,1,0,0,0,0,0,0,0
2025-01-01 14:30,3,0,0,0,1,1,1,0,0,0,0,0,0,0
2025-01-01 14:45,11,4,0,2,2,1,2,0,0,0,0,0,0,0
2025-01-01 15:00,9,3,0,0,0,2,4,0,0,0,0,0,0,0
2025-01-01 15:15,10,6,0,3,0,0,1,0,0,0,0,0,0,0
2025-01-01 15:30,10,5,1,2,0,1,1,0,0,0,0,0,0,0
2025-01-01 15:45,7,2,1,1,1,1,1,0,0,0,0,0,0,0
2025-01-01 16:00,4,1,0,1,0,1,1,0,0,0,0,0,0,0
2025-01-01 16:15,4,2,2,0,0,0,0,0,0,0,0,0,0,0
2025-01-01 16:30,5,2,0,1,0,0,2,0,0,0,0,0,0,0
2025-01-01 16:45,4,1,0,0,1,1,1,0,0,0,0,0,0,0
2025-01-01 17:00,3,2,0,0,0,1,0,0,0,0,0,0,0,0
2025-01-01 17:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-01 17:30,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-01 17:45,2,0,0,0,0,1,1,0,0,0,0,0,0,0
2025-01-01 18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-01 18:15,2,0,0,0,0,0,2,0,0,0,0,0,0,0
2025-01-01 18:30,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2025-01-01 18:45,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2025-01-01 19:00,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-01-01 19:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-01 19:30,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-01 19:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-01 20:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-01 20:15,2,1,0,0,0,0,1,0,0,0,0,0,0,0
2025-01-01 20:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-01 20:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-01 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-01 21:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-01 21:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-01 21:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-01 22:00,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2025-01-01 22:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-01 22:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-01 22:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-01 23:00,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2025-01-01 23:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-01 23:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-01 23:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-02 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-02 00:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-02 00:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-02 00:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-02 01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-02 01:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-02 01:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-02 01:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-02 02:00,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2025-01-02 02:15,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-02 02:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-02 02:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-02 03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-02 03:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-02 03:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-02 03:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-02 04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-02 04:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-02 04:30,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-02 04:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-02 05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-02 05:15,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-02 05:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-02 05:45,3,3,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-02 06:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0
2025-01-02 06:15,5,3,0,0,0,0,2,0,0,0,0,0,0,0
2025-01-02 06:30,4,3,0,0,1,0,0,0,0,0,0,0,0,0
2025-01-02 06:45,4,3,0,0,0,0,1,0,0,0,0,0,0,0
2025-01-02 07:00,5,3,0,0,0,1,1,0,0,0,0,0,0,0
2025-01-02 07:15,19,11,0,3,0,1,4,0,0,0,0,0,0,0
2025-01-02 07:30,15,10,0,2,1,0,2,0,0,0,0,0,0,0
2025-01-02 07:45,6,3,0,1,0,1,1,0,0,0,0,0,0,0
2025-01-02 08:00,8,5,0,0,0,1,2,0,0,0,0,0,0,0
2025-01-02 08:15,7,4,0,1,0,0,2,0,0,0,0,0,0,0
2025-01-02 08:30,9,6,0,0,0,0,3,0,0,0,0,0,0,0
2025-01-02 08:45,5,1,0,0,0,1,3,0,0,0,0,0,0,0
2025-01-02 09:00,8,4,0,0,0,1,3,0,0,0,0,0,0,0
2025-01-02 09:15,12,5,0,0,0,2,5,0,0,0,0,0,0,0
2025-01-02 09:30,5,2,0,0,0,0,3,0,0,0,0,0,0,0
2025-01-02 09:45,8,7,0,0,0,0,1,0,0,0,0,0,0,0
2025-01-02 10:00,15,8,0,3,1,2,1,0,0,0,0,0,0,0
2025-01-02 10:15,9,4,0,2,0,1,2,0,0,0,0,0,0,0
2025-01-02 10:30,5,2,0,1,0,0,2,0,0,0,0,0,0,0
2025-01-02 10:45,12,7,0,1,0,0,4,0,0,0,0,0,0,0
2025-01-02 11:00,20,9,0,3,0,2,6,0,0,0,0,0,0,0
2025-01-02 11:15,12,8,0,2,1,1,0,0,0,0,0,0,0,0
2025-01-02 11:30,4,0,0,0,1,2,1,0,0,0,0,0,0,0
2025-01-02 11:45,23,11,0,1,0,0,11,0,0,0,0,0,0,0
2025-01-02 12:00,18,6,0,2,0,2,8,0,0,0,0,0,0,0
2025-01-02 12:15,19,5,0,5,0,2,7,0,0,0,0,0,0,0
2025-01-02 12:30,19,6,1,1,0,3,8,0,0,0,0,0,0,0
2025-01-02 12:45,14,8,0,1,0,2,3,0,0,0,0,0,0,0
2025-01-02 13:00,28,13,0,3,0,3,9,0,0,0,0,0,0,0
2025-01-02 13:15,22,10,1,0,1,2,8,0,0,0,0,0,0,0
2025-01-02 13:30,26,12,1,3,0,4,6,0,0,0,0,0,0,0
2025-01-02 13:45,30,13,0,3,0,4,10,0,0,0,0,0,0,0
2025-01-02 14:00,36,15,0,4,0,4,13,0,0,0,0,0,0,0
2025-01-02 14:15,38,17,0,4,0,7,10,0,0,0,0,0,0,0
2025-01-02 14:30,43,22,0,4,0,4,13,0,0,0,0,0,0,0
2025-01-02 14:45,29,16,0,4,1,2,6,0,0,0,0,0,0,0
2025-01-02 15:00,29,14,0,0,1,3,11,0,0,0,0,0,0,0
2025-01-02 15:15,20,12,1,3,1,0,3,0,0,0,0,0,0,0
2025-01-02 15:30,24,11,0,0,1,3,9,0,0,0,0,0,0,0
2025-01-02 15:45,26,7,0,1,1,3,14,0,0,0,0,0,0,0
2025-01-02 16:00,25,9,0,2,0,3,11,0,0,0,0,0,0,0
2025-01-02 16:15,23,6,0,0,0,5,12,0,0,0,0,0,0,0
2025-01-02 16:30,16,3,1,1,0,2,9,0,0,0,0,0,0,0
2025-01-02 16:45,14,3,0,0,0,4,7,0,0,0,0,0,0,0
2025-01-02 17:00,22,5,0,2,0,4,11,0,0,0,0,0,0,0
2025-01-02 17:15,20,8,0,1,0,4,7,0,0,0,0,0,0,0
2025-01-02 17:30,6,0,0,0,0,0,6,0,0,0,0,0,0,0
2025-01-02 17:45,15,11,0,0,0,1,3,0,0,0,0,0,0,0
2025-01-02 18:00,11,4,0,1,0,2,4,0,0,0,0,0,0,0
2025-01-02 18:15,8,3,1,0,0,2,2,0,0,0,0,0,0,0
2025-01-02 18:30,8,5,0,0,0,2,1,0,0,0,0,0,0,0
2025-01-02 18:45,6,1,0,0,0,2,3,0,0,0,0,0,0,0
2025-01-02 19:00,3,2,0,0,0,0,1,0,0,0,0,0,0,0
2025-01-02 19:15,6,1,0,2,1,1,1,0,0,0,0,0,0,0
2025-01-02 19:30,3,1,0,0,0,1,1,0,0,0,0,0,0,0
2025-01-02 19:45,2,1,0,0,0,0,1,0,0,0,0,0,0,0
2025-01-02 20:00,5,0,0,0,0,2,3,0,0,0,0,0,0,0
2025-01-02 20:15,2,0,0,0,0,1,1,0,0,0,0,0,0,0
2025-01-02 20:30,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-02 20:45,2,0,0,0,0,1,1,0,0,0,0,0,0,0
2025-01-02 21:00,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2025-01-02 21:15,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-02 21:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-02 21:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-02 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-02 22:15,3,1,0,0,0,1,1,0,0,0,0,0,0,0
2025-01-02 22:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-02 22:45,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2025-01-02 23:00,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2025-01-02 23:15,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-02 23:30,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-02 23:45,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2025-01-03 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-03 00:15,2,1,0,1,0,0,0,0,0,0,0,0,0,0
2025-01-03 00:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-03 00:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-03 01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-03 01:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-03 01:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-03 01:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-03 02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-03 02:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-03 02:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-03 02:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-03 03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-03 03:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-03 03:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-03 03:45,3,0,0,0,0,1,2,0,0,0,0,0,0,0
2025-01-03 04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-03 04:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-03 04:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-03 04:45,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2025-01-03 05:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-03 05:15,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2025-01-03 05:30,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2025-01-03 05:45,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-03 06:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-03 06:15,9,8,0,1,0,0,0,0,0,0,0,0,0,0
2025-01-03 06:30,10,9,0,1,0,0,0,0,0,0,0,0,0,0
2025-01-03 06:45,4,2,0,0,0,0,2,0,0,0,0,0,0,0
2025-01-03 07:00,6,6,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-03 07:15,16,8,1,2,0,1,4,0,0,0,0,0,0,0
2025-01-03 07:30,12,8,0,1,0,0,3,0,0,0,0,0,0,0
2025-01-03 07:45,8,6,0,1,0,0,1,0,0,0,0,0,0,0
2025-01-03 08:00,3,3,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-03 08:15,7,3,0,0,0,0,4,0,0,0,0,0,0,0
2025-01-03 08:30,6,2,0,0,0,0,4,0,0,0,0,0,0,0
2025-01-03 08:45,7,6,0,0,0,0,1,0,0,0,0,0,0,0
2025-01-03 09:00,7,6,0,1,0,0,0,0,0,0,0,0,0,0
2025-01-03 09:15,7,5,0,1,0,0,1,0,0,0,0,0,0,0
2025-01-03 09:30,11,6,0,0,1,1,3,0,0,0,0,0,0,0
2025-01-03 09:45,6,4,0,1,0,0,1,0,0,0,0,0,0,0
2025-01-03 10:00,13,6,0,0,0,3,4,0,0,0,0,0,0,0
2025-01-03 10:15,7,5,1,0,0,0,1,0,0,0,0,0,0,0
2025-01-03 10:30,9,4,1,2,0,1,1,0,0,0,0,0,0,0
2025-01-03 10:45,12,4,0,0,0,2,6,0,0,0,0,0,0,0
2025-01-03 11:00,8,4,0,0,0,1,3,0,0,0,0,0,0,0
2025-01-03 11:15,11,7,0,0,0,3,1,0,0,0,0,0,0,0
2025-01-03 11:30,11,7,0,2,0,0,2,0,0,0,0,0,0,0
2025-01-03 11:45,24,6,2,1,0,4,11,0,0,0,0,0,0,0
2025-01-03 12:00,15,7,0,0,0,0,8,0,0,0,0,0,0,0
2025-01-03 12:15,19,10,0,1,0,2,6,0,0,0,0,0,0,0
2025-01-03 12:30,11,5,0,0,0,0,6,0,0,0,0,0,0,0
2025-01-03 12:45,22,11,0,4,1,0,6,0,0,0,0,0,0,0
2025-01-03 13:00,12,6,1,0,0,1,4,0,0,0,0,0,0,0
2025-01-03 13:15,10,5,1,0,0,0,4,0,0,0,0,0,0,0
2025-01-03 13:30,7,0,0,0,0,3,4,0,0,0,0,0,0,0
2025-01-03 13:45,12,4,0,0,0,2,6,0,0,0,0,0,0,0
2025-01-03 14:00,5,1,0,0,0,0,4,0,0,0,0,0,0,0
2025-01-03 14:15,15,6,0,1,0,4,4,0,0,0,0,0,0,0
2025-01-03 14:30,12,5,2,0,0,1,4,0,0,0,0,0,0,0
2025-01-03 14:45,5,2,0,0,0,0,3,0,0,0,0,0,0,0
2025-01-03 15:00,14,6,0,0,0,3,5,0,0,0,0,0,0,0
2025-01-03 15:15,7,2,0,1,1,2,1,0,0,0,0,0,0,0
2025-01-03 15:30,16,3,0,0,0,5,8,0,0,0,0,0,0,0
2025-01-03 15:45,9,5,0,1,0,0,3,0,0,0,0,0,0,0
2025-01-03 16:00,9,7,0,0,0,0,2,0,0,0,0,0,0,0
2025-01-03 16:15,12,3,0,0,0,2,7,0,0,0,0,0,0,0
2025-01-03 16:30,13,4,0,1,0,3,5,0,0,0,0,0,0,0
2025-01-03 16:45,8,2,0,1,0,3,2,0,0,0,0,0,0,0
2025-01-03 17:00,17,3,1,0,0,6,7,0,0,0,0,0,0,0
2025-01-03 17:15,6,2,0,1,0,2,1,0,0,0,0,0,0,0
2025-01-03 17:30,7,1,0,0,0,3,3,0,0,0,0,0,0,0
2025-01-03 17:45,8,3,0,0,0,0,5,0,0,0,0,0,0,0
2025-01-03 18:00,5,3,0,0,0,2,0,0,0,0,0,0,0,0
2025-01-03 18:15,8,1,0,0,0,1,6,0,0,0,0,0,0,0
2025-01-03 18:30,3,1,0,0,0,0,2,0,0,0,0,0,0,0
2025-01-03 18:45,7,3,0,0,0,2,2,0,0,0,0,0,0,0
2025-01-03 19:00,3,2,0,0,0,0,1,0,0,0,0,0,0,0
2025-01-03 19:15,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2025-01-03 19:30,9,5,0,2,1,1,0,0,0,0,0,0,0,0
2025-01-03 19:45,6,2,0,0,0,1,3,0,0,0,0,0,0,0
2025-01-03 20:00,3,2,0,0,0,0,1,0,0,0,0,0,0,0
2025-01-03 20:15,2,1,0,0,0,0,1,0,0,0,0,0,0,0
2025-01-03 20:30,3,2,0,0,0,0,1,0,0,0,0,0,0,0
2025-01-03 20:45,4,2,0,1,0,0,1,0,0,0,0,0,0,0
2025-01-03 21:00,3,1,0,0,0,0,2,0,0,0,0,0,0,0
2025-01-03 21:15,2,0,0,0,0,0,2,0,0,0,0,0,0,0
2025-01-03 21:30,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2025-01-03 21:45,3,1,0,1,0,1,0,0,0,0,0,0,0,0
2025-01-03 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-03 22:15,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2025-01-03 22:30,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-03 22:45,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-03 23:00,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2025-01-03 23:15,2,0,0,0,0,1,1,0,0,0,0,0,0,0
2025-01-03 23:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-03 23:45,3,2,0,0,0,0,1,0,0,0,0,0,0,0
