Datetime,"300037544 (Kanalpromenade, Abschnitt 1 (Dingstiege))","353410966 (Kanalpromenade, Abschnitt 1 (Dingstiege) Fahrräder IN)","353410967 (Kanalpromenade, Abschnitt 1 (Dingstiege) Fahrräder OUT)","353426657 (Kanalpromenade, Abschnitt 1 (Dingstiege) Fahrräder IN)","353426659 (Kanalpromenade, Abschnitt 1 (Dingstiege) Fahrräder IN)","353426660 (Kanalpromenade, Abschnitt 1 (Dingstiege) Fahrräder OUT)","353426662 (Kanalpromenade, Abschnitt 1 (Dingstiege) Fahrräder OUT)",300037544-status,353410966-status,353410967-status,353426657-status,353426659-status,353426660-status,353426662-status
2025-07-01 00:00,5,3,2,,,,,0,0,0,,,,
2025-07-01 00:15,1,1,0,,,,,0,0,0,,,,
2025-07-01 00:30,0,0,0,,,,,0,0,0,,,,
2025-07-01 00:45,0,0,0,,,,,0,0,0,,,,
2025-07-01 01:00,0,0,0,,,,,0,0,0,,,,
2025-07-01 01:15,0,0,0,,,,,0,0,0,,,,
2025-07-01 01:30,0,0,0,,,,,0,0,0,,,,
2025-07-01 01:45,0,0,0,,,,,0,0,0,,,,
2025-07-01 02:00,1,1,0,,,,,0,0,0,,,,
2025-07-01 02:15,0,0,0,,,,,0,0,0,,,,
2025-07-01 02:30,0,0,0,,,,,0,0,0,,,,
2025-07-01 02:45,0,0,0,,,,,0,0,0,,,,
2025-07-01 03:00,0,0,0,,,,,0,0,0,,,,
2025-07-01 03:15,0,0,0,,,,,0,0,0,,,,
2025-07-01 03:30,0,0,0,,,,,0,0,0,,,,
2025-07-01 03:45,0,0,0,,,,,0,0,0,,,,
2025-07-01 04:00,0,0,0,,,,,0,0,0,,,,
2025-07-01 04:15,0,0,0,,,,,0,0,0,,,,
2025-07-01 04:30,3,2,1,,,,,0,0,0,,,,
2025-07-01 04:45,2,1,1,,,,,0,0,0,,,,
2025-07-01 05:00,5,2,3,,,,,0,0,0,,,,
2025-07-01 05:15,2,0,2,,,,,0,0,0,,,,
2025-07-01 05:30,6,3,3,,,,,0,0,0,,,,
2025-07-01 05:45,13,5,8,,,,,0,0,0,,,,
2025-07-01 06:00,11,8,3,,,,,0,0,0,,,,
2025-07-01 06:15,16,12,4,,,,,0,0,0,,,,
2025-07-01 06:30,31,16,15,,,,,0,0,0,,,,
2025-07-01 06:45,28,20,8,,,,,0,0,0,,,,
2025-07-01 07:00,35,19,16,,,,,0,0,0,,,,
2025-07-01 07:15,76,55,21,,,,,0,0,0,,,,
2025-07-01 07:30,76,53,23,,,,,0,0,0,,,,
2025-07-01 07:45,63,44,19,,,,,0,0,0,,,,
2025-07-01 08:00,60,43,17,,,,,0,0,0,,,,
2025-07-01 08:15,50,37,13,,,,,0,0,0,,,,
2025-07-01 08:30,30,17,13,,,,,0,0,0,,,,
2025-07-01 08:45,30,20,10,,,,,0,0,0,,,,
2025-07-01 09:00,32,20,12,,,,,0,0,0,,,,
2025-07-01 09:15,19,11,8,,,,,0,0,0,,,,
2025-07-01 09:30,34,20,14,,,,,0,0,0,,,,
2025-07-01 09:45,37,19,18,,,,,0,0,0,,,,
2025-07-01 10:00,42,24,18,,,,,0,0,0,,,,
2025-07-01 10:15,23,11,12,,,,,0,0,0,,,,
2025-07-01 10:30,26,15,11,,,,,0,0,0,,,,
2025-07-01 10:45,36,20,16,,,,,0,0,0,,,,
2025-07-01 11:00,18,14,4,,,,,0,0,0,,,,
2025-07-01 11:15,21,12,9,,,,,0,0,0,,,,
2025-07-01 11:30,40,13,27,,,,,0,0,0,,,,
2025-07-01 11:45,30,13,17,,,,,0,0,0,,,,
2025-07-01 12:00,20,7,13,,,,,0,0,0,,,,
2025-07-01 12:15,30,16,14,,,,,0,0,0,,,,
2025-07-01 12:30,32,13,19,,,,,0,0,0,,,,
2025-07-01 12:45,28,14,14,,,,,0,0,0,,,,
2025-07-01 13:00,32,12,20,,,,,0,0,0,,,,
2025-07-01 13:15,45,22,23,,,,,0,0,0,,,,
2025-07-01 13:30,40,17,23,,,,,0,0,0,,,,
2025-07-01 13:45,32,17,15,,,,,0,0,0,,,,
2025-07-01 14:00,38,12,26,,,,,0,0,0,,,,
2025-07-01 14:15,41,17,24,,,,,0,0,0,,,,
2025-07-01 14:30,31,14,17,,,,,0,0,0,,,,
2025-07-01 14:45,33,16,17,,,,,0,0,0,,,,
2025-07-01 15:00,34,10,24,,,,,0,0,0,,,,
2025-07-01 15:15,37,13,24,,,,,0,0,0,,,,
2025-07-01 15:30,50,23,27,,,,,0,0,0,,,,
2025-07-01 15:45,44,16,28,,,,,0,0,0,,,,
2025-07-01 16:00,64,24,40,,,,,0,0,0,,,,
2025-07-01 16:15,62,24,38,,,,,0,0,0,,,,
2025-07-01 16:30,53,14,39,,,,,0,0,0,,,,
2025-07-01 16:45,49,23,26,,,,,0,0,0,,,,
2025-07-01 17:00,55,24,31,,,,,0,0,0,,,,
2025-07-01 17:15,55,20,35,,,,,0,0,0,,,,
2025-07-01 17:30,56,18,38,,,,,0,0,0,,,,
2025-07-01 17:45,62,30,32,,,,,0,0,0,,,,
2025-07-01 18:00,56,23,33,,,,,0,0,0,,,,
2025-07-01 18:15,67,40,27,,,,,0,0,0,,,,
2025-07-01 18:30,35,22,13,,,,,0,0,0,,,,
2025-07-01 18:45,51,19,32,,,,,0,0,0,,,,
2025-07-01 19:00,42,14,28,,,,,0,0,0,,,,
2025-07-01 19:15,42,22,20,,,,,0,0,0,,,,
2025-07-01 19:30,37,16,21,,,,,0,0,0,,,,
2025-07-01 19:45,31,14,17,,,,,0,0,0,,,,
2025-07-01 20:00,30,17,13,,,,,0,0,0,,,,
2025-07-01 20:15,44,24,20,,,,,0,0,0,,,,
2025-07-01 20:30,26,17,9,,,,,0,0,0,,,,
2025-07-01 20:45,47,32,15,,,,,0,0,0,,,,
2025-07-01 21:00,33,18,15,,,,,0,0,0,,,,
2025-07-01 21:15,46,26,20,,,,,0,0,0,,,,
2025-07-01 21:30,29,18,11,,,,,0,0,0,,,,
2025-07-01 21:45,23,12,11,,,,,0,0,0,,,,
2025-07-01 22:00,19,11,8,,,,,0,0,0,,,,
2025-07-01 22:15,23,13,10,,,,,0,0,0,,,,
2025-07-01 22:30,26,19,7,,,,,0,0,0,,,,
2025-07-01 22:45,14,12,2,,,,,0,0,0,,,,
2025-07-01 23:00,5,5,0,,,,,0,0,0,,,,
2025-07-01 23:15,3,1,2,,,,,0,0,0,,,,
2025-07-01 23:30,2,2,0,,,,,0,0,0,,,,
2025-07-01 23:45,1,1,0,,,,,0,0,0,,,,
2025-07-02 00:00,2,2,0,,,,,0,0,0,,,,
2025-07-02 00:15,2,0,2,,,,,0,0,0,,,,
2025-07-02 00:30,7,5,2,,,,,0,0,0,,,,
2025-07-02 00:45,1,1,0,,,,,0,0,0,,,,
2025-07-02 01:00,2,0,2,,,,,0,0,0,,,,
2025-07-02 01:15,0,0,0,,,,,0,0,0,,,,
2025-07-02 01:30,0,0,0,,,,,0,0,0,,,,
2025-07-02 01:45,0,0,0,,,,,0,0,0,,,,
2025-07-02 02:00,4,0,4,,,,,0,0,0,,,,
2025-07-02 02:15,2,0,2,,,,,0,0,0,,,,
2025-07-02 02:30,1,0,1,,,,,0,0,0,,,,
2025-07-02 02:45,0,0,0,,,,,0,0,0,,,,
2025-07-02 03:00,0,0,0,,,,,0,0,0,,,,
2025-07-02 03:15,0,0,0,,,,,0,0,0,,,,
2025-07-02 03:30,0,0,0,,,,,0,0,0,,,,
2025-07-02 03:45,1,1,0,,,,,0,0,0,,,,
2025-07-02 04:00,2,1,1,,,,,0,0,0,,,,
2025-07-02 04:15,1,1,0,,,,,0,0,0,,,,
2025-07-02 04:30,3,2,1,,,,,0,0,0,,,,
2025-07-02 04:45,1,0,1,,,,,0,0,0,,,,
2025-07-02 05:00,3,0,3,,,,,0,0,0,,,,
2025-07-02 05:15,5,2,3,,,,,0,0,0,,,,
2025-07-02 05:30,3,1,2,,,,,0,0,0,,,,
2025-07-02 05:45,12,6,6,,,,,0,0,0,,,,
2025-07-02 06:00,11,8,3,,,,,0,0,0,,,,
2025-07-02 06:15,13,6,7,,,,,0,0,0,,,,
2025-07-02 06:30,17,9,8,,,,,0,0,0,,,,
2025-07-02 06:45,26,20,6,,,,,0,0,0,,,,
2025-07-02 07:00,33,19,14,,,,,0,0,0,,,,
2025-07-02 07:15,65,41,24,,,,,0,0,0,,,,
2025-07-02 07:30,73,46,27,,,,,0,0,0,,,,
2025-07-02 07:45,61,38,23,,,,,0,0,0,,,,
2025-07-02 08:00,53,35,18,,,,,0,0,0,,,,
2025-07-02 08:15,36,26,10,,,,,0,0,0,,,,
2025-07-02 08:30,32,19,13,,,,,0,0,0,,,,
2025-07-02 08:45,36,22,14,,,,,0,0,0,,,,
2025-07-02 09:00,20,16,4,,,,,0,0,0,,,,
2025-07-02 09:15,26,12,14,,,,,0,0,0,,,,
2025-07-02 09:30,23,13,10,,,,,0,0,0,,,,
2025-07-02 09:45,28,17,11,,,,,0,0,0,,,,
2025-07-02 10:00,17,9,8,,,,,0,0,0,,,,
2025-07-02 10:15,21,16,5,,,,,0,0,0,,,,
2025-07-02 10:30,53,18,35,,,,,0,0,0,,,,
2025-07-02 10:45,23,13,10,,,,,0,0,0,,,,
2025-07-02 11:00,14,7,7,,,,,0,0,0,,,,
2025-07-02 11:15,15,7,8,,,,,0,0,0,,,,
2025-07-02 11:30,23,1,22,,,,,0,0,0,,,,
2025-07-02 11:45,22,10,12,,,,,0,0,0,,,,
2025-07-02 12:00,16,6,10,,,,,0,0,0,,,,
2025-07-02 12:15,26,12,14,,,,,0,0,0,,,,
2025-07-02 12:30,46,23,23,,,,,0,0,0,,,,
2025-07-02 12:45,22,8,14,,,,,0,0,0,,,,
2025-07-02 13:00,18,6,12,,,,,0,0,0,,,,
2025-07-02 13:15,33,16,17,,,,,0,0,0,,,,
2025-07-02 13:30,23,8,15,,,,,0,0,0,,,,
2025-07-02 13:45,49,21,28,,,,,0,0,0,,,,
2025-07-02 14:00,26,9,17,,,,,0,0,0,,,,
2025-07-02 14:15,41,18,23,,,,,0,0,0,,,,
2025-07-02 14:30,28,14,14,,,,,0,0,0,,,,
2025-07-02 14:45,26,12,14,,,,,0,0,0,,,,
2025-07-02 15:00,40,13,27,,,,,0,0,0,,,,
2025-07-02 15:15,37,18,19,,,,,0,0,0,,,,
2025-07-02 15:30,34,11,23,,,,,0,0,0,,,,
2025-07-02 15:45,43,10,33,,,,,0,0,0,,,,
2025-07-02 16:00,62,29,33,,,,,0,0,0,,,,
2025-07-02 16:15,55,17,38,,,,,0,0,0,,,,
2025-07-02 16:30,39,17,22,,,,,0,0,0,,,,
2025-07-02 16:45,39,13,26,,,,,0,0,0,,,,
2025-07-02 17:00,53,15,38,,,,,0,0,0,,,,
2025-07-02 17:15,55,25,30,,,,,0,0,0,,,,
2025-07-02 17:30,58,29,29,,,,,0,0,0,,,,
2025-07-02 17:45,56,33,23,,,,,0,0,0,,,,
2025-07-02 18:00,22,12,10,,,,,0,0,0,,,,
2025-07-02 18:15,21,12,9,,,,,0,0,0,,,,
2025-07-02 18:30,11,4,7,,,,,0,0,0,,,,
2025-07-02 18:45,7,3,4,,,,,0,0,0,,,,
2025-07-02 19:00,6,3,3,,,,,0,0,0,,,,
2025-07-02 19:15,9,6,3,,,,,0,0,0,,,,
2025-07-02 19:30,14,8,6,,,,,0,0,0,,,,
2025-07-02 19:45,19,14,5,,,,,0,0,0,,,,
2025-07-02 20:00,19,17,2,,,,,0,0,0,,,,
2025-07-02 20:15,7,6,1,,,,,0,0,0,,,,
2025-07-02 20:30,5,1,4,,,,,0,0,0,,,,
2025-07-02 20:45,6,2,4,,,,,0,0,0,,,,
2025-07-02 21:00,6,5,1,,,,,0,0,0,,,,
2025-07-02 21:15,6,2,4,,,,,0,0,0,,,,
2025-07-02 21:30,2,1,1,,,,,0,0,0,,,,
2025-07-02 21:45,7,1,6,,,,,0,0,0,,,,
2025-07-02 22:00,1,0,1,,,,,0,0,0,,,,
2025-07-02 22:15,3,0,3,,,,,0,0,0,,,,
2025-07-02 22:30,6,5,1,,,,,0,0,0,,,,
2025-07-02 22:45,4,4,0,,,,,0,0,0,,,,
2025-07-02 23:00,2,1,1,,,,,0,0,0,,,,
2025-07-02 23:15,4,2,2,,,,,0,0,0,,,,
2025-07-02 23:30,1,1,0,,,,,0,0,0,,,,
2025-07-02 23:45,0,0,0,,,,,0,0,0,,,,
2025-07-03 00:00,0,0,0,,,,,0,0,0,,,,
2025-07-03 00:15,1,0,1,,,,,0,0,0,,,,
2025-07-03 00:30,1,0,1,,,,,0,0,0,,,,
2025-07-03 00:45,0,0,0,,,,,0,0,0,,,,
2025-07-03 01:00,0,0,0,,,,,0,0,0,,,,
2025-07-03 01:15,0,0,0,,,,,0,0,0,,,,
2025-07-03 01:30,0,0,0,,,,,0,0,0,,,,
2025-07-03 01:45,0,0,0,,,,,0,0,0,,,,
