Datetime,"300037544 (Kanalpromenade, Abschnitt 1 (Dingstiege))","353410966 (Kanalpromenade, Abschnitt 1 (Dingstiege) Fahrräder IN)","353410967 (Kanalpromenade, Abschnitt 1 (Dingstiege) Fahrräder OUT)","353426657 (Kanalpromenade, Abschnitt 1 (Dingstiege) [Bike IN])","353426659 (Kanalpromenade, Abschnitt 1 (Dingstiege) [Bike IN])","353426660 (Kanalpromenade, Abschnitt 1 (Dingstiege) [Bike OUT])","353426662 (Kanalpromenade, Abschnitt 1 (Dingstiege) [Bike OUT])",300037544-status,353410966-status,353410967-status,353426657-status,353426659-status,353426660-status,353426662-status
2024-08-01 00:00,2,1,0,0,0,1,0,0,0,0,0,0,0,0
2024-08-01 00:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-01 00:30,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2024-08-01 00:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-01 01:00,2,1,0,0,0,1,0,0,0,0,0,0,0,0
2024-08-01 01:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-01 01:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-01 01:45,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-01 02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-01 02:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-01 02:30,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2024-08-01 02:45,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2024-08-01 03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-01 03:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-01 03:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-01 03:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-01 04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-01 04:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-01 04:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-01 04:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-01 05:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-01 05:15,5,0,1,1,0,1,2,0,0,0,0,0,0,0
2024-08-01 05:30,3,2,0,0,0,0,1,0,0,0,0,0,0,0
2024-08-01 05:45,6,4,0,0,0,0,2,0,0,0,0,0,0,0
2024-08-01 06:00,8,8,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-01 06:15,10,8,0,0,0,0,2,0,0,0,0,0,0,0
2024-08-01 06:30,16,8,0,1,0,0,7,0,0,0,0,0,0,0
2024-08-01 06:45,24,12,0,3,0,1,8,0,0,0,0,0,0,0
2024-08-01 07:00,25,17,0,1,0,1,6,0,0,0,0,0,0,0
2024-08-01 07:15,22,13,0,0,2,2,5,0,0,0,0,0,0,0
2024-08-01 07:30,28,17,2,4,0,0,5,0,0,0,0,0,0,0
2024-08-01 07:45,35,15,1,3,1,2,13,0,0,0,0,0,0,0
2024-08-01 08:00,14,9,0,0,0,0,5,0,0,0,0,0,0,0
2024-08-01 08:15,23,14,0,2,0,0,7,0,0,0,0,0,0,0
2024-08-01 08:30,22,13,0,0,0,1,8,0,0,0,0,0,0,0
2024-08-01 08:45,23,14,1,1,0,1,6,0,0,0,0,0,0,0
2024-08-01 09:00,3,1,0,0,1,0,1,0,0,0,0,0,0,0
2024-08-01 09:15,21,11,0,1,0,2,7,0,0,0,0,0,0,0
2024-08-01 09:30,19,12,0,3,0,0,4,0,0,0,0,0,0,0
2024-08-01 09:45,23,11,0,5,0,2,5,0,0,0,0,0,0,0
2024-08-01 10:00,20,11,0,1,0,2,6,0,0,0,0,0,0,0
2024-08-01 10:15,25,6,0,0,0,4,15,0,0,0,0,0,0,0
