Datetime,"300037544 (Kanalpromenade, Abschnitt 1 (Dingstiege))","353410966 (Kanalpromenade, Abschnitt 1 (Dingstiege) Fahrräder IN)","353410967 (Kanalpromenade, Abschnitt 1 (Dingstiege) Fahrräder OUT)","353426657 (Kanalpromenade, Abschnitt 1 (Dingstiege) Fahrräder IN)","353426659 (Kanalpromenade, Abschnitt 1 (Dingstiege) Fahrräder IN)","353426660 (Kanalpromenade, Abschnitt 1 (Dingstiege) Fahrräder OUT)","353426662 (Kanalpromenade, Abschnitt 1 (Dingstiege) Fahrräder OUT)",300037544-status,353410966-status,353410967-status,353426657-status,353426659-status,353426660-status,353426662-status
2026-04-01 00:00,0,0,0,,,,,0,0,0,,,,
2026-04-01 00:15,0,0,0,,,,,0,0,0,,,,
2026-04-01 00:30,0,0,0,,,,,0,0,0,,,,
2026-04-01 00:45,1,0,1,,,,,0,0,0,,,,
2026-04-01 01:00,1,0,1,,,,,0,0,0,,,,
2026-04-01 01:15,0,0,0,,,,,0,0,0,,,,
2026-04-01 01:30,0,0,0,,,,,0,0,0,,,,
2026-04-01 01:45,0,0,0,,,,,0,0,0,,,,
2026-04-01 02:00,0,0,0,,,,,0,0,0,,,,
2026-04-01 02:15,0,0,0,,,,,0,0,0,,,,
2026-04-01 02:30,0,0,0,,,,,0,0,0,,,,
2026-04-01 02:45,0,0,0,,,,,0,0,0,,,,
2026-04-01 03:00,1,0,1,,,,,0,0,0,,,,
2026-04-01 03:15,0,0,0,,,,,0,0,0,,,,
2026-04-01 03:30,0,0,0,,,,,0,0,0,,,,
2026-04-01 03:45,0,0,0,,,,,0,0,0,,,,
2026-04-01 04:00,0,0,0,,,,,0,0,0,,,,
2026-04-01 04:15,0,0,0,,,,,0,0,0,,,,
2026-04-01 04:30,0,0,0,,,,,0,0,0,,,,
2026-04-01 04:45,0,0,0,,,,,0,0,0,,,,
2026-04-01 05:00,1,0,1,,,,,0,0,0,,,,
2026-04-01 05:15,2,1,1,,,,,0,0,0,,,,
2026-04-01 05:30,1,0,1,,,,,0,0,0,,,,
2026-04-01 05:45,10,8,2,,,,,0,0,0,,,,
2026-04-01 06:00,4,3,1,,,,,0,0,0,,,,
2026-04-01 06:15,8,5,3,,,,,0,0,0,,,,
2026-04-01 06:30,6,4,2,,,,,0,0,0,,,,
2026-04-01 06:45,18,15,3,,,,,0,0,0,,,,
2026-04-01 07:00,14,11,3,,,,,0,0,0,,,,
2026-04-01 07:15,24,16,8,,,,,0,0,0,,,,
2026-04-01 07:30,21,16,5,,,,,0,0,0,,,,
2026-04-01 07:45,26,20,6,,,,,0,0,0,,,,
2026-04-01 08:00,19,17,2,,,,,0,0,0,,,,
2026-04-01 08:15,24,13,11,,,,,0,0,0,,,,
2026-04-01 08:30,22,13,9,,,,,0,0,0,,,,
2026-04-01 08:45,35,13,22,,,,,0,0,0,,,,
2026-04-01 09:00,17,5,12,,,,,0,0,0,,,,
2026-04-01 09:15,16,10,6,,,,,0,0,0,,,,
2026-04-01 09:30,14,10,4,,,,,0,0,0,,,,
2026-04-01 09:45,20,16,4,,,,,0,0,0,,,,
2026-04-01 10:00,12,8,4,,,,,0,0,0,,,,
2026-04-01 10:15,27,21,6,,,,,0,0,0,,,,
2026-04-01 10:30,11,8,3,,,,,0,0,0,,,,
2026-04-01 10:45,20,8,12,,,,,0,0,0,,,,
2026-04-01 11:00,19,12,7,,,,,0,0,0,,,,
2026-04-01 11:15,25,16,9,,,,,0,0,0,,,,
2026-04-01 11:30,22,9,13,,,,,0,0,0,,,,
2026-04-01 11:45,21,14,7,,,,,0,0,0,,,,
2026-04-01 12:00,15,8,7,,,,,0,0,0,,,,
2026-04-01 12:15,25,14,11,,,,,0,0,0,,,,
2026-04-01 12:30,34,13,21,,,,,0,0,0,,,,
2026-04-01 12:45,23,15,8,,,,,0,0,0,,,,
2026-04-01 13:00,38,19,19,,,,,0,0,0,,,,
2026-04-01 13:15,32,11,21,,,,,0,0,0,,,,
2026-04-01 13:30,38,17,21,,,,,0,0,0,,,,
2026-04-01 13:45,34,11,23,,,,,0,0,0,,,,
2026-04-01 14:00,47,20,27,,,,,0,0,0,,,,
2026-04-01 14:15,40,20,20,,,,,0,0,0,,,,
2026-04-01 14:30,46,14,32,,,,,0,0,0,,,,
2026-04-01 14:45,41,21,20,,,,,0,0,0,,,,
2026-04-01 15:00,49,27,22,,,,,0,0,0,,,,
2026-04-01 15:15,57,28,29,,,,,0,0,0,,,,
2026-04-01 15:30,56,21,35,,,,,0,0,0,,,,
2026-04-01 15:45,55,16,39,,,,,0,0,0,,,,
2026-04-01 16:00,46,23,23,,,,,0,0,0,,,,
2026-04-01 16:15,46,22,24,,,,,0,0,0,,,,
2026-04-01 16:30,46,24,22,,,,,0,0,0,,,,
2026-04-01 16:45,44,32,12,,,,,0,0,0,,,,
2026-04-01 17:00,55,21,34,,,,,0,0,0,,,,
2026-04-01 17:15,56,28,28,,,,,0,0,0,,,,
2026-04-01 17:30,48,20,28,,,,,0,0,0,,,,
2026-04-01 17:45,51,27,24,,,,,0,0,0,,,,
2026-04-01 18:00,38,21,17,,,,,0,0,0,,,,
2026-04-01 18:15,31,14,17,,,,,0,0,0,,,,
2026-04-01 18:30,34,18,16,,,,,0,0,0,,,,
2026-04-01 18:45,42,23,19,,,,,0,0,0,,,,
2026-04-01 19:00,14,6,8,,,,,0,0,0,,,,
2026-04-01 19:15,14,5,9,,,,,0,0,0,,,,
2026-04-01 19:30,31,14,17,,,,,0,0,0,,,,
2026-04-01 19:45,18,10,8,,,,,0,0,0,,,,
2026-04-01 20:00,17,11,6,,,,,0,0,0,,,,
2026-04-01 20:15,11,4,7,,,,,0,0,0,,,,
2026-04-01 20:30,11,6,5,,,,,0,0,0,,,,
2026-04-01 20:45,8,1,7,,,,,0,0,0,,,,
2026-04-01 21:00,3,1,2,,,,,0,0,0,,,,
2026-04-01 21:15,8,4,4,,,,,0,0,0,,,,
2026-04-01 21:30,4,3,1,,,,,0,0,0,,,,
2026-04-01 21:45,6,2,4,,,,,0,0,0,,,,
2026-04-01 22:00,9,5,4,,,,,0,0,0,,,,
2026-04-01 22:15,2,1,1,,,,,0,0,0,,,,
2026-04-01 22:30,5,3,2,,,,,0,0,0,,,,
2026-04-01 22:45,3,1,2,,,,,0,0,0,,,,
2026-04-01 23:00,3,1,2,,,,,0,0,0,,,,
2026-04-01 23:15,4,2,2,,,,,0,0,0,,,,
2026-04-01 23:30,0,0,0,,,,,0,0,0,,,,
2026-04-01 23:45,2,0,2,,,,,0,0,0,,,,
2026-04-02 00:00,1,0,1,,,,,0,0,0,,,,
2026-04-02 00:15,1,0,1,,,,,0,0,0,,,,
2026-04-02 00:30,0,0,0,,,,,0,0,0,,,,
2026-04-02 00:45,1,1,0,,,,,0,0,0,,,,
2026-04-02 01:00,0,0,0,,,,,0,0,0,,,,
2026-04-02 01:15,0,0,0,,,,,0,0,0,,,,
2026-04-02 01:30,0,0,0,,,,,0,0,0,,,,
2026-04-02 01:45,1,0,1,,,,,0,0,0,,,,
