Datetime,"300037544 (Kanalpromenade, Abschnitt 1 (Dingstiege))","353410966 (Kanalpromenade, Abschnitt 1 (Dingstiege) Fahrräder IN)","353410967 (Kanalpromenade, Abschnitt 1 (Dingstiege) Fahrräder OUT)","353426657 (Kanalpromenade, Abschnitt 1 (Dingstiege) Fahrräder IN)","353426659 (Kanalpromenade, Abschnitt 1 (Dingstiege) Fahrräder IN)","353426660 (Kanalpromenade, Abschnitt 1 (Dingstiege) Fahrräder OUT)","353426662 (Kanalpromenade, Abschnitt 1 (Dingstiege) Fahrräder OUT)",300037544-status,353410966-status,353410967-status,353426657-status,353426659-status,353426660-status,353426662-status
2025-10-01 00:00,1,0,1,,,,,0,0,0,,,,
2025-10-01 00:15,0,0,0,,,,,0,0,0,,,,
2025-10-01 00:30,0,0,0,,,,,0,0,0,,,,
2025-10-01 00:45,0,0,0,,,,,0,0,0,,,,
2025-10-01 01:00,2,0,2,,,,,0,0,0,,,,
2025-10-01 01:15,0,0,0,,,,,0,0,0,,,,
2025-10-01 01:30,0,0,0,,,,,0,0,0,,,,
2025-10-01 01:45,0,0,0,,,,,0,0,0,,,,
2025-10-01 02:00,0,0,0,,,,,0,0,0,,,,
2025-10-01 02:15,0,0,0,,,,,0,0,0,,,,
2025-10-01 02:30,0,0,0,,,,,0,0,0,,,,
2025-10-01 02:45,0,0,0,,,,,0,0,0,,,,
2025-10-01 03:00,0,0,0,,,,,0,0,0,,,,
2025-10-01 03:15,0,0,0,,,,,0,0,0,,,,
2025-10-01 03:30,0,0,0,,,,,0,0,0,,,,
2025-10-01 03:45,1,1,0,,,,,0,0,0,,,,
2025-10-01 04:00,0,0,0,,,,,0,0,0,,,,
2025-10-01 04:15,0,0,0,,,,,0,0,0,,,,
2025-10-01 04:30,1,0,1,,,,,0,0,0,,,,
2025-10-01 04:45,1,1,0,,,,,0,0,0,,,,
2025-10-01 05:00,1,0,1,,,,,0,0,0,,,,
2025-10-01 05:15,0,0,0,,,,,0,0,0,,,,
2025-10-01 05:30,5,2,3,,,,,0,0,0,,,,
2025-10-01 05:45,7,3,4,,,,,0,0,0,,,,
2025-10-01 06:00,13,9,4,,,,,0,0,0,,,,
2025-10-01 06:15,7,5,2,,,,,0,0,0,,,,
2025-10-01 06:30,14,8,6,,,,,0,0,0,,,,
2025-10-01 06:45,14,11,3,,,,,0,0,0,,,,
2025-10-01 07:00,24,12,12,,,,,0,0,0,,,,
2025-10-01 07:15,42,34,8,,,,,0,0,0,,,,
2025-10-01 07:30,67,44,23,,,,,0,0,0,,,,
2025-10-01 07:45,44,31,13,,,,,0,0,0,,,,
2025-10-01 08:00,44,36,8,,,,,0,0,0,,,,
2025-10-01 08:15,50,35,15,,,,,0,0,0,,,,
2025-10-01 08:30,31,19,12,,,,,0,0,0,,,,
2025-10-01 08:45,21,12,9,,,,,0,0,0,,,,
2025-10-01 09:00,15,11,4,,,,,0,0,0,,,,
2025-10-01 09:15,31,26,5,,,,,0,0,0,,,,
2025-10-01 09:30,23,14,9,,,,,0,0,0,,,,
2025-10-01 09:45,24,14,10,,,,,0,0,0,,,,
2025-10-01 10:00,18,9,9,,,,,0,0,0,,,,
2025-10-01 10:15,11,5,6,,,,,0,0,0,,,,
2025-10-01 10:30,16,11,5,,,,,0,0,0,,,,
2025-10-01 10:45,22,14,8,,,,,0,0,0,,,,
2025-10-01 11:00,13,8,5,,,,,0,0,0,,,,
2025-10-01 11:15,21,10,11,,,,,0,0,0,,,,
2025-10-01 11:30,31,19,12,,,,,0,0,0,,,,
2025-10-01 11:45,25,14,11,,,,,0,0,0,,,,
2025-10-01 12:00,32,19,13,,,,,0,0,0,,,,
2025-10-01 12:15,28,12,16,,,,,0,0,0,,,,
2025-10-01 12:30,27,6,21,,,,,0,0,0,,,,
2025-10-01 12:45,33,16,17,,,,,0,0,0,,,,
2025-10-01 13:00,26,14,12,,,,,0,0,0,,,,
2025-10-01 13:15,36,20,16,,,,,0,0,0,,,,
2025-10-01 13:30,39,13,26,,,,,0,0,0,,,,
2025-10-01 13:45,43,19,24,,,,,0,0,0,,,,
2025-10-01 14:00,34,19,15,,,,,0,0,0,,,,
2025-10-01 14:15,56,24,32,,,,,0,0,0,,,,
2025-10-01 14:30,39,13,26,,,,,0,0,0,,,,
2025-10-01 14:45,39,17,22,,,,,0,0,0,,,,
2025-10-01 15:00,45,19,26,,,,,0,0,0,,,,
2025-10-01 15:15,57,30,27,,,,,0,0,0,,,,
2025-10-01 15:30,46,23,23,,,,,0,0,0,,,,
2025-10-01 15:45,65,38,27,,,,,0,0,0,,,,
2025-10-01 16:00,46,16,30,,,,,0,0,0,,,,
2025-10-01 16:15,55,17,38,,,,,0,0,0,,,,
2025-10-01 16:30,67,22,45,,,,,0,0,0,,,,
2025-10-01 16:45,99,32,67,,,,,0,0,0,,,,
2025-10-01 17:00,64,25,39,,,,,0,0,0,,,,
2025-10-01 17:15,63,34,29,,,,,0,0,0,,,,
2025-10-01 17:30,58,27,31,,,,,0,0,0,,,,
2025-10-01 17:45,38,16,22,,,,,0,0,0,,,,
2025-10-01 18:00,43,21,22,,,,,0,0,0,,,,
2025-10-01 18:15,74,55,19,,,,,0,0,0,,,,
2025-10-01 18:30,36,25,11,,,,,0,0,0,,,,
2025-10-01 18:45,26,8,18,,,,,0,0,0,,,,
2025-10-01 19:00,19,10,9,,,,,0,0,0,,,,
2025-10-01 19:15,30,23,7,,,,,0,0,0,,,,
2025-10-01 19:30,23,12,11,,,,,0,0,0,,,,
2025-10-01 19:45,18,9,9,,,,,0,0,0,,,,
2025-10-01 20:00,19,7,12,,,,,0,0,0,,,,
2025-10-01 20:15,9,2,7,,,,,0,0,0,,,,
2025-10-01 20:30,9,3,6,,,,,0,0,0,,,,
2025-10-01 20:45,4,3,1,,,,,0,0,0,,,,
2025-10-01 21:00,10,2,8,,,,,0,0,0,,,,
2025-10-01 21:15,8,3,5,,,,,0,0,0,,,,
2025-10-01 21:30,8,4,4,,,,,0,0,0,,,,
2025-10-01 21:45,12,8,4,,,,,0,0,0,,,,
2025-10-01 22:00,6,2,4,,,,,0,0,0,,,,
2025-10-01 22:15,1,0,1,,,,,0,0,0,,,,
2025-10-01 22:30,3,1,2,,,,,0,0,0,,,,
2025-10-01 22:45,3,1,2,,,,,0,0,0,,,,
2025-10-01 23:00,4,1,3,,,,,0,0,0,,,,
2025-10-01 23:15,0,0,0,,,,,0,0,0,,,,
2025-10-01 23:30,3,0,3,,,,,0,0,0,,,,
2025-10-01 23:45,1,1,0,,,,,0,0,0,,,,
2025-10-02 00:00,1,0,1,,,,,0,0,0,,,,
2025-10-02 00:15,0,0,0,,,,,0,0,0,,,,
2025-10-02 00:30,1,1,0,,,,,0,0,0,,,,
2025-10-02 00:45,0,0,0,,,,,0,0,0,,,,
2025-10-02 01:00,0,0,0,,,,,0,0,0,,,,
2025-10-02 01:15,2,2,0,,,,,0,0,0,,,,
2025-10-02 01:30,0,0,0,,,,,0,0,0,,,,
2025-10-02 01:45,0,0,0,,,,,0,0,0,,,,
2025-10-02 02:00,0,0,0,,,,,0,0,0,,,,
2025-10-02 02:15,0,0,0,,,,,0,0,0,,,,
2025-10-02 02:30,0,0,0,,,,,0,0,0,,,,
2025-10-02 02:45,0,0,0,,,,,0,0,0,,,,
2025-10-02 03:00,1,1,0,,,,,0,0,0,,,,
2025-10-02 03:15,0,0,0,,,,,0,0,0,,,,
2025-10-02 03:30,0,0,0,,,,,0,0,0,,,,
2025-10-02 03:45,1,0,1,,,,,0,0,0,,,,
2025-10-02 04:00,2,2,0,,,,,0,0,0,,,,
2025-10-02 04:15,1,1,0,,,,,0,0,0,,,,
2025-10-02 04:30,0,0,0,,,,,0,0,0,,,,
2025-10-02 04:45,1,1,0,,,,,0,0,0,,,,
2025-10-02 05:00,4,2,2,,,,,0,0,0,,,,
2025-10-02 05:15,0,0,0,,,,,0,0,0,,,,
2025-10-02 05:30,3,2,1,,,,,0,0,0,,,,
2025-10-02 05:45,10,8,2,,,,,0,0,0,,,,
2025-10-02 06:00,8,5,3,,,,,0,0,0,,,,
2025-10-02 06:15,6,3,3,,,,,0,0,0,,,,
2025-10-02 06:30,9,6,3,,,,,0,0,0,,,,
2025-10-02 06:45,16,10,6,,,,,0,0,0,,,,
2025-10-02 07:00,29,14,15,,,,,0,0,0,,,,
2025-10-02 07:15,48,40,8,,,,,0,0,0,,,,
2025-10-02 07:30,51,42,9,,,,,0,0,0,,,,
2025-10-02 07:45,38,28,10,,,,,0,0,0,,,,
2025-10-02 08:00,34,29,5,,,,,0,0,0,,,,
2025-10-02 08:15,27,16,11,,,,,0,0,0,,,,
2025-10-02 08:30,33,20,13,,,,,0,0,0,,,,
2025-10-02 08:45,15,10,5,,,,,0,0,0,,,,
2025-10-02 09:00,23,17,6,,,,,0,0,0,,,,
2025-10-02 09:15,11,9,2,,,,,0,0,0,,,,
