Datetime,300037925 (Goldstraße),353413828 (Goldstraße [Bike Stadteinwärts]),353413829 (Goldstraße [Bike Stadtauswärts]),300037925-status,353413828-status,353413829-status
2024-11-01 00:00,8,2,6,0,0,0
2024-11-01 00:15,1,0,1,0,0,0
2024-11-01 00:30,4,0,4,0,0,0
2024-11-01 00:45,5,4,1,0,0,0
2024-11-01 01:00,5,3,2,0,0,0
2024-11-01 01:15,7,3,4,0,0,0
2024-11-01 01:30,8,1,7,0,0,0
2024-11-01 01:45,0,0,0,0,0,0
2024-11-01 02:00,2,0,2,0,0,0
2024-11-01 02:15,5,4,1,0,0,0
2024-11-01 02:30,3,1,2,0,0,0
2024-11-01 02:45,1,0,1,0,0,0
2024-11-01 03:00,1,0,1,0,0,0
2024-11-01 03:15,2,1,1,0,0,0
2024-11-01 03:30,4,0,4,0,0,0
2024-11-01 03:45,2,1,1,0,0,0
2024-11-01 04:00,2,0,2,0,0,0
2024-11-01 04:15,1,0,1,0,0,0
2024-11-01 04:30,1,1,0,0,0,0
2024-11-01 04:45,1,0,1,0,0,0
2024-11-01 05:00,0,0,0,0,0,0
2024-11-01 05:15,2,0,2,0,0,0
2024-11-01 05:30,3,1,2,0,0,0
2024-11-01 05:45,4,2,2,0,0,0
2024-11-01 06:00,1,0,1,0,0,0
2024-11-01 06:15,0,0,0,0,0,0
2024-11-01 06:30,1,1,0,0,0,0
2024-11-01 06:45,3,2,1,0,0,0
2024-11-01 07:00,0,0,0,0,0,0
2024-11-01 07:15,3,3,0,0,0,0
2024-11-01 07:30,2,2,0,0,0,0
2024-11-01 07:45,1,0,1,0,0,0
2024-11-01 08:00,4,0,4,0,0,0
2024-11-01 08:15,1,0,1,0,0,0
2024-11-01 08:30,3,2,1,0,0,0
2024-11-01 08:45,5,4,1,0,0,0
2024-11-01 09:00,5,0,5,0,0,0
2024-11-01 09:15,5,5,0,0,0,0
2024-11-01 09:30,9,6,3,0,0,0
2024-11-01 09:45,15,10,5,0,0,0
2024-11-01 10:00,6,5,1,0,0,0
2024-11-01 10:15,8,6,2,0,0,0
2024-11-01 10:30,9,6,3,0,0,0
2024-11-01 10:45,11,7,4,0,0,0
2024-11-01 11:00,8,5,3,0,0,0
2024-11-01 11:15,12,8,4,0,0,0
2024-11-01 11:30,6,5,1,0,0,0
2024-11-01 11:45,7,2,5,0,0,0
2024-11-01 12:00,17,11,6,0,0,0
2024-11-01 12:15,18,7,11,0,0,0
2024-11-01 12:30,13,7,6,0,0,0
2024-11-01 12:45,13,4,9,0,0,0
2024-11-01 13:00,10,7,3,0,0,0
2024-11-01 13:15,23,12,11,0,0,0
2024-11-01 13:30,8,6,2,0,0,0
2024-11-01 13:45,14,6,8,0,0,0
2024-11-01 14:00,1,0,1,0,0,0
2024-11-01 14:15,10,5,5,0,0,0
2024-11-01 14:30,8,4,4,0,0,0
2024-11-01 14:45,9,3,6,0,0,0
2024-11-01 15:00,13,7,6,0,0,0
2024-11-01 15:15,10,6,4,0,0,0
2024-11-01 15:30,9,6,3,0,0,0
2024-11-01 15:45,14,7,7,0,0,0
2024-11-01 16:00,11,7,4,0,0,0
2024-11-01 16:15,14,11,3,0,0,0
2024-11-01 16:30,9,4,5,0,0,0
2024-11-01 16:45,7,7,0,0,0,0
2024-11-01 17:00,27,21,6,0,0,0
2024-11-01 17:15,24,18,6,0,0,0
2024-11-01 17:30,5,2,3,0,0,0
2024-11-01 17:45,21,16,5,0,0,0
2024-11-01 18:00,13,7,6,0,0,0
2024-11-01 18:15,18,16,2,0,0,0
2024-11-01 18:30,7,2,5,0,0,0
2024-11-01 18:45,11,3,8,0,0,0
2024-11-01 19:00,9,6,3,0,0,0
2024-11-01 19:15,22,17,5,0,0,0
2024-11-01 19:30,9,7,2,0,0,0
2024-11-01 19:45,16,13,3,0,0,0
2024-11-01 20:00,2,0,2,0,0,0
2024-11-01 20:15,6,4,2,0,0,0
2024-11-01 20:30,15,4,11,0,0,0
2024-11-01 20:45,12,6,6,0,0,0
2024-11-01 21:00,8,1,7,0,0,0
2024-11-01 21:15,2,1,1,0,0,0
2024-11-01 21:30,7,4,3,0,0,0
2024-11-01 21:45,7,1,6,0,0,0
2024-11-01 22:00,9,3,6,0,0,0
2024-11-01 22:15,6,2,4,0,0,0
2024-11-01 22:30,4,1,3,0,0,0
2024-11-01 22:45,7,3,4,0,0,0
2024-11-01 23:00,10,5,5,0,0,0
2024-11-01 23:15,1,1,0,0,0,0
2024-11-01 23:30,3,0,3,0,0,0
2024-11-01 23:45,4,0,4,0,0,0
2024-11-02 00:00,3,2,1,0,0,0
2024-11-02 00:15,5,2,3,0,0,0
2024-11-02 00:30,2,0,2,0,0,0
2024-11-02 00:45,3,0,3,0,0,0
2024-11-02 01:00,2,2,0,0,0,0
2024-11-02 01:15,2,0,2,0,0,0
2024-11-02 01:30,1,1,0,0,0,0
2024-11-02 01:45,1,1,0,0,0,0
2024-11-02 02:00,6,0,6,0,0,0
2024-11-02 02:15,1,1,0,0,0,0
2024-11-02 02:30,1,1,0,0,0,0
2024-11-02 02:45,0,0,0,0,0,0
2024-11-02 03:00,0,0,0,0,0,0
2024-11-02 03:15,0,0,0,0,0,0
2024-11-02 03:30,0,0,0,0,0,0
2024-11-02 03:45,0,0,0,0,0,0
2024-11-02 04:00,0,0,0,0,0,0
2024-11-02 04:15,0,0,0,0,0,0
2024-11-02 04:30,0,0,0,0,0,0
2024-11-02 04:45,1,1,0,0,0,0
2024-11-02 05:00,0,0,0,0,0,0
2024-11-02 05:15,3,2,1,0,0,0
2024-11-02 05:30,8,8,0,0,0,0
2024-11-02 05:45,2,2,0,0,0,0
2024-11-02 06:00,1,1,0,0,0,0
2024-11-02 06:15,0,0,0,0,0,0
2024-11-02 06:30,2,2,0,0,0,0
2024-11-02 06:45,4,3,1,0,0,0
2024-11-02 07:00,1,1,0,0,0,0
2024-11-02 07:15,5,5,0,0,0,0
2024-11-02 07:30,13,8,5,0,0,0
2024-11-02 07:45,11,8,3,0,0,0
2024-11-02 08:00,11,7,4,0,0,0
2024-11-02 08:15,17,9,8,0,0,0
2024-11-02 08:30,23,18,5,0,0,0
2024-11-02 08:45,16,13,3,0,0,0
2024-11-02 09:00,12,8,4,0,0,0
2024-11-02 09:15,22,18,4,0,0,0
2024-11-02 09:30,15,11,4,0,0,0
2024-11-02 09:45,49,34,15,0,0,0
2024-11-02 10:00,45,34,11,0,0,0
2024-11-02 10:15,30,25,5,0,0,0
2024-11-02 10:30,44,35,9,0,0,0
2024-11-02 10:45,36,29,7,0,0,0
2024-11-02 11:00,31,26,5,0,0,0
2024-11-02 11:15,23,19,4,0,0,0
2024-11-02 11:30,51,37,14,0,0,0
2024-11-02 11:45,54,40,14,0,0,0
2024-11-02 12:00,51,34,17,0,0,0
2024-11-02 12:15,33,16,17,0,0,0
2024-11-02 12:30,39,26,13,0,0,0
2024-11-02 12:45,43,26,17,0,0,0
2024-11-02 13:00,33,18,15,0,0,0
2024-11-02 13:15,37,17,20,0,0,0
2024-11-02 13:30,42,23,19,0,0,0
2024-11-02 13:45,36,16,20,0,0,0
2024-11-02 14:00,30,19,11,0,0,0
2024-11-02 14:15,34,18,16,0,0,0
2024-11-02 14:30,31,22,9,0,0,0
2024-11-02 14:45,40,21,19,0,0,0
2024-11-02 15:00,24,13,11,0,0,0
2024-11-02 15:15,42,24,18,0,0,0
2024-11-02 15:30,32,17,15,0,0,0
2024-11-02 15:45,34,13,21,0,0,0
2024-11-02 16:00,32,18,14,0,0,0
2024-11-02 16:15,22,9,13,0,0,0
2024-11-02 16:30,35,12,23,0,0,0
2024-11-02 16:45,14,7,7,0,0,0
2024-11-02 17:00,24,7,17,0,0,0
2024-11-02 17:15,29,10,19,0,0,0
2024-11-02 17:30,25,17,8,0,0,0
2024-11-02 17:45,17,9,8,0,0,0
2024-11-02 18:00,18,6,12,0,0,0
2024-11-02 18:15,15,4,11,0,0,0
2024-11-02 18:30,22,17,5,0,0,0
2024-11-02 18:45,19,14,5,0,0,0
2024-11-02 19:00,32,17,15,0,0,0
2024-11-02 19:15,14,11,3,0,0,0
2024-11-02 19:30,11,7,4,0,0,0
2024-11-02 19:45,15,10,5,0,0,0
2024-11-02 20:00,10,7,3,0,0,0
2024-11-02 20:15,3,3,0,0,0,0
2024-11-02 20:30,2,2,0,0,0,0
2024-11-02 20:45,4,3,1,0,0,0
2024-11-02 21:00,1,0,1,0,0,0
2024-11-02 21:15,1,1,0,0,0,0
2024-11-02 21:30,9,1,8,0,0,0
2024-11-02 21:45,9,4,5,0,0,0
2024-11-02 22:00,2,2,0,0,0,0
2024-11-02 22:15,14,6,8,0,0,0
2024-11-02 22:30,4,1,3,0,0,0
2024-11-02 22:45,7,2,5,0,0,0
2024-11-02 23:00,7,1,6,0,0,0
2024-11-02 23:15,3,2,1,0,0,0
2024-11-02 23:30,5,1,4,0,0,0
2024-11-02 23:45,7,2,5,0,0,0
2024-11-03 00:00,5,3,2,0,0,0
2024-11-03 00:15,0,0,0,0,0,0
2024-11-03 00:30,1,0,1,0,0,0
2024-11-03 00:45,5,2,3,0,0,0
2024-11-03 01:00,2,0,2,0,0,0
2024-11-03 01:15,0,0,0,0,0,0
2024-11-03 01:30,2,0,2,0,0,0
2024-11-03 01:45,4,0,4,0,0,0
2024-11-03 02:00,2,2,0,0,0,0
