Datetime,300037925 (Goldstraße),353413828 (Goldstraße Fahrräder Stadteinwärts),353413829 (Goldstraße Fahrräder Stadtauswärts),300037925-status,353413828-status,353413829-status
2025-07-01 00:00,0,0,0,0,0,0
2025-07-01 00:15,2,1,1,0,0,0
2025-07-01 00:30,0,0,0,0,0,0
2025-07-01 00:45,1,0,1,0,0,0
2025-07-01 01:00,1,0,1,0,0,0
2025-07-01 01:15,1,1,0,0,0,0
2025-07-01 01:30,0,0,0,0,0,0
2025-07-01 01:45,0,0,0,0,0,0
2025-07-01 02:00,0,0,0,0,0,0
2025-07-01 02:15,0,0,0,0,0,0
2025-07-01 02:30,0,0,0,0,0,0
2025-07-01 02:45,0,0,0,0,0,0
2025-07-01 03:00,1,1,0,0,0,0
2025-07-01 03:15,0,0,0,0,0,0
2025-07-01 03:30,0,0,0,0,0,0
2025-07-01 03:45,0,0,0,0,0,0
2025-07-01 04:00,0,0,0,0,0,0
2025-07-01 04:15,0,0,0,0,0,0
2025-07-01 04:30,1,0,1,0,0,0
2025-07-01 04:45,2,2,0,0,0,0
2025-07-01 05:00,7,3,4,0,0,0
2025-07-01 05:15,3,3,0,0,0,0
2025-07-01 05:30,2,2,0,0,0,0
2025-07-01 05:45,2,2,0,0,0,0
2025-07-01 06:00,7,6,1,0,0,0
2025-07-01 06:15,7,7,0,0,0,0
2025-07-01 06:30,12,8,4,0,0,0
2025-07-01 06:45,26,19,7,0,0,0
2025-07-01 07:00,16,13,3,0,0,0
2025-07-01 07:15,48,41,7,0,0,0
2025-07-01 07:30,65,60,5,0,0,0
2025-07-01 07:45,61,46,15,0,0,0
2025-07-01 08:00,45,36,9,0,0,0
2025-07-01 08:15,45,35,10,0,0,0
2025-07-01 08:30,35,22,13,0,0,0
2025-07-01 08:45,37,24,13,0,0,0
2025-07-01 09:00,23,20,3,0,0,0
2025-07-01 09:15,25,16,9,0,0,0
2025-07-01 09:30,27,21,6,0,0,0
2025-07-01 09:45,40,32,8,0,0,0
2025-07-01 10:00,32,28,4,0,0,0
2025-07-01 10:15,36,20,16,0,0,0
2025-07-01 10:30,16,10,6,0,0,0
2025-07-01 10:45,35,23,12,0,0,0
2025-07-01 11:00,13,7,6,0,0,0
2025-07-01 11:15,21,11,10,0,0,0
2025-07-01 11:30,28,16,12,0,0,0
2025-07-01 11:45,25,15,10,0,0,0
2025-07-01 12:00,26,15,11,0,0,0
2025-07-01 12:15,29,15,14,0,0,0
2025-07-01 12:30,22,10,12,0,0,0
2025-07-01 12:45,32,19,13,0,0,0
2025-07-01 13:00,37,10,27,0,0,0
2025-07-01 13:15,27,9,18,0,0,0
2025-07-01 13:30,24,9,15,0,0,0
2025-07-01 13:45,30,20,10,0,0,0
2025-07-01 14:00,30,15,15,0,0,0
2025-07-01 14:15,18,9,9,0,0,0
2025-07-01 14:30,29,20,9,0,0,0
2025-07-01 14:45,29,15,14,0,0,0
2025-07-01 15:00,36,22,14,0,0,0
2025-07-01 15:15,25,12,13,0,0,0
2025-07-01 15:30,34,14,20,0,0,0
2025-07-01 15:45,48,25,23,0,0,0
2025-07-01 16:00,44,22,22,0,0,0
2025-07-01 16:15,34,17,17,0,0,0
2025-07-01 16:30,36,18,18,0,0,0
2025-07-01 16:45,32,16,16,0,0,0
2025-07-01 17:00,22,5,17,0,0,0
2025-07-01 17:15,30,11,19,0,0,0
2025-07-01 17:30,33,16,17,0,0,0
2025-07-01 17:45,37,19,18,0,0,0
2025-07-01 18:00,33,15,18,0,0,0
2025-07-01 18:15,22,10,12,0,0,0
2025-07-01 18:30,28,11,17,0,0,0
2025-07-01 18:45,26,19,7,0,0,0
2025-07-01 19:00,14,9,5,0,0,0
2025-07-01 19:15,20,13,7,0,0,0
2025-07-01 19:30,18,12,6,0,0,0
2025-07-01 19:45,21,9,12,0,0,0
2025-07-01 20:00,14,2,12,0,0,0
2025-07-01 20:15,21,11,10,0,0,0
2025-07-01 20:30,23,9,14,0,0,0
2025-07-01 20:45,6,4,2,0,0,0
2025-07-01 21:00,15,3,12,0,0,0
2025-07-01 21:15,20,8,12,0,0,0
2025-07-01 21:30,5,3,2,0,0,0
2025-07-01 21:45,11,4,7,0,0,0
2025-07-01 22:00,6,5,1,0,0,0
2025-07-01 22:15,10,2,8,0,0,0
2025-07-01 22:30,7,4,3,0,0,0
