Datetime,300037925 (Goldstraße),353413828 (Goldstraße Fahrräder Stadteinwärts),353413829 (Goldstraße Fahrräder Stadtauswärts),300037925-status,353413828-status,353413829-status
2025-11-01 00:00,11,0,11,0,0,0
2025-11-01 00:15,2,0,2,0,0,0
2025-11-01 00:30,6,3,3,0,0,0
2025-11-01 00:45,10,4,6,0,0,0
2025-11-01 01:00,15,7,8,0,0,0
2025-11-01 01:15,3,0,3,0,0,0
2025-11-01 01:30,6,4,2,0,0,0
2025-11-01 01:45,0,0,0,0,0,0
2025-11-01 02:00,2,0,2,0,0,0
2025-11-01 02:15,4,0,4,0,0,0
2025-11-01 02:30,2,2,0,0,0,0
2025-11-01 02:45,6,4,2,0,0,0
2025-11-01 03:00,1,0,1,0,0,0
2025-11-01 03:15,2,0,2,0,0,0
2025-11-01 03:30,1,1,0,0,0,0
2025-11-01 03:45,0,0,0,0,0,0
2025-11-01 04:00,2,0,2,0,0,0
2025-11-01 04:15,4,0,4,0,0,0
2025-11-01 04:30,1,0,1,0,0,0
2025-11-01 04:45,0,0,0,0,0,0
2025-11-01 05:00,1,0,1,0,0,0
2025-11-01 05:15,2,2,0,0,0,0
2025-11-01 05:30,5,3,2,0,0,0
2025-11-01 05:45,0,0,0,0,0,0
2025-11-01 06:00,0,0,0,0,0,0
2025-11-01 06:15,0,0,0,0,0,0
2025-11-01 06:30,0,0,0,0,0,0
2025-11-01 06:45,0,0,0,0,0,0
2025-11-01 07:00,0,0,0,0,0,0
2025-11-01 07:15,7,5,2,0,0,0
2025-11-01 07:30,0,0,0,0,0,0
2025-11-01 07:45,8,2,6,0,0,0
2025-11-01 08:00,11,5,6,0,0,0
2025-11-01 08:15,3,2,1,0,0,0
2025-11-01 08:30,7,7,0,0,0,0
2025-11-01 08:45,9,8,1,0,0,0
2025-11-01 09:00,3,1,2,0,0,0
2025-11-01 09:15,8,7,1,0,0,0
2025-11-01 09:30,8,4,4,0,0,0
2025-11-01 09:45,4,2,2,0,0,0
2025-11-01 10:00,15,13,2,0,0,0
2025-11-01 10:15,11,7,4,0,0,0
2025-11-01 10:30,10,8,2,0,0,0
2025-11-01 10:45,6,4,2,0,0,0
2025-11-01 11:00,15,11,4,0,0,0
2025-11-01 11:15,12,7,5,0,0,0
2025-11-01 11:30,13,6,7,0,0,0
2025-11-01 11:45,7,4,3,0,0,0
2025-11-01 12:00,7,2,5,0,0,0
2025-11-01 12:15,7,3,4,0,0,0
2025-11-01 12:30,3,3,0,0,0,0
