Datetime,300037925 (Goldstraße),353413828 (Goldstraße [Bike Stadteinwärts]),353413829 (Goldstraße [Bike Stadtauswärts]),300037925-status,353413828-status,353413829-status
2024-05-01 00:00,6,2,4,0,0,0
2024-05-01 00:15,5,2,3,0,0,0
2024-05-01 00:30,4,1,3,0,0,0
2024-05-01 00:45,5,2,3,0,0,0
2024-05-01 01:00,10,1,9,0,0,0
2024-05-01 01:15,9,0,9,0,0,0
2024-05-01 01:30,5,1,4,0,0,0
2024-05-01 01:45,0,0,0,0,0,0
2024-05-01 02:00,1,1,0,0,0,0
2024-05-01 02:15,4,0,4,0,0,0
2024-05-01 02:30,1,0,1,0,0,0
2024-05-01 02:45,1,0,1,0,0,0
2024-05-01 03:00,0,0,0,0,0,0
2024-05-01 03:15,1,0,1,0,0,0
2024-05-01 03:30,1,0,1,0,0,0
2024-05-01 03:45,1,1,0,0,0,0
2024-05-01 04:00,0,0,0,0,0,0
2024-05-01 04:15,0,0,0,0,0,0
2024-05-01 04:30,1,0,1,0,0,0
2024-05-01 04:45,0,0,0,0,0,0
2024-05-01 05:00,0,0,0,0,0,0
2024-05-01 05:15,0,0,0,0,0,0
2024-05-01 05:30,0,0,0,0,0,0
2024-05-01 05:45,1,1,0,0,0,0
2024-05-01 06:00,1,1,0,0,0,0
2024-05-01 06:15,3,1,2,0,0,0
2024-05-01 06:30,2,2,0,0,0,0
2024-05-01 06:45,1,1,0,0,0,0
2024-05-01 07:00,0,0,0,0,0,0
2024-05-01 07:15,1,1,0,0,0,0
2024-05-01 07:30,1,1,0,0,0,0
2024-05-01 07:45,5,4,1,0,0,0
2024-05-01 08:00,2,1,1,0,0,0
2024-05-01 08:15,2,2,0,0,0,0
2024-05-01 08:30,6,3,3,0,0,0
2024-05-01 08:45,7,4,3,0,0,0
2024-05-01 09:00,5,3,2,0,0,0
2024-05-01 09:15,4,3,1,0,0,0
2024-05-01 09:30,7,4,3,0,0,0
2024-05-01 09:45,15,12,3,0,0,0
2024-05-01 10:00,11,7,4,0,0,0
2024-05-01 10:15,26,21,5,0,0,0
2024-05-01 10:30,23,15,8,0,0,0
2024-05-01 10:45,26,17,9,0,0,0
2024-05-01 11:00,21,9,12,0,0,0
2024-05-01 11:15,7,5,2,0,0,0
2024-05-01 11:30,25,13,12,0,0,0
2024-05-01 11:45,19,14,5,0,0,0
2024-05-01 12:00,15,7,8,0,0,0
2024-05-01 12:15,29,14,15,0,0,0
2024-05-01 12:30,23,17,6,0,0,0
2024-05-01 12:45,28,9,19,0,0,0
2024-05-01 13:00,16,13,3,0,0,0
2024-05-01 13:15,30,17,13,0,0,0
2024-05-01 13:30,39,24,15,0,0,0
2024-05-01 13:45,27,15,12,0,0,0
2024-05-01 14:00,15,12,3,0,0,0
2024-05-01 14:15,27,14,13,0,0,0
2024-05-01 14:30,33,18,15,0,0,0
2024-05-01 14:45,26,14,12,0,0,0
2024-05-01 15:00,19,14,5,0,0,0
2024-05-01 15:15,37,24,13,0,0,0
2024-05-01 15:30,35,29,6,0,0,0
2024-05-01 15:45,22,13,9,0,0,0
2024-05-01 16:00,10,10,0,0,0,0
2024-05-01 16:15,28,22,6,0,0,0
2024-05-01 16:30,35,23,12,0,0,0
2024-05-01 16:45,27,15,12,0,0,0
2024-05-01 17:00,23,17,6,0,0,0
2024-05-01 17:15,25,16,9,0,0,0
2024-05-01 17:30,26,14,12,0,0,0
2024-05-01 17:45,25,17,8,0,0,0
2024-05-01 18:00,16,8,8,0,0,0
2024-05-01 18:15,20,7,13,0,0,0
2024-05-01 18:30,13,8,5,0,0,0
2024-05-01 18:45,22,12,10,0,0,0
2024-05-01 19:00,23,10,13,0,0,0
2024-05-01 19:15,13,5,8,0,0,0
2024-05-01 19:30,15,6,9,0,0,0
2024-05-01 19:45,31,19,12,0,0,0
2024-05-01 20:00,16,9,7,0,0,0
2024-05-01 20:15,16,10,6,0,0,0
2024-05-01 20:30,11,5,6,0,0,0
2024-05-01 20:45,9,5,4,0,0,0
2024-05-01 21:00,14,5,9,0,0,0
2024-05-01 21:15,8,3,5,0,0,0
2024-05-01 21:30,4,2,2,0,0,0
2024-05-01 21:45,5,1,4,0,0,0
2024-05-01 22:00,5,4,1,0,0,0
2024-05-01 22:15,5,3,2,0,0,0
2024-05-01 22:30,7,1,6,0,0,0
2024-05-01 22:45,6,2,4,0,0,0
2024-05-01 23:00,16,5,11,0,0,0
2024-05-01 23:15,2,0,2,0,0,0
2024-05-01 23:30,2,1,1,0,0,0
2024-05-01 23:45,1,1,0,0,0,0
2024-05-02 00:00,4,2,2,0,0,0
2024-05-02 00:15,4,3,1,0,0,0
2024-05-02 00:30,1,1,0,0,0,0
2024-05-02 00:45,0,0,0,0,0,0
2024-05-02 01:00,2,1,1,0,0,0
2024-05-02 01:15,1,0,1,0,0,0
2024-05-02 01:30,0,0,0,0,0,0
2024-05-02 01:45,0,0,0,0,0,0
2024-05-02 02:00,1,0,1,0,0,0
2024-05-02 02:15,0,0,0,0,0,0
2024-05-02 02:30,0,0,0,0,0,0
2024-05-02 02:45,1,0,1,0,0,0
2024-05-02 03:00,0,0,0,0,0,0
2024-05-02 03:15,0,0,0,0,0,0
2024-05-02 03:30,0,0,0,0,0,0
2024-05-02 03:45,0,0,0,0,0,0
2024-05-02 04:00,0,0,0,0,0,0
2024-05-02 04:15,0,0,0,0,0,0
2024-05-02 04:30,0,0,0,0,0,0
2024-05-02 04:45,1,1,0,0,0,0
2024-05-02 05:00,1,1,0,0,0,0
2024-05-02 05:15,2,2,0,0,0,0
2024-05-02 05:30,3,3,0,0,0,0
2024-05-02 05:45,4,3,1,0,0,0
2024-05-02 06:00,10,8,2,0,0,0
2024-05-02 06:15,12,11,1,0,0,0
2024-05-02 06:30,10,9,1,0,0,0
2024-05-02 06:45,14,12,2,0,0,0
2024-05-02 07:00,16,15,1,0,0,0
2024-05-02 07:15,47,40,7,0,0,0
2024-05-02 07:30,57,47,10,0,0,0
2024-05-02 07:45,41,36,5,0,0,0
2024-05-02 08:00,46,35,11,0,0,0
2024-05-02 08:15,38,31,7,0,0,0
2024-05-02 08:30,26,23,3,0,0,0
2024-05-02 08:45,34,28,6,0,0,0
2024-05-02 09:00,22,16,6,0,0,0
2024-05-02 09:15,16,12,4,0,0,0
2024-05-02 09:30,25,18,7,0,0,0
2024-05-02 09:45,36,20,16,0,0,0
2024-05-02 10:00,28,17,11,0,0,0
2024-05-02 10:15,25,11,14,0,0,0
2024-05-02 10:30,22,15,7,0,0,0
2024-05-02 10:45,20,16,4,0,0,0
2024-05-02 11:00,24,11,13,0,0,0
2024-05-02 11:15,28,20,8,0,0,0
2024-05-02 11:30,33,18,15,0,0,0
2024-05-02 11:45,30,17,13,0,0,0
2024-05-02 12:00,23,10,13,0,0,0
2024-05-02 12:15,32,15,17,0,0,0
2024-05-02 12:30,27,14,13,0,0,0
2024-05-02 12:45,33,15,18,0,0,0
2024-05-02 13:00,43,25,18,0,0,0
2024-05-02 13:15,35,21,14,0,0,0
2024-05-02 13:30,42,17,25,0,0,0
2024-05-02 13:45,37,17,20,0,0,0
2024-05-02 14:00,28,10,18,0,0,0
2024-05-02 14:15,27,14,13,0,0,0
2024-05-02 14:30,36,17,19,0,0,0
2024-05-02 14:45,49,24,25,0,0,0
2024-05-02 15:00,41,24,17,0,0,0
2024-05-02 15:15,38,23,15,0,0,0
2024-05-02 15:30,47,28,19,0,0,0
2024-05-02 15:45,39,17,22,0,0,0
2024-05-02 16:00,40,24,16,0,0,0
2024-05-02 16:15,35,13,22,0,0,0
2024-05-02 16:30,30,11,19,0,0,0
2024-05-02 16:45,41,23,18,0,0,0
2024-05-02 17:00,38,21,17,0,0,0
2024-05-02 17:15,33,10,23,0,0,0
2024-05-02 17:30,36,13,23,0,0,0
2024-05-02 17:45,48,17,31,0,0,0
2024-05-02 18:00,43,22,21,0,0,0
2024-05-02 18:15,34,17,17,0,0,0
2024-05-02 18:30,33,14,19,0,0,0
2024-05-02 18:45,30,17,13,0,0,0
2024-05-02 19:00,27,14,13,0,0,0
2024-05-02 19:15,13,5,8,0,0,0
2024-05-02 19:30,24,11,13,0,0,0
2024-05-02 19:45,15,7,8,0,0,0
2024-05-02 20:00,10,3,7,0,0,0
2024-05-02 20:15,8,3,5,0,0,0
2024-05-02 20:30,9,2,7,0,0,0
2024-05-02 20:45,13,2,11,0,0,0
2024-05-02 21:00,8,3,5,0,0,0
2024-05-02 21:15,5,1,4,0,0,0
2024-05-02 21:30,6,1,5,0,0,0
2024-05-02 21:45,6,2,4,0,0,0
2024-05-02 22:00,11,5,6,0,0,0
2024-05-02 22:15,6,1,5,0,0,0
2024-05-02 22:30,3,0,3,0,0,0
2024-05-02 22:45,6,2,4,0,0,0
2024-05-02 23:00,3,1,2,0,0,0
2024-05-02 23:15,5,1,4,0,0,0
2024-05-02 23:30,4,0,4,0,0,0
2024-05-02 23:45,0,0,0,0,0,0
2024-05-03 00:00,1,0,1,0,0,0
2024-05-03 00:15,2,1,1,0,0,0
2024-05-03 00:30,1,0,1,0,0,0
2024-05-03 00:45,2,0,2,0,0,0
2024-05-03 01:00,0,0,0,0,0,0
2024-05-03 01:15,0,0,0,0,0,0
2024-05-03 01:30,0,0,0,0,0,0
2024-05-03 01:45,0,0,0,0,0,0
2024-05-03 02:00,0,0,0,0,0,0
2024-05-03 02:15,0,0,0,0,0,0
2024-05-03 02:30,0,0,0,0,0,0
2024-05-03 02:45,1,1,0,0,0,0
2024-05-03 03:00,0,0,0,0,0,0
2024-05-03 03:15,0,0,0,0,0,0
2024-05-03 03:30,1,0,1,0,0,0
2024-05-03 03:45,0,0,0,0,0,0
2024-05-03 04:00,0,0,0,0,0,0
2024-05-03 04:15,0,0,0,0,0,0
2024-05-03 04:30,0,0,0,0,0,0
2024-05-03 04:45,1,1,0,0,0,0
2024-05-03 05:00,2,2,0,0,0,0
2024-05-03 05:15,1,1,0,0,0,0
2024-05-03 05:30,3,3,0,0,0,0
2024-05-03 05:45,3,3,0,0,0,0
2024-05-03 06:00,8,7,1,0,0,0
2024-05-03 06:15,4,3,1,0,0,0
2024-05-03 06:30,11,9,2,0,0,0
2024-05-03 06:45,13,10,3,0,0,0
2024-05-03 07:00,15,13,2,0,0,0
2024-05-03 07:15,33,30,3,0,0,0
2024-05-03 07:30,63,53,10,0,0,0
2024-05-03 07:45,32,23,9,0,0,0
2024-05-03 08:00,33,24,9,0,0,0
2024-05-03 08:15,30,25,5,0,0,0
2024-05-03 08:30,21,15,6,0,0,0
2024-05-03 08:45,23,17,6,0,0,0
2024-05-03 09:00,8,4,4,0,0,0
2024-05-03 09:15,18,17,1,0,0,0
2024-05-03 09:30,16,13,3,0,0,0
2024-05-03 09:45,19,14,5,0,0,0
2024-05-03 10:00,14,10,4,0,0,0
2024-05-03 10:15,13,13,0,0,0,0
2024-05-03 10:30,15,11,4,0,0,0
2024-05-03 10:45,17,12,5,0,0,0
2024-05-03 11:00,12,7,5,0,0,0
2024-05-03 11:15,15,9,6,0,0,0
2024-05-03 11:30,15,11,4,0,0,0
2024-05-03 11:45,12,10,2,0,0,0
2024-05-03 12:00,20,8,12,0,0,0
2024-05-03 12:15,28,13,15,0,0,0
2024-05-03 12:30,22,9,13,0,0,0
2024-05-03 12:45,23,12,11,0,0,0
2024-05-03 13:00,28,7,21,0,0,0
2024-05-03 13:15,31,17,14,0,0,0
2024-05-03 13:30,22,12,10,0,0,0
2024-05-03 13:45,29,14,15,0,0,0
2024-05-03 14:00,20,6,14,0,0,0
2024-05-03 14:15,16,6,10,0,0,0
2024-05-03 14:30,20,9,11,0,0,0
2024-05-03 14:45,27,14,13,0,0,0
2024-05-03 15:00,25,8,17,0,0,0
2024-05-03 15:15,21,16,5,0,0,0
2024-05-03 15:30,34,22,12,0,0,0
2024-05-03 15:45,35,19,16,0,0,0
2024-05-03 16:00,22,14,8,0,0,0
2024-05-03 16:15,26,15,11,0,0,0
2024-05-03 16:30,21,9,12,0,0,0
2024-05-03 16:45,27,17,10,0,0,0
2024-05-03 17:00,22,11,11,0,0,0
2024-05-03 17:15,23,12,11,0,0,0
2024-05-03 17:30,19,12,7,0,0,0
2024-05-03 17:45,33,15,18,0,0,0
2024-05-03 18:00,15,10,5,0,0,0
2024-05-03 18:15,28,11,17,0,0,0
2024-05-03 18:30,23,11,12,0,0,0
2024-05-03 18:45,30,15,15,0,0,0
2024-05-03 19:00,23,7,16,0,0,0
2024-05-03 19:15,19,11,8,0,0,0
2024-05-03 19:30,17,7,10,0,0,0
2024-05-03 19:45,17,10,7,0,0,0
2024-05-03 20:00,7,3,4,0,0,0
2024-05-03 20:15,7,4,3,0,0,0
2024-05-03 20:30,13,6,7,0,0,0
2024-05-03 20:45,6,2,4,0,0,0
2024-05-03 21:00,8,2,6,0,0,0
2024-05-03 21:15,11,6,5,0,0,0
2024-05-03 21:30,5,1,4,0,0,0
2024-05-03 21:45,8,4,4,0,0,0
2024-05-03 22:00,13,7,6,0,0,0
2024-05-03 22:15,9,2,7,0,0,0
2024-05-03 22:30,6,2,4,0,0,0
2024-05-03 22:45,8,2,6,0,0,0
2024-05-03 23:00,5,2,3,0,0,0
2024-05-03 23:15,8,3,5,0,0,0
2024-05-03 23:30,3,1,2,0,0,0
2024-05-03 23:45,3,1,2,0,0,0
2024-05-04 00:00,2,0,2,0,0,0
2024-05-04 00:15,1,0,1,0,0,0
2024-05-04 00:30,5,3,2,0,0,0
2024-05-04 00:45,2,0,2,0,0,0
2024-05-04 01:00,6,1,5,0,0,0
2024-05-04 01:15,2,2,0,0,0,0
2024-05-04 01:30,1,0,1,0,0,0
2024-05-04 01:45,1,0,1,0,0,0
2024-05-04 02:00,1,0,1,0,0,0
2024-05-04 02:15,1,1,0,0,0,0
2024-05-04 02:30,0,0,0,0,0,0
2024-05-04 02:45,1,0,1,0,0,0
2024-05-04 03:00,0,0,0,0,0,0
2024-05-04 03:15,1,1,0,0,0,0
2024-05-04 03:30,1,1,0,0,0,0
2024-05-04 03:45,0,0,0,0,0,0
2024-05-04 04:00,0,0,0,0,0,0
2024-05-04 04:15,0,0,0,0,0,0
2024-05-04 04:30,0,0,0,0,0,0
2024-05-04 04:45,0,0,0,0,0,0
2024-05-04 05:00,1,1,0,0,0,0
2024-05-04 05:15,1,1,0,0,0,0
2024-05-04 05:30,2,2,0,0,0,0
2024-05-04 05:45,1,0,1,0,0,0
2024-05-04 06:00,1,1,0,0,0,0
2024-05-04 06:15,2,2,0,0,0,0
2024-05-04 06:30,3,2,1,0,0,0
2024-05-04 06:45,8,8,0,0,0,0
2024-05-04 07:00,6,6,0,0,0,0
2024-05-04 07:15,11,8,3,0,0,0
2024-05-04 07:30,7,6,1,0,0,0
2024-05-04 07:45,16,14,2,0,0,0
2024-05-04 08:00,10,9,1,0,0,0
2024-05-04 08:15,11,7,4,0,0,0
2024-05-04 08:30,15,12,3,0,0,0
2024-05-04 08:45,25,17,8,0,0,0
2024-05-04 09:00,26,20,6,0,0,0
2024-05-04 09:15,23,20,3,0,0,0
2024-05-04 09:30,32,21,11,0,0,0
2024-05-04 09:45,43,32,11,0,0,0
2024-05-04 10:00,22,15,7,0,0,0
2024-05-04 10:15,37,28,9,0,0,0
2024-05-04 10:30,32,24,8,0,0,0
2024-05-04 10:45,37,27,10,0,0,0
2024-05-04 11:00,39,31,8,0,0,0
2024-05-04 11:15,46,35,11,0,0,0
2024-05-04 11:30,36,23,13,0,0,0
2024-05-04 11:45,43,31,12,0,0,0
2024-05-04 12:00,43,34,9,0,0,0
2024-05-04 12:15,36,25,11,0,0,0
2024-05-04 12:30,42,21,21,0,0,0
2024-05-04 12:45,39,18,21,0,0,0
2024-05-04 13:00,32,21,11,0,0,0
2024-05-04 13:15,34,19,15,0,0,0
2024-05-04 13:30,31,20,11,0,0,0
2024-05-04 13:45,47,29,18,0,0,0
2024-05-04 14:00,27,16,11,0,0,0
2024-05-04 14:15,33,17,16,0,0,0
2024-05-04 14:30,34,19,15,0,0,0
2024-05-04 14:45,16,7,9,0,0,0
2024-05-04 15:00,12,4,8,0,0,0
2024-05-04 15:15,33,11,22,0,0,0
2024-05-04 15:30,26,14,12,0,0,0
2024-05-04 15:45,22,11,11,0,0,0
2024-05-04 16:00,23,19,4,0,0,0
2024-05-04 16:15,34,21,13,0,0,0
2024-05-04 16:30,13,10,3,0,0,0
2024-05-04 16:45,35,16,19,0,0,0
2024-05-04 17:00,7,2,5,0,0,0
2024-05-04 17:15,10,4,6,0,0,0
2024-05-04 17:30,18,10,8,0,0,0
2024-05-04 17:45,25,14,11,0,0,0
2024-05-04 18:00,26,11,15,0,0,0
2024-05-04 18:15,24,13,11,0,0,0
2024-05-04 18:30,19,10,9,0,0,0
2024-05-04 18:45,22,11,11,0,0,0
2024-05-04 19:00,18,8,10,0,0,0
2024-05-04 19:15,18,11,7,0,0,0
2024-05-04 19:30,17,5,12,0,0,0
2024-05-04 19:45,22,4,18,0,0,0
2024-05-04 20:00,13,6,7,0,0,0
2024-05-04 20:15,7,4,3,0,0,0
2024-05-04 20:30,4,1,3,0,0,0
