Datetime,300037928 (Kinderhauser Str.),353413835 (Kinderhauser Str. Fahrräder Stadteinwärts),353413836 (Kinderhauser Str. Fahrräder Stadtauswärts),300037928-status,353413835-status,353413836-status
2024-12-01 00:00,7,2,5,0,0,0
2024-12-01 00:15,5,2,3,0,0,0
2024-12-01 00:30,4,0,4,0,0,0
2024-12-01 00:45,1,0,1,0,0,0
2024-12-01 01:00,1,0,1,0,0,0
2024-12-01 01:15,3,0,3,0,0,0
2024-12-01 01:30,4,0,4,0,0,0
2024-12-01 01:45,4,0,4,0,0,0
2024-12-01 02:00,6,6,0,0,0,0
2024-12-01 02:15,1,0,1,0,0,0
2024-12-01 02:30,0,0,0,0,0,0
2024-12-01 02:45,0,0,0,0,0,0
2024-12-01 03:00,0,0,0,0,0,0
2024-12-01 03:15,1,0,1,0,0,0
2024-12-01 03:30,1,0,1,0,0,0
2024-12-01 03:45,1,0,1,0,0,0
2024-12-01 04:00,1,0,1,0,0,0
2024-12-01 04:15,2,0,2,0,0,0
2024-12-01 04:30,2,0,2,0,0,0
2024-12-01 04:45,0,0,0,0,0,0
2024-12-01 05:00,1,0,1,0,0,0
2024-12-01 05:15,1,0,1,0,0,0
2024-12-01 05:30,0,0,0,0,0,0
2024-12-01 05:45,0,0,0,0,0,0
2024-12-01 06:00,3,1,2,0,0,0
2024-12-01 06:15,1,1,0,0,0,0
2024-12-01 06:30,0,0,0,0,0,0
2024-12-01 06:45,1,0,1,0,0,0
2024-12-01 07:00,3,1,2,0,0,0
2024-12-01 07:15,3,1,2,0,0,0
2024-12-01 07:30,0,0,0,0,0,0
2024-12-01 07:45,2,2,0,0,0,0
2024-12-01 08:00,4,3,1,0,0,0
2024-12-01 08:15,0,0,0,0,0,0
2024-12-01 08:30,1,1,0,0,0,0
2024-12-01 08:45,0,0,0,0,0,0
2024-12-01 09:00,2,0,2,0,0,0
2024-12-01 09:15,6,5,1,0,0,0
2024-12-01 09:30,8,4,4,0,0,0
2024-12-01 09:45,5,3,2,0,0,0
2024-12-01 10:00,7,3,4,0,0,0
2024-12-01 10:15,18,12,6,0,0,0
2024-12-01 10:30,7,4,3,0,0,0
2024-12-01 10:45,9,5,4,0,0,0
2024-12-01 11:00,11,6,5,0,0,0
2024-12-01 11:15,8,4,4,0,0,0
2024-12-01 11:30,13,9,4,0,0,0
2024-12-01 11:45,6,2,4,0,0,0
2024-12-01 12:00,13,3,10,0,0,0
2024-12-01 12:15,9,5,4,0,0,0
2024-12-01 12:30,9,4,5,0,0,0
2024-12-01 12:45,6,5,1,0,0,0
2024-12-01 13:00,8,0,8,0,0,0
2024-12-01 13:15,11,4,7,0,0,0
2024-12-01 13:30,9,6,3,0,0,0
2024-12-01 13:45,8,2,6,0,0,0
2024-12-01 14:00,9,6,3,0,0,0
2024-12-01 14:15,11,3,8,0,0,0
2024-12-01 14:30,9,7,2,0,0,0
2024-12-01 14:45,22,16,6,0,0,0
2024-12-01 15:00,11,6,5,0,0,0
2024-12-01 15:15,5,5,0,0,0,0
2024-12-01 15:30,11,9,2,0,0,0
2024-12-01 15:45,7,3,4,0,0,0
2024-12-01 16:00,17,4,13,0,0,0
2024-12-01 16:15,12,6,6,0,0,0
2024-12-01 16:30,11,5,6,0,0,0
2024-12-01 16:45,17,6,11,0,0,0
2024-12-01 17:00,13,5,8,0,0,0
2024-12-01 17:15,8,4,4,0,0,0
2024-12-01 17:30,11,8,3,0,0,0
2024-12-01 17:45,11,4,7,0,0,0
2024-12-01 18:00,5,2,3,0,0,0
2024-12-01 18:15,6,2,4,0,0,0
2024-12-01 18:30,17,6,11,0,0,0
2024-12-01 18:45,9,1,8,0,0,0
2024-12-01 19:00,7,3,4,0,0,0
2024-12-01 19:15,7,1,6,0,0,0
2024-12-01 19:30,5,2,3,0,0,0
2024-12-01 19:45,6,4,2,0,0,0
2024-12-01 20:00,16,6,10,0,0,0
2024-12-01 20:15,4,1,3,0,0,0
2024-12-01 20:30,4,0,4,0,0,0
2024-12-01 20:45,4,0,4,0,0,0
2024-12-01 21:00,8,3,5,0,0,0
2024-12-01 21:15,7,4,3,0,0,0
2024-12-01 21:30,5,1,4,0,0,0
2024-12-01 21:45,1,0,1,0,0,0
2024-12-01 22:00,4,1,3,0,0,0
2024-12-01 22:15,2,0,2,0,0,0
2024-12-01 22:30,0,0,0,0,0,0
2024-12-01 22:45,0,0,0,0,0,0
2024-12-01 23:00,1,0,1,0,0,0
2024-12-01 23:15,1,0,1,0,0,0
2024-12-01 23:30,0,0,0,0,0,0
2024-12-01 23:45,0,0,0,0,0,0
2024-12-02 00:00,0,0,0,0,0,0
2024-12-02 00:15,0,0,0,0,0,0
2024-12-02 00:30,1,1,0,0,0,0
2024-12-02 00:45,1,1,0,0,0,0
2024-12-02 01:00,0,0,0,0,0,0
2024-12-02 01:15,0,0,0,0,0,0
2024-12-02 01:30,0,0,0,0,0,0
2024-12-02 01:45,0,0,0,0,0,0
2024-12-02 02:00,0,0,0,0,0,0
2024-12-02 02:15,0,0,0,0,0,0
2024-12-02 02:30,0,0,0,0,0,0
2024-12-02 02:45,0,0,0,0,0,0
2024-12-02 03:00,3,2,1,0,0,0
2024-12-02 03:15,0,0,0,0,0,0
2024-12-02 03:30,0,0,0,0,0,0
2024-12-02 03:45,2,0,2,0,0,0
2024-12-02 04:00,2,0,2,0,0,0
2024-12-02 04:15,0,0,0,0,0,0
2024-12-02 04:30,3,3,0,0,0,0
2024-12-02 04:45,8,0,8,0,0,0
2024-12-02 05:00,0,0,0,0,0,0
2024-12-02 05:15,1,1,0,0,0,0
2024-12-02 05:30,5,2,3,0,0,0
2024-12-02 05:45,3,2,1,0,0,0
2024-12-02 06:00,6,3,3,0,0,0
2024-12-02 06:15,3,1,2,0,0,0
2024-12-02 06:30,22,20,2,0,0,0
2024-12-02 06:45,15,4,11,0,0,0
2024-12-02 07:00,23,11,12,0,0,0
2024-12-02 07:15,33,23,10,0,0,0
2024-12-02 07:30,49,35,14,0,0,0
2024-12-02 07:45,54,36,18,0,0,0
2024-12-02 08:00,30,18,12,0,0,0
2024-12-02 08:15,37,21,16,0,0,0
2024-12-02 08:30,44,25,19,0,0,0
2024-12-02 08:45,14,10,4,0,0,0
2024-12-02 09:00,13,8,5,0,0,0
2024-12-02 09:15,24,8,16,0,0,0
2024-12-02 09:30,21,12,9,0,0,0
2024-12-02 09:45,21,12,9,0,0,0
2024-12-02 10:00,18,10,8,0,0,0
2024-12-02 10:15,11,9,2,0,0,0
2024-12-02 10:30,12,6,6,0,0,0
2024-12-02 10:45,26,18,8,0,0,0
2024-12-02 11:00,16,8,8,0,0,0
2024-12-02 11:15,27,16,11,0,0,0
2024-12-02 11:30,20,10,10,0,0,0
2024-12-02 11:45,14,8,6,0,0,0
2024-12-02 12:00,22,8,14,0,0,0
2024-12-02 12:15,16,13,3,0,0,0
2024-12-02 12:30,21,8,13,0,0,0
2024-12-02 12:45,24,14,10,0,0,0
2024-12-02 13:00,27,11,16,0,0,0
2024-12-02 13:15,30,7,23,0,0,0
2024-12-02 13:30,25,14,11,0,0,0
2024-12-02 13:45,15,3,12,0,0,0
2024-12-02 14:00,24,7,17,0,0,0
2024-12-02 14:15,21,13,8,0,0,0
2024-12-02 14:30,23,8,15,0,0,0
2024-12-02 14:45,21,13,8,0,0,0
2024-12-02 15:00,27,12,15,0,0,0
2024-12-02 15:15,16,8,8,0,0,0
2024-12-02 15:30,24,9,15,0,0,0
2024-12-02 15:45,41,16,25,0,0,0
2024-12-02 16:00,36,15,21,0,0,0
2024-12-02 16:15,25,10,15,0,0,0
2024-12-02 16:30,16,6,10,0,0,0
2024-12-02 16:45,31,17,14,0,0,0
2024-12-02 17:00,20,14,6,0,0,0
2024-12-02 17:15,27,11,16,0,0,0
2024-12-02 17:30,15,6,9,0,0,0
2024-12-02 17:45,6,3,3,0,0,0
2024-12-02 18:00,34,16,18,0,0,0
2024-12-02 18:15,23,10,13,0,0,0
2024-12-02 18:30,20,12,8,0,0,0
2024-12-02 18:45,12,1,11,0,0,0
