Datetime,300037928 (Kinderhauser Str.),353413835 (Kinderhauser Str. Fahrräder Stadteinwärts),353413836 (Kinderhauser Str. Fahrräder Stadtauswärts),300037928-status,353413835-status,353413836-status
2026-01-01 00:00,0,0,0,0,0,0
2026-01-01 00:15,1,0,1,0,0,0
2026-01-01 00:30,1,1,0,0,0,0
2026-01-01 00:45,4,0,4,0,0,0
2026-01-01 01:00,3,3,0,0,0,0
2026-01-01 01:15,1,1,0,0,0,0
2026-01-01 01:30,6,2,4,0,0,0
2026-01-01 01:45,2,0,2,0,0,0
2026-01-01 02:00,9,1,8,0,0,0
2026-01-01 02:15,9,5,4,0,0,0
2026-01-01 02:30,8,3,5,0,0,0
2026-01-01 02:45,3,2,1,0,0,0
2026-01-01 03:00,3,0,3,0,0,0
2026-01-01 03:15,2,0,2,0,0,0
2026-01-01 03:30,2,1,1,0,0,0
2026-01-01 03:45,8,3,5,0,0,0
2026-01-01 04:00,4,2,2,0,0,0
2026-01-01 04:15,3,0,3,0,0,0
2026-01-01 04:30,1,0,1,0,0,0
2026-01-01 04:45,0,0,0,0,0,0
2026-01-01 05:00,1,0,1,0,0,0
2026-01-01 05:15,0,0,0,0,0,0
2026-01-01 05:30,4,4,0,0,0,0
2026-01-01 05:45,0,0,0,0,0,0
2026-01-01 06:00,4,2,2,0,0,0
2026-01-01 06:15,1,1,0,0,0,0
2026-01-01 06:30,0,0,0,0,0,0
2026-01-01 06:45,1,0,1,0,0,0
2026-01-01 07:00,2,0,2,0,0,0
2026-01-01 07:15,1,1,0,0,0,0
2026-01-01 07:30,0,0,0,0,0,0
2026-01-01 07:45,1,1,0,0,0,0
2026-01-01 08:00,1,1,0,0,0,0
2026-01-01 08:15,1,1,0,0,0,0
2026-01-01 08:30,0,0,0,0,0,0
2026-01-01 08:45,0,0,0,0,0,0
2026-01-01 09:00,2,1,1,0,0,0
2026-01-01 09:15,0,0,0,0,0,0
2026-01-01 09:30,1,0,1,0,0,0
2026-01-01 09:45,0,0,0,0,0,0
2026-01-01 10:00,3,1,2,0,0,0
2026-01-01 10:15,1,0,1,0,0,0
2026-01-01 10:30,1,1,0,0,0,0
2026-01-01 10:45,3,1,2,0,0,0
2026-01-01 11:00,0,0,0,0,0,0
2026-01-01 11:15,1,0,1,0,0,0
2026-01-01 11:30,2,1,1,0,0,0
2026-01-01 11:45,1,0,1,0,0,0
2026-01-01 12:00,4,2,2,0,0,0
2026-01-01 12:15,4,2,2,0,0,0
2026-01-01 12:30,4,1,3,0,0,0
2026-01-01 12:45,1,1,0,0,0,0
2026-01-01 13:00,2,0,2,0,0,0
2026-01-01 13:15,1,0,1,0,0,0
2026-01-01 13:30,5,3,2,0,0,0
2026-01-01 13:45,5,2,3,0,0,0
2026-01-01 14:00,2,0,2,0,0,0
2026-01-01 14:15,3,2,1,0,0,0
2026-01-01 14:30,4,3,1,0,0,0
2026-01-01 14:45,8,3,5,0,0,0
2026-01-01 15:00,3,1,2,0,0,0
2026-01-01 15:15,3,2,1,0,0,0
2026-01-01 15:30,2,1,1,0,0,0
2026-01-01 15:45,2,2,0,0,0,0
2026-01-01 16:00,9,7,2,0,0,0
2026-01-01 16:15,4,3,1,0,0,0
2026-01-01 16:30,6,2,4,0,0,0
2026-01-01 16:45,1,0,1,0,0,0
2026-01-01 17:00,2,1,1,0,0,0
2026-01-01 17:15,3,1,2,0,0,0
2026-01-01 17:30,5,4,1,0,0,0
2026-01-01 17:45,0,0,0,0,0,0
2026-01-01 18:00,2,2,0,0,0,0
2026-01-01 18:15,1,1,0,0,0,0
2026-01-01 18:30,9,3,6,0,0,0
2026-01-01 18:45,2,2,0,0,0,0
2026-01-01 19:00,3,3,0,0,0,0
2026-01-01 19:15,4,4,0,0,0,0
2026-01-01 19:30,5,5,0,0,0,0
2026-01-01 19:45,3,2,1,0,0,0
2026-01-01 20:00,2,2,0,0,0,0
2026-01-01 20:15,3,1,2,0,0,0
2026-01-01 20:30,5,4,1,0,0,0
2026-01-01 20:45,1,1,0,0,0,0
2026-01-01 21:00,3,0,3,0,0,0
2026-01-01 21:15,1,0,1,0,0,0
2026-01-01 21:30,0,0,0,0,0,0
2026-01-01 21:45,0,0,0,0,0,0
2026-01-01 22:00,0,0,0,0,0,0
2026-01-01 22:15,2,1,1,0,0,0
2026-01-01 22:30,2,2,0,0,0,0
2026-01-01 22:45,0,0,0,0,0,0
2026-01-01 23:00,1,0,1,0,0,0
2026-01-01 23:15,1,0,1,0,0,0
2026-01-01 23:30,0,0,0,0,0,0
2026-01-01 23:45,0,0,0,0,0,0
2026-01-02 00:00,0,0,0,0,0,0
2026-01-02 00:15,0,0,0,0,0,0
2026-01-02 00:30,0,0,0,0,0,0
2026-01-02 00:45,0,0,0,0,0,0
2026-01-02 01:00,0,0,0,0,0,0
2026-01-02 01:15,0,0,0,0,0,0
2026-01-02 01:30,0,0,0,0,0,0
2026-01-02 01:45,0,0,0,0,0,0
2026-01-02 02:00,0,0,0,0,0,0
2026-01-02 02:15,0,0,0,0,0,0
2026-01-02 02:30,0,0,0,0,0,0
2026-01-02 02:45,1,1,0,0,0,0
2026-01-02 03:00,1,0,1,0,0,0
2026-01-02 03:15,0,0,0,0,0,0
2026-01-02 03:30,3,0,3,0,0,0
2026-01-02 03:45,0,0,0,0,0,0
2026-01-02 04:00,0,0,0,0,0,0
2026-01-02 04:15,0,0,0,0,0,0
2026-01-02 04:30,1,0,1,0,0,0
2026-01-02 04:45,0,0,0,0,0,0
2026-01-02 05:00,1,1,0,0,0,0
2026-01-02 05:15,0,0,0,0,0,0
2026-01-02 05:30,4,4,0,0,0,0
2026-01-02 05:45,0,0,0,0,0,0
2026-01-02 06:00,2,0,2,0,0,0
