Datetime,300037928 (Kinderhauser Str.),353413835 (Kinderhauser Str. Fahrräder Stadteinwärts),353413836 (Kinderhauser Str. Fahrräder Stadtauswärts),300037928-status,353413835-status,353413836-status
2025-06-01 00:00,1,1,0,0,0,0
2025-06-01 00:15,4,2,2,0,0,0
2025-06-01 00:30,3,1,2,0,0,0
2025-06-01 00:45,1,1,0,0,0,0
2025-06-01 01:00,1,0,1,0,0,0
2025-06-01 01:15,4,0,4,0,0,0
2025-06-01 01:30,3,0,3,0,0,0
2025-06-01 01:45,0,0,0,0,0,0
2025-06-01 02:00,3,2,1,0,0,0
2025-06-01 02:15,2,1,1,0,0,0
2025-06-01 02:30,3,1,2,0,0,0
2025-06-01 02:45,0,0,0,0,0,0
2025-06-01 03:00,0,0,0,0,0,0
2025-06-01 03:15,0,0,0,0,0,0
2025-06-01 03:30,0,0,0,0,0,0
2025-06-01 03:45,0,0,0,0,0,0
2025-06-01 04:00,1,0,1,0,0,0
2025-06-01 04:15,0,0,0,0,0,0
2025-06-01 04:30,0,0,0,0,0,0
2025-06-01 04:45,0,0,0,0,0,0
2025-06-01 05:00,1,1,0,0,0,0
2025-06-01 05:15,0,0,0,0,0,0
2025-06-01 05:30,2,1,1,0,0,0
2025-06-01 05:45,1,0,1,0,0,0
2025-06-01 06:00,0,0,0,0,0,0
2025-06-01 06:15,1,0,1,0,0,0
2025-06-01 06:30,0,0,0,0,0,0
2025-06-01 06:45,3,0,3,0,0,0
2025-06-01 07:00,1,1,0,0,0,0
2025-06-01 07:15,1,1,0,0,0,0
2025-06-01 07:30,0,0,0,0,0,0
2025-06-01 07:45,2,1,1,0,0,0
2025-06-01 08:00,0,0,0,0,0,0
2025-06-01 08:15,1,1,0,0,0,0
2025-06-01 08:30,1,1,0,0,0,0
2025-06-01 08:45,4,3,1,0,0,0
2025-06-01 09:00,5,2,3,0,0,0
2025-06-01 09:15,10,4,6,0,0,0
2025-06-01 09:30,12,4,8,0,0,0
2025-06-01 09:45,17,5,12,0,0,0
2025-06-01 10:00,12,6,6,0,0,0
2025-06-01 10:15,6,3,3,0,0,0
2025-06-01 10:30,10,4,6,0,0,0
2025-06-01 10:45,17,5,12,0,0,0
2025-06-01 11:00,5,2,3,0,0,0
2025-06-01 11:15,13,6,7,0,0,0
2025-06-01 11:30,18,11,7,0,0,0
2025-06-01 11:45,11,3,8,0,0,0
2025-06-01 12:00,20,9,11,0,0,0
2025-06-01 12:15,13,3,10,0,0,0
2025-06-01 12:30,10,3,7,0,0,0
2025-06-01 12:45,27,10,17,0,0,0
2025-06-01 13:00,15,10,5,0,0,0
2025-06-01 13:15,19,8,11,0,0,0
2025-06-01 13:30,13,5,8,0,0,0
2025-06-01 13:45,8,4,4,0,0,0
2025-06-01 14:00,14,5,9,0,0,0
2025-06-01 14:15,16,6,10,0,0,0
2025-06-01 14:30,18,6,12,0,0,0
2025-06-01 14:45,22,10,12,0,0,0
2025-06-01 15:00,21,14,7,0,0,0
2025-06-01 15:15,14,9,5,0,0,0
2025-06-01 15:30,14,6,8,0,0,0
2025-06-01 15:45,14,6,8,0,0,0
2025-06-01 16:00,12,4,8,0,0,0
2025-06-01 16:15,10,2,8,0,0,0
2025-06-01 16:30,10,3,7,0,0,0
2025-06-01 16:45,13,7,6,0,0,0
2025-06-01 17:00,22,5,17,0,0,0
2025-06-01 17:15,20,12,8,0,0,0
2025-06-01 17:30,27,12,15,0,0,0
2025-06-01 17:45,22,12,10,0,0,0
2025-06-01 18:00,22,15,7,0,0,0
2025-06-01 18:15,19,9,10,0,0,0
2025-06-01 18:30,15,6,9,0,0,0
2025-06-01 18:45,8,6,2,0,0,0
2025-06-01 19:00,17,8,9,0,0,0
2025-06-01 19:15,8,2,6,0,0,0
2025-06-01 19:30,13,8,5,0,0,0
2025-06-01 19:45,21,5,16,0,0,0
2025-06-01 20:00,9,3,6,0,0,0
2025-06-01 20:15,12,4,8,0,0,0
2025-06-01 20:30,5,0,5,0,0,0
2025-06-01 20:45,5,0,5,0,0,0
2025-06-01 21:00,8,4,4,0,0,0
2025-06-01 21:15,10,2,8,0,0,0
2025-06-01 21:30,2,1,1,0,0,0
2025-06-01 21:45,7,1,6,0,0,0
2025-06-01 22:00,6,4,2,0,0,0
2025-06-01 22:15,3,2,1,0,0,0
2025-06-01 22:30,8,4,4,0,0,0
2025-06-01 22:45,6,2,4,0,0,0
2025-06-01 23:00,4,3,1,0,0,0
2025-06-01 23:15,4,1,3,0,0,0
2025-06-01 23:30,0,0,0,0,0,0
2025-06-01 23:45,2,1,1,0,0,0
2025-06-02 00:00,0,0,0,0,0,0
2025-06-02 00:15,1,0,1,0,0,0
2025-06-02 00:30,0,0,0,0,0,0
2025-06-02 00:45,3,0,3,0,0,0
2025-06-02 01:00,0,0,0,0,0,0
2025-06-02 01:15,0,0,0,0,0,0
2025-06-02 01:30,2,0,2,0,0,0
2025-06-02 01:45,0,0,0,0,0,0
2025-06-02 02:00,0,0,0,0,0,0
2025-06-02 02:15,0,0,0,0,0,0
2025-06-02 02:30,1,0,1,0,0,0
2025-06-02 02:45,0,0,0,0,0,0
2025-06-02 03:00,1,0,1,0,0,0
2025-06-02 03:15,0,0,0,0,0,0
2025-06-02 03:30,0,0,0,0,0,0
2025-06-02 03:45,0,0,0,0,0,0
2025-06-02 04:00,0,0,0,0,0,0
2025-06-02 04:15,0,0,0,0,0,0
2025-06-02 04:30,1,1,0,0,0,0
2025-06-02 04:45,2,2,0,0,0,0
2025-06-02 05:00,2,2,0,0,0,0
2025-06-02 05:15,1,1,0,0,0,0
2025-06-02 05:30,7,4,3,0,0,0
2025-06-02 05:45,3,2,1,0,0,0
2025-06-02 06:00,9,8,1,0,0,0
2025-06-02 06:15,10,6,4,0,0,0
2025-06-02 06:30,15,11,4,0,0,0
2025-06-02 06:45,24,10,14,0,0,0
2025-06-02 07:00,19,10,9,0,0,0
2025-06-02 07:15,30,18,12,0,0,0
2025-06-02 07:30,66,47,19,0,0,0
2025-06-02 07:45,43,25,18,0,0,0
2025-06-02 08:00,43,18,25,0,0,0
2025-06-02 08:15,38,20,18,0,0,0
2025-06-02 08:30,33,19,14,0,0,0
2025-06-02 08:45,23,12,11,0,0,0
2025-06-02 09:00,13,2,11,0,0,0
2025-06-02 09:15,23,12,11,0,0,0
2025-06-02 09:30,27,19,8,0,0,0
2025-06-02 09:45,23,9,14,0,0,0
2025-06-02 10:00,27,14,13,0,0,0
2025-06-02 10:15,15,6,9,0,0,0
2025-06-02 10:30,17,7,10,0,0,0
2025-06-02 10:45,28,11,17,0,0,0
2025-06-02 11:00,16,9,7,0,0,0
2025-06-02 11:15,17,6,11,0,0,0
2025-06-02 11:30,33,17,16,0,0,0
2025-06-02 11:45,38,19,19,0,0,0
2025-06-02 12:00,36,17,19,0,0,0
2025-06-02 12:15,36,22,14,0,0,0
2025-06-02 12:30,24,13,11,0,0,0
2025-06-02 12:45,27,11,16,0,0,0
2025-06-02 13:00,16,8,8,0,0,0
2025-06-02 13:15,40,12,28,0,0,0
2025-06-02 13:30,18,9,9,0,0,0
2025-06-02 13:45,19,6,13,0,0,0
2025-06-02 14:00,33,10,23,0,0,0
2025-06-02 14:15,31,10,21,0,0,0
2025-06-02 14:30,24,9,15,0,0,0
2025-06-02 14:45,30,14,16,0,0,0
2025-06-02 15:00,29,12,17,0,0,0
2025-06-02 15:15,20,13,7,0,0,0
2025-06-02 15:30,27,9,18,0,0,0
2025-06-02 15:45,32,10,22,0,0,0
2025-06-02 16:00,45,18,27,0,0,0
2025-06-02 16:15,19,9,10,0,0,0
2025-06-02 16:30,29,11,18,0,0,0
2025-06-02 16:45,29,11,18,0,0,0
2025-06-02 17:00,25,10,15,0,0,0
2025-06-02 17:15,21,8,13,0,0,0
2025-06-02 17:30,27,6,21,0,0,0
2025-06-02 17:45,25,11,14,0,0,0
2025-06-02 18:00,27,18,9,0,0,0
2025-06-02 18:15,2,2,0,0,0,0
2025-06-02 18:30,28,15,13,0,0,0
2025-06-02 18:45,10,5,5,0,0,0
2025-06-02 19:00,24,11,13,0,0,0
2025-06-02 19:15,22,11,11,0,0,0
2025-06-02 19:30,19,10,9,0,0,0
2025-06-02 19:45,20,7,13,0,0,0
2025-06-02 20:00,16,6,10,0,0,0
2025-06-02 20:15,8,3,5,0,0,0
2025-06-02 20:30,7,2,5,0,0,0
2025-06-02 20:45,6,2,4,0,0,0
2025-06-02 21:00,10,3,7,0,0,0
2025-06-02 21:15,11,3,8,0,0,0
2025-06-02 21:30,5,4,1,0,0,0
2025-06-02 21:45,5,0,5,0,0,0
2025-06-02 22:00,15,2,13,0,0,0
2025-06-02 22:15,13,8,5,0,0,0
2025-06-02 22:30,4,2,2,0,0,0
2025-06-02 22:45,5,1,4,0,0,0
2025-06-02 23:00,4,0,4,0,0,0
2025-06-02 23:15,4,2,2,0,0,0
2025-06-02 23:30,1,1,0,0,0,0
2025-06-02 23:45,3,1,2,0,0,0
2025-06-03 00:00,0,0,0,0,0,0
2025-06-03 00:15,0,0,0,0,0,0
2025-06-03 00:30,1,0,1,0,0,0
2025-06-03 00:45,0,0,0,0,0,0
2025-06-03 01:00,1,1,0,0,0,0
2025-06-03 01:15,1,0,1,0,0,0
2025-06-03 01:30,0,0,0,0,0,0
2025-06-03 01:45,0,0,0,0,0,0
2025-06-03 02:00,0,0,0,0,0,0
2025-06-03 02:15,1,0,1,0,0,0
2025-06-03 02:30,1,0,1,0,0,0
2025-06-03 02:45,0,0,0,0,0,0
2025-06-03 03:00,0,0,0,0,0,0
2025-06-03 03:15,1,0,1,0,0,0
2025-06-03 03:30,0,0,0,0,0,0
2025-06-03 03:45,0,0,0,0,0,0
2025-06-03 04:00,1,0,1,0,0,0
2025-06-03 04:15,1,1,0,0,0,0
2025-06-03 04:30,0,0,0,0,0,0
2025-06-03 04:45,2,2,0,0,0,0
2025-06-03 05:00,1,1,0,0,0,0
2025-06-03 05:15,0,0,0,0,0,0
2025-06-03 05:30,7,5,2,0,0,0
2025-06-03 05:45,2,0,2,0,0,0
2025-06-03 06:00,15,13,2,0,0,0
2025-06-03 06:15,4,3,1,0,0,0
2025-06-03 06:30,18,13,5,0,0,0
2025-06-03 06:45,18,8,10,0,0,0
2025-06-03 07:00,19,13,6,0,0,0
2025-06-03 07:15,50,31,19,0,0,0
2025-06-03 07:30,58,39,19,0,0,0
2025-06-03 07:45,57,37,20,0,0,0
2025-06-03 08:00,42,26,16,0,0,0
2025-06-03 08:15,56,30,26,0,0,0
2025-06-03 08:30,30,16,14,0,0,0
2025-06-03 08:45,24,10,14,0,0,0
2025-06-03 09:00,28,16,12,0,0,0
2025-06-03 09:15,22,11,11,0,0,0
2025-06-03 09:30,18,11,7,0,0,0
2025-06-03 09:45,29,22,7,0,0,0
2025-06-03 10:00,23,10,13,0,0,0
2025-06-03 10:15,22,8,14,0,0,0
2025-06-03 10:30,16,5,11,0,0,0
2025-06-03 10:45,13,9,4,0,0,0
2025-06-03 11:00,17,10,7,0,0,0
2025-06-03 11:15,20,10,10,0,0,0
2025-06-03 11:30,29,11,18,0,0,0
2025-06-03 11:45,23,13,10,0,0,0
2025-06-03 12:00,32,17,15,0,0,0
2025-06-03 12:15,15,8,7,0,0,0
2025-06-03 12:30,24,11,13,0,0,0
2025-06-03 12:45,28,11,17,0,0,0
2025-06-03 13:00,20,7,13,0,0,0
2025-06-03 13:15,33,15,18,0,0,0
2025-06-03 13:30,25,8,17,0,0,0
2025-06-03 13:45,45,18,27,0,0,0
2025-06-03 14:00,22,8,14,0,0,0
2025-06-03 14:15,36,20,16,0,0,0
2025-06-03 14:30,40,9,31,0,0,0
2025-06-03 14:45,35,13,22,0,0,0
2025-06-03 15:00,44,17,27,0,0,0
2025-06-03 15:15,42,11,31,0,0,0
2025-06-03 15:30,37,15,22,0,0,0
2025-06-03 15:45,53,30,23,0,0,0
2025-06-03 16:00,32,13,19,0,0,0
2025-06-03 16:15,35,17,18,0,0,0
2025-06-03 16:30,50,20,30,0,0,0
2025-06-03 16:45,34,15,19,0,0,0
2025-06-03 17:00,35,20,15,0,0,0
2025-06-03 17:15,38,20,18,0,0,0
2025-06-03 17:30,59,18,41,0,0,0
2025-06-03 17:45,40,18,22,0,0,0
2025-06-03 18:00,31,18,13,0,0,0
2025-06-03 18:15,28,12,16,0,0,0
2025-06-03 18:30,38,12,26,0,0,0
2025-06-03 18:45,29,16,13,0,0,0
2025-06-03 19:00,29,16,13,0,0,0
2025-06-03 19:15,22,12,10,0,0,0
2025-06-03 19:30,26,10,16,0,0,0
2025-06-03 19:45,24,10,14,0,0,0
2025-06-03 20:00,20,13,7,0,0,0
2025-06-03 20:15,15,5,10,0,0,0
2025-06-03 20:30,15,5,10,0,0,0
2025-06-03 20:45,10,4,6,0,0,0
2025-06-03 21:00,11,6,5,0,0,0
2025-06-03 21:15,12,1,11,0,0,0
2025-06-03 21:30,11,5,6,0,0,0
2025-06-03 21:45,9,2,7,0,0,0
2025-06-03 22:00,8,1,7,0,0,0
2025-06-03 22:15,8,2,6,0,0,0
2025-06-03 22:30,8,3,5,0,0,0
2025-06-03 22:45,3,0,3,0,0,0
2025-06-03 23:00,4,1,3,0,0,0
2025-06-03 23:15,4,1,3,0,0,0
2025-06-03 23:30,2,0,2,0,0,0
2025-06-03 23:45,1,0,1,0,0,0
2025-06-04 00:00,1,0,1,0,0,0
2025-06-04 00:15,4,3,1,0,0,0
2025-06-04 00:30,1,0,1,0,0,0
2025-06-04 00:45,1,0,1,0,0,0
2025-06-04 01:00,0,0,0,0,0,0
2025-06-04 01:15,0,0,0,0,0,0
2025-06-04 01:30,1,0,1,0,0,0
2025-06-04 01:45,0,0,0,0,0,0
2025-06-04 02:00,0,0,0,0,0,0
2025-06-04 02:15,0,0,0,0,0,0
2025-06-04 02:30,1,0,1,0,0,0
2025-06-04 02:45,0,0,0,0,0,0
2025-06-04 03:00,0,0,0,0,0,0
2025-06-04 03:15,0,0,0,0,0,0
2025-06-04 03:30,1,0,1,0,0,0
2025-06-04 03:45,0,0,0,0,0,0
2025-06-04 04:00,0,0,0,0,0,0
2025-06-04 04:15,1,1,0,0,0,0
2025-06-04 04:30,0,0,0,0,0,0
2025-06-04 04:45,3,3,0,0,0,0
