Datetime,300037928 (Kinderhauser Str.),353413835 (Kinderhauser Str. [Bike Stadteinwärts]),353413836 (Kinderhauser Str. [Bike Stadtauswärts]),300037928-status,353413835-status,353413836-status
2024-09-01 00:00,4,0,4,0,0,0
2024-09-01 00:15,8,6,2,0,0,0
2024-09-01 00:30,3,0,3,0,0,0
2024-09-01 00:45,6,1,5,0,0,0
2024-09-01 01:00,2,2,0,0,0,0
2024-09-01 01:15,4,1,3,0,0,0
2024-09-01 01:30,11,7,4,0,0,0
2024-09-01 01:45,3,1,2,0,0,0
2024-09-01 02:00,5,2,3,0,0,0
2024-09-01 02:15,1,0,1,0,0,0
2024-09-01 02:30,1,0,1,0,0,0
2024-09-01 02:45,0,0,0,0,0,0
2024-09-01 03:00,0,0,0,0,0,0
2024-09-01 03:15,1,0,1,0,0,0
2024-09-01 03:30,0,0,0,0,0,0
2024-09-01 03:45,1,0,1,0,0,0
2024-09-01 04:00,1,0,1,0,0,0
2024-09-01 04:15,0,0,0,0,0,0
2024-09-01 04:30,0,0,0,0,0,0
2024-09-01 04:45,0,0,0,0,0,0
2024-09-01 05:00,0,0,0,0,0,0
2024-09-01 05:15,0,0,0,0,0,0
2024-09-01 05:30,2,0,2,0,0,0
2024-09-01 05:45,2,0,2,0,0,0
2024-09-01 06:00,2,2,0,0,0,0
2024-09-01 06:15,2,1,1,0,0,0
2024-09-01 06:30,1,1,0,0,0,0
2024-09-01 06:45,2,1,1,0,0,0
2024-09-01 07:00,2,0,2,0,0,0
2024-09-01 07:15,1,1,0,0,0,0
2024-09-01 07:30,1,0,1,0,0,0
2024-09-01 07:45,3,3,0,0,0,0
2024-09-01 08:00,3,1,2,0,0,0
2024-09-01 08:15,2,1,1,0,0,0
2024-09-01 08:30,3,0,3,0,0,0
2024-09-01 08:45,2,1,1,0,0,0
2024-09-01 09:00,10,3,7,0,0,0
2024-09-01 09:15,5,1,4,0,0,0
2024-09-01 09:30,5,4,1,0,0,0
2024-09-01 09:45,19,8,11,0,0,0
2024-09-01 10:00,9,8,1,0,0,0
2024-09-01 10:15,9,3,6,0,0,0
2024-09-01 10:30,11,5,6,0,0,0
2024-09-01 10:45,8,1,7,0,0,0
