Datetime,300037928 (Kinderhauser Str.),353413835 (Kinderhauser Str. Fahrräder Stadteinwärts),353413836 (Kinderhauser Str. Fahrräder Stadtauswärts),300037928-status,353413835-status,353413836-status
2026-07-01 00:00,1,1,0,0,0,0
2026-07-01 00:15,1,0,1,0,0,0
2026-07-01 00:30,1,0,1,0,0,0
2026-07-01 00:45,0,0,0,0,0,0
2026-07-01 01:00,0,0,0,0,0,0
2026-07-01 01:15,2,0,2,0,0,0
2026-07-01 01:30,3,2,1,0,0,0
2026-07-01 01:45,1,1,0,0,0,0
2026-07-01 02:00,0,0,0,0,0,0
2026-07-01 02:15,0,0,0,0,0,0
2026-07-01 02:30,0,0,0,0,0,0
2026-07-01 02:45,0,0,0,0,0,0
2026-07-01 03:00,1,0,1,0,0,0
2026-07-01 03:15,0,0,0,0,0,0
2026-07-01 03:30,0,0,0,0,0,0
2026-07-01 03:45,1,1,0,0,0,0
2026-07-01 04:00,0,0,0,0,0,0
2026-07-01 04:15,1,1,0,0,0,0
2026-07-01 04:30,1,0,1,0,0,0
2026-07-01 04:45,3,3,0,0,0,0
2026-07-01 05:00,1,1,0,0,0,0
2026-07-01 05:15,3,2,1,0,0,0
2026-07-01 05:30,4,3,1,0,0,0
2026-07-01 05:45,3,1,2,0,0,0
2026-07-01 06:00,6,6,0,0,0,0
2026-07-01 06:15,7,6,1,0,0,0
2026-07-01 06:30,10,8,2,0,0,0
2026-07-01 06:45,12,5,7,0,0,0
2026-07-01 07:00,18,6,12,0,0,0
2026-07-01 07:15,23,14,9,0,0,0
2026-07-01 07:30,53,43,10,0,0,0
2026-07-01 07:45,52,39,13,0,0,0
2026-07-01 08:00,41,25,16,0,0,0
2026-07-01 08:15,36,21,15,0,0,0
2026-07-01 08:30,26,16,10,0,0,0
2026-07-01 08:45,27,15,12,0,0,0
2026-07-01 09:00,15,13,2,0,0,0
2026-07-01 09:15,17,12,5,0,0,0
2026-07-01 09:30,14,8,6,0,0,0
2026-07-01 09:45,19,13,6,0,0,0
2026-07-01 10:00,19,10,9,0,0,0
