Datetime,300037928 (Kinderhauser Str.),353413835 (Kinderhauser Str. [Bike Stadteinwärts]),353413836 (Kinderhauser Str. [Bike Stadtauswärts]),300037928-status,353413835-status,353413836-status
2024-04-01 00:00,1,0,1,0,0,0
2024-04-01 00:15,1,0,1,0,0,0
2024-04-01 00:30,1,1,0,0,0,0
2024-04-01 00:45,0,0,0,0,0,0
2024-04-01 01:00,2,2,0,0,0,0
2024-04-01 01:15,1,0,1,0,0,0
2024-04-01 01:30,0,0,0,0,0,0
2024-04-01 01:45,0,0,0,0,0,0
2024-04-01 02:00,1,0,1,0,0,0
2024-04-01 02:15,0,0,0,0,0,0
2024-04-01 02:30,0,0,0,0,0,0
2024-04-01 02:45,0,0,0,0,0,0
2024-04-01 03:00,0,0,0,0,0,0
2024-04-01 03:15,0,0,0,0,0,0
2024-04-01 03:30,3,1,2,0,0,0
2024-04-01 03:45,0,0,0,0,0,0
2024-04-01 04:00,2,0,2,0,0,0
2024-04-01 04:15,2,1,1,0,0,0
2024-04-01 04:30,0,0,0,0,0,0
2024-04-01 04:45,0,0,0,0,0,0
2024-04-01 05:00,1,1,0,0,0,0
2024-04-01 05:15,1,1,0,0,0,0
2024-04-01 05:30,3,2,1,0,0,0
2024-04-01 05:45,1,1,0,0,0,0
2024-04-01 06:00,0,0,0,0,0,0
2024-04-01 06:15,2,2,0,0,0,0
2024-04-01 06:30,3,2,1,0,0,0
2024-04-01 06:45,2,2,0,0,0,0
2024-04-01 07:00,1,1,0,0,0,0
2024-04-01 07:15,0,0,0,0,0,0
2024-04-01 07:30,1,1,0,0,0,0
2024-04-01 07:45,0,0,0,0,0,0
2024-04-01 08:00,1,0,1,0,0,0
2024-04-01 08:15,0,0,0,0,0,0
2024-04-01 08:30,1,1,0,0,0,0
2024-04-01 08:45,0,0,0,0,0,0
2024-04-01 09:00,1,0,1,0,0,0
2024-04-01 09:15,2,1,1,0,0,0
2024-04-01 09:30,2,1,1,0,0,0
2024-04-01 09:45,0,0,0,0,0,0
2024-04-01 10:00,3,0,3,0,0,0
2024-04-01 10:15,0,0,0,0,0,0
2024-04-01 10:30,1,0,1,0,0,0
2024-04-01 10:45,1,1,0,0,0,0
2024-04-01 11:00,3,1,2,0,0,0
2024-04-01 11:15,2,0,2,0,0,0
2024-04-01 11:30,4,2,2,0,0,0
2024-04-01 11:45,1,1,0,0,0,0
2024-04-01 12:00,2,1,1,0,0,0
2024-04-01 12:15,2,0,2,0,0,0
2024-04-01 12:30,0,0,0,0,0,0
2024-04-01 12:45,3,3,0,0,0,0
2024-04-01 13:00,4,2,2,0,0,0
2024-04-01 13:15,4,4,0,0,0,0
2024-04-01 13:30,2,1,1,0,0,0
2024-04-01 13:45,2,0,2,0,0,0
2024-04-01 14:00,1,0,1,0,0,0
2024-04-01 14:15,2,1,1,0,0,0
2024-04-01 14:30,4,3,1,0,0,0
2024-04-01 14:45,7,4,3,0,0,0
2024-04-01 15:00,7,2,5,0,0,0
2024-04-01 15:15,2,2,0,0,0,0
2024-04-01 15:30,1,1,0,0,0,0
2024-04-01 15:45,3,2,1,0,0,0
2024-04-01 16:00,10,5,5,0,0,0
2024-04-01 16:15,5,1,4,0,0,0
2024-04-01 16:30,3,1,2,0,0,0
2024-04-01 16:45,3,1,2,0,0,0
2024-04-01 17:00,7,2,5,0,0,0
2024-04-01 17:15,4,2,2,0,0,0
2024-04-01 17:30,9,4,5,0,0,0
2024-04-01 17:45,12,7,5,0,0,0
2024-04-01 18:00,5,2,3,0,0,0
2024-04-01 18:15,6,1,5,0,0,0
2024-04-01 18:30,7,3,4,0,0,0
2024-04-01 18:45,12,7,5,0,0,0
2024-04-01 19:00,3,3,0,0,0,0
2024-04-01 19:15,14,7,7,0,0,0
2024-04-01 19:30,6,2,4,0,0,0
2024-04-01 19:45,6,5,1,0,0,0
2024-04-01 20:00,7,3,4,0,0,0
2024-04-01 20:15,2,0,2,0,0,0
2024-04-01 20:30,5,3,2,0,0,0
2024-04-01 20:45,6,3,3,0,0,0
