Datetime,300037928 (Kinderhauser Str.),353413835 (Kinderhauser Str. Fahrräder Stadteinwärts),353413836 (Kinderhauser Str. Fahrräder Stadtauswärts),300037928-status,353413835-status,353413836-status
2026-09-01 00:00,1,0,1,0,0,0
2026-09-01 00:15,1,0,1,0,0,0
2026-09-01 00:30,1,0,1,0,0,0
2026-09-01 00:45,0,0,0,0,0,0
2026-09-01 01:00,0,0,0,0,0,0
2026-09-01 01:15,1,0,1,0,0,0
2026-09-01 01:30,1,0,1,0,0,0
2026-09-01 01:45,0,0,0,0,0,0
2026-09-01 02:00,3,2,1,0,0,0
2026-09-01 02:15,0,0,0,0,0,0
2026-09-01 02:30,0,0,0,0,0,0
2026-09-01 02:45,1,1,0,0,0,0
2026-09-01 03:00,0,0,0,0,0,0
2026-09-01 03:15,0,0,0,0,0,0
2026-09-01 03:30,0,0,0,0,0,0
2026-09-01 03:45,0,0,0,0,0,0
2026-09-01 04:00,0,0,0,0,0,0
2026-09-01 04:15,0,0,0,0,0,0
2026-09-01 04:30,0,0,0,0,0,0
2026-09-01 04:45,0,0,0,0,0,0
2026-09-01 05:00,0,0,0,0,0,0
2026-09-01 05:15,2,0,2,0,0,0
2026-09-01 05:30,3,2,1,0,0,0
2026-09-01 05:45,3,1,2,0,0,0
2026-09-01 06:00,6,5,1,0,0,0
2026-09-01 06:15,4,4,0,0,0,0
2026-09-01 06:30,13,9,4,0,0,0
2026-09-01 06:45,17,6,11,0,0,0
2026-09-01 07:00,11,6,5,0,0,0
2026-09-01 07:15,13,7,6,0,0,0
2026-09-01 07:30,24,12,12,0,0,0
2026-09-01 07:45,43,31,12,0,0,0
2026-09-01 08:00,40,21,19,0,0,0
2026-09-01 08:15,41,17,24,0,0,0
2026-09-01 08:30,38,21,17,0,0,0
2026-09-01 08:45,25,17,8,0,0,0
2026-09-01 09:00,13,7,6,0,0,0
2026-09-01 09:15,14,6,8,0,0,0
2026-09-01 09:30,15,7,8,0,0,0
2026-09-01 09:45,21,11,10,0,0,0
2026-09-01 10:00,17,6,11,0,0,0
2026-09-01 10:15,12,4,8,0,0,0
2026-09-01 10:30,13,7,6,0,0,0
2026-09-01 10:45,21,11,10,0,0,0
2026-09-01 11:00,12,6,6,0,0,0
2026-09-01 11:15,14,7,7,0,0,0
2026-09-01 11:30,15,7,8,0,0,0
2026-09-01 11:45,23,11,12,0,0,0
2026-09-01 12:00,27,18,9,0,0,0
2026-09-01 12:15,18,7,11,0,0,0
2026-09-01 12:30,27,14,13,0,0,0
2026-09-01 12:45,11,5,6,0,0,0
2026-09-01 13:00,20,9,11,0,0,0
2026-09-01 13:15,15,9,6,0,0,0
2026-09-01 13:30,26,8,18,0,0,0
2026-09-01 13:45,12,6,6,0,0,0
2026-09-01 14:00,17,6,11,0,0,0
2026-09-01 14:15,23,10,13,0,0,0
2026-09-01 14:30,24,8,16,0,0,0
2026-09-01 14:45,21,4,17,0,0,0
2026-09-01 15:00,21,9,12,0,0,0
2026-09-01 15:15,18,8,10,0,0,0
2026-09-01 15:30,31,11,20,0,0,0
2026-09-01 15:45,28,16,12,0,0,0
2026-09-01 16:00,23,12,11,0,0,0
2026-09-01 16:15,25,5,20,0,0,0
2026-09-01 16:30,31,9,22,0,0,0
2026-09-01 16:45,41,25,16,0,0,0
2026-09-01 17:00,35,11,24,0,0,0
2026-09-01 17:15,30,9,21,0,0,0
2026-09-01 17:30,27,14,13,0,0,0
2026-09-01 17:45,29,10,19,0,0,0
2026-09-01 18:00,27,8,19,0,0,0
2026-09-01 18:15,36,12,24,0,0,0
2026-09-01 18:30,21,11,10,0,0,0
2026-09-01 18:45,21,14,7,0,0,0
2026-09-01 19:00,18,8,10,0,0,0
2026-09-01 19:15,27,12,15,0,0,0
2026-09-01 19:30,14,5,9,0,0,0
2026-09-01 19:45,13,7,6,0,0,0
2026-09-01 20:00,9,6,3,0,0,0
2026-09-01 20:15,16,6,10,0,0,0
2026-09-01 20:30,11,7,4,0,0,0
2026-09-01 20:45,7,3,4,0,0,0
2026-09-01 21:00,12,7,5,0,0,0
2026-09-01 21:15,10,3,7,0,0,0
2026-09-01 21:30,14,7,7,0,0,0
2026-09-01 21:45,4,2,2,0,0,0
2026-09-01 22:00,6,3,3,0,0,0
2026-09-01 22:15,1,0,1,0,0,0
2026-09-01 22:30,4,1,3,0,0,0
2026-09-01 22:45,2,1,1,0,0,0
2026-09-01 23:00,1,1,0,0,0,0
2026-09-01 23:15,2,0,2,0,0,0
2026-09-01 23:30,2,2,0,0,0,0
2026-09-01 23:45,1,0,1,0,0,0
