Datetime,300037928 (Kinderhauser Str.),353413835 (Kinderhauser Str. Fahrräder Stadteinwärts),353413836 (Kinderhauser Str. Fahrräder Stadtauswärts),300037928-status,353413835-status,353413836-status
2025-04-01 00:00,0,0,0,0,0,0
2025-04-01 00:15,0,0,0,0,0,0
2025-04-01 00:30,1,0,1,0,0,0
2025-04-01 00:45,0,0,0,0,0,0
2025-04-01 01:00,1,0,1,0,0,0
2025-04-01 01:15,1,0,1,0,0,0
2025-04-01 01:30,0,0,0,0,0,0
2025-04-01 01:45,0,0,0,0,0,0
2025-04-01 02:00,0,0,0,0,0,0
2025-04-01 02:15,1,1,0,0,0,0
2025-04-01 02:30,0,0,0,0,0,0
2025-04-01 02:45,1,0,1,0,0,0
2025-04-01 03:00,1,1,0,0,0,0
2025-04-01 03:15,0,0,0,0,0,0
2025-04-01 03:30,0,0,0,0,0,0
2025-04-01 03:45,4,0,4,0,0,0
2025-04-01 04:00,0,0,0,0,0,0
2025-04-01 04:15,1,1,0,0,0,0
2025-04-01 04:30,0,0,0,0,0,0
2025-04-01 04:45,1,0,1,0,0,0
2025-04-01 05:00,1,1,0,0,0,0
2025-04-01 05:15,1,0,1,0,0,0
2025-04-01 05:30,5,3,2,0,0,0
2025-04-01 05:45,12,10,2,0,0,0
2025-04-01 06:00,9,7,2,0,0,0
2025-04-01 06:15,3,1,2,0,0,0
2025-04-01 06:30,11,9,2,0,0,0
2025-04-01 06:45,15,10,5,0,0,0
2025-04-01 07:00,12,9,3,0,0,0
2025-04-01 07:15,27,15,12,0,0,0
2025-04-01 07:30,56,47,9,0,0,0
2025-04-01 07:45,48,26,22,0,0,0
2025-04-01 08:00,37,17,20,0,0,0
2025-04-01 08:15,26,15,11,0,0,0
2025-04-01 08:30,29,16,13,0,0,0
2025-04-01 08:45,22,13,9,0,0,0
2025-04-01 09:00,13,6,7,0,0,0
2025-04-01 09:15,8,4,4,0,0,0
2025-04-01 09:30,18,13,5,0,0,0
2025-04-01 09:45,21,11,10,0,0,0
2025-04-01 10:00,19,8,11,0,0,0
2025-04-01 10:15,15,10,5,0,0,0
2025-04-01 10:30,14,8,6,0,0,0
2025-04-01 10:45,13,9,4,0,0,0
2025-04-01 11:00,15,8,7,0,0,0
2025-04-01 11:15,11,7,4,0,0,0
2025-04-01 11:30,19,9,10,0,0,0
2025-04-01 11:45,27,10,17,0,0,0
2025-04-01 12:00,30,12,18,0,0,0
2025-04-01 12:15,18,13,5,0,0,0
2025-04-01 12:30,29,15,14,0,0,0
2025-04-01 12:45,21,9,12,0,0,0
2025-04-01 13:00,27,13,14,0,0,0
2025-04-01 13:15,28,10,18,0,0,0
2025-04-01 13:30,20,10,10,0,0,0
2025-04-01 13:45,27,8,19,0,0,0
2025-04-01 14:00,23,4,19,0,0,0
2025-04-01 14:15,20,13,7,0,0,0
2025-04-01 14:30,23,10,13,0,0,0
2025-04-01 14:45,37,19,18,0,0,0
2025-04-01 15:00,47,13,34,0,0,0
2025-04-01 15:15,28,15,13,0,0,0
2025-04-01 15:30,28,7,21,0,0,0
2025-04-01 15:45,22,13,9,0,0,0
2025-04-01 16:00,36,8,28,0,0,0
2025-04-01 16:15,27,11,16,0,0,0
2025-04-01 16:30,37,14,23,0,0,0
2025-04-01 16:45,25,12,13,0,0,0
2025-04-01 17:00,53,18,35,0,0,0
2025-04-01 17:15,29,16,13,0,0,0
2025-04-01 17:30,32,13,19,0,0,0
2025-04-01 17:45,31,8,23,0,0,0
2025-04-01 18:00,24,8,16,0,0,0
2025-04-01 18:15,20,12,8,0,0,0
2025-04-01 18:30,30,18,12,0,0,0
2025-04-01 18:45,27,13,14,0,0,0
2025-04-01 19:00,19,13,6,0,0,0
2025-04-01 19:15,21,8,13,0,0,0
2025-04-01 19:30,12,6,6,0,0,0
2025-04-01 19:45,22,8,14,0,0,0
2025-04-01 20:00,14,6,8,0,0,0
2025-04-01 20:15,11,3,8,0,0,0
2025-04-01 20:30,9,3,6,0,0,0
2025-04-01 20:45,5,2,3,0,0,0
2025-04-01 21:00,12,7,5,0,0,0
2025-04-01 21:15,10,3,7,0,0,0
2025-04-01 21:30,9,5,4,0,0,0
2025-04-01 21:45,8,2,6,0,0,0
2025-04-01 22:00,7,5,2,0,0,0
2025-04-01 22:15,12,1,11,0,0,0
2025-04-01 22:30,6,1,5,0,0,0
2025-04-01 22:45,4,2,2,0,0,0
2025-04-01 23:00,2,1,1,0,0,0
2025-04-01 23:15,1,1,0,0,0,0
2025-04-01 23:30,2,0,2,0,0,0
2025-04-01 23:45,2,0,2,0,0,0
2025-04-02 00:00,0,0,0,0,0,0
2025-04-02 00:15,1,1,0,0,0,0
2025-04-02 00:30,2,1,1,0,0,0
2025-04-02 00:45,1,0,1,0,0,0
2025-04-02 01:00,2,2,0,0,0,0
2025-04-02 01:15,0,0,0,0,0,0
2025-04-02 01:30,2,0,2,0,0,0
2025-04-02 01:45,1,0,1,0,0,0
2025-04-02 02:00,0,0,0,0,0,0
2025-04-02 02:15,2,1,1,0,0,0
2025-04-02 02:30,1,0,1,0,0,0
2025-04-02 02:45,0,0,0,0,0,0
2025-04-02 03:00,1,1,0,0,0,0
2025-04-02 03:15,0,0,0,0,0,0
2025-04-02 03:30,0,0,0,0,0,0
2025-04-02 03:45,0,0,0,0,0,0
2025-04-02 04:00,0,0,0,0,0,0
2025-04-02 04:15,2,2,0,0,0,0
2025-04-02 04:30,4,4,0,0,0,0
2025-04-02 04:45,1,0,1,0,0,0
2025-04-02 05:00,1,1,0,0,0,0
2025-04-02 05:15,1,1,0,0,0,0
2025-04-02 05:30,2,2,0,0,0,0
2025-04-02 05:45,6,4,2,0,0,0
2025-04-02 06:00,7,6,1,0,0,0
2025-04-02 06:15,9,3,6,0,0,0
2025-04-02 06:30,21,18,3,0,0,0
2025-04-02 06:45,24,15,9,0,0,0
2025-04-02 07:00,15,9,6,0,0,0
2025-04-02 07:15,45,24,21,0,0,0
2025-04-02 07:30,52,40,12,0,0,0
2025-04-02 07:45,52,34,18,0,0,0
2025-04-02 08:00,41,24,17,0,0,0
2025-04-02 08:15,33,17,16,0,0,0
2025-04-02 08:30,37,24,13,0,0,0
2025-04-02 08:45,23,14,9,0,0,0
2025-04-02 09:00,15,11,4,0,0,0
2025-04-02 09:15,17,13,4,0,0,0
2025-04-02 09:30,23,11,12,0,0,0
2025-04-02 09:45,24,17,7,0,0,0
2025-04-02 10:00,11,3,8,0,0,0
2025-04-02 10:15,9,6,3,0,0,0
2025-04-02 10:30,22,17,5,0,0,0
2025-04-02 10:45,28,17,11,0,0,0
2025-04-02 11:00,20,11,9,0,0,0
2025-04-02 11:15,12,5,7,0,0,0
2025-04-02 11:30,37,19,18,0,0,0
2025-04-02 11:45,31,16,15,0,0,0
2025-04-02 12:00,28,13,15,0,0,0
2025-04-02 12:15,18,7,11,0,0,0
2025-04-02 12:30,19,11,8,0,0,0
2025-04-02 12:45,17,6,11,0,0,0
2025-04-02 13:00,29,11,18,0,0,0
2025-04-02 13:15,26,7,19,0,0,0
2025-04-02 13:30,25,11,14,0,0,0
2025-04-02 13:45,31,16,15,0,0,0
2025-04-02 14:00,34,14,20,0,0,0
2025-04-02 14:15,18,11,7,0,0,0
2025-04-02 14:30,26,16,10,0,0,0
2025-04-02 14:45,33,16,17,0,0,0
2025-04-02 15:00,31,11,20,0,0,0
2025-04-02 15:15,26,14,12,0,0,0
2025-04-02 15:30,38,11,27,0,0,0
2025-04-02 15:45,39,10,29,0,0,0
2025-04-02 16:00,21,11,10,0,0,0
2025-04-02 16:15,32,11,21,0,0,0
2025-04-02 16:30,33,13,20,0,0,0
2025-04-02 16:45,36,18,18,0,0,0
2025-04-02 17:00,29,9,20,0,0,0
2025-04-02 17:15,28,8,20,0,0,0
2025-04-02 17:30,44,25,19,0,0,0
2025-04-02 17:45,26,8,18,0,0,0
2025-04-02 18:00,28,11,17,0,0,0
2025-04-02 18:15,28,10,18,0,0,0
2025-04-02 18:30,23,8,15,0,0,0
2025-04-02 18:45,18,8,10,0,0,0
2025-04-02 19:00,23,8,15,0,0,0
2025-04-02 19:15,10,3,7,0,0,0
2025-04-02 19:30,16,10,6,0,0,0
2025-04-02 19:45,27,9,18,0,0,0
2025-04-02 20:00,9,3,6,0,0,0
2025-04-02 20:15,16,5,11,0,0,0
2025-04-02 20:30,8,2,6,0,0,0
2025-04-02 20:45,8,5,3,0,0,0
2025-04-02 21:00,7,1,6,0,0,0
2025-04-02 21:15,13,4,9,0,0,0
2025-04-02 21:30,9,3,6,0,0,0
2025-04-02 21:45,12,6,6,0,0,0
2025-04-02 22:00,6,5,1,0,0,0
2025-04-02 22:15,7,2,5,0,0,0
2025-04-02 22:30,6,0,6,0,0,0
2025-04-02 22:45,4,1,3,0,0,0
2025-04-02 23:00,4,1,3,0,0,0
2025-04-02 23:15,5,0,5,0,0,0
2025-04-02 23:30,1,0,1,0,0,0
2025-04-02 23:45,6,4,2,0,0,0
