Datetime,300037932 (Schmeddingstraße),353413849 (Schmeddingstraße [Bike Stadteinwärts]),353413850 (Schmeddingstraße [Bike Stadtauswärts]),300037932-status,353413849-status,353413850-status
2024-04-01 00:00,10,5,5,0,0,0
2024-04-01 00:15,2,1,1,0,0,0
2024-04-01 00:30,3,2,1,0,0,0
2024-04-01 00:45,2,2,0,0,0,0
2024-04-01 01:00,1,0,1,0,0,0
2024-04-01 01:15,1,0,1,0,0,0
2024-04-01 01:30,0,0,0,0,0,0
2024-04-01 01:45,1,0,1,0,0,0
2024-04-01 02:00,2,2,0,0,0,0
2024-04-01 02:15,1,0,1,0,0,0
2024-04-01 02:30,0,0,0,0,0,0
2024-04-01 02:45,0,0,0,0,0,0
2024-04-01 03:00,0,0,0,0,0,0
2024-04-01 03:15,1,0,1,0,0,0
2024-04-01 03:30,0,0,0,0,0,0
2024-04-01 03:45,1,0,1,0,0,0
2024-04-01 04:00,0,0,0,0,0,0
2024-04-01 04:15,0,0,0,0,0,0
2024-04-01 04:30,1,0,1,0,0,0
2024-04-01 04:45,0,0,0,0,0,0
2024-04-01 05:00,1,1,0,0,0,0
2024-04-01 05:15,1,1,0,0,0,0
2024-04-01 05:30,1,1,0,0,0,0
2024-04-01 05:45,1,1,0,0,0,0
2024-04-01 06:00,5,2,3,0,0,0
2024-04-01 06:15,0,0,0,0,0,0
2024-04-01 06:30,1,1,0,0,0,0
2024-04-01 06:45,4,4,0,0,0,0
2024-04-01 07:00,0,0,0,0,0,0
2024-04-01 07:15,1,0,1,0,0,0
2024-04-01 07:30,3,2,1,0,0,0
2024-04-01 07:45,5,3,2,0,0,0
2024-04-01 08:00,1,1,0,0,0,0
2024-04-01 08:15,1,1,0,0,0,0
2024-04-01 08:30,3,1,2,0,0,0
2024-04-01 08:45,0,0,0,0,0,0
2024-04-01 09:00,1,0,1,0,0,0
2024-04-01 09:15,2,1,1,0,0,0
2024-04-01 09:30,4,4,0,0,0,0
2024-04-01 09:45,6,4,2,0,0,0
2024-04-01 10:00,8,5,3,0,0,0
2024-04-01 10:15,4,1,3,0,0,0
2024-04-01 10:30,8,5,3,0,0,0
2024-04-01 10:45,3,1,2,0,0,0
2024-04-01 11:00,8,3,5,0,0,0
2024-04-01 11:15,10,5,5,0,0,0
2024-04-01 11:30,9,3,6,0,0,0
2024-04-01 11:45,6,2,4,0,0,0
2024-04-01 12:00,9,3,6,0,0,0
2024-04-01 12:15,9,4,5,0,0,0
2024-04-01 12:30,4,1,3,0,0,0
2024-04-01 12:45,14,5,9,0,0,0
2024-04-01 13:00,10,6,4,0,0,0
2024-04-01 13:15,9,4,5,0,0,0
2024-04-01 13:30,6,1,5,0,0,0
2024-04-01 13:45,7,2,5,0,0,0
2024-04-01 14:00,6,1,5,0,0,0
2024-04-01 14:15,12,3,9,0,0,0
2024-04-01 14:30,5,1,4,0,0,0
2024-04-01 14:45,4,4,0,0,0,0
2024-04-01 15:00,6,2,4,0,0,0
2024-04-01 15:15,2,0,2,0,0,0
2024-04-01 15:30,7,3,4,0,0,0
2024-04-01 15:45,10,5,5,0,0,0
2024-04-01 16:00,10,4,6,0,0,0
2024-04-01 16:15,16,8,8,0,0,0
2024-04-01 16:30,11,8,3,0,0,0
2024-04-01 16:45,14,10,4,0,0,0
2024-04-01 17:00,10,3,7,0,0,0
2024-04-01 17:15,9,5,4,0,0,0
2024-04-01 17:30,5,3,2,0,0,0
2024-04-01 17:45,13,8,5,0,0,0
2024-04-01 18:00,13,3,10,0,0,0
2024-04-01 18:15,7,2,5,0,0,0
2024-04-01 18:30,14,5,9,0,0,0
2024-04-01 18:45,20,11,9,0,0,0
2024-04-01 19:00,12,2,10,0,0,0
2024-04-01 19:15,13,9,4,0,0,0
2024-04-01 19:30,11,6,5,0,0,0
2024-04-01 19:45,6,3,3,0,0,0
2024-04-01 20:00,15,4,11,0,0,0
2024-04-01 20:15,13,9,4,0,0,0
2024-04-01 20:30,10,4,6,0,0,0
2024-04-01 20:45,7,1,6,0,0,0
2024-04-01 21:00,9,5,4,0,0,0
2024-04-01 21:15,11,4,7,0,0,0
2024-04-01 21:30,7,5,2,0,0,0
2024-04-01 21:45,2,0,2,0,0,0
2024-04-01 22:00,9,7,2,0,0,0
2024-04-01 22:15,5,2,3,0,0,0
2024-04-01 22:30,0,0,0,0,0,0
2024-04-01 22:45,2,0,2,0,0,0
2024-04-01 23:00,5,1,4,0,0,0
2024-04-01 23:15,1,1,0,0,0,0
2024-04-01 23:30,4,1,3,0,0,0
2024-04-01 23:45,1,0,1,0,0,0
2024-04-02 00:00,2,1,1,0,0,0
2024-04-02 00:15,2,0,2,0,0,0
2024-04-02 00:30,4,0,4,0,0,0
2024-04-02 00:45,1,1,0,0,0,0
2024-04-02 01:00,1,0,1,0,0,0
2024-04-02 01:15,0,0,0,0,0,0
2024-04-02 01:30,0,0,0,0,0,0
2024-04-02 01:45,1,0,1,0,0,0
2024-04-02 02:00,1,0,1,0,0,0
2024-04-02 02:15,1,0,1,0,0,0
2024-04-02 02:30,1,0,1,0,0,0
2024-04-02 02:45,1,0,1,0,0,0
2024-04-02 03:00,1,1,0,0,0,0
2024-04-02 03:15,0,0,0,0,0,0
2024-04-02 03:30,1,1,0,0,0,0
2024-04-02 03:45,1,1,0,0,0,0
2024-04-02 04:00,3,2,1,0,0,0
2024-04-02 04:15,1,1,0,0,0,0
2024-04-02 04:30,1,1,0,0,0,0
2024-04-02 04:45,1,1,0,0,0,0
2024-04-02 05:00,0,0,0,0,0,0
2024-04-02 05:15,3,1,2,0,0,0
2024-04-02 05:30,4,3,1,0,0,0
2024-04-02 05:45,6,4,2,0,0,0
2024-04-02 06:00,8,7,1,0,0,0
2024-04-02 06:15,21,10,11,0,0,0
2024-04-02 06:30,13,9,4,0,0,0
2024-04-02 06:45,24,17,7,0,0,0
2024-04-02 07:00,29,21,8,0,0,0
2024-04-02 07:15,33,21,12,0,0,0
2024-04-02 07:30,43,28,15,0,0,0
2024-04-02 07:45,40,29,11,0,0,0
2024-04-02 08:00,50,32,18,0,0,0
2024-04-02 08:15,41,24,17,0,0,0
2024-04-02 08:30,33,25,8,0,0,0
2024-04-02 08:45,45,29,16,0,0,0
2024-04-02 09:00,27,19,8,0,0,0
2024-04-02 09:15,26,17,9,0,0,0
2024-04-02 09:30,27,18,9,0,0,0
2024-04-02 09:45,26,15,11,0,0,0
2024-04-02 10:00,22,15,7,0,0,0
2024-04-02 10:15,25,17,8,0,0,0
2024-04-02 10:30,24,9,15,0,0,0
2024-04-02 10:45,16,10,6,0,0,0
2024-04-02 11:00,17,10,7,0,0,0
2024-04-02 11:15,27,17,10,0,0,0
2024-04-02 11:30,19,9,10,0,0,0
2024-04-02 11:45,20,9,11,0,0,0
2024-04-02 12:00,22,14,8,0,0,0
2024-04-02 12:15,29,18,11,0,0,0
2024-04-02 12:30,34,10,24,0,0,0
2024-04-02 12:45,25,10,15,0,0,0
2024-04-02 13:00,29,10,19,0,0,0
2024-04-02 13:15,27,8,19,0,0,0
2024-04-02 13:30,27,11,16,0,0,0
2024-04-02 13:45,28,16,12,0,0,0
2024-04-02 14:00,39,24,15,0,0,0
2024-04-02 14:15,25,10,15,0,0,0
2024-04-02 14:30,29,16,13,0,0,0
2024-04-02 14:45,36,21,15,0,0,0
2024-04-02 15:00,27,17,10,0,0,0
2024-04-02 15:15,38,17,21,0,0,0
2024-04-02 15:30,38,21,17,0,0,0
2024-04-02 15:45,31,10,21,0,0,0
2024-04-02 16:00,40,23,17,0,0,0
2024-04-02 16:15,40,15,25,0,0,0
2024-04-02 16:30,43,15,28,0,0,0
2024-04-02 16:45,36,9,27,0,0,0
2024-04-02 17:00,26,6,20,0,0,0
2024-04-02 17:15,28,8,20,0,0,0
2024-04-02 17:30,26,10,16,0,0,0
2024-04-02 17:45,45,11,34,0,0,0
2024-04-02 18:00,31,9,22,0,0,0
2024-04-02 18:15,25,10,15,0,0,0
2024-04-02 18:30,25,8,17,0,0,0
2024-04-02 18:45,27,11,16,0,0,0
2024-04-02 19:00,21,6,15,0,0,0
2024-04-02 19:15,23,12,11,0,0,0
2024-04-02 19:30,20,8,12,0,0,0
2024-04-02 19:45,31,12,19,0,0,0
2024-04-02 20:00,12,3,9,0,0,0
2024-04-02 20:15,18,6,12,0,0,0
2024-04-02 20:30,20,6,14,0,0,0
2024-04-02 20:45,8,3,5,0,0,0
2024-04-02 21:00,18,10,8,0,0,0
2024-04-02 21:15,12,5,7,0,0,0
2024-04-02 21:30,8,3,5,0,0,0
2024-04-02 21:45,7,0,7,0,0,0
2024-04-02 22:00,14,3,11,0,0,0
2024-04-02 22:15,14,3,11,0,0,0
2024-04-02 22:30,8,3,5,0,0,0
2024-04-02 22:45,8,2,6,0,0,0
2024-04-02 23:00,4,2,2,0,0,0
2024-04-02 23:15,3,1,2,0,0,0
2024-04-02 23:30,5,1,4,0,0,0
2024-04-02 23:45,9,3,6,0,0,0
2024-04-03 00:00,5,2,3,0,0,0
2024-04-03 00:15,0,0,0,0,0,0
2024-04-03 00:30,5,1,4,0,0,0
2024-04-03 00:45,0,0,0,0,0,0
2024-04-03 01:00,5,2,3,0,0,0
2024-04-03 01:15,0,0,0,0,0,0
2024-04-03 01:30,0,0,0,0,0,0
2024-04-03 01:45,1,0,1,0,0,0
2024-04-03 02:00,1,0,1,0,0,0
2024-04-03 02:15,1,0,1,0,0,0
2024-04-03 02:30,0,0,0,0,0,0
2024-04-03 02:45,2,0,2,0,0,0
2024-04-03 03:00,2,0,2,0,0,0
2024-04-03 03:15,0,0,0,0,0,0
2024-04-03 03:30,5,1,4,0,0,0
2024-04-03 03:45,1,1,0,0,0,0
2024-04-03 04:00,2,0,2,0,0,0
2024-04-03 04:15,1,1,0,0,0,0
2024-04-03 04:30,1,1,0,0,0,0
2024-04-03 04:45,1,1,0,0,0,0
2024-04-03 05:00,2,1,1,0,0,0
2024-04-03 05:15,5,3,2,0,0,0
2024-04-03 05:30,5,4,1,0,0,0
2024-04-03 05:45,5,4,1,0,0,0
2024-04-03 06:00,3,2,1,0,0,0
2024-04-03 06:15,12,8,4,0,0,0
2024-04-03 06:30,17,13,4,0,0,0
2024-04-03 06:45,18,13,5,0,0,0
2024-04-03 07:00,22,16,6,0,0,0
2024-04-03 07:15,28,20,8,0,0,0
2024-04-03 07:30,48,38,10,0,0,0
2024-04-03 07:45,41,30,11,0,0,0
2024-04-03 08:00,39,23,16,0,0,0
2024-04-03 08:15,40,21,19,0,0,0
2024-04-03 08:30,42,24,18,0,0,0
2024-04-03 08:45,45,26,19,0,0,0
2024-04-03 09:00,23,13,10,0,0,0
2024-04-03 09:15,24,16,8,0,0,0
2024-04-03 09:30,18,12,6,0,0,0
2024-04-03 09:45,26,21,5,0,0,0
2024-04-03 10:00,20,14,6,0,0,0
2024-04-03 10:15,26,20,6,0,0,0
2024-04-03 10:30,22,17,5,0,0,0
2024-04-03 10:45,17,13,4,0,0,0
2024-04-03 11:00,18,10,8,0,0,0
2024-04-03 11:15,19,14,5,0,0,0
2024-04-03 11:30,17,9,8,0,0,0
2024-04-03 11:45,16,10,6,0,0,0
2024-04-03 12:00,19,11,8,0,0,0
2024-04-03 12:15,17,6,11,0,0,0
2024-04-03 12:30,15,1,14,0,0,0
2024-04-03 12:45,24,7,17,0,0,0
2024-04-03 13:00,19,9,10,0,0,0
2024-04-03 13:15,31,15,16,0,0,0
2024-04-03 13:30,27,8,19,0,0,0
2024-04-03 13:45,35,15,20,0,0,0
2024-04-03 14:00,28,15,13,0,0,0
2024-04-03 14:15,43,25,18,0,0,0
2024-04-03 14:30,26,13,13,0,0,0
2024-04-03 14:45,40,21,19,0,0,0
2024-04-03 15:00,21,7,14,0,0,0
2024-04-03 15:15,36,19,17,0,0,0
2024-04-03 15:30,54,23,31,0,0,0
2024-04-03 15:45,31,14,17,0,0,0
2024-04-03 16:00,43,21,22,0,0,0
2024-04-03 16:15,47,16,31,0,0,0
2024-04-03 16:30,28,7,21,0,0,0
2024-04-03 16:45,55,22,33,0,0,0
2024-04-03 17:00,39,15,24,0,0,0
2024-04-03 17:15,39,18,21,0,0,0
2024-04-03 17:30,29,14,15,0,0,0
2024-04-03 17:45,44,18,26,0,0,0
2024-04-03 18:00,43,16,27,0,0,0
2024-04-03 18:15,37,20,17,0,0,0
2024-04-03 18:30,37,12,25,0,0,0
2024-04-03 18:45,41,16,25,0,0,0
2024-04-03 19:00,34,11,23,0,0,0
2024-04-03 19:15,31,16,15,0,0,0
2024-04-03 19:30,19,8,11,0,0,0
2024-04-03 19:45,27,12,15,0,0,0
2024-04-03 20:00,20,11,9,0,0,0
2024-04-03 20:15,17,1,16,0,0,0
2024-04-03 20:30,17,6,11,0,0,0
2024-04-03 20:45,10,6,4,0,0,0
2024-04-03 21:00,10,4,6,0,0,0
2024-04-03 21:15,15,6,9,0,0,0
2024-04-03 21:30,8,3,5,0,0,0
2024-04-03 21:45,7,4,3,0,0,0
2024-04-03 22:00,14,5,9,0,0,0
2024-04-03 22:15,12,3,9,0,0,0
2024-04-03 22:30,11,2,9,0,0,0
2024-04-03 22:45,6,0,6,0,0,0
2024-04-03 23:00,5,0,5,0,0,0
2024-04-03 23:15,8,2,6,0,0,0
2024-04-03 23:30,12,2,10,0,0,0
2024-04-03 23:45,2,0,2,0,0,0
2024-04-04 00:00,3,1,2,0,0,0
2024-04-04 00:15,6,3,3,0,0,0
2024-04-04 00:30,2,0,2,0,0,0
2024-04-04 00:45,4,0,4,0,0,0
2024-04-04 01:00,3,0,3,0,0,0
2024-04-04 01:15,3,0,3,0,0,0
2024-04-04 01:30,4,1,3,0,0,0
2024-04-04 01:45,1,0,1,0,0,0
2024-04-04 02:00,2,0,2,0,0,0
2024-04-04 02:15,2,0,2,0,0,0
2024-04-04 02:30,1,1,0,0,0,0
2024-04-04 02:45,2,1,1,0,0,0
2024-04-04 03:00,3,0,3,0,0,0
2024-04-04 03:15,1,0,1,0,0,0
2024-04-04 03:30,1,0,1,0,0,0
2024-04-04 03:45,1,0,1,0,0,0
2024-04-04 04:00,0,0,0,0,0,0
2024-04-04 04:15,3,2,1,0,0,0
2024-04-04 04:30,1,1,0,0,0,0
2024-04-04 04:45,2,1,1,0,0,0
2024-04-04 05:00,1,0,1,0,0,0
2024-04-04 05:15,2,0,2,0,0,0
2024-04-04 05:30,5,4,1,0,0,0
2024-04-04 05:45,5,3,2,0,0,0
2024-04-04 06:00,2,2,0,0,0,0
2024-04-04 06:15,11,6,5,0,0,0
2024-04-04 06:30,11,7,4,0,0,0
2024-04-04 06:45,19,17,2,0,0,0
2024-04-04 07:00,23,19,4,0,0,0
2024-04-04 07:15,22,16,6,0,0,0
2024-04-04 07:30,35,27,8,0,0,0
2024-04-04 07:45,42,34,8,0,0,0
2024-04-04 08:00,36,22,14,0,0,0
2024-04-04 08:15,36,18,18,0,0,0
2024-04-04 08:30,31,21,10,0,0,0
2024-04-04 08:45,33,23,10,0,0,0
2024-04-04 09:00,14,10,4,0,0,0
2024-04-04 09:15,17,10,7,0,0,0
2024-04-04 09:30,18,11,7,0,0,0
2024-04-04 09:45,12,5,7,0,0,0
2024-04-04 10:00,18,12,6,0,0,0
2024-04-04 10:15,13,9,4,0,0,0
2024-04-04 10:30,12,7,5,0,0,0
2024-04-04 10:45,12,9,3,0,0,0
2024-04-04 11:00,10,7,3,0,0,0
2024-04-04 11:15,12,6,6,0,0,0
2024-04-04 11:30,10,5,5,0,0,0
2024-04-04 11:45,17,8,9,0,0,0
2024-04-04 12:00,19,9,10,0,0,0
2024-04-04 12:15,14,5,9,0,0,0
2024-04-04 12:30,27,13,14,0,0,0
2024-04-04 12:45,19,8,11,0,0,0
2024-04-04 13:00,22,9,13,0,0,0
2024-04-04 13:15,29,16,13,0,0,0
2024-04-04 13:30,18,12,6,0,0,0
2024-04-04 13:45,23,10,13,0,0,0
2024-04-04 14:00,22,7,15,0,0,0
2024-04-04 14:15,27,17,10,0,0,0
2024-04-04 14:30,29,12,17,0,0,0
2024-04-04 14:45,35,17,18,0,0,0
2024-04-04 15:00,25,11,14,0,0,0
2024-04-04 15:15,38,25,13,0,0,0
2024-04-04 15:30,56,27,29,0,0,0
2024-04-04 15:45,33,18,15,0,0,0
2024-04-04 16:00,36,17,19,0,0,0
2024-04-04 16:15,24,6,18,0,0,0
2024-04-04 16:30,40,16,24,0,0,0
2024-04-04 16:45,32,13,19,0,0,0
2024-04-04 17:00,32,9,23,0,0,0
2024-04-04 17:15,35,16,19,0,0,0
2024-04-04 17:30,34,9,25,0,0,0
2024-04-04 17:45,36,15,21,0,0,0
2024-04-04 18:00,36,8,28,0,0,0
2024-04-04 18:15,24,12,12,0,0,0
2024-04-04 18:30,32,9,23,0,0,0
2024-04-04 18:45,37,18,19,0,0,0
2024-04-04 19:00,29,15,14,0,0,0
2024-04-04 19:15,28,12,16,0,0,0
2024-04-04 19:30,26,12,14,0,0,0
2024-04-04 19:45,19,8,11,0,0,0
2024-04-04 20:00,20,9,11,0,0,0
2024-04-04 20:15,21,9,12,0,0,0
2024-04-04 20:30,19,9,10,0,0,0
2024-04-04 20:45,13,5,8,0,0,0
2024-04-04 21:00,13,6,7,0,0,0
2024-04-04 21:15,4,2,2,0,0,0
2024-04-04 21:30,7,2,5,0,0,0
2024-04-04 21:45,10,3,7,0,0,0
2024-04-04 22:00,9,1,8,0,0,0
2024-04-04 22:15,12,2,10,0,0,0
2024-04-04 22:30,8,2,6,0,0,0
2024-04-04 22:45,9,2,7,0,0,0
2024-04-04 23:00,5,2,3,0,0,0
2024-04-04 23:15,9,1,8,0,0,0
2024-04-04 23:30,6,0,6,0,0,0
2024-04-04 23:45,3,1,2,0,0,0
2024-04-05 00:00,11,0,11,0,0,0
2024-04-05 00:15,9,1,8,0,0,0
2024-04-05 00:30,3,1,2,0,0,0
2024-04-05 00:45,2,0,2,0,0,0
2024-04-05 01:00,1,0,1,0,0,0
2024-04-05 01:15,0,0,0,0,0,0
2024-04-05 01:30,2,0,2,0,0,0
2024-04-05 01:45,2,1,1,0,0,0
2024-04-05 02:00,3,1,2,0,0,0
2024-04-05 02:15,0,0,0,0,0,0
2024-04-05 02:30,3,1,2,0,0,0
2024-04-05 02:45,0,0,0,0,0,0
2024-04-05 03:00,2,0,2,0,0,0
2024-04-05 03:15,0,0,0,0,0,0
2024-04-05 03:30,1,0,1,0,0,0
2024-04-05 03:45,0,0,0,0,0,0
2024-04-05 04:00,1,1,0,0,0,0
2024-04-05 04:15,3,0,3,0,0,0
2024-04-05 04:30,1,1,0,0,0,0
2024-04-05 04:45,1,1,0,0,0,0
2024-04-05 05:00,0,0,0,0,0,0
2024-04-05 05:15,4,1,3,0,0,0
2024-04-05 05:30,6,3,3,0,0,0
2024-04-05 05:45,1,1,0,0,0,0
2024-04-05 06:00,6,5,1,0,0,0
2024-04-05 06:15,12,6,6,0,0,0
2024-04-05 06:30,20,14,6,0,0,0
2024-04-05 06:45,16,15,1,0,0,0
2024-04-05 07:00,34,22,12,0,0,0
2024-04-05 07:15,22,15,7,0,0,0
2024-04-05 07:30,39,28,11,0,0,0
2024-04-05 07:45,30,23,7,0,0,0
2024-04-05 08:00,28,18,10,0,0,0
2024-04-05 08:15,31,16,15,0,0,0
2024-04-05 08:30,34,20,14,0,0,0
2024-04-05 08:45,23,14,9,0,0,0
2024-04-05 09:00,25,18,7,0,0,0
2024-04-05 09:15,19,16,3,0,0,0
2024-04-05 09:30,20,13,7,0,0,0
2024-04-05 09:45,19,15,4,0,0,0
2024-04-05 10:00,23,16,7,0,0,0
2024-04-05 10:15,14,7,7,0,0,0
2024-04-05 10:30,43,14,29,0,0,0
2024-04-05 10:45,32,18,14,0,0,0
2024-04-05 11:00,28,17,11,0,0,0
2024-04-05 11:15,30,20,10,0,0,0
2024-04-05 11:30,34,20,14,0,0,0
2024-04-05 11:45,29,12,17,0,0,0
2024-04-05 12:00,15,7,8,0,0,0
2024-04-05 12:15,30,12,18,0,0,0
2024-04-05 12:30,24,7,17,0,0,0
2024-04-05 12:45,30,8,22,0,0,0
2024-04-05 13:00,29,13,16,0,0,0
2024-04-05 13:15,24,8,16,0,0,0
2024-04-05 13:30,25,10,15,0,0,0
2024-04-05 13:45,29,15,14,0,0,0
2024-04-05 14:00,38,15,23,0,0,0
2024-04-05 14:15,43,19,24,0,0,0
2024-04-05 14:30,41,20,21,0,0,0
2024-04-05 14:45,39,21,18,0,0,0
2024-04-05 15:00,29,14,15,0,0,0
2024-04-05 15:15,33,17,16,0,0,0
2024-04-05 15:30,30,12,18,0,0,0
2024-04-05 15:45,45,19,26,0,0,0
2024-04-05 16:00,29,11,18,0,0,0
2024-04-05 16:15,31,15,16,0,0,0
2024-04-05 16:30,37,13,24,0,0,0
2024-04-05 16:45,30,9,21,0,0,0
2024-04-05 17:00,36,12,24,0,0,0
2024-04-05 17:15,29,13,16,0,0,0
2024-04-05 17:30,38,14,24,0,0,0
2024-04-05 17:45,41,19,22,0,0,0
2024-04-05 18:00,47,25,22,0,0,0
2024-04-05 18:15,35,15,20,0,0,0
2024-04-05 18:30,25,8,17,0,0,0
2024-04-05 18:45,44,21,23,0,0,0
2024-04-05 19:00,28,15,13,0,0,0
2024-04-05 19:15,31,18,13,0,0,0
2024-04-05 19:30,28,14,14,0,0,0
2024-04-05 19:45,24,11,13,0,0,0
2024-04-05 20:00,31,15,16,0,0,0
2024-04-05 20:15,19,5,14,0,0,0
2024-04-05 20:30,32,12,20,0,0,0
2024-04-05 20:45,15,7,8,0,0,0
2024-04-05 21:00,11,9,2,0,0,0
2024-04-05 21:15,19,6,13,0,0,0
2024-04-05 21:30,4,1,3,0,0,0
2024-04-05 21:45,9,3,6,0,0,0
2024-04-05 22:00,7,4,3,0,0,0
2024-04-05 22:15,10,0,10,0,0,0
2024-04-05 22:30,9,0,9,0,0,0
2024-04-05 22:45,13,7,6,0,0,0
2024-04-05 23:00,7,1,6,0,0,0
2024-04-05 23:15,12,5,7,0,0,0
2024-04-05 23:30,6,3,3,0,0,0
2024-04-05 23:45,6,0,6,0,0,0
2024-04-06 00:00,9,4,5,0,0,0
2024-04-06 00:15,11,4,7,0,0,0
2024-04-06 00:30,10,1,9,0,0,0
2024-04-06 00:45,8,2,6,0,0,0
2024-04-06 01:00,5,0,5,0,0,0
2024-04-06 01:15,9,2,7,0,0,0
2024-04-06 01:30,2,0,2,0,0,0
2024-04-06 01:45,6,1,5,0,0,0
2024-04-06 02:00,5,2,3,0,0,0
2024-04-06 02:15,7,3,4,0,0,0
2024-04-06 02:30,5,4,1,0,0,0
2024-04-06 02:45,4,0,4,0,0,0
2024-04-06 03:00,2,0,2,0,0,0
2024-04-06 03:15,3,1,2,0,0,0
2024-04-06 03:30,2,1,1,0,0,0
2024-04-06 03:45,4,0,4,0,0,0
2024-04-06 04:00,0,0,0,0,0,0
2024-04-06 04:15,2,2,0,0,0,0
2024-04-06 04:30,1,0,1,0,0,0
2024-04-06 04:45,3,1,2,0,0,0
2024-04-06 05:00,3,2,1,0,0,0
2024-04-06 05:15,3,3,0,0,0,0
2024-04-06 05:30,1,0,1,0,0,0
2024-04-06 05:45,5,1,4,0,0,0
2024-04-06 06:00,1,1,0,0,0,0
2024-04-06 06:15,4,1,3,0,0,0
2024-04-06 06:30,13,7,6,0,0,0
2024-04-06 06:45,5,4,1,0,0,0
2024-04-06 07:00,11,6,5,0,0,0
2024-04-06 07:15,9,6,3,0,0,0
2024-04-06 07:30,9,7,2,0,0,0
2024-04-06 07:45,14,6,8,0,0,0
2024-04-06 08:00,10,4,6,0,0,0
2024-04-06 08:15,18,15,3,0,0,0
2024-04-06 08:30,11,8,3,0,0,0
2024-04-06 08:45,34,24,10,0,0,0
2024-04-06 09:00,18,13,5,0,0,0
2024-04-06 09:15,41,27,14,0,0,0
2024-04-06 09:30,26,16,10,0,0,0
2024-04-06 09:45,37,19,18,0,0,0
2024-04-06 10:00,34,24,10,0,0,0
2024-04-06 10:15,35,25,10,0,0,0
2024-04-06 10:30,29,16,13,0,0,0
2024-04-06 10:45,46,31,15,0,0,0
2024-04-06 11:00,45,30,15,0,0,0
2024-04-06 11:15,43,27,16,0,0,0
2024-04-06 11:30,56,32,24,0,0,0
2024-04-06 11:45,63,40,23,0,0,0
2024-04-06 12:00,62,42,20,0,0,0
2024-04-06 12:15,57,34,23,0,0,0
2024-04-06 12:30,67,39,28,0,0,0
2024-04-06 12:45,71,40,31,0,0,0
2024-04-06 13:00,79,54,25,0,0,0
2024-04-06 13:15,64,28,36,0,0,0
2024-04-06 13:30,68,29,39,0,0,0
2024-04-06 13:45,53,24,29,0,0,0
2024-04-06 14:00,71,34,37,0,0,0
2024-04-06 14:15,60,23,37,0,0,0
2024-04-06 14:30,35,14,21,0,0,0
2024-04-06 14:45,56,26,30,0,0,0
2024-04-06 15:00,62,26,36,0,0,0
2024-04-06 15:15,53,29,24,0,0,0
2024-04-06 15:30,38,17,21,0,0,0
2024-04-06 15:45,31,16,15,0,0,0
2024-04-06 16:00,45,24,21,0,0,0
2024-04-06 16:15,50,26,24,0,0,0
2024-04-06 16:30,58,23,35,0,0,0
