Datetime,300037932 (Schmeddingstraße),353413849 (Schmeddingstraße [Bike Stadteinwärts]),353413850 (Schmeddingstraße [Bike Stadtauswärts]),300037932-status,353413849-status,353413850-status
2024-06-01 00:00,16,3,13,0,0,0
2024-06-01 00:15,9,1,8,0,0,0
2024-06-01 00:30,14,7,7,0,0,0
2024-06-01 00:45,3,0,3,0,0,0
2024-06-01 01:00,5,2,3,0,0,0
2024-06-01 01:15,7,3,4,0,0,0
2024-06-01 01:30,9,6,3,0,0,0
2024-06-01 01:45,5,0,5,0,0,0
2024-06-01 02:00,6,3,3,0,0,0
2024-06-01 02:15,9,3,6,0,0,0
2024-06-01 02:30,4,1,3,0,0,0
2024-06-01 02:45,7,6,1,0,0,0
2024-06-01 03:00,6,2,4,0,0,0
2024-06-01 03:15,1,0,1,0,0,0
2024-06-01 03:30,1,0,1,0,0,0
2024-06-01 03:45,1,0,1,0,0,0
2024-06-01 04:00,3,1,2,0,0,0
2024-06-01 04:15,2,0,2,0,0,0
2024-06-01 04:30,1,0,1,0,0,0
2024-06-01 04:45,1,1,0,0,0,0
2024-06-01 05:00,1,0,1,0,0,0
2024-06-01 05:15,3,2,1,0,0,0
2024-06-01 05:30,1,1,0,0,0,0
2024-06-01 05:45,3,3,0,0,0,0
2024-06-01 06:00,4,1,3,0,0,0
2024-06-01 06:15,9,4,5,0,0,0
2024-06-01 06:30,7,6,1,0,0,0
2024-06-01 06:45,8,6,2,0,0,0
2024-06-01 07:00,4,2,2,0,0,0
2024-06-01 07:15,5,4,1,0,0,0
2024-06-01 07:30,9,5,4,0,0,0
2024-06-01 07:45,13,7,6,0,0,0
2024-06-01 08:00,5,3,2,0,0,0
2024-06-01 08:15,7,6,1,0,0,0
2024-06-01 08:30,11,8,3,0,0,0
2024-06-01 08:45,19,13,6,0,0,0
2024-06-01 09:00,20,16,4,0,0,0
2024-06-01 09:15,27,18,9,0,0,0
2024-06-01 09:30,31,17,14,0,0,0
2024-06-01 09:45,25,21,4,0,0,0
2024-06-01 10:00,36,29,7,0,0,0
2024-06-01 10:15,45,33,12,0,0,0
2024-06-01 10:30,34,21,13,0,0,0
2024-06-01 10:45,36,25,11,0,0,0
2024-06-01 11:00,37,25,12,0,0,0
2024-06-01 11:15,44,19,25,0,0,0
2024-06-01 11:30,42,22,20,0,0,0
2024-06-01 11:45,29,15,14,0,0,0
2024-06-01 12:00,50,31,19,0,0,0
2024-06-01 12:15,34,23,11,0,0,0
2024-06-01 12:30,59,36,23,0,0,0
2024-06-01 12:45,45,23,22,0,0,0
2024-06-01 13:00,44,20,24,0,0,0
2024-06-01 13:15,41,16,25,0,0,0
