Datetime,300037932 (Schmeddingstraße),353413849 (Schmeddingstraße [Bike Stadteinwärts]),353413850 (Schmeddingstraße [Bike Stadtauswärts]),300037932-status,353413849-status,353413850-status
2025-05-01 00:00,81,22,59,0,0,0
2025-05-01 01:00,58,9,49,0,0,0
2025-05-01 02:00,47,5,42,0,0,0
2025-05-01 03:00,35,7,28,0,0,0
2025-05-01 04:00,15,3,12,0,0,0
2025-05-01 05:00,7,3,4,0,0,0
2025-05-01 06:00,19,8,11,0,0,0
2025-05-01 07:00,21,15,6,0,0,0
2025-05-01 08:00,56,29,27,0,0,0
2025-05-01 09:00,121,63,58,0,0,0
2025-05-01 10:00,231,120,111,0,0,0
2025-05-01 11:00,185,110,75,0,0,0
2025-05-01 12:00,253,135,118,0,0,0
2025-05-01 13:00,297,165,132,0,0,0
2025-05-01 14:00,256,174,82,0,0,0
2025-05-01 15:00,271,156,115,0,0,0
2025-05-01 16:00,257,141,116,0,0,0
2025-05-01 17:00,286,131,155,0,0,0
2025-05-01 18:00,188,90,98,0,0,0
2025-05-01 19:00,177,86,91,0,0,0
2025-05-01 20:00,163,55,108,0,0,0
2025-05-01 21:00,111,30,81,0,0,0
2025-05-01 22:00,81,15,66,0,0,0
2025-05-01 23:00,37,8,29,0,0,0
2025-05-02 00:00,19,1,18,0,0,0
2025-05-02 01:00,14,2,12,0,0,0
2025-05-02 02:00,4,1,3,0,0,0
2025-05-02 03:00,2,0,2,0,0,0
2025-05-02 04:00,5,3,2,0,0,0
2025-05-02 05:00,14,11,3,0,0,0
2025-05-02 06:00,80,46,34,0,0,0
2025-05-02 07:00,346,230,116,0,0,0
2025-05-02 08:00,263,172,91,0,0,0
2025-05-02 09:00,212,143,69,0,0,0
2025-05-02 10:00,212,150,62,0,0,0
2025-05-02 11:00,215,104,111,0,0,0
2025-05-02 12:00,298,112,186,0,0,0
2025-05-02 13:00,278,94,184,0,0,0
2025-05-02 14:00,300,102,198,0,0,0
2025-05-02 15:00,286,148,138,0,0,0
2025-05-02 16:00,257,104,153,0,0,0
2025-05-02 17:00,231,116,115,0,0,0
2025-05-02 18:00,227,102,125,0,0,0
2025-05-02 19:00,168,71,97,0,0,0
2025-05-02 20:00,116,48,68,0,0,0
2025-05-02 21:00,116,52,64,0,0,0
2025-05-02 22:00,84,22,62,0,0,0
2025-05-02 23:00,45,12,33,0,0,0
2025-05-03 00:00,35,11,24,0,0,0
2025-05-03 01:00,16,4,12,0,0,0
2025-05-03 02:00,12,2,10,0,0,0
2025-05-03 03:00,9,0,9,0,0,0
2025-05-03 04:00,9,6,3,0,0,0
2025-05-03 05:00,21,7,14,0,0,0
2025-05-03 06:00,44,26,18,0,0,0
2025-05-03 07:00,43,29,14,0,0,0
2025-05-03 08:00,137,83,54,0,0,0
2025-05-03 09:00,157,105,52,0,0,0
2025-05-03 10:00,200,130,70,0,0,0
2025-05-03 11:00,225,134,91,0,0,0
2025-05-03 12:00,219,113,106,0,0,0
2025-05-03 13:00,224,106,118,0,0,0
2025-05-03 14:00,249,97,152,0,0,0
2025-05-03 15:00,253,117,136,0,0,0
2025-05-03 16:00,237,115,122,0,0,0
2025-05-03 17:00,198,79,119,0,0,0
2025-05-03 18:00,181,93,88,0,0,0
2025-05-03 19:00,161,79,82,0,0,0
2025-05-03 20:00,104,48,56,0,0,0
2025-05-03 21:00,93,37,56,0,0,0
2025-05-03 22:00,68,21,47,0,0,0
2025-05-03 23:00,62,15,47,0,0,0
2025-05-04 00:00,55,21,34,0,0,0
2025-05-04 01:00,23,4,19,0,0,0
2025-05-04 02:00,16,1,15,0,0,0
2025-05-04 03:00,10,1,9,0,0,0
2025-05-04 04:00,12,1,11,0,0,0
2025-05-04 05:00,3,2,1,0,0,0
