Datetime,300037932 (Schmeddingstraße),353413849 (Schmeddingstraße [Bike Stadteinwärts]),353413850 (Schmeddingstraße [Bike Stadtauswärts]),300037932-status,353413849-status,353413850-status
2023-12-01 15:00,24,15,9,0,0,0
2023-12-01 15:15,20,14,6,0,0,0
2023-12-01 15:30,25,21,4,0,0,0
2023-12-01 15:45,36,31,5,0,0,0
2023-12-01 16:00,26,18,8,0,0,0
2023-12-01 16:15,20,15,5,0,0,0
2023-12-01 16:30,22,13,9,0,0,0
2023-12-01 16:45,16,14,2,0,0,0
2023-12-01 17:00,17,14,3,0,0,0
2023-12-01 17:15,24,19,5,0,0,0
2023-12-01 17:30,25,15,10,0,0,0
2023-12-01 17:45,18,18,0,0,0,0
2023-12-01 18:00,27,22,5,0,0,0
2023-12-01 18:15,27,19,8,0,0,0
2023-12-01 18:30,17,14,3,0,0,0
2023-12-01 18:45,18,13,5,0,0,0
2023-12-01 19:00,18,14,4,0,0,0
2023-12-01 19:15,10,8,2,0,0,0
2023-12-01 19:30,15,13,2,0,0,0
2023-12-01 19:45,15,12,3,0,0,0
2023-12-01 20:00,11,8,3,0,0,0
2023-12-01 20:15,17,13,4,0,0,0
2023-12-01 20:30,16,9,7,0,0,0
2023-12-01 20:45,14,6,8,0,0,0
2023-12-01 21:00,17,6,11,0,0,0
2023-12-01 21:15,21,16,5,0,0,0
2023-12-01 21:30,6,2,4,0,0,0
2023-12-01 21:45,10,7,3,0,0,0
2023-12-01 22:00,6,3,3,0,0,0
2023-12-01 22:15,2,2,0,0,0,0
2023-12-01 22:30,5,0,5,0,0,0
2023-12-01 22:45,12,7,5,0,0,0
2023-12-01 23:00,10,2,8,0,0,0
2023-12-01 23:15,8,2,6,0,0,0
2023-12-01 23:30,6,2,4,0,0,0
2023-12-01 23:45,4,0,4,0,0,0
2023-12-02 00:00,8,2,6,0,0,0
2023-12-02 00:15,8,3,5,0,0,0
2023-12-02 00:30,5,1,4,0,0,0
2023-12-02 00:45,8,0,8,0,0,0
2023-12-02 01:00,8,2,6,0,0,0
2023-12-02 01:15,8,3,5,0,0,0
2023-12-02 01:30,5,3,2,0,0,0
2023-12-02 01:45,12,2,10,0,0,0
2023-12-02 02:00,2,1,1,0,0,0
2023-12-02 02:15,5,0,5,0,0,0
2023-12-02 02:30,0,0,0,0,0,0
2023-12-02 02:45,1,0,1,0,0,0
2023-12-02 03:00,4,0,4,0,0,0
2023-12-02 03:15,0,0,0,0,0,0
