Datetime,100035541 (Neutor),101035541 (Neutor stadteinwärts),102035541 (Neutor stadtauswärts),100035541-status,101035541-status,102035541-status
2021-10-02 05:00,2,2,,0,0,
2021-10-02 05:15,8,8,,0,0,
2021-10-02 05:30,8,8,,0,0,
2021-10-02 05:45,9,9,,0,0,
2021-10-02 06:00,5,5,,0,0,
2021-10-02 06:15,6,6,,0,0,
2021-10-02 06:30,4,4,,0,0,
2021-10-02 06:45,7,7,,0,0,
2021-10-02 07:00,10,10,,0,0,
2021-10-02 07:15,15,15,,0,0,
2021-10-02 07:30,15,15,,0,0,
2021-10-02 07:45,20,20,,0,0,
2021-10-02 08:00,10,10,,0,0,
2021-10-02 08:15,23,23,,0,0,
2021-10-02 08:30,17,17,,0,0,
2021-10-02 08:45,42,42,,0,0,
2021-10-02 09:00,30,30,,0,0,
2021-10-02 09:15,34,34,,0,0,
2021-10-02 09:30,37,37,,0,0,
2021-10-02 09:45,69,69,,0,0,
2021-10-02 10:00,47,47,,0,0,
2021-10-02 10:15,51,51,,0,0,
2021-10-02 10:30,53,53,,0,0,
2021-10-02 10:45,62,62,,0,0,
2021-10-02 11:00,71,71,,0,0,
2021-10-02 11:15,70,70,,0,0,
2021-10-02 11:30,55,55,,0,0,
2021-10-02 11:45,58,58,,0,0,
2021-10-02 12:00,65,65,,0,0,
2021-10-02 12:15,90,90,,0,0,
2021-10-02 12:30,81,81,,0,0,
2021-10-02 12:45,68,68,,0,0,
2021-10-02 13:00,78,78,,0,0,
2021-10-02 13:15,73,73,,0,0,
2021-10-02 13:30,75,75,,0,0,
2021-10-02 13:45,68,68,,0,0,
2021-10-02 14:00,66,66,,0,0,
2021-10-02 14:15,77,77,,0,0,
2021-10-02 14:30,67,67,,0,0,
2021-10-02 14:45,78,78,,0,0,
2021-10-02 15:00,72,72,,0,0,
2021-10-02 15:15,112,112,,0,0,
2021-10-02 15:30,64,64,,0,0,
2021-10-02 15:45,65,65,,0,0,
2021-10-02 16:00,73,73,,0,0,
2021-10-02 16:15,61,61,,0,0,
2021-10-02 16:30,74,74,,0,0,
2021-10-02 16:45,66,66,,0,0,
2021-10-02 17:00,62,62,,0,0,
2021-10-02 17:15,76,76,,0,0,
2021-10-02 17:30,57,57,,0,0,
2021-10-02 17:45,79,79,,0,0,
2021-10-02 18:00,56,56,,0,0,
2021-10-02 18:15,48,48,,0,0,
2021-10-02 18:30,64,64,,0,0,
2021-10-02 18:45,83,83,,0,0,
2021-10-02 19:00,53,53,,0,0,
2021-10-02 19:15,49,49,,0,0,
2021-10-02 19:30,40,40,,0,0,
2021-10-02 19:45,66,66,,0,0,
2021-10-02 20:00,54,54,,0,0,
2021-10-02 20:15,46,46,,0,0,
2021-10-02 20:30,43,43,,0,0,
2021-10-02 20:45,44,44,,0,0,
2021-10-02 21:00,42,42,,0,0,
2021-10-02 21:15,25,25,,0,0,
2021-10-02 21:30,18,18,,0,0,
2021-10-02 21:45,24,24,,0,0,
2021-10-02 22:00,25,25,,0,0,
2021-10-02 22:15,31,31,,0,0,
2021-10-02 22:30,16,16,,0,0,
2021-10-02 22:45,16,16,,0,0,
2021-10-02 23:00,41,41,,0,0,
2021-10-02 23:15,27,27,,0,0,
2021-10-02 23:30,19,19,,0,0,
2021-10-02 23:45,24,24,,0,0,
2021-10-13 05:00,0,0,,0,0,
2021-10-13 05:15,8,8,,0,0,
2021-10-13 05:30,16,16,,0,0,
2021-10-13 05:45,16,16,,0,0,
2021-10-13 06:00,22,22,,0,0,
2021-10-13 06:15,27,27,,0,0,
2021-10-13 06:30,39,39,,0,0,
2021-10-13 06:45,54,54,,0,0,
2021-10-13 07:00,58,58,,0,0,
2021-10-13 07:15,56,56,,0,0,
2021-10-13 07:30,127,127,,0,0,
2021-10-13 07:45,249,249,,0,0,
2021-10-13 08:00,155,155,,0,0,
2021-10-13 08:15,123,123,,0,0,
2021-10-13 08:30,114,114,,0,0,
2021-10-13 08:45,117,117,,0,0,
2021-10-13 09:00,91,91,,0,0,
2021-10-13 09:15,82,82,,0,0,
2021-10-13 09:30,128,128,,0,0,
2021-10-13 09:45,276,276,,0,0,
2021-10-13 10:00,198,198,,0,0,
2021-10-13 10:15,106,106,,0,0,
2021-10-13 10:30,65,65,,0,0,
2021-10-13 10:45,90,90,,0,0,
2021-10-13 11:00,80,80,,0,0,
2021-10-13 11:15,96,96,,0,0,
2021-10-13 11:30,142,142,,0,0,
2021-10-13 11:45,241,241,,0,0,
2021-10-13 12:00,166,166,,0,0,
2021-10-13 12:15,132,132,,0,0,
2021-10-13 12:30,93,93,,0,0,
2021-10-13 12:45,117,117,,0,0,
2021-10-13 13:00,149,149,,0,0,
2021-10-13 13:15,104,104,,0,0,
2021-10-13 13:30,126,126,,0,0,
2021-10-13 13:45,201,201,,0,0,
2021-10-13 14:00,136,136,,0,0,
2021-10-13 14:15,118,118,,0,0,
2021-10-13 14:30,91,91,,0,0,
2021-10-13 14:45,104,104,,0,0,
2021-10-13 15:00,83,83,,0,0,
2021-10-13 15:15,80,80,,0,0,
2021-10-13 15:30,107,107,,0,0,
2021-10-13 15:45,227,227,,0,0,
2021-10-13 16:00,142,142,,0,0,
2021-10-13 16:15,101,101,,0,0,
2021-10-13 16:30,98,98,,0,0,
2021-10-13 16:45,98,98,,0,0,
2021-10-13 17:00,123,123,,0,0,
2021-10-13 17:15,99,99,,0,0,
2021-10-13 17:30,155,155,,0,0,
2021-10-13 17:45,234,234,,0,0,
2021-10-13 18:00,162,162,,0,0,
2021-10-13 18:15,110,110,,0,0,
2021-10-13 18:30,105,105,,0,0,
2021-10-13 18:45,141,141,,0,0,
2021-10-13 19:00,113,113,,0,0,
2021-10-13 19:15,142,142,,0,0,
2021-10-13 19:30,142,142,,0,0,
2021-10-13 19:45,187,187,,0,0,
2021-10-13 20:00,96,96,,0,0,
2021-10-13 20:15,104,104,,0,0,
2021-10-13 20:30,59,59,,0,0,
2021-10-13 20:45,54,54,,0,0,
2021-10-13 21:00,58,58,,0,0,
