Datetime,100035541 (Neutor),101035541 (Neutor stadteinwärts),102035541 (Neutor stadtauswärts),100035541-status,101035541-status,102035541-status
2022-12-01 00:00,58,22,36,0,0,0
2022-12-01 00:15,63,8,55,0,0,0
2022-12-01 00:30,44,15,29,0,0,0
2022-12-01 00:45,39,13,26,0,0,0
2022-12-01 01:00,31,8,23,0,0,0
2022-12-01 01:15,27,10,17,0,0,0
2022-12-01 01:30,19,5,14,0,0,0
2022-12-01 01:45,25,2,23,0,0,0
2022-12-01 02:00,37,4,33,0,0,0
2022-12-01 02:15,14,5,9,0,0,0
2022-12-01 02:30,11,2,9,0,0,0
2022-12-01 02:45,21,4,17,0,0,0
2022-12-01 03:00,29,2,27,0,0,0
2022-12-01 03:15,11,1,10,0,0,0
2022-12-01 03:30,22,7,15,0,0,0
2022-12-01 03:45,16,4,12,0,0,0
2022-12-01 04:00,20,2,18,0,0,0
2022-12-01 04:15,10,0,10,0,0,0
2022-12-01 04:30,10,1,9,0,0,0
2022-12-01 04:45,20,6,14,0,0,0
2022-12-01 05:00,16,11,5,0,0,0
2022-12-01 05:15,13,6,7,0,0,0
2022-12-01 05:30,26,12,14,0,0,0
2022-12-01 05:45,28,15,13,0,0,0
2022-12-01 06:00,28,22,6,0,0,0
2022-12-01 06:15,48,34,14,0,0,0
2022-12-01 06:30,61,42,19,0,0,0
2022-12-01 06:45,90,59,31,0,0,0
2022-12-01 07:00,89,55,34,0,0,0
2022-12-01 07:15,139,85,54,0,0,0
2022-12-01 07:30,288,221,67,0,0,0
2022-12-01 07:45,430,240,190,0,0,0
2022-12-01 08:00,449,227,222,0,0,0
2022-12-01 08:15,286,162,124,0,0,0
2022-12-01 08:30,194,116,78,0,0,0
2022-12-01 08:45,226,122,104,0,0,0
2022-12-01 09:00,190,120,70,0,0,0
2022-12-01 09:15,159,89,70,0,0,0
2022-12-01 09:30,182,107,75,0,0,0
2022-12-01 09:45,421,216,205,0,0,0
2022-12-01 10:00,450,281,169,0,0,0
2022-12-01 10:15,179,96,83,0,0,0
2022-12-01 10:30,107,64,43,0,0,0
2022-12-01 10:45,137,75,62,0,0,0
2022-12-01 11:00,154,69,85,0,0,0
2022-12-01 11:15,121,70,51,0,0,0
2022-12-01 11:30,181,92,89,0,0,0
2022-12-01 11:45,428,191,237,0,0,0
2022-12-01 12:00,376,228,148,0,0,0
2022-12-01 12:15,182,110,72,0,0,0
2022-12-01 12:30,183,94,89,0,0,0
2022-12-01 12:45,205,113,92,0,0,0
2022-12-01 13:00,198,74,124,0,0,0
2022-12-01 13:15,192,81,111,0,0,0
2022-12-01 13:30,191,91,100,0,0,0
2022-12-01 13:45,440,229,211,0,0,0
2022-12-01 14:00,369,183,186,0,0,0
2022-12-01 14:15,239,126,113,0,0,0
2022-12-01 14:30,219,96,123,0,0,0
2022-12-01 14:45,194,99,95,0,0,0
2022-12-01 15:00,252,103,149,0,0,0
2022-12-01 15:15,206,104,102,0,0,0
2022-12-01 15:30,274,122,152,0,0,0
2022-12-01 15:45,508,239,269,0,0,0
2022-12-01 16:00,442,235,207,0,0,0
2022-12-01 16:15,281,135,146,0,0,0
2022-12-01 16:30,289,144,145,0,0,0
2022-12-01 16:45,289,158,131,0,0,0
2022-12-01 17:00,273,139,134,0,0,0
2022-12-01 17:15,342,190,152,0,0,0
2022-12-01 17:30,310,175,135,0,0,0
2022-12-01 17:45,469,246,223,0,0,0
2022-12-01 18:00,367,211,156,0,0,0
2022-12-01 18:15,316,177,139,0,0,0
2022-12-01 18:30,255,116,139,0,0,0
2022-12-01 18:45,252,140,112,0,0,0
2022-12-01 19:00,241,101,140,0,0,0
2022-12-01 19:15,255,119,136,0,0,0
2022-12-01 19:30,295,128,167,0,0,0
2022-12-01 19:45,298,103,195,0,0,0
2022-12-01 20:00,228,75,153,0,0,0
2022-12-01 20:15,217,76,141,0,0,0
2022-12-01 20:30,142,44,98,0,0,0
2022-12-01 20:45,100,32,68,0,0,0
2022-12-01 21:00,108,30,78,0,0,0
2022-12-01 21:15,93,27,66,0,0,0
2022-12-01 21:30,102,38,64,0,0,0
2022-12-01 21:45,100,21,79,0,0,0
2022-12-01 22:00,148,55,93,0,0,0
2022-12-01 22:15,157,71,86,0,0,0
2022-12-01 22:30,154,48,106,0,0,0
2022-12-01 22:45,93,30,63,0,0,0
2022-12-01 23:00,88,27,61,0,0,0
2022-12-01 23:15,83,23,60,0,0,0
2022-12-01 23:30,54,19,35,0,0,0
2022-12-01 23:45,48,15,33,0,0,0
