Datetime,100035541 (Neutor),101035541 (Neutor stadteinwärts),102035541 (Neutor stadtauswärts),100035541-status,101035541-status,102035541-status
2025-06-01 00:00,98,21,77,0,0,0
2025-06-01 00:15,55,13,42,0,0,0
2025-06-01 00:30,55,14,41,0,0,0
2025-06-01 00:45,29,7,22,0,0,0
2025-06-01 01:00,24,2,22,0,0,0
2025-06-01 01:15,31,6,25,0,0,0
2025-06-01 01:30,48,5,43,0,0,0
2025-06-01 01:45,28,6,22,0,0,0
2025-06-01 02:00,32,5,27,0,0,0
2025-06-01 02:15,33,7,26,0,0,0
2025-06-01 02:30,13,2,11,0,0,0
2025-06-01 02:45,25,1,24,0,0,0
2025-06-01 03:00,18,0,18,0,0,0
2025-06-01 03:15,16,4,12,0,0,0
2025-06-01 03:30,19,8,11,0,0,0
2025-06-01 03:45,8,3,5,0,0,0
2025-06-01 04:00,10,2,8,0,0,0
2025-06-01 04:15,4,0,4,0,0,0
2025-06-01 04:30,8,2,6,0,0,0
2025-06-01 04:45,7,2,5,0,0,0
2025-06-01 05:00,7,3,4,0,0,0
2025-06-01 05:15,4,1,3,0,0,0
2025-06-01 05:30,7,2,5,0,0,0
2025-06-01 05:45,8,4,4,0,0,0
2025-06-01 06:00,7,3,4,0,0,0
2025-06-01 06:15,6,1,5,0,0,0
2025-06-01 06:30,5,4,1,0,0,0
2025-06-01 06:45,11,5,6,0,0,0
2025-06-01 07:00,7,4,3,0,0,0
2025-06-01 07:15,8,2,6,0,0,0
2025-06-01 07:30,10,6,4,0,0,0
2025-06-01 07:45,22,14,8,0,0,0
2025-06-01 08:00,23,13,10,0,0,0
2025-06-01 08:15,19,13,6,0,0,0
2025-06-01 08:30,33,16,17,0,0,0
2025-06-01 08:45,34,23,11,0,0,0
2025-06-01 09:00,22,9,13,0,0,0
2025-06-01 09:15,47,35,12,0,0,0
2025-06-01 09:30,61,34,27,0,0,0
2025-06-01 09:45,86,70,16,0,0,0
2025-06-01 10:00,84,60,24,0,0,0
2025-06-01 10:15,83,49,34,0,0,0
2025-06-01 10:30,78,53,25,0,0,0
2025-06-01 10:45,94,58,36,0,0,0
2025-06-01 11:00,85,51,34,0,0,0
2025-06-01 11:15,81,39,42,0,0,0
2025-06-01 11:30,64,34,30,0,0,0
2025-06-01 11:45,76,42,34,0,0,0
2025-06-01 12:00,97,43,54,0,0,0
2025-06-01 12:15,91,51,40,0,0,0
2025-06-01 12:30,105,47,58,0,0,0
2025-06-01 12:45,114,56,58,0,0,0
2025-06-01 13:00,94,51,43,0,0,0
2025-06-01 13:15,126,70,56,0,0,0
2025-06-01 13:30,85,37,48,0,0,0
2025-06-01 13:45,158,73,85,0,0,0
2025-06-01 14:00,126,74,52,0,0,0
2025-06-01 14:15,127,65,62,0,0,0
2025-06-01 14:30,135,59,76,0,0,0
2025-06-01 14:45,121,61,60,0,0,0
2025-06-01 15:00,129,70,59,0,0,0
2025-06-01 15:15,118,49,69,0,0,0
2025-06-01 15:30,125,58,67,0,0,0
2025-06-01 15:45,143,67,76,0,0,0
2025-06-01 16:00,122,58,64,0,0,0
2025-06-01 16:15,103,47,56,0,0,0
2025-06-01 16:30,123,49,74,0,0,0
2025-06-01 16:45,121,53,68,0,0,0
2025-06-01 17:00,115,51,64,0,0,0
2025-06-01 17:15,145,69,76,0,0,0
2025-06-01 17:30,159,75,84,0,0,0
2025-06-01 17:45,157,54,103,0,0,0
2025-06-01 18:00,159,76,83,0,0,0
2025-06-01 18:15,117,50,67,0,0,0
2025-06-01 18:30,100,34,66,0,0,0
2025-06-01 18:45,121,62,59,0,0,0
2025-06-01 19:00,88,32,56,0,0,0
2025-06-01 19:15,130,64,66,0,0,0
2025-06-01 19:30,102,36,66,0,0,0
2025-06-01 19:45,98,28,70,0,0,0
2025-06-01 20:00,91,43,48,0,0,0
2025-06-01 20:15,73,34,39,0,0,0
2025-06-01 20:30,71,36,35,0,0,0
2025-06-01 20:45,78,37,41,0,0,0
2025-06-01 21:00,107,38,69,0,0,0
2025-06-01 21:15,70,27,43,0,0,0
2025-06-01 21:30,59,20,39,0,0,0
2025-06-01 21:45,56,29,27,0,0,0
2025-06-01 22:00,57,19,38,0,0,0
2025-06-01 22:15,41,13,28,0,0,0
2025-06-01 22:30,48,15,33,0,0,0
2025-06-01 22:45,39,10,29,0,0,0
2025-06-01 23:00,35,10,25,0,0,0
2025-06-01 23:15,26,6,20,0,0,0
2025-06-01 23:30,20,7,13,0,0,0
2025-06-01 23:45,25,6,19,0,0,0
2025-06-02 00:00,18,4,14,0,0,0
2025-06-02 00:15,4,1,3,0,0,0
2025-06-02 00:30,13,4,9,0,0,0
2025-06-02 00:45,11,6,5,0,0,0
2025-06-02 01:00,4,2,2,0,0,0
2025-06-02 01:15,9,2,7,0,0,0
2025-06-02 01:30,8,1,7,0,0,0
2025-06-02 01:45,2,1,1,0,0,0
2025-06-02 02:00,5,1,4,0,0,0
2025-06-02 02:15,2,1,1,0,0,0
2025-06-02 02:30,1,0,1,0,0,0
2025-06-02 02:45,2,1,1,0,0,0
2025-06-02 03:00,3,2,1,0,0,0
2025-06-02 03:15,4,0,4,0,0,0
2025-06-02 03:30,9,7,2,0,0,0
2025-06-02 03:45,1,1,0,0,0,0
2025-06-02 04:00,1,1,0,0,0,0
2025-06-02 04:15,2,1,1,0,0,0
2025-06-02 04:30,7,1,6,0,0,0
2025-06-02 04:45,7,4,3,0,0,0
2025-06-02 05:00,8,6,2,0,0,0
2025-06-02 05:15,10,8,2,0,0,0
2025-06-02 05:30,23,14,9,0,0,0
2025-06-02 05:45,27,19,8,0,0,0
2025-06-02 06:00,41,29,12,0,0,0
2025-06-02 06:15,51,35,16,0,0,0
2025-06-02 06:30,79,48,31,0,0,0
2025-06-02 06:45,85,50,35,0,0,0
