Datetime,100034982 (Hüfferstraße),101034982 (Hüfferstraße stadteinwärts),102034982 (Hüfferstraße stadtauswärts),100034982-status,101034982-status,102034982-status
2024-01-01 00:00,2,2,0,0,0,0
2024-01-01 00:15,6,0,6,0,0,0
2024-01-01 00:30,12,0,12,0,0,0
2024-01-01 00:45,11,0,11,0,0,0
2024-01-01 01:00,15,0,15,0,0,0
2024-01-01 01:15,14,3,11,0,0,0
2024-01-01 01:30,22,11,11,0,0,0
2024-01-01 01:45,9,1,8,0,0,0
2024-01-01 02:00,14,3,11,0,0,0
2024-01-01 02:15,15,9,6,0,0,0
2024-01-01 02:30,28,4,24,0,0,0
2024-01-01 02:45,27,12,15,0,0,0
2024-01-01 03:00,29,3,26,0,0,0
2024-01-01 03:15,20,6,14,0,0,0
2024-01-01 03:30,15,3,12,0,0,0
2024-01-01 03:45,18,5,13,0,0,0
2024-01-01 04:00,16,4,12,0,0,0
2024-01-01 04:15,20,6,14,0,0,0
2024-01-01 04:30,15,8,7,0,0,0
2024-01-01 04:45,10,2,8,0,0,0
2024-01-01 05:00,10,1,9,0,0,0
2024-01-01 05:15,8,3,5,0,0,0
2024-01-01 05:30,7,1,6,0,0,0
2024-01-01 05:45,8,2,6,0,0,0
2024-01-01 06:00,8,6,2,0,0,0
2024-01-01 06:15,2,1,1,0,0,0
2024-01-01 06:30,7,2,5,0,0,0
2024-01-01 06:45,10,2,8,0,0,0
2024-01-01 07:00,3,2,1,0,0,0
2024-01-01 07:15,3,1,2,0,0,0
2024-01-01 07:30,2,0,2,0,0,0
2024-01-01 07:45,4,0,4,0,0,0
2024-01-01 08:00,1,1,0,0,0,0
2024-01-01 08:15,6,3,3,0,0,0
2024-01-01 08:30,1,1,0,0,0,0
2024-01-01 08:45,6,4,2,0,0,0
2024-01-01 09:00,3,2,1,0,0,0
2024-01-01 09:15,1,1,0,0,0,0
2024-01-01 09:30,1,1,0,0,0,0
2024-01-01 09:45,7,7,0,0,0,0
2024-01-01 10:00,3,0,3,0,0,0
2024-01-01 10:15,4,3,1,0,0,0
2024-01-01 10:30,5,5,0,0,0,0
2024-01-01 10:45,9,1,8,0,0,0
2024-01-01 11:00,7,3,4,0,0,0
2024-01-01 11:15,11,7,4,0,0,0
2024-01-01 11:30,12,5,7,0,0,0
2024-01-01 11:45,6,3,3,0,0,0
2024-01-01 12:00,4,1,3,0,0,0
2024-01-01 12:15,10,6,4,0,0,0
2024-01-01 12:30,18,9,9,0,0,0
2024-01-01 12:45,3,0,3,0,0,0
2024-01-01 13:00,14,7,7,0,0,0
2024-01-01 13:15,13,8,5,0,0,0
2024-01-01 13:30,12,4,8,0,0,0
2024-01-01 13:45,14,6,8,0,0,0
2024-01-01 14:00,14,6,8,0,0,0
2024-01-01 14:15,11,5,6,0,0,0
2024-01-01 14:30,17,8,9,0,0,0
2024-01-01 14:45,12,9,3,0,0,0
2024-01-01 15:00,14,6,8,0,0,0
2024-01-01 15:15,15,10,5,0,0,0
2024-01-01 15:30,14,5,9,0,0,0
2024-01-01 15:45,22,12,10,0,0,0
2024-01-01 16:00,11,4,7,0,0,0
2024-01-01 16:15,13,7,6,0,0,0
2024-01-01 16:30,15,7,8,0,0,0
2024-01-01 16:45,19,8,11,0,0,0
2024-01-01 17:00,11,3,8,0,0,0
2024-01-01 17:15,19,4,15,0,0,0
2024-01-01 17:30,6,1,5,0,0,0
2024-01-01 17:45,7,3,4,0,0,0
2024-01-01 18:00,5,1,4,0,0,0
2024-01-01 18:15,15,5,10,0,0,0
2024-01-01 18:30,10,2,8,0,0,0
2024-01-01 18:45,13,10,3,0,0,0
2024-01-01 19:00,18,7,11,0,0,0
2024-01-01 19:15,20,5,15,0,0,0
2024-01-01 19:30,4,1,3,0,0,0
2024-01-01 19:45,10,5,5,0,0,0
2024-01-01 20:00,8,3,5,0,0,0
2024-01-01 20:15,15,3,12,0,0,0
2024-01-01 20:30,9,2,7,0,0,0
2024-01-01 20:45,4,3,1,0,0,0
2024-01-01 21:00,5,1,4,0,0,0
2024-01-01 21:15,5,4,1,0,0,0
2024-01-01 21:30,3,1,2,0,0,0
2024-01-01 21:45,8,1,7,0,0,0
2024-01-01 22:00,3,1,2,0,0,0
2024-01-01 22:15,6,1,5,0,0,0
2024-01-01 22:30,2,0,2,0,0,0
2024-01-01 22:45,3,2,1,0,0,0
2024-01-01 23:00,2,1,1,0,0,0
2024-01-01 23:15,0,0,0,0,0,0
2024-01-01 23:30,2,0,2,0,0,0
