Datetime,100053305 (Kanalpromenade),101053305 (Kanalpromenade Fahrräder Richtung Osttor),102053305 (Kanalpromenade Fahrräder Richtung Zentrum),103053305 (Kanalpromenade Fahrräder Richtung Osttor),104053305 (Kanalpromenade Fahrräder Richtung Zentrum),100053305-status,101053305-status,102053305-status,103053305-status,104053305-status
2022-06-01 00:00,0,0,0,0,0,0,0,0,0,0
2022-06-01 00:15,0,0,0,0,0,0,0,0,0,0
2022-06-01 00:30,2,0,1,0,1,0,0,0,0,0
2022-06-01 00:45,1,0,1,0,0,0,0,0,0,0
2022-06-01 01:00,0,0,0,0,0,0,0,0,0,0
2022-06-01 01:15,0,0,0,0,0,0,0,0,0,0
2022-06-01 01:30,0,0,0,0,0,0,0,0,0,0
2022-06-01 01:45,0,0,0,0,0,0,0,0,0,0
2022-06-01 02:00,0,0,0,0,0,0,0,0,0,0
2022-06-01 02:15,0,0,0,0,0,0,0,0,0,0
2022-06-01 02:30,0,0,0,0,0,0,0,0,0,0
2022-06-01 02:45,1,0,1,0,0,0,0,0,0,0
2022-06-01 03:00,0,0,0,0,0,0,0,0,0,0
2022-06-01 03:15,0,0,0,0,0,0,0,0,0,0
2022-06-01 03:30,1,0,1,0,0,0,0,0,0,0
2022-06-01 03:45,0,0,0,0,0,0,0,0,0,0
2022-06-01 04:00,0,0,0,0,0,0,0,0,0,0
2022-06-01 04:15,2,1,1,0,0,0,0,0,0,0
2022-06-01 04:30,0,0,0,0,0,0,0,0,0,0
2022-06-01 04:45,1,0,1,0,0,0,0,0,0,0
2022-06-01 05:00,3,1,2,0,0,0,0,0,0,0
2022-06-01 05:15,5,0,3,2,0,0,0,0,0,0
2022-06-01 05:30,4,1,2,1,0,0,0,0,0,0
2022-06-01 05:45,9,1,7,0,1,0,0,0,0,0
2022-06-01 06:00,7,0,7,0,0,0,0,0,0,0
2022-06-01 06:15,12,0,7,5,0,0,0,0,0,0
2022-06-01 06:30,25,0,19,5,1,0,0,0,0,0
2022-06-01 06:45,29,1,23,5,0,0,0,0,0,0
2022-06-01 07:00,30,0,25,2,3,0,0,0,0,0
2022-06-01 07:15,46,3,28,15,0,0,0,0,0,0
2022-06-01 07:30,62,6,27,29,0,0,0,0,0,0
2022-06-01 07:45,39,4,21,14,0,0,0,0,0,0
2022-06-01 08:00,21,0,15,6,0,0,0,0,0,0
2022-06-01 08:15,23,0,22,1,0,0,0,0,0,0
2022-06-01 08:30,20,0,10,10,0,0,0,0,0,0
2022-06-01 08:45,9,0,2,7,0,0,0,0,0,0
2022-06-01 09:00,16,0,12,4,0,0,0,0,0,0
2022-06-01 09:15,12,1,8,3,0,0,0,0,0,0
2022-06-01 09:30,13,2,7,4,0,0,0,0,0,0
2022-06-01 09:45,10,1,6,3,0,0,0,0,0,0
2022-06-01 10:00,20,3,12,5,0,0,0,0,0,0
2022-06-01 10:15,18,3,11,4,0,0,0,0,0,0
2022-06-01 10:30,12,2,7,3,0,0,0,0,0,0
2022-06-01 10:45,15,0,10,4,1,0,0,0,0,0
2022-06-01 11:00,12,0,4,8,0,0,0,0,0,0
2022-06-01 11:15,8,1,1,6,0,0,0,0,0,0
2022-06-01 11:30,13,1,6,5,1,0,0,0,0,0
2022-06-01 11:45,14,0,7,7,0,0,0,0,0,0
2022-06-01 12:00,14,1,11,1,1,0,0,0,0,0
2022-06-01 12:15,22,0,14,7,1,0,0,0,0,0
2022-06-01 12:30,32,5,15,10,2,0,0,0,0,0
2022-06-01 12:45,24,2,10,12,0,0,0,0,0,0
2022-06-01 13:00,17,1,7,9,0,0,0,0,0,0
2022-06-01 13:15,30,2,20,7,1,0,0,0,0,0
2022-06-01 13:30,11,1,5,2,3,0,0,0,0,0
2022-06-01 13:45,23,3,10,9,1,0,0,0,0,0
2022-06-01 14:00,22,4,10,7,1,0,0,0,0,0
2022-06-01 14:15,28,5,10,13,0,0,0,0,0,0
2022-06-01 14:30,18,4,6,8,0,0,0,0,0,0
2022-06-01 14:45,22,1,11,10,0,0,0,0,0,0
2022-06-01 15:00,14,2,5,7,0,0,0,0,0,0
2022-06-01 15:15,15,3,3,9,0,0,0,0,0,0
2022-06-01 15:30,16,0,9,7,0,0,0,0,0,0
2022-06-01 15:45,24,3,5,16,0,0,0,0,0,0
2022-06-01 16:00,31,3,11,17,0,0,0,0,0,0
2022-06-01 16:15,34,5,14,15,0,0,0,0,0,0
2022-06-01 16:30,22,6,3,13,0,0,0,0,0,0
2022-06-01 16:45,19,3,7,9,0,0,0,0,0,0
2022-06-01 17:00,35,7,8,20,0,0,0,0,0,0
2022-06-01 17:15,33,0,15,18,0,0,0,0,0,0
2022-06-01 17:30,16,1,7,8,0,0,0,0,0,0
2022-06-01 17:45,27,3,12,12,0,0,0,0,0,0
2022-06-01 18:00,10,0,7,3,0,0,0,0,0,0
2022-06-01 18:15,20,1,11,8,0,0,0,0,0,0
2022-06-01 18:30,16,1,6,9,0,0,0,0,0,0
2022-06-01 18:45,9,0,5,4,0,0,0,0,0,0
2022-06-01 19:00,4,1,1,2,0,0,0,0,0,0
2022-06-01 19:15,7,1,3,3,0,0,0,0,0,0
2022-06-01 19:30,8,0,7,1,0,0,0,0,0,0
2022-06-01 19:45,1,0,0,1,0,0,0,0,0,0
2022-06-01 20:00,14,2,8,4,0,0,0,0,0,0
2022-06-01 20:15,10,0,1,9,0,0,0,0,0,0
2022-06-01 20:30,7,1,2,4,0,0,0,0,0,0
2022-06-01 20:45,8,0,4,4,0,0,0,0,0,0
2022-06-01 21:00,7,1,2,4,0,0,0,0,0,0
2022-06-01 21:15,7,0,5,2,0,0,0,0,0,0
2022-06-01 21:30,7,0,5,2,0,0,0,0,0,0
2022-06-01 21:45,4,1,3,0,0,0,0,0,0,0
2022-06-01 22:00,6,2,1,3,0,0,0,0,0,0
2022-06-01 22:15,3,1,0,2,0,0,0,0,0,0
2022-06-01 22:30,3,0,1,2,0,0,0,0,0,0
2022-06-01 22:45,3,1,0,2,0,0,0,0,0,0
2022-06-01 23:00,0,0,0,0,0,0,0,0,0,0
2022-06-01 23:15,2,0,1,1,0,0,0,0,0,0
2022-06-01 23:30,0,0,0,0,0,0,0,0,0,0
2022-06-01 23:45,4,0,2,2,0,0,0,0,0,0
2022-06-02 00:00,2,0,0,2,0,0,0,0,0,0
2022-06-02 00:15,2,1,1,0,0,0,0,0,0,0
2022-06-02 00:30,1,0,1,0,0,0,0,0,0,0
2022-06-02 00:45,1,0,1,0,0,0,0,0,0,0
2022-06-02 01:00,0,0,0,0,0,0,0,0,0,0
2022-06-02 01:15,1,1,0,0,0,0,0,0,0,0
2022-06-02 01:30,0,0,0,0,0,0,0,0,0,0
2022-06-02 01:45,0,0,0,0,0,0,0,0,0,0
2022-06-02 02:00,0,0,0,0,0,0,0,0,0,0
2022-06-02 02:15,0,0,0,0,0,0,0,0,0,0
2022-06-02 02:30,1,0,1,0,0,0,0,0,0,0
2022-06-02 02:45,0,0,0,0,0,0,0,0,0,0
2022-06-02 03:00,0,0,0,0,0,0,0,0,0,0
2022-06-02 03:15,0,0,0,0,0,0,0,0,0,0
2022-06-02 03:30,0,0,0,0,0,0,0,0,0,0
2022-06-02 03:45,0,0,0,0,0,0,0,0,0,0
2022-06-02 04:00,0,0,0,0,0,0,0,0,0,0
2022-06-02 04:15,1,1,0,0,0,0,0,0,0,0
2022-06-02 04:30,0,0,0,0,0,0,0,0,0,0
2022-06-02 04:45,1,0,1,0,0,0,0,0,0,0
2022-06-02 05:00,4,0,3,1,0,0,0,0,0,0
2022-06-02 05:15,4,0,4,0,0,0,0,0,0,0
2022-06-02 05:30,7,1,5,1,0,0,0,0,0,0
2022-06-02 05:45,8,0,8,0,0,0,0,0,0,0
2022-06-02 06:00,6,0,6,0,0,0,0,0,0,0
2022-06-02 06:15,8,0,7,1,0,0,0,0,0,0
2022-06-02 06:30,21,2,16,2,1,0,0,0,0,0
2022-06-02 06:45,34,1,26,6,1,0,0,0,0,0
2022-06-02 07:00,24,0,20,4,0,0,0,0,0,0
2022-06-02 07:15,52,2,38,12,0,0,0,0,0,0
2022-06-02 07:30,64,7,31,26,0,0,0,0,0,0
2022-06-02 07:45,43,0,23,20,0,0,0,0,0,0
2022-06-02 08:00,28,0,19,9,0,0,0,0,0,0
2022-06-02 08:15,27,1,20,6,0,0,0,0,0,0
2022-06-02 08:30,12,0,8,4,0,0,0,0,0,0
2022-06-02 08:45,11,3,3,5,0,0,0,0,0,0
2022-06-02 09:00,11,0,5,6,0,0,0,0,0,0
2022-06-02 09:15,13,2,8,3,0,0,0,0,0,0
2022-06-02 09:30,20,2,12,6,0,0,0,0,0,0
2022-06-02 09:45,7,0,4,3,0,0,0,0,0,0
2022-06-02 10:00,14,2,7,5,0,0,0,0,0,0
2022-06-02 10:15,29,5,12,11,1,0,0,0,0,0
2022-06-02 10:30,14,3,6,5,0,0,0,0,0,0
2022-06-02 10:45,16,2,9,4,1,0,0,0,0,0
2022-06-02 11:00,17,3,8,6,0,0,0,0,0,0
2022-06-02 11:15,10,0,3,7,0,0,0,0,0,0
2022-06-02 11:30,9,0,4,5,0,0,0,0,0,0
2022-06-02 11:45,11,3,3,5,0,0,0,0,0,0
2022-06-02 12:00,19,1,12,6,0,0,0,0,0,0
2022-06-02 12:15,25,2,12,10,1,0,0,0,0,0
2022-06-02 12:30,25,3,10,11,1,0,0,0,0,0
2022-06-02 12:45,21,1,11,9,0,0,0,0,0,0
2022-06-02 13:00,21,3,11,7,0,0,0,0,0,0
2022-06-02 13:15,31,2,19,10,0,0,0,0,0,0
2022-06-02 13:30,31,3,17,11,0,0,0,0,0,0
2022-06-02 13:45,23,2,13,8,0,0,0,0,0,0
2022-06-02 14:00,21,1,9,11,0,0,0,0,0,0
2022-06-02 14:15,32,5,12,15,0,0,0,0,0,0
2022-06-02 14:30,35,2,19,14,0,0,0,0,0,0
2022-06-02 14:45,27,4,7,16,0,0,0,0,0,0
2022-06-02 15:00,38,6,15,16,1,0,0,0,0,0
2022-06-02 15:15,29,3,12,14,0,0,0,0,0,0
2022-06-02 15:30,45,7,20,18,0,0,0,0,0,0
2022-06-02 15:45,51,9,24,17,1,0,0,0,0,0
2022-06-02 16:00,37,2,19,15,1,0,0,0,0,0
2022-06-02 16:15,64,10,20,34,0,0,0,0,0,0
2022-06-02 16:30,43,3,17,23,0,0,0,0,0,0
2022-06-02 16:45,51,2,19,30,0,0,0,0,0,0
2022-06-02 17:00,32,3,11,18,0,0,0,0,0,0
2022-06-02 17:15,35,5,17,13,0,0,0,0,0,0
2022-06-02 17:30,31,1,16,14,0,0,0,0,0,0
2022-06-02 17:45,25,4,10,11,0,0,0,0,0,0
2022-06-02 18:00,33,1,14,17,1,0,0,0,0,0
2022-06-02 18:15,27,1,17,9,0,0,0,0,0,0
2022-06-02 18:30,32,4,16,12,0,0,0,0,0,0
2022-06-02 18:45,31,3,16,11,1,0,0,0,0,0
2022-06-02 19:00,31,4,18,7,2,0,0,0,0,0
2022-06-02 19:15,25,6,10,9,0,0,0,0,0,0
2022-06-02 19:30,18,0,6,9,3,0,0,0,0,0
2022-06-02 19:45,20,2,9,9,0,0,0,0,0,0
2022-06-02 20:00,15,0,10,5,0,0,0,0,0,0
2022-06-02 20:15,37,5,18,14,0,0,0,0,0,0
2022-06-02 20:30,9,0,5,4,0,0,0,0,0,0
2022-06-02 20:45,4,2,0,2,0,0,0,0,0,0
2022-06-02 21:00,7,3,3,1,0,0,0,0,0,0
2022-06-02 21:15,11,1,6,3,1,0,0,0,0,0
2022-06-02 21:30,10,1,7,2,0,0,0,0,0,0
2022-06-02 21:45,7,0,3,4,0,0,0,0,0,0
2022-06-02 22:00,7,3,3,1,0,0,0,0,0,0
2022-06-02 22:15,3,0,1,1,1,0,0,0,0,0
2022-06-02 22:30,2,1,0,1,0,0,0,0,0,0
2022-06-02 22:45,4,1,2,0,1,0,0,0,0,0
2022-06-02 23:00,4,0,2,2,0,0,0,0,0,0
2022-06-02 23:15,2,0,1,0,1,0,0,0,0,0
2022-06-02 23:30,0,0,0,0,0,0,0,0,0,0
2022-06-02 23:45,0,0,0,0,0,0,0,0,0,0
2022-06-03 00:00,0,0,0,0,0,0,0,0,0,0
2022-06-03 00:15,1,0,1,0,0,0,0,0,0,0
2022-06-03 00:30,0,0,0,0,0,0,0,0,0,0
2022-06-03 00:45,2,0,2,0,0,0,0,0,0,0
2022-06-03 01:00,1,0,1,0,0,0,0,0,0,0
2022-06-03 01:15,0,0,0,0,0,0,0,0,0,0
2022-06-03 01:30,0,0,0,0,0,0,0,0,0,0
2022-06-03 01:45,1,1,0,0,0,0,0,0,0,0
2022-06-03 02:00,0,0,0,0,0,0,0,0,0,0
2022-06-03 02:15,0,0,0,0,0,0,0,0,0,0
2022-06-03 02:30,1,0,1,0,0,0,0,0,0,0
2022-06-03 02:45,0,0,0,0,0,0,0,0,0,0
2022-06-03 03:00,0,0,0,0,0,0,0,0,0,0
2022-06-03 03:15,0,0,0,0,0,0,0,0,0,0
2022-06-03 03:30,0,0,0,0,0,0,0,0,0,0
2022-06-03 03:45,0,0,0,0,0,0,0,0,0,0
2022-06-03 04:00,0,0,0,0,0,0,0,0,0,0
2022-06-03 04:15,0,0,0,0,0,0,0,0,0,0
2022-06-03 04:30,1,0,0,1,0,0,0,0,0,0
2022-06-03 04:45,0,0,0,0,0,0,0,0,0,0
2022-06-03 05:00,3,0,3,0,0,0,0,0,0,0
2022-06-03 05:15,6,1,4,1,0,0,0,0,0,0
2022-06-03 05:30,4,0,3,1,0,0,0,0,0,0
2022-06-03 05:45,7,0,5,1,1,0,0,0,0,0
2022-06-03 06:00,5,0,5,0,0,0,0,0,0,0
2022-06-03 06:15,11,0,7,3,1,0,0,0,0,0
2022-06-03 06:30,14,0,11,2,1,0,0,0,0,0
