Datetime,"100053305 (Kanalpromenade, Abschnitt 5)","101053305 (Kanalpromenade, Abschnitt 5 Fahrräder Richtung Osttor)","102053305 (Kanalpromenade, Abschnitt 5 Fahrräder Richtung Zentrum)","103053305 (Kanalpromenade, Abschnitt 5 Fahrräder Richtung Osttor)","104053305 (Kanalpromenade, Abschnitt 5 Fahrräder Richtung Zentrum)","353306596 (Kanalpromenade, Abschnitt 5 Fahrräder Richtung Osttor)","353306597 (Kanalpromenade, Abschnitt 5 Fahrräder Richtung Zentrum)",100053305-status,101053305-status,102053305-status,103053305-status,104053305-status,353306596-status,353306597-status
2024-02-01 01:30,0,0,0,0,0,,,0,0,0,0,0,,
2024-02-01 01:45,0,0,0,0,0,,,0,0,0,0,0,,
2024-02-01 02:00,0,0,0,0,0,,,0,0,0,0,0,,
2024-02-01 02:15,1,0,0,1,0,,,0,0,0,0,0,,
2024-02-01 02:30,0,0,0,0,0,,,0,0,0,0,0,,
2024-02-01 02:45,0,0,0,0,0,,,0,0,0,0,0,,
2024-02-01 03:00,0,0,0,0,0,,,0,0,0,0,0,,
2024-02-01 03:15,0,0,0,0,0,,,0,0,0,0,0,,
2024-02-01 03:30,0,0,0,0,0,,,0,0,0,0,0,,
2024-02-01 03:45,0,0,0,0,0,,,0,0,0,0,0,,
2024-02-01 04:00,0,0,0,0,0,,,0,0,0,0,0,,
2024-02-01 04:15,0,0,0,0,0,,,0,0,0,0,0,,
2024-02-01 04:30,1,0,1,0,0,,,0,0,0,0,0,,
2024-02-01 04:45,1,0,1,0,0,,,0,0,0,0,0,,
2024-02-01 05:00,3,0,1,2,0,,,0,0,0,0,0,,
2024-02-01 05:15,3,0,3,0,0,,,0,0,0,0,0,,
2024-02-01 05:30,3,0,2,1,0,,,0,0,0,0,0,,
2024-02-01 05:45,7,0,7,0,0,,,0,0,0,0,0,,
2024-02-01 06:00,13,1,8,4,0,,,0,0,0,0,0,,
2024-02-01 06:15,17,0,11,6,0,,,0,0,0,0,0,,
2024-02-01 06:30,22,2,17,2,1,,,0,0,0,0,0,,
2024-02-01 06:45,17,0,12,5,0,,,0,0,0,0,0,,
2024-02-01 07:00,30,0,19,10,1,,,0,0,0,0,0,,
2024-02-01 07:15,44,2,30,12,0,,,0,0,0,0,0,,
2024-02-01 07:30,63,3,34,26,0,,,0,0,0,0,0,,
2024-02-01 07:45,39,2,21,16,0,,,0,0,0,0,0,,
2024-02-01 08:00,26,0,13,13,0,,,0,0,0,0,0,,
2024-02-01 08:15,23,0,15,7,1,,,0,0,0,0,0,,
2024-02-01 08:30,18,0,9,9,0,,,0,0,0,0,0,,
2024-02-01 08:45,10,0,5,5,0,,,0,0,0,0,0,,
2024-02-01 09:00,11,0,6,5,0,,,0,0,0,0,0,,
2024-02-01 09:15,9,1,6,2,0,,,0,0,0,0,0,,
2024-02-01 09:30,12,2,4,6,0,,,0,0,0,0,0,,
2024-02-01 09:45,6,1,3,2,0,,,0,0,0,0,0,,
2024-02-01 10:00,9,3,3,3,0,,,0,0,0,0,0,,
2024-02-01 10:15,11,1,6,4,0,,,0,0,0,0,0,,
2024-02-01 10:30,10,3,5,2,0,,,0,0,0,0,0,,
2024-02-01 10:45,11,2,3,6,0,,,0,0,0,0,0,,
2024-02-01 11:00,12,0,6,6,0,,,0,0,0,0,0,,
2024-02-01 11:15,8,0,3,5,0,,,0,0,0,0,0,,
2024-02-01 11:30,13,0,8,5,0,,,0,0,0,0,0,,
2024-02-01 11:45,19,0,14,5,0,,,0,0,0,0,0,,
2024-02-01 12:00,14,0,9,5,0,,,0,0,0,0,0,,
2024-02-01 12:15,15,2,7,6,0,,,0,0,0,0,0,,
2024-02-01 12:30,23,1,6,16,0,,,0,0,0,0,0,,
2024-02-01 12:45,13,1,8,4,0,,,0,0,0,0,0,,
2024-02-01 13:00,19,4,6,9,0,,,0,0,0,0,0,,
2024-02-01 13:15,21,1,13,7,0,,,0,0,0,0,0,,
2024-02-01 13:30,35,0,29,5,1,,,0,0,0,0,0,,
2024-02-01 13:45,13,0,8,5,0,,,0,0,0,0,0,,
2024-02-01 14:00,16,1,11,4,0,,,0,0,0,0,0,,
2024-02-01 14:15,24,2,11,11,0,,,0,0,0,0,0,,
2024-02-01 14:30,25,2,15,8,0,,,0,0,0,0,0,,
2024-02-01 14:45,20,3,7,10,0,,,0,0,0,0,0,,
2024-02-01 15:00,24,0,13,11,0,,,0,0,0,0,0,,
2024-02-01 15:15,36,3,15,18,0,,,0,0,0,0,0,,
2024-02-01 15:30,40,4,19,16,1,,,0,0,0,0,0,,
2024-02-01 15:45,24,2,11,11,0,,,0,0,0,0,0,,
2024-02-01 16:00,30,4,8,18,0,,,0,0,0,0,0,,
2024-02-01 16:15,33,5,10,18,0,,,0,0,0,0,0,,
2024-02-01 16:30,43,8,14,21,0,,,0,0,0,0,0,,
2024-02-01 16:45,48,4,14,30,0,,,0,0,0,0,0,,
