Datetime,100053305 (Kanalpromenade),101053305 (Kanalpromenade Fahrräder Richtung Osttor),102053305 (Kanalpromenade Fahrräder Richtung Zentrum),103053305 (Kanalpromenade Fahrräder Richtung Osttor),104053305 (Kanalpromenade Fahrräder Richtung Zentrum),100053305-status,101053305-status,102053305-status,103053305-status,104053305-status
2021-12-01 00:00,2,0,1,1,0,0,0,0,0,0
2021-12-01 00:15,0,0,0,0,0,0,0,0,0,0
2021-12-01 00:30,0,0,0,0,0,0,0,0,0,0
2021-12-01 00:45,0,0,0,0,0,0,0,0,0,0
2021-12-01 01:00,0,0,0,0,0,0,0,0,0,0
2021-12-01 01:15,0,0,0,0,0,0,0,0,0,0
2021-12-01 01:30,0,0,0,0,0,0,0,0,0,0
2021-12-01 01:45,0,0,0,0,0,0,0,0,0,0
2021-12-01 02:00,0,0,0,0,0,0,0,0,0,0
2021-12-01 02:15,0,0,0,0,0,0,0,0,0,0
2021-12-01 02:30,0,0,0,0,0,0,0,0,0,0
2021-12-01 02:45,0,0,0,0,0,0,0,0,0,0
2021-12-01 03:00,0,0,0,0,0,0,0,0,0,0
2021-12-01 03:15,0,0,0,0,0,0,0,0,0,0
2021-12-01 03:30,0,0,0,0,0,0,0,0,0,0
2021-12-01 03:45,0,0,0,0,0,0,0,0,0,0
2021-12-01 04:00,0,0,0,0,0,0,0,0,0,0
2021-12-01 04:15,0,0,0,0,0,0,0,0,0,0
2021-12-01 04:30,0,0,0,0,0,0,0,0,0,0
2021-12-01 04:45,2,0,0,2,0,0,0,0,0,0
2021-12-01 05:00,2,0,1,1,0,0,0,0,0,0
2021-12-01 05:15,3,0,3,0,0,0,0,0,0,0
2021-12-01 05:30,3,0,3,0,0,0,0,0,0,0
2021-12-01 05:45,3,0,3,0,0,0,0,0,0,0
2021-12-01 06:00,4,0,4,0,0,0,0,0,0,0
2021-12-01 06:15,5,0,4,1,0,0,0,0,0,0
2021-12-01 06:30,6,0,5,1,0,0,0,0,0,0
2021-12-01 06:45,10,0,7,3,0,0,0,0,0,0
2021-12-01 07:00,14,0,10,4,0,0,0,0,0,0
2021-12-01 07:15,20,0,15,5,0,0,0,0,0,0
2021-12-01 07:30,30,0,19,11,0,0,0,0,0,0
2021-12-01 07:45,19,1,10,8,0,0,0,0,0,0
2021-12-01 08:00,6,0,4,2,0,0,0,0,0,0
2021-12-01 08:15,4,0,3,1,0,0,0,0,0,0
2021-12-01 08:30,5,0,2,2,1,0,0,0,0,0
2021-12-01 08:45,5,0,2,3,0,0,0,0,0,0
2021-12-01 09:00,4,0,2,2,0,0,0,0,0,0
2021-12-01 09:15,6,0,4,2,0,0,0,0,0,0
2021-12-01 09:30,4,0,3,1,0,0,0,0,0,0
2021-12-01 09:45,6,1,4,1,0,0,0,0,0,0
2021-12-01 10:00,1,0,0,1,0,0,0,0,0,0
2021-12-01 10:15,3,0,1,2,0,0,0,0,0,0
2021-12-01 10:30,8,0,6,2,0,0,0,0,0,0
2021-12-01 10:45,4,0,4,0,0,0,0,0,0,0
2021-12-01 11:00,2,0,2,0,0,0,0,0,0,0
2021-12-01 11:15,0,0,0,0,0,0,0,0,0,0
2021-12-01 11:30,5,1,2,2,0,0,0,0,0,0
2021-12-01 11:45,3,0,1,2,0,0,0,0,0,0
2021-12-01 12:00,1,0,1,0,0,0,0,0,0,0
2021-12-01 12:15,4,0,1,3,0,0,0,0,0,0
2021-12-01 12:30,1,0,1,0,0,0,0,0,0,0
2021-12-01 12:45,2,0,0,2,0,0,0,0,0,0
2021-12-01 13:00,3,0,1,2,0,0,0,0,0,0
2021-12-01 13:15,8,0,7,1,0,0,0,0,0,0
2021-12-01 13:30,8,0,4,3,1,0,0,0,0,0
2021-12-01 13:45,4,0,2,2,0,0,0,0,0,0
2021-12-01 14:00,5,0,0,5,0,0,0,0,0,0
2021-12-01 14:15,5,0,2,3,0,0,0,0,0,0
2021-12-01 14:30,7,0,5,2,0,0,0,0,0,0
2021-12-01 14:45,10,0,4,6,0,0,0,0,0,0
2021-12-01 15:00,12,1,7,4,0,0,0,0,0,0
2021-12-01 15:15,8,0,5,3,0,0,0,0,0,0
2021-12-01 15:30,8,0,4,4,0,0,0,0,0,0
2021-12-01 15:45,15,1,4,10,0,0,0,0,0,0
2021-12-01 16:00,13,0,3,9,1,0,0,0,0,0
2021-12-01 16:15,16,1,4,11,0,0,0,0,0,0
2021-12-01 16:30,19,0,6,13,0,0,0,0,0,0
2021-12-01 16:45,10,1,2,7,0,0,0,0,0,0
2021-12-01 17:00,7,0,0,7,0,0,0,0,0,0
2021-12-01 17:15,11,1,1,9,0,0,0,0,0,0
2021-12-01 17:30,6,0,3,3,0,0,0,0,0,0
2021-12-01 17:45,2,0,0,2,0,0,0,0,0,0
2021-12-01 18:00,5,0,2,3,0,0,0,0,0,0
2021-12-01 18:15,3,0,2,1,0,0,0,0,0,0
2021-12-01 18:30,11,0,4,7,0,0,0,0,0,0
2021-12-01 18:45,7,0,2,5,0,0,0,0,0,0
2021-12-01 19:00,3,0,0,3,0,0,0,0,0,0
2021-12-01 19:15,2,0,1,1,0,0,0,0,0,0
2021-12-01 19:30,5,0,1,4,0,0,0,0,0,0
