Datetime,100053305 (Kanalpromenade),101053305 (Kanalpromenade Fahrräder Richtung Osttor),102053305 (Kanalpromenade Fahrräder Richtung Zentrum),103053305 (Kanalpromenade Fahrräder Richtung Osttor),104053305 (Kanalpromenade Fahrräder Richtung Zentrum),100053305-status,101053305-status,102053305-status,103053305-status,104053305-status
2022-02-01 00:00,0,0,0,0,0,0,0,0,0,0
2022-02-01 00:15,1,0,1,0,0,0,0,0,0,0
2022-02-01 00:30,0,0,0,0,0,0,0,0,0,0
2022-02-01 00:45,1,0,0,1,0,0,0,0,0,0
2022-02-01 01:00,0,0,0,0,0,0,0,0,0,0
2022-02-01 01:15,0,0,0,0,0,0,0,0,0,0
2022-02-01 01:30,0,0,0,0,0,0,0,0,0,0
2022-02-01 01:45,0,0,0,0,0,0,0,0,0,0
2022-02-01 02:00,0,0,0,0,0,0,0,0,0,0
2022-02-01 02:15,0,0,0,0,0,0,0,0,0,0
2022-02-01 02:30,0,0,0,0,0,0,0,0,0,0
2022-02-01 02:45,0,0,0,0,0,0,0,0,0,0
2022-02-01 03:00,0,0,0,0,0,0,0,0,0,0
2022-02-01 03:15,0,0,0,0,0,0,0,0,0,0
2022-02-01 03:30,0,0,0,0,0,0,0,0,0,0
2022-02-01 03:45,0,0,0,0,0,0,0,0,0,0
2022-02-01 04:00,0,0,0,0,0,0,0,0,0,0
2022-02-01 04:15,0,0,0,0,0,0,0,0,0,0
2022-02-01 04:30,0,0,0,0,0,0,0,0,0,0
2022-02-01 04:45,0,0,0,0,0,0,0,0,0,0
2022-02-01 05:00,3,0,2,1,0,0,0,0,0,0
2022-02-01 05:15,2,0,1,1,0,0,0,0,0,0
2022-02-01 05:30,4,1,3,0,0,0,0,0,0,0
2022-02-01 05:45,5,0,4,1,0,0,0,0,0,0
2022-02-01 06:00,4,0,4,0,0,0,0,0,0,0
2022-02-01 06:15,5,1,3,1,0,0,0,0,0,0
2022-02-01 06:30,10,1,8,1,0,0,0,0,0,0
2022-02-01 06:45,14,1,11,1,1,0,0,0,0,0
2022-02-01 07:00,21,1,16,4,0,0,0,0,0,0
2022-02-01 07:15,27,3,15,9,0,0,0,0,0,0
2022-02-01 07:30,20,3,7,10,0,0,0,0,0,0
2022-02-01 07:45,14,2,7,5,0,0,0,0,0,0
2022-02-01 08:00,9,0,6,3,0,0,0,0,0,0
2022-02-01 08:15,6,0,5,1,0,0,0,0,0,0
2022-02-01 08:30,8,0,6,2,0,0,0,0,0,0
2022-02-01 08:45,6,1,4,1,0,0,0,0,0,0
2022-02-01 09:00,6,0,3,3,0,0,0,0,0,0
2022-02-01 09:15,5,0,1,4,0,0,0,0,0,0
2022-02-01 09:30,6,0,3,3,0,0,0,0,0,0
2022-02-01 09:45,5,0,2,2,1,0,0,0,0,0
2022-02-01 10:00,1,1,0,0,0,0,0,0,0,0
2022-02-01 10:15,2,0,2,0,0,0,0,0,0,0
2022-02-01 10:30,4,0,1,3,0,0,0,0,0,0
2022-02-01 10:45,1,0,0,1,0,0,0,0,0,0
2022-02-01 11:00,3,0,1,2,0,0,0,0,0,0
2022-02-01 11:15,4,0,3,1,0,0,0,0,0,0
2022-02-01 11:30,4,0,1,3,0,0,0,0,0,0
2022-02-01 11:45,5,0,0,5,0,0,0,0,0,0
2022-02-01 12:00,5,0,2,3,0,0,0,0,0,0
2022-02-01 12:15,3,0,2,1,0,0,0,0,0,0
2022-02-01 12:30,1,0,1,0,0,0,0,0,0,0
2022-02-01 12:45,1,0,0,1,0,0,0,0,0,0
2022-02-01 13:00,3,0,2,1,0,0,0,0,0,0
2022-02-01 13:15,10,0,8,1,1,0,0,0,0,0
2022-02-01 13:30,11,0,8,2,1,0,0,0,0,0
2022-02-01 13:45,4,0,1,3,0,0,0,0,0,0
2022-02-01 14:00,6,0,3,3,0,0,0,0,0,0
2022-02-01 14:15,6,2,1,3,0,0,0,0,0,0
2022-02-01 14:30,6,0,2,3,1,0,0,0,0,0
2022-02-01 14:45,4,1,1,2,0,0,0,0,0,0
2022-02-01 15:00,18,1,11,5,1,0,0,0,0,0
2022-02-01 15:15,12,2,4,6,0,0,0,0,0,0
2022-02-01 15:30,14,2,3,9,0,0,0,0,0,0
2022-02-01 15:45,14,0,5,9,0,0,0,0,0,0
2022-02-01 16:00,6,2,1,3,0,0,0,0,0,0
2022-02-01 16:15,14,1,3,10,0,0,0,0,0,0
2022-02-01 16:30,19,2,6,11,0,0,0,0,0,0
2022-02-01 16:45,15,1,2,12,0,0,0,0,0,0
2022-02-01 17:00,9,1,1,7,0,0,0,0,0,0
2022-02-01 17:15,10,1,4,5,0,0,0,0,0,0
2022-02-01 17:30,5,1,3,1,0,0,0,0,0,0
2022-02-01 17:45,7,0,3,4,0,0,0,0,0,0
2022-02-01 18:00,8,0,3,5,0,0,0,0,0,0
2022-02-01 18:15,4,0,1,3,0,0,0,0,0,0
2022-02-01 18:30,10,1,7,2,0,0,0,0,0,0
2022-02-01 18:45,7,0,4,3,0,0,0,0,0,0
2022-02-01 19:00,3,0,1,2,0,0,0,0,0,0
2022-02-01 19:15,2,0,0,2,0,0,0,0,0,0
2022-02-01 19:30,1,0,1,0,0,0,0,0,0,0
2022-02-01 19:45,3,1,1,1,0,0,0,0,0,0
2022-02-01 20:00,1,0,1,0,0,0,0,0,0,0
2022-02-01 20:15,1,0,1,0,0,0,0,0,0,0
2022-02-01 20:30,0,0,0,0,0,0,0,0,0,0
2022-02-01 20:45,0,0,0,0,0,0,0,0,0,0
2022-02-01 21:00,2,0,2,0,0,0,0,0,0,0
2022-02-01 21:15,2,0,2,0,0,0,0,0,0,0
2022-02-01 21:30,0,0,0,0,0,0,0,0,0,0
2022-02-01 21:45,1,0,0,1,0,0,0,0,0,0
2022-02-01 22:00,1,0,0,1,0,0,0,0,0,0
2022-02-01 22:15,0,0,0,0,0,0,0,0,0,0
2022-02-01 22:30,0,0,0,0,0,0,0,0,0,0
2022-02-01 22:45,1,0,0,1,0,0,0,0,0,0
2022-02-01 23:00,1,0,0,1,0,0,0,0,0,0
2022-02-01 23:15,0,0,0,0,0,0,0,0,0,0
2022-02-01 23:30,1,1,0,0,0,0,0,0,0,0
2022-02-01 23:45,0,0,0,0,0,0,0,0,0,0
2022-02-02 00:00,0,0,0,0,0,0,0,0,0,0
2022-02-02 00:15,0,0,0,0,0,0,0,0,0,0
2022-02-02 00:30,1,0,1,0,0,0,0,0,0,0
2022-02-02 00:45,0,0,0,0,0,0,0,0,0,0
2022-02-02 01:00,0,0,0,0,0,0,0,0,0,0
2022-02-02 01:15,0,0,0,0,0,0,0,0,0,0
2022-02-02 01:30,0,0,0,0,0,0,0,0,0,0
2022-02-02 01:45,0,0,0,0,0,0,0,0,0,0
2022-02-02 02:00,0,0,0,0,0,0,0,0,0,0
2022-02-02 02:15,0,0,0,0,0,0,0,0,0,0
2022-02-02 02:30,0,0,0,0,0,0,0,0,0,0
2022-02-02 02:45,0,0,0,0,0,0,0,0,0,0
2022-02-02 03:00,0,0,0,0,0,0,0,0,0,0
2022-02-02 03:15,0,0,0,0,0,0,0,0,0,0
2022-02-02 03:30,0,0,0,0,0,0,0,0,0,0
2022-02-02 03:45,0,0,0,0,0,0,0,0,0,0
2022-02-02 04:00,0,0,0,0,0,0,0,0,0,0
2022-02-02 04:15,0,0,0,0,0,0,0,0,0,0
2022-02-02 04:30,0,0,0,0,0,0,0,0,0,0
2022-02-02 04:45,0,0,0,0,0,0,0,0,0,0
2022-02-02 05:00,3,0,1,1,1,0,0,0,0,0
2022-02-02 05:15,5,1,3,1,0,0,0,0,0,0
2022-02-02 05:30,4,0,3,1,0,0,0,0,0,0
2022-02-02 05:45,4,0,3,1,0,0,0,0,0,0
2022-02-02 06:00,5,0,4,0,1,0,0,0,0,0
2022-02-02 06:15,7,0,6,0,1,0,0,0,0,0
2022-02-02 06:30,10,0,8,2,0,0,0,0,0,0
2022-02-02 06:45,19,1,12,6,0,0,0,0,0,0
2022-02-02 07:00,21,1,17,2,1,0,0,0,0,0
2022-02-02 07:15,34,1,25,7,1,0,0,0,0,0
2022-02-02 07:30,28,2,10,16,0,0,0,0,0,0
2022-02-02 07:45,17,1,9,7,0,0,0,0,0,0
2022-02-02 08:00,11,0,7,4,0,0,0,0,0,0
2022-02-02 08:15,10,1,8,1,0,0,0,0,0,0
2022-02-02 08:30,11,0,7,4,0,0,0,0,0,0
2022-02-02 08:45,7,0,4,3,0,0,0,0,0,0
2022-02-02 09:00,10,0,5,4,1,0,0,0,0,0
2022-02-02 09:15,7,0,4,3,0,0,0,0,0,0
2022-02-02 09:30,2,0,1,1,0,0,0,0,0,0
2022-02-02 09:45,7,0,6,1,0,0,0,0,0,0
2022-02-02 10:00,14,1,7,6,0,0,0,0,0,0
2022-02-02 10:15,6,0,2,4,0,0,0,0,0,0
2022-02-02 10:30,5,0,2,3,0,0,0,0,0,0
2022-02-02 10:45,8,0,5,3,0,0,0,0,0,0
2022-02-02 11:00,7,0,3,3,1,0,0,0,0,0
2022-02-02 11:15,8,0,5,3,0,0,0,0,0,0
2022-02-02 11:30,4,0,2,2,0,0,0,0,0,0
2022-02-02 11:45,7,0,2,5,0,0,0,0,0,0
2022-02-02 12:00,8,0,3,4,1,0,0,0,0,0
2022-02-02 12:15,11,2,5,4,0,0,0,0,0,0
2022-02-02 12:30,10,0,6,4,0,0,0,0,0,0
2022-02-02 12:45,15,2,5,8,0,0,0,0,0,0
2022-02-02 13:00,5,0,3,2,0,0,0,0,0,0
2022-02-02 13:15,16,0,10,6,0,0,0,0,0,0
2022-02-02 13:30,19,0,12,5,2,0,0,0,0,0
2022-02-02 13:45,10,1,3,6,0,0,0,0,0,0
2022-02-02 14:00,8,0,4,4,0,0,0,0,0,0
2022-02-02 14:15,21,0,8,13,0,0,0,0,0,0
2022-02-02 14:30,11,0,7,4,0,0,0,0,0,0
2022-02-02 14:45,15,2,7,6,0,0,0,0,0,0
2022-02-02 15:00,24,4,8,11,1,0,0,0,0,0
2022-02-02 15:15,17,1,7,9,0,0,0,0,0,0
2022-02-02 15:30,15,1,12,2,0,0,0,0,0,0
2022-02-02 15:45,24,2,10,12,0,0,0,0,0,0
2022-02-02 16:00,38,5,16,16,1,0,0,0,0,0
2022-02-02 16:15,22,1,8,13,0,0,0,0,0,0
2022-02-02 16:30,29,3,9,17,0,0,0,0,0,0
2022-02-02 16:45,30,4,12,13,1,0,0,0,0,0
2022-02-02 17:00,22,1,10,11,0,0,0,0,0,0
2022-02-02 17:15,28,5,12,11,0,0,0,0,0,0
2022-02-02 17:30,10,1,3,6,0,0,0,0,0,0
2022-02-02 17:45,8,0,2,6,0,0,0,0,0,0
2022-02-02 18:00,14,1,4,9,0,0,0,0,0,0
2022-02-02 18:15,13,1,7,5,0,0,0,0,0,0
2022-02-02 18:30,10,2,3,5,0,0,0,0,0,0
2022-02-02 18:45,5,0,1,4,0,0,0,0,0,0
2022-02-02 19:00,3,2,1,0,0,0,0,0,0,0
2022-02-02 19:15,3,0,0,3,0,0,0,0,0,0
2022-02-02 19:30,0,0,0,0,0,0,0,0,0,0
2022-02-02 19:45,2,0,1,1,0,0,0,0,0,0
2022-02-02 20:00,3,0,1,2,0,0,0,0,0,0
2022-02-02 20:15,1,0,0,1,0,0,0,0,0,0
2022-02-02 20:30,4,0,0,4,0,0,0,0,0,0
2022-02-02 20:45,0,0,0,0,0,0,0,0,0,0
2022-02-02 21:00,1,0,1,0,0,0,0,0,0,0
2022-02-02 21:15,1,0,1,0,0,0,0,0,0,0
2022-02-02 21:30,4,0,2,1,1,0,0,0,0,0
2022-02-02 21:45,2,0,2,0,0,0,0,0,0,0
2022-02-02 22:00,2,0,1,1,0,0,0,0,0,0
2022-02-02 22:15,2,0,0,2,0,0,0,0,0,0
2022-02-02 22:30,1,0,0,1,0,0,0,0,0,0
2022-02-02 22:45,1,0,0,1,0,0,0,0,0,0
2022-02-02 23:00,3,1,1,1,0,0,0,0,0,0
2022-02-02 23:15,1,1,0,0,0,0,0,0,0,0
2022-02-02 23:30,0,0,0,0,0,0,0,0,0,0
2022-02-02 23:45,0,0,0,0,0,0,0,0,0,0
2022-02-03 00:00,0,0,0,0,0,0,0,0,0,0
2022-02-03 00:15,1,0,1,0,0,0,0,0,0,0
2022-02-03 00:30,0,0,0,0,0,0,0,0,0,0
2022-02-03 00:45,0,0,0,0,0,0,0,0,0,0
2022-02-03 01:00,0,0,0,0,0,0,0,0,0,0
2022-02-03 01:15,0,0,0,0,0,0,0,0,0,0
2022-02-03 01:30,0,0,0,0,0,0,0,0,0,0
2022-02-03 01:45,0,0,0,0,0,0,0,0,0,0
2022-02-03 02:00,0,0,0,0,0,0,0,0,0,0
2022-02-03 02:15,0,0,0,0,0,0,0,0,0,0
2022-02-03 02:30,0,0,0,0,0,0,0,0,0,0
2022-02-03 02:45,0,0,0,0,0,0,0,0,0,0
2022-02-03 03:00,0,0,0,0,0,0,0,0,0,0
2022-02-03 03:15,0,0,0,0,0,0,0,0,0,0
2022-02-03 03:30,0,0,0,0,0,0,0,0,0,0
2022-02-03 03:45,0,0,0,0,0,0,0,0,0,0
2022-02-03 04:00,0,0,0,0,0,0,0,0,0,0
2022-02-03 04:15,0,0,0,0,0,0,0,0,0,0
2022-02-03 04:30,0,0,0,0,0,0,0,0,0,0
2022-02-03 04:45,0,0,0,0,0,0,0,0,0,0
2022-02-03 05:00,2,0,1,1,0,0,0,0,0,0
2022-02-03 05:15,3,0,3,0,0,0,0,0,0,0
2022-02-03 05:30,5,1,3,1,0,0,0,0,0,0
2022-02-03 05:45,2,0,2,0,0,0,0,0,0,0
2022-02-03 06:00,5,0,5,0,0,0,0,0,0,0
2022-02-03 06:15,7,0,5,1,1,0,0,0,0,0
2022-02-03 06:30,11,0,11,0,0,0,0,0,0,0
2022-02-03 06:45,25,0,20,5,0,0,0,0,0,0
2022-02-03 07:00,19,0,15,4,0,0,0,0,0,0
2022-02-03 07:15,36,3,24,9,0,0,0,0,0,0
2022-02-03 07:30,29,3,11,15,0,0,0,0,0,0
2022-02-03 07:45,13,0,7,6,0,0,0,0,0,0
2022-02-03 08:00,7,0,4,3,0,0,0,0,0,0
2022-02-03 08:15,13,0,10,3,0,0,0,0,0,0
2022-02-03 08:30,8,0,5,3,0,0,0,0,0,0
2022-02-03 08:45,10,0,8,2,0,0,0,0,0,0
2022-02-03 09:00,12,0,7,5,0,0,0,0,0,0
2022-02-03 09:15,11,0,8,3,0,0,0,0,0,0
2022-02-03 09:30,7,0,4,3,0,0,0,0,0,0
2022-02-03 09:45,10,0,7,3,0,0,0,0,0,0
2022-02-03 10:00,10,2,4,4,0,0,0,0,0,0
2022-02-03 10:15,3,0,1,2,0,0,0,0,0,0
2022-02-03 10:30,8,0,4,4,0,0,0,0,0,0
2022-02-03 10:45,5,0,3,2,0,0,0,0,0,0
2022-02-03 11:00,2,0,2,0,0,0,0,0,0,0
2022-02-03 11:15,3,0,0,3,0,0,0,0,0,0
2022-02-03 11:30,5,0,1,4,0,0,0,0,0,0
2022-02-03 11:45,1,0,1,0,0,0,0,0,0,0
2022-02-03 12:00,9,0,8,1,0,0,0,0,0,0
2022-02-03 12:15,9,0,4,5,0,0,0,0,0,0
2022-02-03 12:30,10,0,4,6,0,0,0,0,0,0
2022-02-03 12:45,7,0,5,2,0,0,0,0,0,0
2022-02-03 13:00,9,0,4,5,0,0,0,0,0,0
2022-02-03 13:15,10,0,5,4,1,0,0,0,0,0
2022-02-03 13:30,18,0,9,9,0,0,0,0,0,0
2022-02-03 13:45,8,0,6,2,0,0,0,0,0,0
2022-02-03 14:00,8,0,4,4,0,0,0,0,0,0
2022-02-03 14:15,15,1,7,7,0,0,0,0,0,0
2022-02-03 14:30,9,0,6,3,0,0,0,0,0,0
2022-02-03 14:45,11,0,2,9,0,0,0,0,0,0
2022-02-03 15:00,22,1,14,7,0,0,0,0,0,0
2022-02-03 15:15,13,1,5,7,0,0,0,0,0,0
2022-02-03 15:30,14,1,5,8,0,0,0,0,0,0
2022-02-03 15:45,20,1,6,12,1,0,0,0,0,0
2022-02-03 16:00,13,1,4,8,0,0,0,0,0,0
2022-02-03 16:15,20,2,6,12,0,0,0,0,0,0
2022-02-03 16:30,21,0,6,15,0,0,0,0,0,0
2022-02-03 16:45,21,1,7,13,0,0,0,0,0,0
2022-02-03 17:00,18,2,6,10,0,0,0,0,0,0
2022-02-03 17:15,11,0,5,6,0,0,0,0,0,0
2022-02-03 17:30,12,1,3,8,0,0,0,0,0,0
