Datetime,100031300 (Hafenstraße),101031300 (Channel 1 IN),102031300 (Channel 2 OUT),100031300-status,101031300-status,102031300-status
2022-08-01 00:00,9,1,8,0,0,0
2022-08-01 00:15,3,2,1,0,0,0
2022-08-01 00:30,5,2,3,0,0,0
2022-08-01 00:45,9,3,6,0,0,0
2022-08-01 01:00,3,1,2,0,0,0
2022-08-01 01:15,2,2,0,0,0,0
2022-08-01 01:30,3,0,3,0,0,0
2022-08-01 01:45,5,0,5,0,0,0
2022-08-01 02:00,0,0,0,0,0,0
2022-08-01 02:15,2,0,2,0,0,0
2022-08-01 02:30,9,4,5,0,0,0
2022-08-01 02:45,1,1,0,0,0,0
2022-08-01 03:00,1,1,0,0,0,0
2022-08-01 03:15,5,1,4,0,0,0
2022-08-01 03:30,2,1,1,0,0,0
2022-08-01 03:45,0,0,0,0,0,0
2022-08-01 04:00,4,3,1,0,0,0
2022-08-01 04:15,2,0,2,0,0,0
2022-08-01 04:30,0,0,0,0,0,0
2022-08-01 04:45,8,2,6,0,0,0
2022-08-01 05:00,3,2,1,0,0,0
2022-08-01 05:15,9,8,1,0,0,0
2022-08-01 05:30,17,5,12,0,0,0
2022-08-01 05:45,15,9,6,0,0,0
2022-08-01 06:00,23,8,15,0,0,0
2022-08-01 06:15,24,9,15,0,0,0
2022-08-01 06:30,62,30,32,0,0,0
2022-08-01 06:45,64,38,26,0,0,0
2022-08-01 07:00,69,32,37,0,0,0
2022-08-01 07:15,91,48,43,0,0,0
2022-08-01 07:30,88,44,44,0,0,0
2022-08-01 07:45,127,71,56,0,0,0
2022-08-01 08:00,98,50,48,0,0,0
2022-08-01 08:15,104,58,46,0,0,0
2022-08-01 08:30,59,27,32,0,0,0
2022-08-01 08:45,86,38,48,0,0,0
2022-08-01 09:00,60,26,34,0,0,0
2022-08-01 09:15,71,34,37,0,0,0
2022-08-01 09:30,68,25,43,0,0,0
2022-08-01 09:45,57,22,35,0,0,0
2022-08-01 10:00,64,20,44,0,0,0
2022-08-01 10:15,58,24,34,0,0,0
2022-08-01 10:30,71,30,41,0,0,0
2022-08-01 10:45,73,31,42,0,0,0
2022-08-01 11:00,61,13,48,0,0,0
2022-08-01 11:15,52,19,33,0,0,0
2022-08-01 11:30,60,17,43,0,0,0
2022-08-01 11:45,65,28,37,0,0,0
2022-08-01 12:00,65,23,42,0,0,0
2022-08-01 12:15,48,14,34,0,0,0
2022-08-01 12:30,45,17,28,0,0,0
2022-08-01 12:45,60,25,35,0,0,0
2022-08-01 13:00,72,36,36,0,0,0
2022-08-01 13:15,52,22,30,0,0,0
2022-08-01 13:30,80,36,44,0,0,0
2022-08-01 13:45,96,46,50,0,0,0
2022-08-01 14:00,56,28,28,0,0,0
2022-08-01 14:15,72,28,44,0,0,0
2022-08-01 14:30,82,40,42,0,0,0
2022-08-01 14:45,87,31,56,0,0,0
2022-08-01 15:00,110,50,60,0,0,0
2022-08-01 15:15,123,63,60,0,0,0
2022-08-01 15:30,81,42,39,0,0,0
2022-08-01 15:45,135,65,70,0,0,0
2022-08-01 16:00,137,65,72,0,0,0
2022-08-01 16:15,127,58,69,0,0,0
2022-08-01 16:30,154,67,87,0,0,0
2022-08-01 16:45,145,80,65,0,0,0
2022-08-01 17:00,162,63,99,0,0,0
2022-08-01 17:15,165,62,103,0,0,0
2022-08-01 17:30,168,78,90,0,0,0
2022-08-01 17:45,130,61,69,0,0,0
2022-08-01 18:00,135,67,68,0,0,0
2022-08-01 18:15,97,43,54,0,0,0
2022-08-01 18:30,114,57,57,0,0,0
2022-08-01 18:45,120,77,43,0,0,0
2022-08-01 19:00,113,52,61,0,0,0
2022-08-01 19:15,108,54,54,0,0,0
2022-08-01 19:30,84,48,36,0,0,0
2022-08-01 19:45,98,39,59,0,0,0
