Datetime,100031300 (Hafenstraße),101031300 (Channel 1 IN),102031300 (Channel 2 OUT),100031300-status,101031300-status,102031300-status
2023-07-01 00:00,72,25,47,0,0,0
2023-07-01 00:15,54,24,30,0,0,0
2023-07-01 00:30,85,37,48,0,0,0
2023-07-01 00:45,49,27,22,0,0,0
2023-07-01 01:00,36,11,25,0,0,0
2023-07-01 01:15,29,15,14,0,0,0
2023-07-01 01:30,38,8,30,0,0,0
2023-07-01 01:45,33,12,21,0,0,0
2023-07-01 02:00,41,14,27,0,0,0
2023-07-01 02:15,32,9,23,0,0,0
2023-07-01 02:30,24,7,17,0,0,0
2023-07-01 02:45,12,10,2,0,0,0
2023-07-01 03:00,13,1,12,0,0,0
2023-07-01 03:15,19,5,14,0,0,0
2023-07-01 03:30,14,5,9,0,0,0
2023-07-01 03:45,15,2,13,0,0,0
2023-07-01 04:00,33,8,25,0,0,0
2023-07-01 04:15,12,1,11,0,0,0
2023-07-01 04:30,13,2,11,0,0,0
2023-07-01 04:45,14,4,10,0,0,0
2023-07-01 05:00,0,0,0,0,0,0
2023-07-01 05:15,14,2,12,0,0,0
2023-07-01 05:30,7,2,5,0,0,0
2023-07-01 05:45,14,3,11,0,0,0
2023-07-01 06:00,12,3,9,0,0,0
2023-07-01 06:15,5,3,2,0,0,0
2023-07-01 06:30,7,3,4,0,0,0
2023-07-01 06:45,16,6,10,0,0,0
2023-07-01 07:00,18,10,8,0,0,0
2023-07-01 07:15,11,3,8,0,0,0
2023-07-01 07:30,20,8,12,0,0,0
2023-07-01 07:45,23,9,14,0,0,0
2023-07-01 08:00,20,7,13,0,0,0
2023-07-01 08:15,29,21,8,0,0,0
2023-07-01 08:30,40,12,28,0,0,0
2023-07-01 08:45,36,9,27,0,0,0
2023-07-01 09:00,33,15,18,0,0,0
2023-07-01 09:15,46,15,31,0,0,0
2023-07-01 09:30,42,11,31,0,0,0
2023-07-01 09:45,67,30,37,0,0,0
2023-07-01 10:00,55,19,36,0,0,0
2023-07-01 10:15,55,21,34,0,0,0
