Datetime,100031300 (Hafenstraße),101031300 (Channel 1 IN),102031300 (Channel 2 OUT),100031300-status,101031300-status,102031300-status
2020-08-01 00:00,61,28,33,0,0,0
2020-08-01 00:15,62,19,43,0,0,0
2020-08-01 00:30,72,44,28,0,0,0
2020-08-01 00:45,39,18,21,0,0,0
2020-08-01 01:00,52,20,32,0,0,0
2020-08-01 01:15,32,9,23,0,0,0
2020-08-01 01:30,27,6,21,0,0,0
2020-08-01 01:45,42,13,29,0,0,0
2020-08-01 02:00,23,12,11,0,0,0
2020-08-01 02:15,38,7,31,0,0,0
2020-08-01 02:30,34,15,19,0,0,0
2020-08-01 02:45,24,2,22,0,0,0
2020-08-01 03:00,31,10,21,0,0,0
2020-08-01 03:15,10,7,3,0,0,0
2020-08-01 03:30,9,2,7,0,0,0
2020-08-01 03:45,18,6,12,0,0,0
2020-08-01 04:00,13,3,10,0,0,0
2020-08-01 04:15,9,5,4,0,0,0
2020-08-01 04:30,20,6,14,0,0,0
2020-08-01 04:45,8,1,7,0,0,0
2020-08-01 05:00,1,1,0,0,0,0
2020-08-01 05:15,5,2,3,0,0,0
2020-08-01 05:30,7,1,6,0,0,0
2020-08-01 05:45,11,7,4,0,0,0
2020-08-01 06:00,3,0,3,0,0,0
2020-08-01 06:15,10,4,6,0,0,0
2020-08-01 06:30,9,5,4,0,0,0
2020-08-01 06:45,8,0,8,0,0,0
2020-08-01 07:00,17,10,7,0,0,0
2020-08-01 07:15,15,9,6,0,0,0
2020-08-01 07:30,30,24,6,0,0,0
2020-08-01 07:45,82,72,10,0,0,0
2020-08-01 08:00,44,36,8,0,0,0
2020-08-01 08:15,23,11,12,0,0,0
2020-08-01 08:30,27,14,13,0,0,0
2020-08-01 08:45,41,26,15,0,0,0
2020-08-01 09:00,39,23,16,0,0,0
2020-08-01 09:15,36,11,25,0,0,0
2020-08-01 09:30,46,19,27,0,0,0
2020-08-01 09:45,67,31,36,0,0,0
