Datetime,100031300 (Hafenstraße),101031300 (Channel 1 IN),102031300 (Channel 2 OUT),100031300-status,101031300-status,102031300-status
2021-05-01 00:00,23,9,14,0,0,0
2021-05-01 00:15,16,6,10,0,0,0
2021-05-01 00:30,10,6,4,0,0,0
2021-05-01 00:45,16,9,7,0,0,0
2021-05-01 01:00,13,4,9,0,0,0
2021-05-01 01:15,19,10,9,0,0,0
2021-05-01 01:30,18,4,14,0,0,0
2021-05-01 01:45,11,1,10,0,0,0
2021-05-01 02:00,13,6,7,0,0,0
2021-05-01 02:15,7,4,3,0,0,0
2021-05-01 02:30,4,0,4,0,0,0
2021-05-01 02:45,4,2,2,0,0,0
2021-05-01 03:00,1,1,0,0,0,0
2021-05-01 03:15,4,0,4,0,0,0
2021-05-01 03:30,6,2,4,0,0,0
2021-05-01 03:45,5,1,4,0,0,0
2021-05-01 04:00,3,1,2,0,0,0
2021-05-01 04:15,1,1,0,0,0,0
2021-05-01 04:30,2,0,2,0,0,0
2021-05-01 04:45,1,1,0,0,0,0
2021-05-01 05:00,1,1,0,0,0,0
2021-05-01 05:15,3,1,2,0,0,0
2021-05-01 05:30,4,0,4,0,0,0
2021-05-01 05:45,8,3,5,0,0,0
2021-05-01 06:00,1,1,0,0,0,0
2021-05-01 06:15,3,2,1,0,0,0
2021-05-01 06:30,5,1,4,0,0,0
2021-05-01 06:45,7,6,1,0,0,0
2021-05-01 07:00,9,7,2,0,0,0
2021-05-01 07:15,12,5,7,0,0,0
2021-05-01 07:30,12,3,9,0,0,0
2021-05-01 07:45,15,6,9,0,0,0
2021-05-01 08:00,13,7,6,0,0,0
2021-05-01 08:15,16,8,8,0,0,0
2021-05-01 08:30,23,14,9,0,0,0
2021-05-01 08:45,30,19,11,0,0,0
2021-05-01 09:00,24,13,11,0,0,0
2021-05-01 09:15,26,11,15,0,0,0
2021-05-01 09:30,30,12,18,0,0,0
2021-05-01 09:45,35,13,22,0,0,0
2021-05-01 10:00,50,30,20,0,0,0
2021-05-01 10:15,44,19,25,0,0,0
2021-05-01 10:30,32,15,17,0,0,0
2021-05-01 10:45,55,32,23,0,0,0
2021-05-01 11:00,45,16,29,0,0,0
2021-05-01 11:15,78,28,50,0,0,0
2021-05-01 11:30,59,25,34,0,0,0
2021-05-01 11:45,58,23,35,0,0,0
2021-05-01 12:00,68,27,41,0,0,0
2021-05-01 12:15,77,43,34,0,0,0
2021-05-01 12:30,83,39,44,0,0,0
2021-05-01 12:45,83,41,42,0,0,0
2021-05-01 13:00,85,32,53,0,0,0
2021-05-01 13:15,91,46,45,0,0,0
2021-05-01 13:30,82,47,35,0,0,0
2021-05-01 13:45,79,42,37,0,0,0
2021-05-01 14:00,96,51,45,0,0,0
2021-05-01 14:15,101,52,49,0,0,0
2021-05-01 14:30,98,49,49,0,0,0
2021-05-01 14:45,81,33,48,0,0,0
2021-05-01 15:00,92,38,54,0,0,0
2021-05-01 15:15,100,42,58,0,0,0
2021-05-01 15:30,72,29,43,0,0,0
2021-05-01 15:45,111,52,59,0,0,0
2021-05-01 16:00,89,35,54,0,0,0
2021-05-01 16:15,70,36,34,0,0,0
2021-05-01 16:30,97,49,48,0,0,0
2021-05-01 16:45,88,32,56,0,0,0
2021-05-01 17:00,79,46,33,0,0,0
2021-05-01 17:15,91,36,55,0,0,0
2021-05-01 17:30,65,25,40,0,0,0
2021-05-01 17:45,101,44,57,0,0,0
2021-05-01 18:00,85,41,44,0,0,0
2021-05-01 18:15,65,29,36,0,0,0
2021-05-01 18:30,81,49,32,0,0,0
2021-05-01 18:45,68,33,35,0,0,0
2021-05-01 19:00,70,29,41,0,0,0
2021-05-01 19:15,63,24,39,0,0,0
2021-05-01 19:30,62,26,36,0,0,0
2021-05-01 19:45,68,16,52,0,0,0
2021-05-01 20:00,65,25,40,0,0,0
2021-05-01 20:15,60,30,30,0,0,0
2021-05-01 20:30,43,19,24,0,0,0
2021-05-01 20:45,42,18,24,0,0,0
2021-05-01 21:00,44,17,27,0,0,0
2021-05-01 21:15,55,32,23,0,0,0
2021-05-01 21:30,38,20,18,0,0,0
2021-05-01 21:45,30,17,13,0,0,0
2021-05-01 22:00,36,13,23,0,0,0
2021-05-01 22:15,23,12,11,0,0,0
