Datetime,300037931 (Gasselstiege),353413846 (Gasselstiege Fahrräder Stadteinwärts),353413847 (Gasselstiege Fahrräder Stadtauswärts),353426663 (Gasselstiege Fahrräder Stadteinwärts),353426665 (Gasselstiege Fahrräder Stadteinwärts),353426666 (Gasselstiege Fahrräder Stadtauswärts),353426668 (Gasselstiege Fahrräder Stadtauswärts),300037931-status,353413846-status,353413847-status,353426663-status,353426665-status,353426666-status,353426668-status
2025-01-01 00:00,2,0,2,,,,,0,0,0,,,,
2025-01-01 00:15,2,0,2,,,,,0,0,0,,,,
2025-01-01 00:30,4,2,2,,,,,0,0,0,,,,
2025-01-01 00:45,2,1,1,,,,,0,0,0,,,,
2025-01-01 01:00,0,0,0,,,,,0,0,0,,,,
2025-01-01 01:15,8,4,4,,,,,0,0,0,,,,
2025-01-01 01:30,12,7,5,,,,,0,0,0,,,,
2025-01-01 01:45,18,7,11,,,,,0,0,0,,,,
2025-01-01 02:00,15,5,10,,,,,0,0,0,,,,
2025-01-01 02:15,11,4,7,,,,,0,0,0,,,,
2025-01-01 02:30,16,6,10,,,,,0,0,0,,,,
2025-01-01 02:45,9,1,8,,,,,0,0,0,,,,
2025-01-01 03:00,14,5,9,,,,,0,0,0,,,,
2025-01-01 03:15,12,0,12,,,,,0,0,0,,,,
2025-01-01 03:30,4,0,4,,,,,0,0,0,,,,
2025-01-01 03:45,18,11,7,,,,,0,0,0,,,,
2025-01-01 04:00,4,2,2,,,,,0,0,0,,,,
2025-01-01 04:15,6,2,4,,,,,0,0,0,,,,
2025-01-01 04:30,4,3,1,,,,,0,0,0,,,,
2025-01-01 04:45,5,3,2,,,,,0,0,0,,,,
2025-01-01 05:00,2,0,2,,,,,0,0,0,,,,
2025-01-01 05:15,4,3,1,,,,,0,0,0,,,,
2025-01-01 05:30,2,1,1,,,,,0,0,0,,,,
2025-01-01 05:45,1,0,1,,,,,0,0,0,,,,
2025-01-01 06:00,5,0,5,,,,,0,0,0,,,,
2025-01-01 06:15,1,1,0,,,,,0,0,0,,,,
2025-01-01 06:30,3,0,3,,,,,0,0,0,,,,
2025-01-01 06:45,3,1,2,,,,,0,0,0,,,,
2025-01-01 07:00,0,0,0,,,,,0,0,0,,,,
2025-01-01 07:15,1,1,0,,,,,0,0,0,,,,
2025-01-01 07:30,1,0,1,,,,,0,0,0,,,,
2025-01-01 07:45,0,0,0,,,,,0,0,0,,,,
2025-01-01 08:00,3,2,1,,,,,0,0,0,,,,
2025-01-01 08:15,2,1,1,,,,,0,0,0,,,,
2025-01-01 08:30,2,2,0,,,,,0,0,0,,,,
2025-01-01 08:45,1,1,0,,,,,0,0,0,,,,
2025-01-01 09:00,3,2,1,,,,,0,0,0,,,,
2025-01-01 09:15,2,1,1,,,,,0,0,0,,,,
2025-01-01 09:30,4,1,3,,,,,0,0,0,,,,
2025-01-01 09:45,4,0,4,,,,,0,0,0,,,,
2025-01-01 10:00,3,2,1,,,,,0,0,0,,,,
2025-01-01 10:15,6,1,5,,,,,0,0,0,,,,
2025-01-01 10:30,9,6,3,,,,,0,0,0,,,,
2025-01-01 10:45,5,0,5,,,,,0,0,0,,,,
2025-01-01 11:00,4,1,3,,,,,0,0,0,,,,
