Datetime,300037931 (Gasselstiege),353413846 (Gasselstiege Fahrräder Stadteinwärts),353413847 (Gasselstiege Fahrräder Stadtauswärts),353426663 (Gasselstiege Fahrräder Stadteinwärts),353426665 (Gasselstiege Fahrräder Stadteinwärts),353426666 (Gasselstiege Fahrräder Stadtauswärts),353426668 (Gasselstiege Fahrräder Stadtauswärts),300037931-status,353413846-status,353413847-status,353426663-status,353426665-status,353426666-status,353426668-status
2024-03-01 00:00,3,0,3,0,0,0,0,0,0,0,0,0,0,0
2024-03-01 00:15,3,0,3,0,0,0,0,0,0,0,0,0,0,0
2024-03-01 00:30,6,0,5,0,0,1,0,0,0,0,0,0,0,0
2024-03-01 00:45,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2024-03-01 01:00,2,0,1,1,0,0,0,0,0,0,0,0,0,0
2024-03-01 01:15,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2024-03-01 01:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-01 01:45,2,0,2,0,0,0,0,0,0,0,0,0,0,0
2024-03-01 02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-01 02:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-01 02:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-01 02:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-01 03:00,2,0,1,1,0,0,0,0,0,0,0,0,0,0
2024-03-01 03:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-01 03:30,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-03-01 03:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-01 04:00,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2024-03-01 04:15,2,0,2,0,0,0,0,0,0,0,0,0,0,0
2024-03-01 04:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-01 04:45,6,0,1,2,3,0,0,0,0,0,0,0,0,0
2024-03-01 05:00,2,0,1,0,1,0,0,0,0,0,0,0,0,0
2024-03-01 05:15,2,0,0,1,1,0,0,0,0,0,0,0,0,0
2024-03-01 05:30,7,1,1,4,1,0,0,0,0,0,0,0,0,0
2024-03-01 05:45,7,0,1,4,2,0,0,0,0,0,0,0,0,0
2024-03-01 06:00,12,0,1,7,4,0,0,0,0,0,0,0,0,0
2024-03-01 06:15,28,1,9,9,8,1,0,0,0,0,0,0,0,0
2024-03-01 06:30,34,2,9,8,15,0,0,0,0,0,0,0,0,0
