Datetime,300037933 (Weißenburgstraße),353413852 (Weißenburgstraße Fahrräder Stadteinwärts),353413853 (Weißenburgstraße Fahrräder Stadtauswärts),300037933-status,353413852-status,353413853-status
2025-06-01 00:00,5,1,4,0,0,0
2025-06-01 00:15,11,10,1,0,0,0
2025-06-01 00:30,3,2,1,0,0,0
2025-06-01 00:45,1,1,0,0,0,0
2025-06-01 01:00,4,4,0,0,0,0
2025-06-01 01:15,1,0,1,0,0,0
2025-06-01 01:30,1,0,1,0,0,0
2025-06-01 01:45,2,2,0,0,0,0
2025-06-01 02:00,7,1,6,0,0,0
2025-06-01 02:15,0,0,0,0,0,0
2025-06-01 02:30,1,1,0,0,0,0
2025-06-01 02:45,0,0,0,0,0,0
2025-06-01 03:00,1,0,1,0,0,0
2025-06-01 03:15,0,0,0,0,0,0
2025-06-01 03:30,0,0,0,0,0,0
2025-06-01 03:45,0,0,0,0,0,0
2025-06-01 04:00,1,1,0,0,0,0
2025-06-01 04:15,0,0,0,0,0,0
2025-06-01 04:30,2,2,0,0,0,0
2025-06-01 04:45,0,0,0,0,0,0
2025-06-01 05:00,0,0,0,0,0,0
2025-06-01 05:15,0,0,0,0,0,0
2025-06-01 05:30,2,1,1,0,0,0
2025-06-01 05:45,0,0,0,0,0,0
2025-06-01 06:00,0,0,0,0,0,0
2025-06-01 06:15,1,1,0,0,0,0
2025-06-01 06:30,1,1,0,0,0,0
2025-06-01 06:45,2,1,1,0,0,0
2025-06-01 07:00,2,0,2,0,0,0
2025-06-01 07:15,2,2,0,0,0,0
2025-06-01 07:30,7,1,6,0,0,0
2025-06-01 07:45,1,0,1,0,0,0
2025-06-01 08:00,0,0,0,0,0,0
2025-06-01 08:15,3,2,1,0,0,0
2025-06-01 08:30,4,3,1,0,0,0
2025-06-01 08:45,6,2,4,0,0,0
2025-06-01 09:00,2,2,0,0,0,0
2025-06-01 09:15,7,2,5,0,0,0
2025-06-01 09:30,12,4,8,0,0,0
2025-06-01 09:45,8,4,4,0,0,0
2025-06-01 10:00,8,7,1,0,0,0
2025-06-01 10:15,14,5,9,0,0,0
2025-06-01 10:30,9,5,4,0,0,0
2025-06-01 10:45,19,13,6,0,0,0
2025-06-01 11:00,18,14,4,0,0,0
2025-06-01 11:15,17,5,12,0,0,0
2025-06-01 11:30,16,2,14,0,0,0
2025-06-01 11:45,12,8,4,0,0,0
2025-06-01 12:00,18,11,7,0,0,0
2025-06-01 12:15,17,11,6,0,0,0
2025-06-01 12:30,17,6,11,0,0,0
2025-06-01 12:45,16,7,9,0,0,0
2025-06-01 13:00,14,6,8,0,0,0
2025-06-01 13:15,13,9,4,0,0,0
2025-06-01 13:30,18,5,13,0,0,0
2025-06-01 13:45,21,6,15,0,0,0
2025-06-01 14:00,18,15,3,0,0,0
2025-06-01 14:15,21,9,12,0,0,0
2025-06-01 14:30,20,9,11,0,0,0
2025-06-01 14:45,12,4,8,0,0,0
2025-06-01 15:00,17,8,9,0,0,0
2025-06-01 15:15,20,8,12,0,0,0
2025-06-01 15:30,19,4,15,0,0,0
2025-06-01 15:45,29,16,13,0,0,0
2025-06-01 16:00,12,1,11,0,0,0
2025-06-01 16:15,4,2,2,0,0,0
2025-06-01 16:30,13,6,7,0,0,0
2025-06-01 16:45,6,2,4,0,0,0
2025-06-01 17:00,18,9,9,0,0,0
2025-06-01 17:15,25,9,16,0,0,0
2025-06-01 17:30,33,13,20,0,0,0
2025-06-01 17:45,18,9,9,0,0,0
2025-06-01 18:00,26,13,13,0,0,0
2025-06-01 18:15,14,2,12,0,0,0
2025-06-01 18:30,12,5,7,0,0,0
2025-06-01 18:45,10,2,8,0,0,0
2025-06-01 19:00,13,7,6,0,0,0
2025-06-01 19:15,18,6,12,0,0,0
2025-06-01 19:30,18,14,4,0,0,0
2025-06-01 19:45,8,4,4,0,0,0
2025-06-01 20:00,8,4,4,0,0,0
2025-06-01 20:15,2,1,1,0,0,0
2025-06-01 20:30,3,1,2,0,0,0
2025-06-01 20:45,9,3,6,0,0,0
2025-06-01 21:00,7,4,3,0,0,0
2025-06-01 21:15,7,4,3,0,0,0
2025-06-01 21:30,4,1,3,0,0,0
