Datetime,300037933 (Weißenburg Str.),353413852 (Weißenburg Str. [Bike Stadteinwärts]),353413853 (Weißenburg Str. [Bike Stadtauswärts]),300037933-status,353413852-status,353413853-status
2024-06-01 00:00,4,2,2,0,0,0
2024-06-01 00:15,5,3,2,0,0,0
2024-06-01 00:30,0,0,0,0,0,0
2024-06-01 00:45,1,1,0,0,0,0
2024-06-01 01:00,4,4,0,0,0,0
2024-06-01 01:15,5,4,1,0,0,0
2024-06-01 01:30,0,0,0,0,0,0
2024-06-01 01:45,4,4,0,0,0,0
2024-06-01 02:00,3,3,0,0,0,0
2024-06-01 02:15,2,1,1,0,0,0
2024-06-01 02:30,1,1,0,0,0,0
2024-06-01 02:45,2,1,1,0,0,0
2024-06-01 03:00,1,1,0,0,0,0
2024-06-01 03:15,0,0,0,0,0,0
2024-06-01 03:30,1,1,0,0,0,0
2024-06-01 03:45,1,1,0,0,0,0
2024-06-01 04:00,0,0,0,0,0,0
2024-06-01 04:15,0,0,0,0,0,0
2024-06-01 04:30,0,0,0,0,0,0
2024-06-01 04:45,1,1,0,0,0,0
2024-06-01 05:00,0,0,0,0,0,0
2024-06-01 05:15,1,1,0,0,0,0
2024-06-01 05:30,4,1,3,0,0,0
2024-06-01 05:45,1,0,1,0,0,0
2024-06-01 06:00,2,1,1,0,0,0
2024-06-01 06:15,2,2,0,0,0,0
2024-06-01 06:30,2,2,0,0,0,0
2024-06-01 06:45,1,0,1,0,0,0
2024-06-01 07:00,4,1,3,0,0,0
2024-06-01 07:15,3,1,2,0,0,0
2024-06-01 07:30,1,0,1,0,0,0
2024-06-01 07:45,8,3,5,0,0,0
2024-06-01 08:00,4,2,2,0,0,0
2024-06-01 08:15,19,8,11,0,0,0
2024-06-01 08:30,15,3,12,0,0,0
2024-06-01 08:45,18,4,14,0,0,0
2024-06-01 09:00,9,3,6,0,0,0
2024-06-01 09:15,18,7,11,0,0,0
2024-06-01 09:30,19,3,16,0,0,0
2024-06-01 09:45,29,10,19,0,0,0
2024-06-01 10:00,27,13,14,0,0,0
2024-06-01 10:15,28,14,14,0,0,0
2024-06-01 10:30,25,8,17,0,0,0
2024-06-01 10:45,30,11,19,0,0,0
2024-06-01 11:00,27,9,18,0,0,0
2024-06-01 11:15,20,5,15,0,0,0
2024-06-01 11:30,31,18,13,0,0,0
2024-06-01 11:45,28,8,20,0,0,0
2024-06-01 12:00,31,16,15,0,0,0
2024-06-01 12:15,25,11,14,0,0,0
2024-06-01 12:30,21,13,8,0,0,0
2024-06-01 12:45,25,11,14,0,0,0
2024-06-01 13:00,25,6,19,0,0,0
2024-06-01 13:15,14,5,9,0,0,0
2024-06-01 13:30,18,4,14,0,0,0
2024-06-01 13:45,18,8,10,0,0,0
2024-06-01 14:00,27,15,12,0,0,0
2024-06-01 14:15,25,8,17,0,0,0
2024-06-01 14:30,22,11,11,0,0,0
2024-06-01 14:45,37,14,23,0,0,0
2024-06-01 15:00,22,12,10,0,0,0
2024-06-01 15:15,15,8,7,0,0,0
2024-06-01 15:30,16,10,6,0,0,0
2024-06-01 15:45,27,14,13,0,0,0
2024-06-01 16:00,17,9,8,0,0,0
2024-06-01 16:15,18,11,7,0,0,0
2024-06-01 16:30,26,17,9,0,0,0
2024-06-01 16:45,37,12,25,0,0,0
2024-06-01 17:00,24,11,13,0,0,0
2024-06-01 17:15,27,12,15,0,0,0
2024-06-01 17:30,29,16,13,0,0,0
2024-06-01 17:45,15,7,8,0,0,0
2024-06-01 18:00,13,7,6,0,0,0
2024-06-01 18:15,17,8,9,0,0,0
2024-06-01 18:30,15,6,9,0,0,0
2024-06-01 18:45,18,11,7,0,0,0
2024-06-01 19:00,23,14,9,0,0,0
2024-06-01 19:15,13,1,12,0,0,0
2024-06-01 19:30,12,6,6,0,0,0
2024-06-01 19:45,22,7,15,0,0,0
2024-06-01 20:00,17,12,5,0,0,0
2024-06-01 20:15,16,8,8,0,0,0
2024-06-01 20:30,16,8,8,0,0,0
2024-06-01 20:45,11,6,5,0,0,0
2024-06-01 21:00,9,4,5,0,0,0
2024-06-01 21:15,10,6,4,0,0,0
2024-06-01 21:30,8,7,1,0,0,0
2024-06-01 21:45,6,4,2,0,0,0
2024-06-01 22:00,7,4,3,0,0,0
2024-06-01 22:15,4,3,1,0,0,0
2024-06-01 22:30,6,3,3,0,0,0
2024-06-01 22:45,4,1,3,0,0,0
2024-06-01 23:00,10,5,5,0,0,0
2024-06-01 23:15,13,10,3,0,0,0
2024-06-01 23:30,13,11,2,0,0,0
2024-06-01 23:45,7,2,5,0,0,0
2024-06-02 00:00,1,1,0,0,0,0
2024-06-02 00:15,10,3,7,0,0,0
2024-06-02 00:30,0,0,0,0,0,0
2024-06-02 00:45,0,0,0,0,0,0
2024-06-02 01:00,1,1,0,0,0,0
2024-06-02 01:15,1,0,1,0,0,0
2024-06-02 01:30,3,1,2,0,0,0
2024-06-02 01:45,0,0,0,0,0,0
2024-06-02 02:00,2,1,1,0,0,0
2024-06-02 02:15,1,1,0,0,0,0
2024-06-02 02:30,2,1,1,0,0,0
2024-06-02 02:45,5,2,3,0,0,0
2024-06-02 03:00,1,0,1,0,0,0
2024-06-02 03:15,0,0,0,0,0,0
2024-06-02 03:30,0,0,0,0,0,0
2024-06-02 03:45,0,0,0,0,0,0
2024-06-02 04:00,1,0,1,0,0,0
