Datetime,300037933 (Weißenburg Str.),353413852 (Weißenburg Str. [Bike Stadteinwärts]),353413853 (Weißenburg Str. [Bike Stadtauswärts]),300037933-status,353413852-status,353413853-status
2024-07-17 08:30,0,0,0,0,0,0
2024-07-17 08:45,17,3,14,0,0,0
2024-07-17 09:00,11,4,7,0,0,0
2024-07-17 09:15,12,2,10,0,0,0
2024-07-17 09:30,25,10,15,0,0,0
2024-07-17 09:45,18,8,10,0,0,0
2024-07-17 10:00,13,7,6,0,0,0
2024-07-17 10:15,6,2,4,0,0,0
2024-07-17 10:30,9,4,5,0,0,0
2024-07-17 10:45,12,2,10,0,0,0
2024-07-17 11:00,18,14,4,0,0,0
2024-07-17 11:15,10,4,6,0,0,0
2024-07-17 11:30,18,7,11,0,0,0
2024-07-17 11:45,16,8,8,0,0,0
2024-07-17 12:00,18,9,9,0,0,0
2024-07-17 12:15,19,9,10,0,0,0
2024-07-17 12:30,10,5,5,0,0,0
2024-07-17 12:45,16,11,5,0,0,0
2024-07-17 13:00,17,11,6,0,0,0
2024-07-17 13:15,14,9,5,0,0,0
2024-07-17 13:30,20,10,10,0,0,0
2024-07-17 13:45,21,12,9,0,0,0
2024-07-17 14:00,20,12,8,0,0,0
2024-07-17 14:15,14,11,3,0,0,0
2024-07-17 14:30,19,12,7,0,0,0
2024-07-17 14:45,20,16,4,0,0,0
2024-07-17 15:00,13,6,7,0,0,0
2024-07-17 15:15,29,12,17,0,0,0
2024-07-17 15:30,19,10,9,0,0,0
2024-07-17 15:45,24,13,11,0,0,0
2024-07-17 16:00,25,18,7,0,0,0
2024-07-17 16:15,19,12,7,0,0,0
2024-07-17 16:30,29,17,12,0,0,0
2024-07-17 16:45,35,18,17,0,0,0
2024-07-17 17:00,18,13,5,0,0,0
2024-07-17 17:15,33,19,14,0,0,0
2024-07-17 17:30,25,14,11,0,0,0
2024-07-17 17:45,33,19,14,0,0,0
2024-07-17 18:00,25,17,8,0,0,0
2024-07-17 18:15,23,15,8,0,0,0
2024-07-17 18:30,18,9,9,0,0,0
2024-07-17 18:45,26,9,17,0,0,0
2024-07-17 19:00,20,13,7,0,0,0
2024-07-17 19:15,9,6,3,0,0,0
2024-07-17 19:30,16,10,6,0,0,0
2024-07-17 19:45,14,10,4,0,0,0
2024-07-17 20:00,16,9,7,0,0,0
2024-07-17 20:15,13,9,4,0,0,0
2024-07-17 20:30,7,5,2,0,0,0
2024-07-17 20:45,14,9,5,0,0,0
2024-07-17 21:00,7,2,5,0,0,0
2024-07-17 21:15,12,5,7,0,0,0
2024-07-17 21:30,6,3,3,0,0,0
2024-07-17 21:45,3,3,0,0,0,0
2024-07-17 22:00,7,6,1,0,0,0
2024-07-17 22:15,8,6,2,0,0,0
2024-07-17 22:30,6,5,1,0,0,0
2024-07-17 22:45,8,6,2,0,0,0
2024-07-17 23:00,5,4,1,0,0,0
2024-07-17 23:15,4,3,1,0,0,0
2024-07-17 23:30,1,1,0,0,0,0
2024-07-17 23:45,5,1,4,0,0,0
2024-07-18 00:00,3,2,1,0,0,0
2024-07-18 00:15,1,0,1,0,0,0
2024-07-18 00:30,1,1,0,0,0,0
2024-07-18 00:45,1,1,0,0,0,0
2024-07-18 01:00,0,0,0,0,0,0
2024-07-18 01:15,1,1,0,0,0,0
2024-07-18 01:30,0,0,0,0,0,0
2024-07-18 01:45,1,1,0,0,0,0
2024-07-18 02:00,0,0,0,0,0,0
2024-07-18 02:15,0,0,0,0,0,0
2024-07-18 02:30,0,0,0,0,0,0
2024-07-18 02:45,1,1,0,0,0,0
2024-07-18 03:00,2,2,0,0,0,0
2024-07-18 03:15,0,0,0,0,0,0
2024-07-18 03:30,1,1,0,0,0,0
2024-07-18 03:45,2,2,0,0,0,0
2024-07-18 04:00,0,0,0,0,0,0
2024-07-18 04:15,3,0,3,0,0,0
2024-07-18 04:30,1,0,1,0,0,0
2024-07-18 04:45,1,0,1,0,0,0
2024-07-18 05:00,2,2,0,0,0,0
2024-07-18 05:15,1,0,1,0,0,0
2024-07-18 05:30,1,1,0,0,0,0
2024-07-18 05:45,2,0,2,0,0,0
2024-07-18 06:00,5,1,4,0,0,0
2024-07-18 06:15,9,5,4,0,0,0
2024-07-18 06:30,10,3,7,0,0,0
2024-07-18 06:45,9,4,5,0,0,0
2024-07-18 07:00,11,5,6,0,0,0
2024-07-18 07:15,17,7,10,0,0,0
2024-07-18 07:30,23,10,13,0,0,0
2024-07-18 07:45,22,13,9,0,0,0
2024-07-18 08:00,26,7,19,0,0,0
2024-07-18 08:15,17,5,12,0,0,0
2024-07-18 08:30,15,7,8,0,0,0
2024-07-18 08:45,26,12,14,0,0,0
2024-07-18 09:00,16,5,11,0,0,0
2024-07-18 09:15,9,5,4,0,0,0
2024-07-18 09:30,20,7,13,0,0,0
2024-07-18 09:45,20,7,13,0,0,0
2024-07-18 10:00,16,4,12,0,0,0
2024-07-18 10:15,11,5,6,0,0,0
2024-07-18 10:30,20,4,16,0,0,0
2024-07-18 10:45,18,5,13,0,0,0
2024-07-18 11:00,15,8,7,0,0,0
2024-07-18 11:15,17,7,10,0,0,0
2024-07-18 11:30,19,11,8,0,0,0
2024-07-18 11:45,13,7,6,0,0,0
2024-07-18 12:00,22,10,12,0,0,0
2024-07-18 12:15,19,10,9,0,0,0
2024-07-18 12:30,14,9,5,0,0,0
2024-07-18 12:45,11,6,5,0,0,0
2024-07-18 13:00,21,12,9,0,0,0
2024-07-18 13:15,16,10,6,0,0,0
2024-07-18 13:30,16,6,10,0,0,0
2024-07-18 13:45,18,12,6,0,0,0
2024-07-18 14:00,17,10,7,0,0,0
2024-07-18 14:15,27,13,14,0,0,0
2024-07-18 14:30,19,13,6,0,0,0
2024-07-18 14:45,22,13,9,0,0,0
2024-07-18 15:00,28,14,14,0,0,0
2024-07-18 15:15,24,12,12,0,0,0
2024-07-18 15:30,24,15,9,0,0,0
2024-07-18 15:45,36,21,15,0,0,0
2024-07-18 16:00,34,27,7,0,0,0
2024-07-18 16:15,38,25,13,0,0,0
2024-07-18 16:30,40,23,17,0,0,0
2024-07-18 16:45,22,18,4,0,0,0
2024-07-18 17:00,30,14,16,0,0,0
2024-07-18 17:15,23,13,10,0,0,0
2024-07-18 17:30,22,14,8,0,0,0
2024-07-18 17:45,19,8,11,0,0,0
2024-07-18 18:00,20,15,5,0,0,0
2024-07-18 18:15,14,9,5,0,0,0
2024-07-18 18:30,19,9,10,0,0,0
2024-07-18 18:45,25,17,8,0,0,0
2024-07-18 19:00,19,13,6,0,0,0
2024-07-18 19:15,20,10,10,0,0,0
2024-07-18 19:30,17,11,6,0,0,0
