Datetime,300037933 (Weißenburg Str.),353413852 (Weißenburg Str. [Bike Stadteinwärts]),353413853 (Weißenburg Str. [Bike Stadtauswärts]),300037933-status,353413852-status,353413853-status
2025-05-01 21:30,9,8,1,0,0,0
2025-05-01 21:45,7,6,1,0,0,0
2025-05-01 22:00,8,4,4,0,0,0
2025-05-01 22:15,4,3,1,0,0,0
2025-05-01 22:30,17,17,0,0,0,0
2025-05-01 22:45,5,2,3,0,0,0
2025-05-01 23:00,7,4,3,0,0,0
2025-05-01 23:15,4,4,0,0,0,0
2025-05-01 23:30,0,0,0,0,0,0
2025-05-01 23:45,1,0,1,0,0,0
2025-05-02 00:00,4,4,0,0,0,0
2025-05-02 00:15,0,0,0,0,0,0
2025-05-02 00:30,1,0,1,0,0,0
2025-05-02 00:45,3,1,2,0,0,0
2025-05-02 01:00,0,0,0,0,0,0
2025-05-02 01:15,2,2,0,0,0,0
2025-05-02 01:30,0,0,0,0,0,0
2025-05-02 01:45,0,0,0,0,0,0
2025-05-02 02:00,3,2,1,0,0,0
2025-05-02 02:15,0,0,0,0,0,0
2025-05-02 02:30,0,0,0,0,0,0
2025-05-02 02:45,1,1,0,0,0,0
2025-05-02 03:00,0,0,0,0,0,0
2025-05-02 03:15,3,1,2,0,0,0
2025-05-02 03:30,0,0,0,0,0,0
2025-05-02 03:45,0,0,0,0,0,0
2025-05-02 04:00,0,0,0,0,0,0
2025-05-02 04:15,2,0,2,0,0,0
2025-05-02 04:30,2,2,0,0,0,0
2025-05-02 04:45,4,1,3,0,0,0
2025-05-02 05:00,2,1,1,0,0,0
2025-05-02 05:15,0,0,0,0,0,0
2025-05-02 05:30,1,1,0,0,0,0
2025-05-02 05:45,1,1,0,0,0,0
2025-05-02 06:00,2,0,2,0,0,0
2025-05-02 06:15,6,4,2,0,0,0
2025-05-02 06:30,5,0,5,0,0,0
2025-05-02 06:45,7,0,7,0,0,0
2025-05-02 07:00,13,8,5,0,0,0
2025-05-02 07:15,42,3,39,0,0,0
2025-05-02 07:30,102,19,83,0,0,0
2025-05-02 07:45,36,18,18,0,0,0
2025-05-02 08:00,27,9,18,0,0,0
2025-05-02 08:15,12,5,7,0,0,0
2025-05-02 08:30,25,10,15,0,0,0
2025-05-02 08:45,18,6,12,0,0,0
2025-05-02 09:00,25,7,18,0,0,0
2025-05-02 09:15,26,15,11,0,0,0
2025-05-02 09:30,28,4,24,0,0,0
2025-05-02 09:45,32,7,25,0,0,0
2025-05-02 10:00,33,4,29,0,0,0
2025-05-02 10:15,25,16,9,0,0,0
2025-05-02 10:30,28,8,20,0,0,0
2025-05-02 10:45,18,9,9,0,0,0
2025-05-02 11:00,20,10,10,0,0,0
2025-05-02 11:15,15,8,7,0,0,0
2025-05-02 11:30,20,12,8,0,0,0
2025-05-02 11:45,30,15,15,0,0,0
2025-05-02 12:00,28,16,12,0,0,0
2025-05-02 12:15,38,29,9,0,0,0
2025-05-02 12:30,40,29,11,0,0,0
2025-05-02 12:45,24,16,8,0,0,0
2025-05-02 13:00,23,7,16,0,0,0
2025-05-02 13:15,37,16,21,0,0,0
2025-05-02 13:30,52,24,28,0,0,0
2025-05-02 13:45,78,57,21,0,0,0
2025-05-02 14:00,20,14,6,0,0,0
2025-05-02 14:15,33,16,17,0,0,0
2025-05-02 14:30,54,40,14,0,0,0
2025-05-02 14:45,25,9,16,0,0,0
2025-05-02 15:00,17,9,8,0,0,0
2025-05-02 15:15,18,14,4,0,0,0
2025-05-02 15:30,25,15,10,0,0,0
2025-05-02 15:45,35,19,16,0,0,0
2025-05-02 16:00,26,21,5,0,0,0
2025-05-02 16:15,38,32,6,0,0,0
2025-05-02 16:30,26,13,13,0,0,0
2025-05-02 16:45,30,18,12,0,0,0
2025-05-02 17:00,29,11,18,0,0,0
2025-05-02 17:15,33,16,17,0,0,0
2025-05-02 17:30,44,19,25,0,0,0
2025-05-02 17:45,22,12,10,0,0,0
2025-05-02 18:00,39,17,22,0,0,0
2025-05-02 18:15,29,16,13,0,0,0
2025-05-02 18:30,23,13,10,0,0,0
2025-05-02 18:45,24,15,9,0,0,0
2025-05-02 19:00,20,10,10,0,0,0
2025-05-02 19:15,22,8,14,0,0,0
2025-05-02 19:30,24,13,11,0,0,0
2025-05-02 19:45,17,11,6,0,0,0
2025-05-02 20:00,14,7,7,0,0,0
2025-05-02 20:15,19,8,11,0,0,0
2025-05-02 20:30,17,9,8,0,0,0
2025-05-02 20:45,16,7,9,0,0,0
2025-05-02 21:00,14,8,6,0,0,0
2025-05-02 21:15,16,9,7,0,0,0
2025-05-02 21:30,3,1,2,0,0,0
2025-05-02 21:45,13,7,6,0,0,0
2025-05-02 22:00,4,4,0,0,0,0
2025-05-02 22:15,15,12,3,0,0,0
2025-05-02 22:30,6,3,3,0,0,0
2025-05-02 22:45,2,1,1,0,0,0
2025-05-02 23:00,9,8,1,0,0,0
2025-05-02 23:15,10,7,3,0,0,0
2025-05-02 23:30,3,1,2,0,0,0
2025-05-02 23:45,12,2,10,0,0,0
2025-05-03 00:00,6,1,5,0,0,0
2025-05-03 00:15,3,1,2,0,0,0
2025-05-03 00:30,3,1,2,0,0,0
2025-05-03 00:45,2,2,0,0,0,0
2025-05-03 01:00,6,4,2,0,0,0
2025-05-03 01:15,2,1,1,0,0,0
2025-05-03 01:30,5,1,4,0,0,0
2025-05-03 01:45,7,6,1,0,0,0
2025-05-03 02:00,0,0,0,0,0,0
2025-05-03 02:15,0,0,0,0,0,0
2025-05-03 02:30,0,0,0,0,0,0
2025-05-03 02:45,0,0,0,0,0,0
2025-05-03 03:00,1,1,0,0,0,0
2025-05-03 03:15,0,0,0,0,0,0
2025-05-03 03:30,0,0,0,0,0,0
2025-05-03 03:45,0,0,0,0,0,0
2025-05-03 04:00,1,0,1,0,0,0
2025-05-03 04:15,1,0,1,0,0,0
2025-05-03 04:30,0,0,0,0,0,0
2025-05-03 04:45,0,0,0,0,0,0
2025-05-03 05:00,0,0,0,0,0,0
2025-05-03 05:15,1,0,1,0,0,0
2025-05-03 05:30,3,2,1,0,0,0
2025-05-03 05:45,1,1,0,0,0,0
2025-05-03 06:00,2,0,2,0,0,0
2025-05-03 06:15,2,1,1,0,0,0
2025-05-03 06:30,0,0,0,0,0,0
2025-05-03 06:45,12,9,3,0,0,0
2025-05-03 07:00,9,0,9,0,0,0
2025-05-03 07:15,12,10,2,0,0,0
2025-05-03 07:30,4,3,1,0,0,0
2025-05-03 07:45,11,6,5,0,0,0
2025-05-03 08:00,6,3,3,0,0,0
2025-05-03 08:15,7,1,6,0,0,0
2025-05-03 08:30,7,3,4,0,0,0
2025-05-03 08:45,10,5,5,0,0,0
2025-05-03 09:00,17,6,11,0,0,0
2025-05-03 09:15,15,11,4,0,0,0
2025-05-03 09:30,14,9,5,0,0,0
2025-05-03 09:45,24,7,17,0,0,0
2025-05-03 10:00,37,18,19,0,0,0
2025-05-03 10:15,23,11,12,0,0,0
2025-05-03 10:30,29,16,13,0,0,0
2025-05-03 10:45,16,6,10,0,0,0
2025-05-03 11:00,25,7,18,0,0,0
2025-05-03 11:15,29,16,13,0,0,0
2025-05-03 11:30,31,12,19,0,0,0
2025-05-03 11:45,27,18,9,0,0,0
2025-05-03 12:00,33,13,20,0,0,0
2025-05-03 12:15,31,15,16,0,0,0
2025-05-03 12:30,33,15,18,0,0,0
2025-05-03 12:45,12,6,6,0,0,0
2025-05-03 13:00,21,10,11,0,0,0
2025-05-03 13:15,13,3,10,0,0,0
2025-05-03 13:30,17,9,8,0,0,0
2025-05-03 13:45,19,5,14,0,0,0
2025-05-03 14:00,27,13,14,0,0,0
2025-05-03 14:15,31,15,16,0,0,0
2025-05-03 14:30,27,13,14,0,0,0
2025-05-03 14:45,16,10,6,0,0,0
2025-05-03 15:00,12,10,2,0,0,0
2025-05-03 15:15,28,11,17,0,0,0
2025-05-03 15:30,36,24,12,0,0,0
2025-05-03 15:45,21,11,10,0,0,0
2025-05-03 16:00,22,12,10,0,0,0
2025-05-03 16:15,29,17,12,0,0,0
2025-05-03 16:30,32,15,17,0,0,0
2025-05-03 16:45,37,20,17,0,0,0
2025-05-03 17:00,17,10,7,0,0,0
2025-05-03 17:15,16,8,8,0,0,0
2025-05-03 17:30,23,15,8,0,0,0
2025-05-03 17:45,20,17,3,0,0,0
2025-05-03 18:00,21,14,7,0,0,0
2025-05-03 18:15,10,7,3,0,0,0
2025-05-03 18:30,24,8,16,0,0,0
2025-05-03 18:45,13,5,8,0,0,0
2025-05-03 19:00,18,10,8,0,0,0
2025-05-03 19:15,14,6,8,0,0,0
2025-05-03 19:30,18,7,11,0,0,0
2025-05-03 19:45,17,11,6,0,0,0
2025-05-03 20:00,9,5,4,0,0,0
2025-05-03 20:15,18,13,5,0,0,0
2025-05-03 20:30,10,1,9,0,0,0
2025-05-03 20:45,12,8,4,0,0,0
2025-05-03 21:00,11,7,4,0,0,0
2025-05-03 21:15,13,6,7,0,0,0
2025-05-03 21:30,10,3,7,0,0,0
2025-05-03 21:45,12,7,5,0,0,0
2025-05-03 22:00,6,4,2,0,0,0
2025-05-03 22:15,5,2,3,0,0,0
2025-05-03 22:30,8,2,6,0,0,0
2025-05-03 22:45,7,2,5,0,0,0
2025-05-03 23:00,10,7,3,0,0,0
2025-05-03 23:15,3,2,1,0,0,0
2025-05-03 23:30,8,8,0,0,0,0
2025-05-03 23:45,4,0,4,0,0,0
2025-05-04 00:00,3,3,0,0,0,0
2025-05-04 00:15,2,2,0,0,0,0
2025-05-04 00:30,1,1,0,0,0,0
2025-05-04 00:45,2,2,0,0,0,0
2025-05-04 01:00,1,1,0,0,0,0
2025-05-04 01:15,0,0,0,0,0,0
2025-05-04 01:30,3,2,1,0,0,0
2025-05-04 01:45,1,0,1,0,0,0
2025-05-04 02:00,2,2,0,0,0,0
2025-05-04 02:15,8,3,5,0,0,0
2025-05-04 02:30,3,0,3,0,0,0
2025-05-04 02:45,0,0,0,0,0,0
2025-05-04 03:00,0,0,0,0,0,0
2025-05-04 03:15,2,2,0,0,0,0
2025-05-04 03:30,0,0,0,0,0,0
2025-05-04 03:45,0,0,0,0,0,0
2025-05-04 04:00,1,0,1,0,0,0
2025-05-04 04:15,3,2,1,0,0,0
2025-05-04 04:30,2,2,0,0,0,0
2025-05-04 04:45,0,0,0,0,0,0
2025-05-04 05:00,0,0,0,0,0,0
2025-05-04 05:15,0,0,0,0,0,0
2025-05-04 05:30,1,1,0,0,0,0
2025-05-04 05:45,0,0,0,0,0,0
2025-05-04 06:00,2,1,1,0,0,0
2025-05-04 06:15,2,2,0,0,0,0
2025-05-04 06:30,3,1,2,0,0,0
2025-05-04 06:45,2,2,0,0,0,0
2025-05-04 07:00,0,0,0,0,0,0
2025-05-04 07:15,1,1,0,0,0,0
2025-05-04 07:30,0,0,0,0,0,0
2025-05-04 07:45,1,1,0,0,0,0
2025-05-04 08:00,0,0,0,0,0,0
2025-05-04 08:15,5,4,1,0,0,0
2025-05-04 08:30,3,1,2,0,0,0
2025-05-04 08:45,4,2,2,0,0,0
2025-05-04 09:00,4,3,1,0,0,0
2025-05-04 09:15,4,2,2,0,0,0
2025-05-04 09:30,5,2,3,0,0,0
2025-05-04 09:45,16,5,11,0,0,0
2025-05-04 10:00,3,3,0,0,0,0
2025-05-04 10:15,8,2,6,0,0,0
2025-05-04 10:30,11,8,3,0,0,0
2025-05-04 10:45,20,13,7,0,0,0
2025-05-04 11:00,13,6,7,0,0,0
2025-05-04 11:15,16,7,9,0,0,0
2025-05-04 11:30,6,1,5,0,0,0
2025-05-04 11:45,12,6,6,0,0,0
2025-05-04 12:00,15,10,5,0,0,0
2025-05-04 12:15,17,11,6,0,0,0
2025-05-04 12:30,10,4,6,0,0,0
2025-05-04 12:45,10,4,6,0,0,0
2025-05-04 13:00,10,6,4,0,0,0
2025-05-04 13:15,22,8,14,0,0,0
2025-05-04 13:30,18,10,8,0,0,0
2025-05-04 13:45,24,9,15,0,0,0
2025-05-04 14:00,14,8,6,0,0,0
2025-05-04 14:15,12,7,5,0,0,0
2025-05-04 14:30,20,7,13,0,0,0
2025-05-04 14:45,21,16,5,0,0,0
2025-05-04 15:00,9,5,4,0,0,0
2025-05-04 15:15,9,2,7,0,0,0
2025-05-04 15:30,19,5,14,0,0,0
2025-05-04 15:45,22,6,16,0,0,0
2025-05-04 16:00,24,9,15,0,0,0
2025-05-04 16:15,15,8,7,0,0,0
2025-05-04 16:30,16,10,6,0,0,0
2025-05-04 16:45,25,10,15,0,0,0
2025-05-04 17:00,22,4,18,0,0,0
2025-05-04 17:15,5,2,3,0,0,0
2025-05-04 17:30,16,8,8,0,0,0
2025-05-04 17:45,15,12,3,0,0,0
2025-05-04 18:00,20,13,7,0,0,0
2025-05-04 18:15,23,12,11,0,0,0
2025-05-04 18:30,26,11,15,0,0,0
2025-05-04 18:45,9,6,3,0,0,0
2025-05-04 19:00,9,8,1,0,0,0
2025-05-04 19:15,9,4,5,0,0,0
2025-05-04 19:30,17,11,6,0,0,0
2025-05-04 19:45,12,4,8,0,0,0
2025-05-04 20:00,16,11,5,0,0,0
2025-05-04 20:15,5,2,3,0,0,0
2025-05-04 20:30,1,1,0,0,0,0
2025-05-04 20:45,4,1,3,0,0,0
2025-05-04 21:00,10,6,4,0,0,0
2025-05-04 21:15,9,8,1,0,0,0
2025-05-04 21:30,7,4,3,0,0,0
2025-05-04 21:45,4,3,1,0,0,0
2025-05-04 22:00,1,1,0,0,0,0
2025-05-04 22:15,10,6,4,0,0,0
2025-05-04 22:30,6,4,2,0,0,0
2025-05-04 22:45,3,2,1,0,0,0
2025-05-04 23:00,2,1,1,0,0,0
2025-05-04 23:15,2,2,0,0,0,0
2025-05-04 23:30,2,2,0,0,0,0
2025-05-04 23:45,0,0,0,0,0,0
2025-05-05 00:00,1,1,0,0,0,0
2025-05-05 00:15,1,0,1,0,0,0
2025-05-05 00:30,0,0,0,0,0,0
2025-05-05 00:45,1,1,0,0,0,0
2025-05-05 01:00,0,0,0,0,0,0
2025-05-05 01:15,0,0,0,0,0,0
2025-05-05 01:30,0,0,0,0,0,0
2025-05-05 01:45,1,1,0,0,0,0
