Datetime,300037933 (Weißenburg Str.),353413852 (Weißenburg Str. [Bike Stadteinwärts]),353413853 (Weißenburg Str. [Bike Stadtauswärts]),300037933-status,353413852-status,353413853-status
2024-09-01 00:00,5,2,3,0,0,0
2024-09-01 00:15,6,5,1,0,0,0
2024-09-01 00:30,9,9,0,0,0,0
2024-09-01 00:45,10,8,2,0,0,0
2024-09-01 01:00,1,1,0,0,0,0
2024-09-01 01:15,3,2,1,0,0,0
2024-09-01 01:30,5,3,2,0,0,0
2024-09-01 01:45,1,1,0,0,0,0
2024-09-01 02:00,2,0,2,0,0,0
2024-09-01 02:15,2,2,0,0,0,0
2024-09-01 02:30,1,0,1,0,0,0
2024-09-01 02:45,1,0,1,0,0,0
2024-09-01 03:00,5,4,1,0,0,0
2024-09-01 03:15,0,0,0,0,0,0
2024-09-01 03:30,1,1,0,0,0,0
2024-09-01 03:45,3,0,3,0,0,0
2024-09-01 04:00,2,0,2,0,0,0
2024-09-01 04:15,1,1,0,0,0,0
2024-09-01 04:30,1,0,1,0,0,0
2024-09-01 04:45,1,1,0,0,0,0
2024-09-01 05:00,1,1,0,0,0,0
2024-09-01 05:15,1,1,0,0,0,0
2024-09-01 05:30,6,5,1,0,0,0
2024-09-01 05:45,1,0,1,0,0,0
2024-09-01 06:00,1,0,1,0,0,0
2024-09-01 06:15,1,1,0,0,0,0
2024-09-01 06:30,1,0,1,0,0,0
2024-09-01 06:45,3,2,1,0,0,0
2024-09-01 07:00,2,2,0,0,0,0
2024-09-01 07:15,3,2,1,0,0,0
2024-09-01 07:30,2,1,1,0,0,0
2024-09-01 07:45,4,1,3,0,0,0
2024-09-01 08:00,1,1,0,0,0,0
2024-09-01 08:15,6,3,3,0,0,0
2024-09-01 08:30,5,3,2,0,0,0
2024-09-01 08:45,9,4,5,0,0,0
2024-09-01 09:00,4,1,3,0,0,0
2024-09-01 09:15,7,7,0,0,0,0
2024-09-01 09:30,7,1,6,0,0,0
2024-09-01 09:45,8,6,2,0,0,0
2024-09-01 10:00,13,11,2,0,0,0
2024-09-01 10:15,14,7,7,0,0,0
2024-09-01 10:30,11,6,5,0,0,0
2024-09-01 10:45,24,17,7,0,0,0
2024-09-01 11:00,25,20,5,0,0,0
2024-09-01 11:15,9,5,4,0,0,0
2024-09-01 11:30,9,2,7,0,0,0
2024-09-01 11:45,21,9,12,0,0,0
2024-09-01 12:00,12,8,4,0,0,0
2024-09-01 12:15,19,6,13,0,0,0
2024-09-01 12:30,14,9,5,0,0,0
2024-09-01 12:45,34,12,22,0,0,0
2024-09-01 13:00,30,15,15,0,0,0
2024-09-01 13:15,15,8,7,0,0,0
2024-09-01 13:30,16,7,9,0,0,0
2024-09-01 13:45,13,5,8,0,0,0
