Datetime,300037933 (Weißenburg Str.),353413852 (Weißenburg Str. [Bike Stadteinwärts]),353413853 (Weißenburg Str. [Bike Stadtauswärts]),300037933-status,353413852-status,353413853-status
2025-02-01 00:00,5,4,1,0,0,0
2025-02-01 00:15,2,0,2,0,0,0
2025-02-01 00:30,5,5,0,0,0,0
2025-02-01 00:45,9,4,5,0,0,0
2025-02-01 01:00,2,2,0,0,0,0
2025-02-01 01:15,1,1,0,0,0,0
2025-02-01 01:30,1,1,0,0,0,0
2025-02-01 01:45,0,0,0,0,0,0
2025-02-01 02:00,2,2,0,0,0,0
2025-02-01 02:15,1,1,0,0,0,0
2025-02-01 02:30,1,0,1,0,0,0
2025-02-01 02:45,0,0,0,0,0,0
2025-02-01 03:00,0,0,0,0,0,0
2025-02-01 03:15,3,1,2,0,0,0
2025-02-01 03:30,0,0,0,0,0,0
2025-02-01 03:45,3,3,0,0,0,0
2025-02-01 04:00,0,0,0,0,0,0
2025-02-01 04:15,0,0,0,0,0,0
2025-02-01 04:30,0,0,0,0,0,0
2025-02-01 04:45,1,1,0,0,0,0
2025-02-01 05:00,0,0,0,0,0,0
2025-02-01 05:15,3,3,0,0,0,0
2025-02-01 05:30,2,1,1,0,0,0
2025-02-01 05:45,4,2,2,0,0,0
2025-02-01 06:00,2,2,0,0,0,0
2025-02-01 06:15,3,3,0,0,0,0
2025-02-01 06:30,0,0,0,0,0,0
2025-02-01 06:45,5,3,2,0,0,0
2025-02-01 07:00,0,0,0,0,0,0
2025-02-01 07:15,6,2,4,0,0,0
2025-02-01 07:30,1,0,1,0,0,0
2025-02-01 07:45,9,3,6,0,0,0
2025-02-01 08:00,5,1,4,0,0,0
2025-02-01 08:15,15,8,7,0,0,0
2025-02-01 08:30,8,1,7,0,0,0
2025-02-01 08:45,9,7,2,0,0,0
2025-02-01 09:00,8,2,6,0,0,0
2025-02-01 09:15,15,5,10,0,0,0
2025-02-01 09:30,16,4,12,0,0,0
2025-02-01 09:45,14,1,13,0,0,0
2025-02-01 10:00,17,6,11,0,0,0
2025-02-01 10:15,17,7,10,0,0,0
2025-02-01 10:30,22,5,17,0,0,0
2025-02-01 10:45,22,3,19,0,0,0
2025-02-01 11:00,16,5,11,0,0,0
2025-02-01 11:15,19,8,11,0,0,0
2025-02-01 11:30,34,12,22,0,0,0
2025-02-01 11:45,26,13,13,0,0,0
2025-02-01 12:00,22,12,10,0,0,0
2025-02-01 12:15,25,13,12,0,0,0
2025-02-01 12:30,28,7,21,0,0,0
2025-02-01 12:45,15,8,7,0,0,0
2025-02-01 13:00,22,5,17,0,0,0
2025-02-01 13:15,20,6,14,0,0,0
2025-02-01 13:30,15,4,11,0,0,0
