Datetime,100020113 (Wolbecker Straße),101020113 (FR stdteinwärts),102020113 (FR stadtauswärts),100020113-status,101020113-status,102020113-status
2023-12-01 00:00,35,14,21,0,0,0
2023-12-01 00:15,17,10,7,0,0,0
2023-12-01 00:30,12,7,5,0,0,0
2023-12-01 00:45,8,2,6,0,0,0
2023-12-01 01:00,14,10,4,0,0,0
2023-12-01 01:15,12,7,5,0,0,0
2023-12-01 01:30,10,6,4,0,0,0
2023-12-01 01:45,5,4,1,0,0,0
2023-12-01 02:00,4,4,0,0,0,0
2023-12-01 02:15,7,2,5,0,0,0
2023-12-01 02:30,4,2,2,0,0,0
2023-12-01 02:45,2,1,1,0,0,0
2023-12-01 03:00,3,3,0,0,0,0
2023-12-01 03:15,1,0,1,0,0,0
2023-12-01 03:30,1,1,0,0,0,0
2023-12-01 03:45,5,3,2,0,0,0
2023-12-01 04:00,2,1,1,0,0,0
2023-12-01 04:15,3,3,0,0,0,0
2023-12-01 04:30,1,0,1,0,0,0
2023-12-01 04:45,6,2,4,0,0,0
2023-12-01 05:00,5,3,2,0,0,0
2023-12-01 05:15,11,7,4,0,0,0
2023-12-01 05:30,8,2,6,0,0,0
2023-12-01 05:45,27,7,20,0,0,0
2023-12-01 06:00,18,6,12,0,0,0
2023-12-01 06:15,33,18,15,0,0,0
2023-12-01 06:30,68,23,45,0,0,0
2023-12-01 06:45,54,17,37,0,0,0
2023-12-01 07:00,77,29,48,0,0,0
2023-12-01 07:15,136,33,103,0,0,0
2023-12-01 07:30,229,58,171,0,0,0
2023-12-01 07:45,230,65,165,0,0,0
2023-12-01 08:00,192,51,141,0,0,0
2023-12-01 08:15,140,49,91,0,0,0
2023-12-01 08:30,122,37,85,0,0,0
2023-12-01 08:45,150,46,104,0,0,0
2023-12-01 09:00,110,30,80,0,0,0
2023-12-01 09:15,91,24,67,0,0,0
2023-12-01 09:30,114,35,79,0,0,0
2023-12-01 09:45,160,41,119,0,0,0
2023-12-01 10:00,111,32,79,0,0,0
2023-12-01 10:15,110,37,73,0,0,0
2023-12-01 10:30,115,52,63,0,0,0
2023-12-01 10:45,118,47,71,0,0,0
2023-12-01 11:00,106,40,66,0,0,0
2023-12-01 11:15,127,49,78,0,0,0
2023-12-01 11:30,111,44,67,0,0,0
2023-12-01 11:45,160,77,83,0,0,0
2023-12-01 12:00,147,67,80,0,0,0
2023-12-01 12:15,147,79,68,0,0,0
2023-12-01 12:30,163,101,62,0,0,0
2023-12-01 12:45,176,83,93,0,0,0
2023-12-01 13:00,184,92,92,0,0,0
2023-12-01 13:15,195,107,88,0,0,0
2023-12-01 13:30,171,85,86,0,0,0
2023-12-01 13:45,184,101,83,0,0,0
2023-12-01 14:00,197,101,96,0,0,0
2023-12-01 14:15,170,91,79,0,0,0
2023-12-01 14:30,137,77,60,0,0,0
2023-12-01 14:45,175,90,85,0,0,0
2023-12-01 15:00,155,87,68,0,0,0
2023-12-01 15:15,145,71,74,0,0,0
2023-12-01 15:30,157,89,68,0,0,0
2023-12-01 15:45,194,89,105,0,0,0
2023-12-01 16:00,171,81,90,0,0,0
