Datetime,100034980 (Hammer Straße),101034980 (Hammer Straße stadteinwärts),102034980 (Hammer Straße stadtauswärts),100034980-status,101034980-status,102034980-status
2021-09-01 00:00,8,5,3,0,0,0
2021-09-01 00:15,12,4,8,0,0,0
2021-09-01 00:30,12,2,10,0,0,0
2021-09-01 00:45,5,2,3,0,0,0
2021-09-01 01:00,14,5,9,0,0,0
2021-09-01 01:15,4,0,4,0,0,0
2021-09-01 01:30,2,0,2,0,0,0
2021-09-01 01:45,2,1,1,0,0,0
2021-09-01 02:00,4,3,1,0,0,0
2021-09-01 02:15,2,1,1,0,0,0
2021-09-01 02:30,2,1,1,0,0,0
2021-09-01 02:45,1,0,1,0,0,0
2021-09-01 03:00,0,0,0,0,0,0
2021-09-01 03:15,1,0,1,0,0,0
2021-09-01 03:30,1,0,1,0,0,0
2021-09-01 03:45,0,0,0,0,0,0
2021-09-01 04:00,1,0,1,0,0,0
2021-09-01 04:15,2,1,1,0,0,0
2021-09-01 04:30,4,3,1,0,0,0
2021-09-01 04:45,5,5,0,0,0,0
2021-09-01 05:00,2,2,0,0,0,0
2021-09-01 05:15,8,8,0,0,0,0
2021-09-01 05:30,18,14,4,0,0,0
2021-09-01 05:45,24,19,5,0,0,0
2021-09-01 06:00,28,20,8,0,0,0
2021-09-01 06:15,41,31,10,0,0,0
2021-09-01 06:30,49,30,19,0,0,0
2021-09-01 06:45,71,44,27,0,0,0
2021-09-01 07:00,86,52,34,0,0,0
2021-09-01 07:15,122,84,38,0,0,0
2021-09-01 07:30,170,102,68,0,0,0
2021-09-01 07:45,183,114,69,0,0,0
2021-09-01 08:00,153,87,66,0,0,0
2021-09-01 08:15,155,97,58,0,0,0
2021-09-01 08:30,126,84,42,0,0,0
2021-09-01 08:45,130,83,47,0,0,0
2021-09-01 09:00,105,67,38,0,0,0
2021-09-01 09:15,99,64,35,0,0,0
2021-09-01 09:30,115,78,37,0,0,0
2021-09-01 09:45,127,90,37,0,0,0
2021-09-01 10:00,105,50,55,0,0,0
2021-09-01 10:15,110,77,33,0,0,0
2021-09-01 10:30,102,72,30,0,0,0
2021-09-01 10:45,113,74,39,0,0,0
2021-09-01 11:00,125,63,62,0,0,0
2021-09-01 11:15,128,71,57,0,0,0
2021-09-01 11:30,121,68,53,0,0,0
2021-09-01 11:45,150,71,79,0,0,0
2021-09-01 12:00,137,62,75,0,0,0
2021-09-01 12:15,128,77,51,0,0,0
2021-09-01 12:30,137,65,72,0,0,0
2021-09-01 12:45,160,83,77,0,0,0
2021-09-01 13:00,144,51,93,0,0,0
2021-09-01 13:15,144,47,97,0,0,0
2021-09-01 13:30,175,60,115,0,0,0
2021-09-01 13:45,179,84,95,0,0,0
2021-09-01 14:00,150,55,95,0,0,0
2021-09-01 14:15,136,41,95,0,0,0
2021-09-01 14:30,159,75,84,0,0,0
2021-09-01 14:45,168,62,106,0,0,0
2021-09-01 15:00,140,54,86,0,0,0
2021-09-01 15:15,155,70,85,0,0,0
2021-09-01 15:30,158,68,90,0,0,0
2021-09-01 15:45,196,85,111,0,0,0
2021-09-01 16:00,209,68,141,0,0,0
2021-09-01 16:15,176,70,106,0,0,0
2021-09-01 16:30,197,84,113,0,0,0
2021-09-01 16:45,220,107,113,0,0,0
2021-09-01 17:00,222,102,120,0,0,0
2021-09-01 17:15,190,83,107,0,0,0
2021-09-01 17:30,203,92,111,0,0,0
2021-09-01 17:45,193,83,110,0,0,0
2021-09-01 18:00,172,62,110,0,0,0
2021-09-01 18:15,209,87,122,0,0,0
2021-09-01 18:30,125,62,63,0,0,0
2021-09-01 18:45,171,66,105,0,0,0
2021-09-01 19:00,139,54,85,0,0,0
2021-09-01 19:15,130,53,77,0,0,0
2021-09-01 19:30,108,40,68,0,0,0
2021-09-01 19:45,121,49,72,0,0,0
2021-09-01 20:00,91,39,52,0,0,0
2021-09-01 20:15,83,27,56,0,0,0
2021-09-01 20:30,73,22,51,0,0,0
2021-09-01 20:45,59,24,35,0,0,0
2021-09-01 21:00,71,19,52,0,0,0
2021-09-01 21:15,50,10,40,0,0,0
2021-09-01 21:30,56,24,32,0,0,0
2021-09-01 21:45,60,23,37,0,0,0
2021-09-01 22:00,49,11,38,0,0,0
2021-09-01 22:15,61,15,46,0,0,0
2021-09-01 22:30,38,11,27,0,0,0
2021-09-01 22:45,23,7,16,0,0,0
2021-09-01 23:00,42,14,28,0,0,0
2021-09-01 23:15,31,14,17,0,0,0
2021-09-01 23:30,39,14,25,0,0,0
2021-09-01 23:45,21,9,12,0,0,0
2021-09-02 00:00,16,4,12,0,0,0
2021-09-02 00:15,10,3,7,0,0,0
2021-09-02 00:30,10,1,9,0,0,0
2021-09-02 00:45,9,3,6,0,0,0
2021-09-02 01:00,11,4,7,0,0,0
2021-09-02 01:15,6,2,4,0,0,0
2021-09-02 01:30,8,0,8,0,0,0
2021-09-02 01:45,5,0,5,0,0,0
2021-09-02 02:00,2,0,2,0,0,0
2021-09-02 02:15,3,1,2,0,0,0
2021-09-02 02:30,7,0,7,0,0,0
2021-09-02 02:45,4,0,4,0,0,0
2021-09-02 03:00,2,0,2,0,0,0
2021-09-02 03:15,4,0,4,0,0,0
2021-09-02 03:30,2,0,2,0,0,0
2021-09-02 03:45,4,0,4,0,0,0
2021-09-02 04:00,0,0,0,0,0,0
2021-09-02 04:15,4,2,2,0,0,0
2021-09-02 04:30,5,3,2,0,0,0
2021-09-02 04:45,4,3,1,0,0,0
2021-09-02 05:00,5,3,2,0,0,0
2021-09-02 05:15,10,8,2,0,0,0
2021-09-02 05:30,18,15,3,0,0,0
2021-09-02 05:45,26,17,9,0,0,0
2021-09-02 06:00,26,21,5,0,0,0
2021-09-02 06:15,31,16,15,0,0,0
2021-09-02 06:30,32,26,6,0,0,0
2021-09-02 06:45,67,45,22,0,0,0
2021-09-02 07:00,77,39,38,0,0,0
2021-09-02 07:15,115,70,45,0,0,0
2021-09-02 07:30,168,108,60,0,0,0
2021-09-02 07:45,162,113,49,0,0,0
2021-09-02 08:00,160,102,58,0,0,0
