Datetime,300037926 (Bohlweg),353413831 (Bohlweg [Bike Stadteinwärts]),353413832 (Bohlweg [Bike Stadtauswärts]),353484923 (Bohlweg [Bike IN]),353484925 (Bohlweg [Bike OUT]),353484927 (Bohlweg [Bike IN]),353484928 (Bohlweg [Bike OUT]),353484929 (Bohlweg [Bike IN]),353484930 (Bohlweg [Bike OUT]),353485115 (Bohlweg [Car IN]),353485118 (Bohlweg [Car OUT]),353485121 (Bohlweg [Car IN]),353485123 (Bohlweg [Car OUT]),353485125 (Bohlweg [Car IN]),353485126 (Bohlweg [Car OUT]),353485127 (Bohlweg [Car IN]),353485128 (Bohlweg [Car OUT]),300037926-status,353413831-status,353413832-status,353484923-status,353484925-status,353484927-status,353484928-status,353484929-status,353484930-status,353485115-status,353485118-status,353485121-status,353485123-status,353485125-status,353485126-status,353485127-status,353485128-status
2024-12-02 15:30,132,63,69,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-02 15:45,140,60,80,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-02 16:00,179,74,105,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-02 16:15,114,54,60,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-02 16:30,76,26,50,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-02 16:45,131,52,79,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-02 17:00,95,38,57,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-02 17:15,128,60,68,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-02 17:30,104,45,59,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-02 17:45,155,76,79,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-02 18:00,123,43,80,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-02 18:15,109,45,64,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-02 18:30,99,40,59,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-02 18:45,80,35,45,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-02 19:00,91,43,48,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-02 19:15,83,33,50,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-02 19:30,59,18,41,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-02 19:45,67,27,40,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-02 20:00,68,20,48,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-02 20:15,66,19,47,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-02 20:30,48,20,28,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-02 20:45,30,4,26,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-02 21:00,32,7,25,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-02 21:15,41,14,27,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-02 21:30,35,12,23,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-02 21:45,36,6,30,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-02 22:00,21,6,15,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-02 22:15,29,8,21,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-02 22:30,19,7,12,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-02 22:45,17,9,8,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-02 23:00,25,12,13,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-02 23:15,8,1,7,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-02 23:30,10,3,7,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-02 23:45,7,3,4,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-03 00:00,2,1,1,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-03 00:15,5,0,5,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-03 00:30,6,0,6,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-03 00:45,4,2,2,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-03 01:00,2,0,2,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-03 01:15,3,0,3,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-03 01:30,1,0,1,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-03 01:45,1,0,1,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-03 02:00,1,0,1,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-03 02:15,1,0,1,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-03 02:30,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-03 02:45,1,0,1,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-03 03:00,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-03 03:15,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-03 03:30,1,0,1,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-03 03:45,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-03 04:00,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-03 04:15,1,0,1,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-03 04:30,3,2,1,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-03 04:45,2,0,2,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-03 05:00,3,1,2,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-03 05:15,5,3,2,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-03 05:30,11,9,2,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-03 05:45,9,1,8,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-03 06:00,18,15,3,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-03 06:15,28,16,12,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-03 06:30,25,18,7,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-03 06:45,49,31,18,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-03 07:00,49,31,18,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-03 07:15,92,65,27,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-03 07:30,200,143,57,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-03 07:45,222,167,55,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-03 08:00,142,106,36,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-03 08:15,109,72,37,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-03 08:30,92,76,16,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-03 08:45,120,88,32,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-03 09:00,77,48,29,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-03 09:15,64,45,19,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-03 09:30,87,61,26,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-03 09:45,105,79,26,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-03 10:00,85,51,34,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-03 10:15,47,36,11,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-03 10:30,60,42,18,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-03 10:45,54,35,19,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-03 11:00,69,46,23,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-03 11:15,68,40,28,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-03 11:30,81,50,31,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-03 11:45,95,53,42,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-03 12:00,81,39,42,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-03 12:15,83,46,37,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-03 12:30,74,35,39,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-03 12:45,84,45,39,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-03 13:00,127,75,52,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-03 13:15,83,44,39,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-03 13:30,99,46,53,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-03 13:45,130,62,68,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-03 14:00,103,46,57,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-03 14:15,97,37,60,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-03 14:30,88,43,45,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-03 14:45,107,51,56,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-03 15:00,114,67,47,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-03 15:15,91,47,44,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-03 15:30,134,68,66,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-03 15:45,150,64,86,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-12-03 16:00,129,53,76,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
