Datetime,300037926 (Bohlweg),353413831 (Bohlweg [Bike Stadteinwärts]),353413832 (Bohlweg [Bike Stadtauswärts]),300037926-status,353413831-status,353413832-status
2024-09-01 00:00,25,9,16,4,4,4
2024-09-01 00:15,23,9,14,4,4,4
2024-09-01 00:30,23,8,15,4,4,4
2024-09-01 00:45,20,8,12,4,4,4
2024-09-01 01:00,18,7,11,4,4,4
2024-09-01 01:15,15,6,9,4,4,4
2024-09-01 01:30,14,5,9,4,4,4
2024-09-01 01:45,12,4,8,4,4,4
2024-09-01 02:00,11,4,7,4,4,4
2024-09-01 02:15,10,3,7,4,4,4
2024-09-01 02:30,9,3,6,4,4,4
2024-09-01 02:45,7,2,5,4,4,4
2024-09-01 03:00,9,3,6,4,4,4
2024-09-01 03:15,6,2,4,4,4,4
2024-09-01 03:30,4,1,3,4,4,4
2024-09-01 03:45,4,1,3,4,4,4
2024-09-01 04:00,4,1,3,4,4,4
2024-09-01 04:15,3,1,2,4,4,4
2024-09-01 04:30,2,1,1,4,4,4
2024-09-01 04:45,3,1,2,4,4,4
2024-09-01 05:00,2,1,1,4,4,4
2024-09-01 05:15,3,2,1,4,4,4
2024-09-01 05:30,5,3,2,4,4,4
2024-09-01 05:45,4,2,2,4,4,4
2024-09-01 06:00,4,2,2,4,4,4
2024-09-01 06:15,3,2,1,4,4,4
2024-09-01 06:30,4,2,2,4,4,4
2024-09-01 06:45,5,3,2,4,4,4
2024-09-01 07:00,3,2,1,4,4,4
2024-09-01 07:15,5,3,2,4,4,4
2024-09-01 07:30,6,4,2,4,4,4
2024-09-01 07:45,7,4,3,4,4,4
2024-09-01 08:00,8,5,3,4,4,4
2024-09-01 08:15,12,7,5,4,4,4
2024-09-01 08:30,12,8,4,4,4,4
2024-09-01 08:45,17,11,6,4,4,4
2024-09-01 09:00,14,8,6,4,4,4
2024-09-01 09:15,18,10,8,4,4,4
2024-09-01 09:30,28,19,9,4,4,4
2024-09-01 09:45,43,28,15,4,4,4
2024-09-01 10:00,34,22,12,4,4,4
2024-09-01 10:15,35,23,12,4,4,4
2024-09-01 10:30,42,28,14,4,4,4
2024-09-01 10:45,46,27,19,4,4,4
2024-09-01 11:00,43,24,19,4,4,4
2024-09-01 11:15,41,23,18,4,4,4
2024-09-01 11:30,44,26,18,4,4,4
2024-09-01 11:45,51,27,24,4,4,4
2024-09-01 12:00,47,24,23,4,4,4
2024-09-01 12:15,54,31,23,4,4,4
2024-09-01 12:30,52,28,24,4,4,4
2024-09-01 12:45,60,33,27,4,4,4
2024-09-01 13:00,55,29,26,4,4,4
2024-09-01 13:15,53,29,24,4,4,4
2024-09-01 13:30,53,29,24,4,4,4
2024-09-01 13:45,62,33,29,4,4,4
2024-09-01 14:00,55,30,25,4,4,4
2024-09-01 14:15,65,35,30,4,4,4
2024-09-01 14:30,62,35,27,4,4,4
2024-09-01 14:45,75,42,33,4,4,4
2024-09-01 15:00,62,32,30,4,4,4
2024-09-01 15:15,64,35,29,4,4,4
2024-09-01 15:30,64,34,30,4,4,4
2024-09-01 15:45,69,40,29,4,4,4
2024-09-01 16:00,63,34,29,4,4,4
2024-09-01 16:15,61,32,29,4,4,4
2024-09-01 16:30,68,37,31,4,4,4
2024-09-01 16:45,68,35,33,4,4,4
2024-09-01 17:00,66,35,31,4,4,4
2024-09-01 17:15,68,34,34,4,4,4
2024-09-01 17:30,68,36,32,4,4,4
2024-09-01 17:45,76,41,35,4,4,4
2024-09-01 18:00,61,31,30,4,4,4
2024-09-01 18:15,63,33,30,4,4,4
2024-09-01 18:30,54,28,26,4,4,4
2024-09-01 18:45,57,30,27,4,4,4
2024-09-01 19:00,50,25,25,4,4,4
2024-09-01 19:15,48,24,24,4,4,4
2024-09-01 19:30,43,22,21,4,4,4
2024-09-01 19:45,43,22,21,4,4,4
2024-09-01 20:00,41,20,21,4,4,4
2024-09-01 20:15,35,16,19,4,4,4
2024-09-01 20:30,35,14,21,4,4,4
2024-09-01 20:45,30,13,17,4,4,4
2024-09-01 21:00,28,11,17,4,4,4
2024-09-01 21:15,25,9,16,4,4,4
2024-09-01 21:30,22,9,13,4,4,4
2024-09-01 21:45,22,8,14,4,4,4
2024-09-01 22:00,20,8,12,4,4,4
2024-09-01 22:15,17,7,10,4,4,4
2024-09-01 22:30,15,6,9,4,4,4
2024-09-01 22:45,16,5,11,4,4,4
2024-09-01 23:00,18,6,12,4,4,4
2024-09-01 23:15,16,7,9,4,4,4
2024-09-01 23:30,12,5,7,4,4,4
2024-09-01 23:45,10,3,7,4,4,4
2024-09-02 00:00,6,2,4,4,4,4
2024-09-02 00:15,4,1,3,4,4,4
2024-09-02 00:30,3,1,2,4,4,4
2024-09-02 00:45,2,1,1,4,4,4
2024-09-02 01:00,3,1,2,4,4,4
2024-09-02 01:15,2,1,1,4,4,4
2024-09-02 01:30,1,0,1,4,4,4
2024-09-02 01:45,1,0,1,4,4,4
2024-09-02 02:00,1,0,1,4,4,4
2024-09-02 02:15,0,0,0,4,4,4
2024-09-02 02:30,1,0,1,4,4,4
2024-09-02 02:45,0,0,0,4,4,4
2024-09-02 03:00,0,0,0,4,4,4
2024-09-02 03:15,0,0,0,4,4,4
2024-09-02 03:30,0,0,0,4,4,4
2024-09-02 03:45,2,1,1,4,4,4
2024-09-02 04:00,1,1,0,4,4,4
2024-09-02 04:15,1,1,0,4,4,4
2024-09-02 04:30,2,1,1,4,4,4
2024-09-02 04:45,2,1,1,4,4,4
2024-09-02 05:00,3,1,2,4,4,4
2024-09-02 05:15,7,4,3,4,4,4
2024-09-02 05:30,8,5,3,4,4,4
2024-09-02 05:45,12,6,6,4,4,4
2024-09-02 06:00,15,10,5,4,4,4
2024-09-02 06:15,20,14,6,4,4,4
2024-09-02 06:30,33,22,11,4,4,4
2024-09-02 06:45,38,26,12,4,4,4
2024-09-02 07:00,51,34,17,4,4,4
