Datetime,300037926 (Bohlweg),353413831 (Bohlweg Fahrräder Stadteinwärts),353413832 (Bohlweg Fahrräder Stadtauswärts),353484923 (Bohlweg Fahrräder Stadteinwärts),353484925 (Bohlweg Fahrräder Stadtauswärts),353484927 (Bohlweg Fahrräder Stadteinwärts),353484928 (Bohlweg Fahrräder Stadtauswärts),353484929 (Bohlweg Fahrräder Stadteinwärts),353484930 (Bohlweg Fahrräder Stadtauswärts),353485115 (Bohlweg PKW Stadteinwärts),353485118 (Bohlweg PKW Stadtauswärts),353485121 (Bohlweg PKW Stadteinwärts),353485123 (Bohlweg PKW Stadtauswärts),353485125 (Bohlweg PKW Stadteinwärts),353485126 (Bohlweg PKW Stadtauswärts),353485127 (Bohlweg PKW Stadteinwärts),353485128 (Bohlweg PKW Stadtauswärts),300037926-status,353413831-status,353413832-status,353484923-status,353484925-status,353484927-status,353484928-status,353484929-status,353484930-status,353485115-status,353485118-status,353485121-status,353485123-status,353485125-status,353485126-status,353485127-status,353485128-status
2025-07-01 00:00,8,1,7,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-07-01 00:15,8,6,2,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-07-01 00:30,4,1,3,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-07-01 00:45,5,3,2,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-07-01 01:00,8,1,7,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-07-01 01:15,1,0,1,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-07-01 01:30,2,1,1,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-07-01 01:45,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-07-01 02:00,1,0,1,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-07-01 02:15,3,1,2,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-07-01 02:30,2,0,2,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-07-01 02:45,1,0,1,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-07-01 03:00,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-07-01 03:15,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-07-01 03:30,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-07-01 03:45,3,1,2,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-07-01 04:00,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-07-01 04:15,2,1,1,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-07-01 04:30,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-07-01 04:45,1,1,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-07-01 05:00,3,2,1,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-07-01 05:15,1,0,1,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-07-01 05:30,12,8,4,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-07-01 05:45,17,10,7,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-07-01 06:00,16,9,7,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-07-01 06:15,33,21,12,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-07-01 06:30,43,31,12,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-07-01 06:45,54,39,15,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-07-01 07:00,97,70,27,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-07-01 07:15,113,79,34,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-07-01 07:30,250,167,83,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-07-01 07:45,250,185,65,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-07-01 08:00,169,116,53,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-07-01 08:15,133,97,36,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-07-01 08:30,108,84,24,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-07-01 08:45,126,83,43,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-07-01 09:00,79,61,18,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-07-01 09:15,93,64,29,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-07-01 09:30,116,65,51,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-07-01 09:45,126,85,41,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-07-01 10:00,125,79,46,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-07-01 10:15,74,45,29,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-07-01 10:30,79,50,29,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-07-01 10:45,94,51,43,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-07-01 11:00,82,48,34,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-07-01 11:15,167,111,56,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-07-01 11:30,103,48,55,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-07-01 11:45,114,55,59,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-07-01 12:00,87,51,36,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-07-01 12:15,89,52,37,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-07-01 12:30,85,33,52,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-07-01 12:45,97,49,48,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-07-01 13:00,127,48,79,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-07-01 13:15,103,37,66,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-07-01 13:30,109,30,79,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-07-01 13:45,137,59,78,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-07-01 14:00,113,49,64,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-07-01 14:15,96,41,55,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-07-01 14:30,98,42,56,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-07-01 14:45,143,74,69,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-07-01 15:00,112,45,67,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-07-01 15:15,96,31,65,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-07-01 15:30,110,40,70,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-07-01 15:45,171,59,112,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-07-01 16:00,143,55,88,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-07-01 16:15,140,56,84,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-07-01 16:30,97,31,66,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-07-01 16:45,161,79,82,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-07-01 17:00,132,45,87,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-07-01 17:15,117,37,80,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-07-01 17:30,137,58,79,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2025-07-01 17:45,145,67,78,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
