Datetime,300037926 (Bohlweg),353413831 (Bohlweg Fahrräder Stadteinwärts),353413832 (Bohlweg Fahrräder Stadtauswärts),353484923 (Bohlweg Fahrräder Stadteinwärts),353484925 (Bohlweg Fahrräder Stadtauswärts),353484927 (Bohlweg Fahrräder Stadteinwärts),353484928 (Bohlweg Fahrräder Stadtauswärts),353484929 (Bohlweg Fahrräder Stadteinwärts),353484930 (Bohlweg Fahrräder Stadtauswärts),300037926-status,353413831-status,353413832-status,353484923-status,353484925-status,353484927-status,353484928-status,353484929-status,353484930-status
2025-12-01 18:45,84,46,38,,,,,,,0,0,0,,,,,,
2025-12-01 19:00,73,38,35,,,,,,,0,0,0,,,,,,
2025-12-01 19:15,69,25,44,,,,,,,0,0,0,,,,,,
2025-12-01 19:30,64,23,41,,,,,,,0,0,0,,,,,,
2025-12-01 19:45,62,20,42,,,,,,,0,0,0,,,,,,
2025-12-01 20:00,63,12,51,,,,,,,0,0,0,,,,,,
2025-12-01 20:15,66,26,40,,,,,,,0,0,0,,,,,,
2025-12-01 20:30,38,12,26,,,,,,,0,0,0,,,,,,
2025-12-01 20:45,35,15,20,,,,,,,0,0,0,,,,,,
2025-12-01 21:00,33,8,25,,,,,,,0,0,0,,,,,,
2025-12-01 21:15,29,10,19,,,,,,,0,0,0,,,,,,
2025-12-01 21:30,29,11,18,,,,,,,0,0,0,,,,,,
2025-12-01 21:45,32,9,23,,,,,,,0,0,0,,,,,,
2025-12-01 22:00,32,8,24,,,,,,,0,0,0,,,,,,
2025-12-01 22:15,23,9,14,,,,,,,0,0,0,,,,,,
2025-12-01 22:30,15,8,7,,,,,,,0,0,0,,,,,,
2025-12-01 22:45,17,4,13,,,,,,,0,0,0,,,,,,
2025-12-01 23:00,14,4,10,,,,,,,0,0,0,,,,,,
2025-12-01 23:15,10,5,5,,,,,,,0,0,0,,,,,,
2025-12-01 23:30,7,4,3,,,,,,,0,0,0,,,,,,
2025-12-01 23:45,5,2,3,,,,,,,0,0,0,,,,,,
2025-12-02 00:00,5,2,3,,,,,,,0,0,0,,,,,,
2025-12-02 00:15,0,0,0,,,,,,,0,0,0,,,,,,
2025-12-02 00:30,2,2,0,,,,,,,0,0,0,,,,,,
2025-12-02 00:45,2,2,0,,,,,,,0,0,0,,,,,,
2025-12-02 01:00,1,0,1,,,,,,,0,0,0,,,,,,
2025-12-02 01:15,1,1,0,,,,,,,0,0,0,,,,,,
2025-12-02 01:30,0,0,0,,,,,,,0,0,0,,,,,,
2025-12-02 01:45,1,1,0,,,,,,,0,0,0,,,,,,
2025-12-02 02:00,0,0,0,,,,,,,0,0,0,,,,,,
2025-12-02 02:15,0,0,0,,,,,,,0,0,0,,,,,,
2025-12-02 02:30,1,0,1,,,,,,,0,0,0,,,,,,
2025-12-02 02:45,0,0,0,,,,,,,0,0,0,,,,,,
2025-12-02 03:00,0,0,0,,,,,,,0,0,0,,,,,,
2025-12-02 03:15,0,0,0,,,,,,,0,0,0,,,,,,
2025-12-02 03:30,0,0,0,,,,,,,0,0,0,,,,,,
2025-12-02 03:45,3,1,2,,,,,,,0,0,0,,,,,,
2025-12-02 04:00,1,0,1,,,,,,,0,0,0,,,,,,
2025-12-02 04:15,1,0,1,,,,,,,0,0,0,,,,,,
2025-12-02 04:30,0,0,0,,,,,,,0,0,0,,,,,,
2025-12-02 04:45,0,0,0,,,,,,,0,0,0,,,,,,
2025-12-02 05:00,4,3,1,,,,,,,0,0,0,,,,,,
2025-12-02 05:15,4,0,4,,,,,,,0,0,0,,,,,,
2025-12-02 05:30,10,8,2,,,,,,,0,0,0,,,,,,
2025-12-02 05:45,10,6,4,,,,,,,0,0,0,,,,,,
2025-12-02 06:00,10,5,5,,,,,,,0,0,0,,,,,,
2025-12-02 06:15,16,13,3,,,,,,,0,0,0,,,,,,
2025-12-02 06:30,26,19,7,,,,,,,0,0,0,,,,,,
2025-12-02 06:45,40,27,13,,,,,,,0,0,0,,,,,,
2025-12-02 07:00,49,34,15,,,,,,,0,0,0,,,,,,
2025-12-02 07:15,79,53,26,,,,,,,0,0,0,,,,,,
2025-12-02 07:30,170,122,48,,,,,,,0,0,0,,,,,,
2025-12-02 07:45,190,131,59,,,,,,,0,0,0,,,,,,
2025-12-02 08:00,110,90,20,,,,,,,0,0,0,,,,,,
2025-12-02 08:15,91,68,23,,,,,,,0,0,0,,,,,,
2025-12-02 08:30,94,73,21,,,,,,,0,0,0,,,,,,
2025-12-02 08:45,95,68,27,,,,,,,0,0,0,,,,,,
2025-12-02 09:00,70,53,17,,,,,,,0,0,0,,,,,,
2025-12-02 09:15,42,26,16,,,,,,,0,0,0,,,,,,
2025-12-02 09:30,73,50,23,,,,,,,0,0,0,,,,,,
2025-12-02 09:45,93,72,21,,,,,,,0,0,0,,,,,,
2025-12-02 10:00,70,50,20,,,,,,,0,0,0,,,,,,
2025-12-02 10:15,50,27,23,,,,,,,0,0,0,,,,,,
2025-12-02 10:30,40,23,17,,,,,,,0,0,0,,,,,,
2025-12-02 10:45,47,31,16,,,,,,,0,0,0,,,,,,
2025-12-02 11:00,45,31,14,,,,,,,0,0,0,,,,,,
2025-12-02 11:15,66,28,38,,,,,,,0,0,0,,,,,,
2025-12-02 11:30,53,32,21,,,,,,,0,0,0,,,,,,
2025-12-02 11:45,63,41,22,,,,,,,0,0,0,,,,,,
2025-12-02 12:00,57,25,32,,,,,,,0,0,0,,,,,,
2025-12-02 12:15,63,29,34,,,,,,,0,0,0,,,,,,
2025-12-02 12:30,49,24,25,,,,,,,0,0,0,,,,,,
2025-12-02 12:45,67,36,31,,,,,,,0,0,0,,,,,,
2025-12-02 13:00,104,64,40,,,,,,,0,0,0,,,,,,
2025-12-02 13:15,107,46,61,,,,,,,0,0,0,,,,,,
2025-12-02 13:30,80,43,37,,,,,,,0,0,0,,,,,,
2025-12-02 13:45,98,49,49,,,,,,,0,0,0,,,,,,
2025-12-02 14:00,73,22,51,,,,,,,0,0,0,,,,,,
2025-12-02 14:15,72,32,40,,,,,,,0,0,0,,,,,,
2025-12-02 14:30,85,41,44,,,,,,,0,0,0,,,,,,
2025-12-02 14:45,70,35,35,,,,,,,0,0,0,,,,,,
2025-12-02 15:00,74,34,40,,,,,,,0,0,0,,,,,,
2025-12-02 15:15,83,34,49,,,,,,,0,0,0,,,,,,
2025-12-02 15:30,101,48,53,,,,,,,0,0,0,,,,,,
2025-12-02 15:45,131,65,66,,,,,,,0,0,0,,,,,,
2025-12-02 16:00,125,54,71,,,,,,,0,0,0,,,,,,
2025-12-02 16:15,117,59,58,,,,,,,0,0,0,,,,,,
2025-12-02 16:30,101,38,63,,,,,,,0,0,0,,,,,,
2025-12-02 16:45,110,54,56,,,,,,,0,0,0,,,,,,
2025-12-02 17:00,114,47,67,,,,,,,0,0,0,,,,,,
2025-12-02 17:15,104,41,63,,,,,,,0,0,0,,,,,,
2025-12-02 17:30,121,53,68,,,,,,,0,0,0,,,,,,
2025-12-02 17:45,126,48,78,,,,,,,0,0,0,,,,,,
2025-12-02 18:00,128,61,67,,,,,,,0,0,0,,,,,,
2025-12-02 18:15,93,39,54,,,,,,,0,0,0,,,,,,
2025-12-02 18:30,81,35,46,,,,,,,0,0,0,,,,,,
2025-12-02 18:45,77,31,46,,,,,,,0,0,0,,,,,,
2025-12-02 19:00,76,31,45,,,,,,,0,0,0,,,,,,
2025-12-02 19:15,73,33,40,,,,,,,0,0,0,,,,,,
2025-12-02 19:30,61,26,35,,,,,,,0,0,0,,,,,,
2025-12-02 19:45,73,23,50,,,,,,,0,0,0,,,,,,
2025-12-02 20:00,58,14,44,,,,,,,0,0,0,,,,,,
2025-12-02 20:15,65,26,39,,,,,,,0,0,0,,,,,,
2025-12-02 20:30,38,10,28,,,,,,,0,0,0,,,,,,
2025-12-02 20:45,37,10,27,,,,,,,0,0,0,,,,,,
2025-12-02 21:00,32,10,22,,,,,,,0,0,0,,,,,,
2025-12-02 21:15,40,16,24,,,,,,,0,0,0,,,,,,
2025-12-02 21:30,44,14,30,,,,,,,0,0,0,,,,,,
2025-12-02 21:45,34,9,25,,,,,,,0,0,0,,,,,,
2025-12-02 22:00,36,11,25,,,,,,,0,0,0,,,,,,
2025-12-02 22:15,29,7,22,,,,,,,0,0,0,,,,,,
2025-12-02 22:30,30,8,22,,,,,,,0,0,0,,,,,,
2025-12-02 22:45,20,5,15,,,,,,,0,0,0,,,,,,
2025-12-02 23:00,17,7,10,,,,,,,0,0,0,,,,,,
2025-12-02 23:15,18,6,12,,,,,,,0,0,0,,,,,,
2025-12-02 23:30,8,2,6,,,,,,,0,0,0,,,,,,
2025-12-02 23:45,3,1,2,,,,,,,0,0,0,,,,,,
2025-12-03 00:00,8,1,7,,,,,,,0,0,0,,,,,,
2025-12-03 00:15,4,2,2,,,,,,,0,0,0,,,,,,
2025-12-03 00:30,1,0,1,,,,,,,0,0,0,,,,,,
2025-12-03 00:45,4,2,2,,,,,,,0,0,0,,,,,,
2025-12-03 01:00,3,0,3,,,,,,,0,0,0,,,,,,
2025-12-03 01:15,1,0,1,,,,,,,0,0,0,,,,,,
2025-12-03 01:30,2,1,1,,,,,,,0,0,0,,,,,,
2025-12-03 01:45,1,0,1,,,,,,,0,0,0,,,,,,
2025-12-03 02:00,1,1,0,,,,,,,0,0,0,,,,,,
2025-12-03 02:15,3,2,1,,,,,,,0,0,0,,,,,,
2025-12-03 02:30,1,0,1,,,,,,,0,0,0,,,,,,
2025-12-03 02:45,1,0,1,,,,,,,0,0,0,,,,,,
2025-12-03 03:00,0,0,0,,,,,,,0,0,0,,,,,,
2025-12-03 03:15,0,0,0,,,,,,,0,0,0,,,,,,
2025-12-03 03:30,1,1,0,,,,,,,0,0,0,,,,,,
2025-12-03 03:45,0,0,0,,,,,,,0,0,0,,,,,,
2025-12-03 04:00,1,1,0,,,,,,,0,0,0,,,,,,
2025-12-03 04:15,0,0,0,,,,,,,0,0,0,,,,,,
2025-12-03 04:30,0,0,0,,,,,,,0,0,0,,,,,,
2025-12-03 04:45,1,0,1,,,,,,,0,0,0,,,,,,
2025-12-03 05:00,1,1,0,,,,,,,0,0,0,,,,,,
2025-12-03 05:15,6,1,5,,,,,,,0,0,0,,,,,,
2025-12-03 05:30,12,7,5,,,,,,,0,0,0,,,,,,
2025-12-03 05:45,9,3,6,,,,,,,0,0,0,,,,,,
2025-12-03 06:00,7,3,4,,,,,,,0,0,0,,,,,,
2025-12-03 06:15,19,14,5,,,,,,,0,0,0,,,,,,
2025-12-03 06:30,33,27,6,,,,,,,0,0,0,,,,,,
2025-12-03 06:45,38,26,12,,,,,,,0,0,0,,,,,,
2025-12-03 07:00,40,31,9,,,,,,,0,0,0,,,,,,
2025-12-03 07:15,103,68,35,,,,,,,0,0,0,,,,,,
2025-12-03 07:30,163,120,43,,,,,,,0,0,0,,,,,,
2025-12-03 07:45,163,117,46,,,,,,,0,0,0,,,,,,
2025-12-03 08:00,120,96,24,,,,,,,0,0,0,,,,,,
2025-12-03 08:15,122,91,31,,,,,,,0,0,0,,,,,,
2025-12-03 08:30,84,66,18,,,,,,,0,0,0,,,,,,
2025-12-03 08:45,103,81,22,,,,,,,0,0,0,,,,,,
2025-12-03 09:00,74,49,25,,,,,,,0,0,0,,,,,,
2025-12-03 09:15,67,47,20,,,,,,,0,0,0,,,,,,
2025-12-03 09:30,98,60,38,,,,,,,0,0,0,,,,,,
2025-12-03 09:45,111,85,26,,,,,,,0,0,0,,,,,,
2025-12-03 10:00,65,48,17,,,,,,,0,0,0,,,,,,
2025-12-03 10:15,61,35,26,,,,,,,0,0,0,,,,,,
2025-12-03 10:30,63,37,26,,,,,,,0,0,0,,,,,,
2025-12-03 10:45,64,40,24,,,,,,,0,0,0,,,,,,
2025-12-03 11:00,62,42,20,,,,,,,0,0,0,,,,,,
2025-12-03 11:15,83,56,27,,,,,,,0,0,0,,,,,,
2025-12-03 11:30,90,45,45,,,,,,,0,0,0,,,,,,
2025-12-03 11:45,79,46,33,,,,,,,0,0,0,,,,,,
2025-12-03 12:00,78,42,36,,,,,,,0,0,0,,,,,,
2025-12-03 12:15,96,52,44,,,,,,,0,0,0,,,,,,
2025-12-03 12:30,81,38,43,,,,,,,0,0,0,,,,,,
2025-12-03 12:45,90,45,45,,,,,,,0,0,0,,,,,,
2025-12-03 13:00,116,43,73,,,,,,,0,0,0,,,,,,
2025-12-03 13:15,86,35,51,,,,,,,0,0,0,,,,,,
2025-12-03 13:30,81,34,47,,,,,,,0,0,0,,,,,,
2025-12-03 13:45,106,52,54,,,,,,,0,0,0,,,,,,
2025-12-03 14:00,111,45,66,,,,,,,0,0,0,,,,,,
2025-12-03 14:15,75,25,50,,,,,,,0,0,0,,,,,,
2025-12-03 14:30,84,37,47,,,,,,,0,0,0,,,,,,
2025-12-03 14:45,98,49,49,,,,,,,0,0,0,,,,,,
2025-12-03 15:00,72,33,39,,,,,,,0,0,0,,,,,,
2025-12-03 15:15,83,42,41,,,,,,,0,0,0,,,,,,
2025-12-03 15:30,115,59,56,,,,,,,0,0,0,,,,,,
2025-12-03 15:45,124,61,63,,,,,,,0,0,0,,,,,,
2025-12-03 16:00,111,37,74,,,,,,,0,0,0,,,,,,
2025-12-03 16:15,101,31,70,,,,,,,0,0,0,,,,,,
2025-12-03 16:30,109,44,65,,,,,,,0,0,0,,,,,,
2025-12-03 16:45,96,39,57,,,,,,,0,0,0,,,,,,
2025-12-03 17:00,107,35,72,,,,,,,0,0,0,,,,,,
2025-12-03 17:15,105,53,52,,,,,,,0,0,0,,,,,,
2025-12-03 17:30,121,64,57,,,,,,,0,0,0,,,,,,
2025-12-03 17:45,148,69,79,,,,,,,0,0,0,,,,,,
2025-12-03 18:00,113,53,60,,,,,,,0,0,0,,,,,,
2025-12-03 18:15,112,50,62,,,,,,,0,0,0,,,,,,
2025-12-03 18:30,79,37,42,,,,,,,0,0,0,,,,,,
2025-12-03 18:45,89,45,44,,,,,,,0,0,0,,,,,,
2025-12-03 19:00,51,24,27,,,,,,,0,0,0,,,,,,
2025-12-03 19:15,86,43,43,,,,,,,0,0,0,,,,,,
2025-12-03 19:30,61,23,38,,,,,,,0,0,0,,,,,,
2025-12-03 19:45,64,17,47,,,,,,,0,0,0,,,,,,
2025-12-03 20:00,73,24,49,,,,,,,0,0,0,,,,,,
2025-12-03 20:15,77,21,56,,,,,,,0,0,0,,,,,,
2025-12-03 20:30,37,12,25,,,,,,,0,0,0,,,,,,
2025-12-03 20:45,41,14,27,,,,,,,0,0,0,,,,,,
2025-12-03 21:00,33,10,23,,,,,,,0,0,0,,,,,,
2025-12-03 21:15,51,17,34,,,,,,,0,0,0,,,,,,
2025-12-03 21:30,37,13,24,,,,,,,0,0,0,,,,,,
2025-12-03 21:45,40,12,28,,,,,,,0,0,0,,,,,,
2025-12-03 22:00,35,13,22,,,,,,,0,0,0,,,,,,
2025-12-03 22:15,37,10,27,,,,,,,0,0,0,,,,,,
2025-12-03 22:30,27,9,18,,,,,,,0,0,0,,,,,,
2025-12-03 22:45,28,9,19,,,,,,,0,0,0,,,,,,
2025-12-03 23:00,29,10,19,,,,,,,0,0,0,,,,,,
2025-12-03 23:15,23,8,15,,,,,,,0,0,0,,,,,,
2025-12-03 23:30,10,3,7,,,,,,,0,0,0,,,,,,
2025-12-03 23:45,25,17,8,,,,,,,0,0,0,,,,,,
2025-12-04 00:00,15,3,12,,,,,,,0,0,0,,,,,,
2025-12-04 00:15,10,3,7,,,,,,,0,0,0,,,,,,
2025-12-04 00:30,7,1,6,,,,,,,0,0,0,,,,,,
2025-12-04 00:45,10,6,4,,,,,,,0,0,0,,,,,,
2025-12-04 01:00,4,3,1,,,,,,,0,0,0,,,,,,
2025-12-04 01:15,5,1,4,,,,,,,0,0,0,,,,,,
2025-12-04 01:30,1,0,1,,,,,,,0,0,0,,,,,,
2025-12-04 01:45,2,0,2,,,,,,,0,0,0,,,,,,
2025-12-04 02:00,5,0,5,,,,,,,0,0,0,,,,,,
2025-12-04 02:15,2,0,2,,,,,,,0,0,0,,,,,,
2025-12-04 02:30,1,0,1,,,,,,,0,0,0,,,,,,
2025-12-04 02:45,0,0,0,,,,,,,0,0,0,,,,,,
2025-12-04 03:00,0,0,0,,,,,,,0,0,0,,,,,,
2025-12-04 03:15,3,0,3,,,,,,,0,0,0,,,,,,
2025-12-04 03:30,5,2,3,,,,,,,0,0,0,,,,,,
2025-12-04 03:45,2,0,2,,,,,,,0,0,0,,,,,,
2025-12-04 04:00,1,0,1,,,,,,,0,0,0,,,,,,
2025-12-04 04:15,1,0,1,,,,,,,0,0,0,,,,,,
2025-12-04 04:30,0,0,0,,,,,,,0,0,0,,,,,,
2025-12-04 04:45,2,1,1,,,,,,,0,0,0,,,,,,
2025-12-04 05:00,2,2,0,,,,,,,0,0,0,,,,,,
2025-12-04 05:15,6,2,4,,,,,,,0,0,0,,,,,,
2025-12-04 05:30,10,6,4,,,,,,,0,0,0,,,,,,
2025-12-04 05:45,12,10,2,,,,,,,0,0,0,,,,,,
2025-12-04 06:00,6,2,4,,,,,,,0,0,0,,,,,,
2025-12-04 06:15,9,7,2,,,,,,,0,0,0,,,,,,
2025-12-04 06:30,25,20,5,,,,,,,0,0,0,,,,,,
2025-12-04 06:45,25,16,9,,,,,,,0,0,0,,,,,,
2025-12-04 07:00,35,21,14,,,,,,,0,0,0,,,,,,
2025-12-04 07:15,81,58,23,,,,,,,0,0,0,,,,,,
2025-12-04 07:30,179,135,44,,,,,,,0,0,0,,,,,,
2025-12-04 07:45,172,121,51,,,,,,,0,0,0,,,,,,
2025-12-04 08:00,109,83,26,,,,,,,0,0,0,,,,,,
2025-12-04 08:15,121,91,30,,,,,,,0,0,0,,,,,,
2025-12-04 08:30,95,64,31,,,,,,,0,0,0,,,,,,
2025-12-04 08:45,95,64,31,,,,,,,0,0,0,,,,,,
2025-12-04 09:00,53,40,13,,,,,,,0,0,0,,,,,,
2025-12-04 09:15,69,41,28,,,,,,,0,0,0,,,,,,
2025-12-04 09:30,70,47,23,,,,,,,0,0,0,,,,,,
2025-12-04 09:45,119,84,35,,,,,,,0,0,0,,,,,,
2025-12-04 10:00,93,67,26,,,,,,,0,0,0,,,,,,
2025-12-04 10:15,57,35,22,,,,,,,0,0,0,,,,,,
2025-12-04 10:30,54,34,20,,,,,,,0,0,0,,,,,,
2025-12-04 10:45,69,47,22,,,,,,,0,0,0,,,,,,
2025-12-04 11:00,56,34,22,,,,,,,0,0,0,,,,,,
2025-12-04 11:15,82,57,25,,,,,,,0,0,0,,,,,,
2025-12-04 11:30,83,49,34,,,,,,,0,0,0,,,,,,
2025-12-04 11:45,66,43,23,,,,,,,0,0,0,,,,,,
2025-12-04 12:00,82,38,44,,,,,,,0,0,0,,,,,,
2025-12-04 12:15,66,33,33,,,,,,,0,0,0,,,,,,
2025-12-04 12:30,72,34,38,,,,,,,0,0,0,,,,,,
2025-12-04 12:45,68,36,32,,,,,,,0,0,0,,,,,,
2025-12-04 13:00,117,45,72,,,,,,,0,0,0,,,,,,
2025-12-04 13:15,81,39,42,,,,,,,0,0,0,,,,,,
2025-12-04 13:30,72,28,44,,,,,,,0,0,0,,,,,,
2025-12-04 13:45,139,82,57,,,,,,,0,0,0,,,,,,
2025-12-04 14:00,92,41,51,,,,,,,0,0,0,,,,,,
2025-12-04 14:15,88,34,54,,,,,,,0,0,0,,,,,,
2025-12-04 14:30,71,36,35,,,,,,,0,0,0,,,,,,
2025-12-04 14:45,121,73,48,,,,,,,0,0,0,,,,,,
2025-12-04 15:00,94,46,48,,,,,,,0,0,0,,,,,,
2025-12-04 15:15,102,38,64,,,,,,,0,0,0,,,,,,
2025-12-04 15:30,138,65,73,,,,,,,0,0,0,,,,,,
2025-12-04 15:45,159,67,92,,,,,,,0,0,0,,,,,,
2025-12-04 16:00,121,55,66,,,,,,,0,0,0,,,,,,
2025-12-04 16:15,100,39,61,,,,,,,0,0,0,,,,,,
2025-12-04 16:30,77,40,37,,,,,,,0,0,0,,,,,,
2025-12-04 16:45,118,47,71,,,,,,,0,0,0,,,,,,
2025-12-04 17:00,122,51,71,,,,,,,0,0,0,,,,,,
2025-12-04 17:15,102,47,55,,,,,,,0,0,0,,,,,,
2025-12-04 17:30,108,36,72,,,,,,,0,0,0,,,,,,
2025-12-04 17:45,123,65,58,,,,,,,0,0,0,,,,,,
2025-12-04 18:00,121,43,78,,,,,,,0,0,0,,,,,,
2025-12-04 18:15,135,62,73,,,,,,,0,0,0,,,,,,
2025-12-04 18:30,98,46,52,,,,,,,0,0,0,,,,,,
2025-12-04 18:45,117,54,63,,,,,,,0,0,0,,,,,,
2025-12-04 19:00,53,26,27,,,,,,,0,0,0,,,,,,
2025-12-04 19:15,64,31,33,,,,,,,0,0,0,,,,,,
2025-12-04 19:30,69,18,51,,,,,,,0,0,0,,,,,,
2025-12-04 19:45,54,18,36,,,,,,,0,0,0,,,,,,
2025-12-04 20:00,70,22,48,,,,,,,0,0,0,,,,,,
2025-12-04 20:15,61,19,42,,,,,,,0,0,0,,,,,,
2025-12-04 20:30,39,8,31,,,,,,,0,0,0,,,,,,
2025-12-04 20:45,37,7,30,,,,,,,0,0,0,,,,,,
2025-12-04 21:00,44,12,32,,,,,,,0,0,0,,,,,,
2025-12-04 21:15,33,8,25,,,,,,,0,0,0,,,,,,
2025-12-04 21:30,28,8,20,,,,,,,0,0,0,,,,,,
2025-12-04 21:45,37,5,32,,,,,,,0,0,0,,,,,,
2025-12-04 22:00,39,14,25,,,,,,,0,0,0,,,,,,
2025-12-04 22:15,39,12,27,,,,,,,0,0,0,,,,,,
2025-12-04 22:30,37,17,20,,,,,,,0,0,0,,,,,,
2025-12-04 22:45,33,11,22,,,,,,,0,0,0,,,,,,
2025-12-04 23:00,21,8,13,,,,,,,0,0,0,,,,,,
2025-12-04 23:15,13,2,11,,,,,,,0,0,0,,,,,,
2025-12-04 23:30,14,6,8,,,,,,,0,0,0,,,,,,
2025-12-04 23:45,8,6,2,,,,,,,0,0,0,,,,,,
