Datetime,300038855 (Bismarckallee),353420516 (Bismarckallee Fahrräder IN),353420517 (Bismarckallee Fahrräder OUT),300038855-status,353420516-status,353420517-status
2024-04-01 23:30,3,3,0,0,0,0
2024-04-01 23:45,7,6,1,0,0,0
2024-04-02 00:00,2,2,0,0,0,0
2024-04-02 00:15,5,5,0,0,0,0
2024-04-02 00:30,3,2,1,0,0,0
2024-04-02 00:45,2,1,1,0,0,0
2024-04-02 01:00,0,0,0,0,0,0
2024-04-02 01:15,2,2,0,0,0,0
2024-04-02 01:30,0,0,0,0,0,0
2024-04-02 01:45,2,2,0,0,0,0
2024-04-02 02:00,1,1,0,0,0,0
2024-04-02 02:15,0,0,0,0,0,0
2024-04-02 02:30,0,0,0,0,0,0
2024-04-02 02:45,0,0,0,0,0,0
2024-04-02 03:00,2,0,2,0,0,0
2024-04-02 03:15,1,1,0,0,0,0
2024-04-02 03:30,0,0,0,0,0,0
2024-04-02 03:45,2,1,1,0,0,0
2024-04-02 04:00,0,0,0,0,0,0
2024-04-02 04:15,0,0,0,0,0,0
2024-04-02 04:30,0,0,0,0,0,0
2024-04-02 04:45,0,0,0,0,0,0
2024-04-02 05:00,1,0,1,0,0,0
2024-04-02 05:15,1,0,1,0,0,0
2024-04-02 05:30,9,3,6,0,0,0
2024-04-02 05:45,8,5,3,0,0,0
2024-04-02 06:00,8,5,3,0,0,0
2024-04-02 06:15,13,8,5,0,0,0
2024-04-02 06:30,19,14,5,0,0,0
2024-04-02 06:45,25,13,12,0,0,0
2024-04-02 07:00,32,15,17,0,0,0
2024-04-02 07:15,45,20,25,0,0,0
2024-04-02 07:30,61,30,31,0,0,0
2024-04-02 07:45,66,31,35,0,0,0
2024-04-02 08:00,66,32,34,0,0,0
2024-04-02 08:15,45,24,21,0,0,0
2024-04-02 08:30,53,21,32,0,0,0
2024-04-02 08:45,60,21,39,0,0,0
2024-04-02 09:00,39,19,20,0,0,0
2024-04-02 09:15,37,13,24,0,0,0
2024-04-02 09:30,42,22,20,0,0,0
2024-04-02 09:45,59,23,36,0,0,0
2024-04-02 10:00,49,22,27,0,0,0
2024-04-02 10:15,46,18,28,0,0,0
2024-04-02 10:30,28,13,15,0,0,0
2024-04-02 10:45,58,31,27,0,0,0
2024-04-02 11:00,39,27,12,0,0,0
2024-04-02 11:15,44,19,25,0,0,0
2024-04-02 11:30,49,32,17,0,0,0
2024-04-02 11:45,57,32,25,0,0,0
2024-04-02 12:00,73,50,23,0,0,0
2024-04-02 12:15,96,70,26,0,0,0
2024-04-02 12:30,77,52,25,0,0,0
2024-04-02 12:45,98,59,39,0,0,0
2024-04-02 13:00,102,67,35,0,0,0
2024-04-02 13:15,85,56,29,0,0,0
2024-04-02 13:30,93,50,43,0,0,0
2024-04-02 13:45,105,65,40,0,0,0
2024-04-02 14:00,90,43,47,0,0,0
2024-04-02 14:15,108,59,49,0,0,0
2024-04-02 14:30,71,32,39,0,0,0
2024-04-02 14:45,58,23,35,0,0,0
2024-04-02 15:00,64,31,33,0,0,0
2024-04-02 15:15,58,35,23,0,0,0
2024-04-02 15:30,52,39,13,0,0,0
2024-04-02 15:45,71,39,32,0,0,0
2024-04-02 16:00,77,52,25,0,0,0
2024-04-02 16:15,74,55,19,0,0,0
2024-04-02 16:30,65,44,21,0,0,0
2024-04-02 16:45,74,46,28,0,0,0
2024-04-02 17:00,75,51,24,0,0,0
2024-04-02 17:15,68,41,27,0,0,0
2024-04-02 17:30,80,51,29,0,0,0
2024-04-02 17:45,91,64,27,0,0,0
2024-04-02 18:00,72,55,17,0,0,0
2024-04-02 18:15,77,53,24,0,0,0
2024-04-02 18:30,70,51,19,0,0,0
2024-04-02 18:45,71,48,23,0,0,0
2024-04-02 19:00,57,43,14,0,0,0
2024-04-02 19:15,62,42,20,0,0,0
2024-04-02 19:30,30,24,6,0,0,0
2024-04-02 19:45,47,34,13,0,0,0
2024-04-02 20:00,38,28,10,0,0,0
2024-04-02 20:15,31,23,8,0,0,0
2024-04-02 20:30,32,21,11,0,0,0
2024-04-02 20:45,24,16,8,0,0,0
2024-04-02 21:00,31,21,10,0,0,0
2024-04-02 21:15,27,20,7,0,0,0
2024-04-02 21:30,20,13,7,0,0,0
2024-04-02 21:45,32,22,10,0,0,0
2024-04-02 22:00,24,17,7,0,0,0
2024-04-02 22:15,21,16,5,0,0,0
2024-04-02 22:30,23,18,5,0,0,0
2024-04-02 22:45,25,23,2,0,0,0
2024-04-02 23:00,19,15,4,0,0,0
2024-04-02 23:15,13,12,1,0,0,0
2024-04-02 23:30,10,8,2,0,0,0
2024-04-02 23:45,12,9,3,0,0,0
2024-04-03 00:00,5,5,0,0,0,0
2024-04-03 00:15,7,5,2,0,0,0
2024-04-03 00:30,6,5,1,0,0,0
2024-04-03 00:45,6,6,0,0,0,0
2024-04-03 01:00,7,5,2,0,0,0
2024-04-03 01:15,7,6,1,0,0,0
2024-04-03 01:30,0,0,0,0,0,0
2024-04-03 01:45,5,4,1,0,0,0
2024-04-03 02:00,2,2,0,0,0,0
2024-04-03 02:15,2,2,0,0,0,0
2024-04-03 02:30,2,2,0,0,0,0
2024-04-03 02:45,1,1,0,0,0,0
2024-04-03 03:00,1,1,0,0,0,0
2024-04-03 03:15,2,2,0,0,0,0
2024-04-03 03:30,3,3,0,0,0,0
2024-04-03 03:45,3,2,1,0,0,0
2024-04-03 04:00,0,0,0,0,0,0
2024-04-03 04:15,1,1,0,0,0,0
2024-04-03 04:30,0,0,0,0,0,0
2024-04-03 04:45,1,1,0,0,0,0
2024-04-03 05:00,3,2,1,0,0,0
2024-04-03 05:15,2,2,0,0,0,0
2024-04-03 05:30,8,3,5,0,0,0
2024-04-03 05:45,9,5,4,0,0,0
2024-04-03 06:00,4,1,3,0,0,0
2024-04-03 06:15,15,9,6,0,0,0
2024-04-03 06:30,17,8,9,0,0,0
2024-04-03 06:45,19,7,12,0,0,0
2024-04-03 07:00,28,15,13,0,0,0
2024-04-03 07:15,39,12,27,0,0,0
2024-04-03 07:30,54,25,29,0,0,0
2024-04-03 07:45,73,23,50,0,0,0
2024-04-03 08:00,65,34,31,0,0,0
2024-04-03 08:15,59,24,35,0,0,0
2024-04-03 08:30,57,27,30,0,0,0
2024-04-03 08:45,57,29,28,0,0,0
2024-04-03 09:00,51,18,33,0,0,0
2024-04-03 09:15,44,13,31,0,0,0
2024-04-03 09:30,54,21,33,0,0,0
2024-04-03 09:45,41,18,23,0,0,0
2024-04-03 10:00,54,23,31,0,0,0
2024-04-03 10:15,31,18,13,0,0,0
2024-04-03 10:30,48,27,21,0,0,0
2024-04-03 10:45,57,28,29,0,0,0
2024-04-03 11:00,39,28,11,0,0,0
2024-04-03 11:15,44,26,18,0,0,0
2024-04-03 11:30,65,39,26,0,0,0
2024-04-03 11:45,69,47,22,0,0,0
2024-04-03 12:00,91,70,21,0,0,0
2024-04-03 12:15,78,49,29,0,0,0
2024-04-03 12:30,87,57,30,0,0,0
2024-04-03 12:45,97,58,39,0,0,0
2024-04-03 13:00,94,62,32,0,0,0
2024-04-03 13:15,105,73,32,0,0,0
2024-04-03 13:30,107,56,51,0,0,0
2024-04-03 13:45,96,53,43,0,0,0
2024-04-03 14:00,81,49,32,0,0,0
2024-04-03 14:15,84,54,30,0,0,0
2024-04-03 14:30,76,42,34,0,0,0
2024-04-03 14:45,59,35,24,0,0,0
2024-04-03 15:00,80,52,28,0,0,0
2024-04-03 15:15,75,42,33,0,0,0
2024-04-03 15:30,43,26,17,0,0,0
2024-04-03 15:45,73,39,34,0,0,0
2024-04-03 16:00,70,43,27,0,0,0
2024-04-03 16:15,78,50,28,0,0,0
2024-04-03 16:30,79,60,19,0,0,0
2024-04-03 16:45,83,53,30,0,0,0
2024-04-03 17:00,99,61,38,0,0,0
2024-04-03 17:15,90,58,32,0,0,0
2024-04-03 17:30,103,70,33,0,0,0
2024-04-03 17:45,69,38,31,0,0,0
2024-04-03 18:00,82,53,29,0,0,0
2024-04-03 18:15,80,53,27,0,0,0
2024-04-03 18:30,85,51,34,0,0,0
2024-04-03 18:45,66,44,22,0,0,0
2024-04-03 19:00,71,47,24,0,0,0
2024-04-03 19:15,70,42,28,0,0,0
2024-04-03 19:30,63,42,21,0,0,0
2024-04-03 19:45,73,45,28,0,0,0
2024-04-03 20:00,67,48,19,0,0,0
2024-04-03 20:15,46,31,15,0,0,0
2024-04-03 20:30,30,18,12,0,0,0
2024-04-03 20:45,21,15,6,0,0,0
2024-04-03 21:00,26,20,6,0,0,0
2024-04-03 21:15,24,15,9,0,0,0
2024-04-03 21:30,32,17,15,0,0,0
2024-04-03 21:45,40,28,12,0,0,0
2024-04-03 22:00,24,16,8,0,0,0
2024-04-03 22:15,26,22,4,0,0,0
2024-04-03 22:30,26,19,7,0,0,0
2024-04-03 22:45,29,18,11,0,0,0
2024-04-03 23:00,33,26,7,0,0,0
2024-04-03 23:15,29,26,3,0,0,0
2024-04-03 23:30,18,15,3,0,0,0
2024-04-03 23:45,23,14,9,0,0,0
2024-04-04 00:00,18,10,8,0,0,0
2024-04-04 00:15,18,12,6,0,0,0
2024-04-04 00:30,8,7,1,0,0,0
2024-04-04 00:45,7,5,2,0,0,0
2024-04-04 01:00,12,10,2,0,0,0
2024-04-04 01:15,5,4,1,0,0,0
2024-04-04 01:30,4,4,0,0,0,0
2024-04-04 01:45,4,3,1,0,0,0
2024-04-04 02:00,8,8,0,0,0,0
2024-04-04 02:15,3,3,0,0,0,0
2024-04-04 02:30,10,9,1,0,0,0
2024-04-04 02:45,5,5,0,0,0,0
2024-04-04 03:00,3,3,0,0,0,0
2024-04-04 03:15,2,1,1,0,0,0
2024-04-04 03:30,5,3,2,0,0,0
2024-04-04 03:45,2,2,0,0,0,0
2024-04-04 04:00,5,3,2,0,0,0
2024-04-04 04:15,4,3,1,0,0,0
2024-04-04 04:30,4,4,0,0,0,0
2024-04-04 04:45,2,2,0,0,0,0
2024-04-04 05:00,2,1,1,0,0,0
2024-04-04 05:15,3,1,2,0,0,0
2024-04-04 05:30,4,1,3,0,0,0
2024-04-04 05:45,8,6,2,0,0,0
2024-04-04 06:00,5,2,3,0,0,0
2024-04-04 06:15,17,10,7,0,0,0
2024-04-04 06:30,17,8,9,0,0,0
2024-04-04 06:45,17,5,12,0,0,0
2024-04-04 07:00,25,15,10,0,0,0
2024-04-04 07:15,30,11,19,0,0,0
2024-04-04 07:30,47,24,23,0,0,0
2024-04-04 07:45,51,23,28,0,0,0
2024-04-04 08:00,47,24,23,0,0,0
2024-04-04 08:15,50,19,31,0,0,0
2024-04-04 08:30,55,27,28,0,0,0
2024-04-04 08:45,40,13,27,0,0,0
2024-04-04 09:00,32,16,16,0,0,0
2024-04-04 09:15,35,14,21,0,0,0
2024-04-04 09:30,37,22,15,0,0,0
2024-04-04 09:45,37,11,26,0,0,0
2024-04-04 10:00,23,12,11,0,0,0
2024-04-04 10:15,23,8,15,0,0,0
2024-04-04 10:30,23,11,12,0,0,0
2024-04-04 10:45,21,10,11,0,0,0
2024-04-04 11:00,19,10,9,0,0,0
2024-04-04 11:15,21,15,6,0,0,0
2024-04-04 11:30,24,18,6,0,0,0
2024-04-04 11:45,43,27,16,0,0,0
2024-04-04 12:00,66,45,21,0,0,0
2024-04-04 12:15,74,46,28,0,0,0
2024-04-04 12:30,70,43,27,0,0,0
2024-04-04 12:45,96,61,35,0,0,0
2024-04-04 13:00,95,65,30,0,0,0
2024-04-04 13:15,85,53,32,0,0,0
2024-04-04 13:30,103,59,44,0,0,0
2024-04-04 13:45,97,49,48,0,0,0
2024-04-04 14:00,89,55,34,0,0,0
2024-04-04 14:15,53,32,21,0,0,0
2024-04-04 14:30,60,27,33,0,0,0
2024-04-04 14:45,74,33,41,0,0,0
2024-04-04 15:00,67,38,29,0,0,0
2024-04-04 15:15,63,44,19,0,0,0
2024-04-04 15:30,80,44,36,0,0,0
2024-04-04 15:45,84,55,29,0,0,0
2024-04-04 16:00,80,56,24,0,0,0
2024-04-04 16:15,48,34,14,0,0,0
2024-04-04 16:30,79,51,28,0,0,0
2024-04-04 16:45,67,45,22,0,0,0
2024-04-04 17:00,71,52,19,0,0,0
2024-04-04 17:15,81,59,22,0,0,0
2024-04-04 17:30,69,51,18,0,0,0
2024-04-04 17:45,110,80,30,0,0,0
2024-04-04 18:00,71,54,17,0,0,0
2024-04-04 18:15,80,55,25,0,0,0
2024-04-04 18:30,71,46,25,0,0,0
2024-04-04 18:45,70,45,25,0,0,0
2024-04-04 19:00,79,58,21,0,0,0
2024-04-04 19:15,51,39,12,0,0,0
2024-04-04 19:30,69,47,22,0,0,0
2024-04-04 19:45,54,38,16,0,0,0
2024-04-04 20:00,45,31,14,0,0,0
2024-04-04 20:15,45,31,14,0,0,0
2024-04-04 20:30,28,17,11,0,0,0
2024-04-04 20:45,17,12,5,0,0,0
2024-04-04 21:00,27,18,9,0,0,0
2024-04-04 21:15,29,23,6,0,0,0
2024-04-04 21:30,27,23,4,0,0,0
2024-04-04 21:45,28,22,6,0,0,0
2024-04-04 22:00,26,18,8,0,0,0
2024-04-04 22:15,25,20,5,0,0,0
2024-04-04 22:30,28,23,5,0,0,0
2024-04-04 22:45,44,34,10,0,0,0
2024-04-04 23:00,22,18,4,0,0,0
2024-04-04 23:15,19,13,6,0,0,0
2024-04-04 23:30,15,13,2,0,0,0
2024-04-04 23:45,19,12,7,0,0,0
2024-04-05 00:00,12,7,5,0,0,0
2024-04-05 00:15,11,9,2,0,0,0
2024-04-05 00:30,12,8,4,0,0,0
2024-04-05 00:45,9,7,2,0,0,0
2024-04-05 01:00,7,3,4,0,0,0
2024-04-05 01:15,6,6,0,0,0,0
2024-04-05 01:30,6,6,0,0,0,0
2024-04-05 01:45,3,3,0,0,0,0
2024-04-05 02:00,4,4,0,0,0,0
2024-04-05 02:15,1,1,0,0,0,0
2024-04-05 02:30,1,1,0,0,0,0
2024-04-05 02:45,0,0,0,0,0,0
2024-04-05 03:00,1,1,0,0,0,0
2024-04-05 03:15,1,1,0,0,0,0
2024-04-05 03:30,1,1,0,0,0,0
2024-04-05 03:45,3,2,1,0,0,0
2024-04-05 04:00,2,2,0,0,0,0
2024-04-05 04:15,4,3,1,0,0,0
2024-04-05 04:30,5,4,1,0,0,0
2024-04-05 04:45,0,0,0,0,0,0
2024-04-05 05:00,2,1,1,0,0,0
2024-04-05 05:15,5,2,3,0,0,0
2024-04-05 05:30,6,3,3,0,0,0
2024-04-05 05:45,8,4,4,0,0,0
2024-04-05 06:00,5,3,2,0,0,0
2024-04-05 06:15,9,6,3,0,0,0
2024-04-05 06:30,18,6,12,0,0,0
2024-04-05 06:45,20,10,10,0,0,0
2024-04-05 07:00,28,15,13,0,0,0
2024-04-05 07:15,34,13,21,0,0,0
2024-04-05 07:30,44,15,29,0,0,0
2024-04-05 07:45,64,28,36,0,0,0
2024-04-05 08:00,48,17,31,0,0,0
2024-04-05 08:15,53,26,27,0,0,0
2024-04-05 08:30,40,13,27,0,0,0
2024-04-05 08:45,44,12,32,0,0,0
2024-04-05 09:00,44,14,30,0,0,0
2024-04-05 09:15,28,9,19,0,0,0
2024-04-05 09:30,51,22,29,0,0,0
2024-04-05 09:45,42,16,26,0,0,0
2024-04-05 10:00,37,13,24,0,0,0
2024-04-05 10:15,34,11,23,0,0,0
2024-04-05 10:30,54,30,24,0,0,0
2024-04-05 10:45,57,33,24,0,0,0
2024-04-05 11:00,51,34,17,0,0,0
2024-04-05 11:15,50,29,21,0,0,0
2024-04-05 11:30,54,35,19,0,0,0
2024-04-05 11:45,78,55,23,0,0,0
2024-04-05 12:00,106,80,26,0,0,0
2024-04-05 12:15,100,65,35,0,0,0
2024-04-05 12:30,94,61,33,0,0,0
2024-04-05 12:45,86,52,34,0,0,0
2024-04-05 13:00,115,88,27,0,0,0
2024-04-05 13:15,108,78,30,0,0,0
2024-04-05 13:30,106,66,40,0,0,0
2024-04-05 13:45,128,72,56,0,0,0
2024-04-05 14:00,111,54,57,0,0,0
2024-04-05 14:15,118,65,53,0,0,0
2024-04-05 14:30,89,46,43,0,0,0
2024-04-05 14:45,77,34,43,0,0,0
2024-04-05 15:00,59,40,19,0,0,0
2024-04-05 15:15,75,50,25,0,0,0
2024-04-05 15:30,78,49,29,0,0,0
2024-04-05 15:45,66,38,28,0,0,0
2024-04-05 16:00,66,46,20,0,0,0
2024-04-05 16:15,64,45,19,0,0,0
2024-04-05 16:30,89,54,35,0,0,0
2024-04-05 16:45,70,40,30,0,0,0
2024-04-05 17:00,80,41,39,0,0,0
2024-04-05 17:15,71,49,22,0,0,0
2024-04-05 17:30,72,48,24,0,0,0
2024-04-05 17:45,87,53,34,0,0,0
2024-04-05 18:00,85,53,32,0,0,0
2024-04-05 18:15,87,52,35,0,0,0
2024-04-05 18:30,89,60,29,0,0,0
2024-04-05 18:45,95,55,40,0,0,0
2024-04-05 19:00,87,54,33,0,0,0
2024-04-05 19:15,90,55,35,0,0,0
2024-04-05 19:30,65,43,22,0,0,0
2024-04-05 19:45,64,34,30,0,0,0
2024-04-05 20:00,56,34,22,0,0,0
2024-04-05 20:15,47,36,11,0,0,0
2024-04-05 20:30,39,29,10,0,0,0
2024-04-05 20:45,39,24,15,0,0,0
2024-04-05 21:00,35,21,14,0,0,0
2024-04-05 21:15,30,24,6,0,0,0
2024-04-05 21:30,39,26,13,0,0,0
2024-04-05 21:45,31,21,10,0,0,0
2024-04-05 22:00,30,22,8,0,0,0
2024-04-05 22:15,26,18,8,0,0,0
2024-04-05 22:30,27,21,6,0,0,0
2024-04-05 22:45,28,22,6,0,0,0
2024-04-05 23:00,28,23,5,0,0,0
2024-04-05 23:15,29,25,4,0,0,0
2024-04-05 23:30,22,20,2,0,0,0
2024-04-05 23:45,30,21,9,0,0,0
2024-04-06 00:00,29,23,6,0,0,0
2024-04-06 00:15,9,8,1,0,0,0
2024-04-06 00:30,21,19,2,0,0,0
2024-04-06 00:45,17,15,2,0,0,0
2024-04-06 01:00,19,19,0,0,0,0
2024-04-06 01:15,17,15,2,0,0,0
2024-04-06 01:30,10,9,1,0,0,0
2024-04-06 01:45,11,11,0,0,0,0
2024-04-06 02:00,13,12,1,0,0,0
2024-04-06 02:15,13,10,3,0,0,0
2024-04-06 02:30,15,12,3,0,0,0
2024-04-06 02:45,6,6,0,0,0,0
2024-04-06 03:00,7,7,0,0,0,0
2024-04-06 03:15,5,5,0,0,0,0
2024-04-06 03:30,11,10,1,0,0,0
2024-04-06 03:45,3,3,0,0,0,0
2024-04-06 04:00,4,3,1,0,0,0
2024-04-06 04:15,4,4,0,0,0,0
2024-04-06 04:30,3,3,0,0,0,0
2024-04-06 04:45,5,4,1,0,0,0
2024-04-06 05:00,2,1,1,0,0,0
2024-04-06 05:15,3,2,1,0,0,0
2024-04-06 05:30,5,3,2,0,0,0
2024-04-06 05:45,3,1,2,0,0,0
2024-04-06 06:00,2,2,0,0,0,0
2024-04-06 06:15,1,1,0,0,0,0
2024-04-06 06:30,3,2,1,0,0,0
2024-04-06 06:45,5,2,3,0,0,0
2024-04-06 07:00,4,0,4,0,0,0
2024-04-06 07:15,9,3,6,0,0,0
2024-04-06 07:30,15,9,6,0,0,0
2024-04-06 07:45,21,7,14,0,0,0
2024-04-06 08:00,13,4,9,0,0,0
2024-04-06 08:15,12,4,8,0,0,0
2024-04-06 08:30,26,9,17,0,0,0
2024-04-06 08:45,34,12,22,0,0,0
2024-04-06 09:00,46,16,30,0,0,0
2024-04-06 09:15,47,17,30,0,0,0
2024-04-06 09:30,52,25,27,0,0,0
2024-04-06 09:45,71,29,42,0,0,0
2024-04-06 10:00,63,29,34,0,0,0
2024-04-06 10:15,106,32,74,0,0,0
2024-04-06 10:30,84,36,48,0,0,0
2024-04-06 10:45,87,42,45,0,0,0
2024-04-06 11:00,101,58,43,0,0,0
2024-04-06 11:15,114,66,48,0,0,0
2024-04-06 11:30,105,51,54,0,0,0
2024-04-06 11:45,97,54,43,0,0,0
2024-04-06 12:00,120,70,50,0,0,0
2024-04-06 12:15,119,63,56,0,0,0
2024-04-06 12:30,139,71,68,0,0,0
2024-04-06 12:45,104,55,49,0,0,0
2024-04-06 13:00,138,88,50,0,0,0
2024-04-06 13:15,99,63,36,0,0,0
2024-04-06 13:30,125,74,51,0,0,0
2024-04-06 13:45,120,77,43,0,0,0
2024-04-06 14:00,137,98,39,0,0,0
2024-04-06 14:15,116,70,46,0,0,0
2024-04-06 14:30,83,51,32,0,0,0
2024-04-06 14:45,117,67,50,0,0,0
2024-04-06 15:00,118,84,34,0,0,0
2024-04-06 15:15,111,69,42,0,0,0
2024-04-06 15:30,97,49,48,0,0,0
2024-04-06 15:45,124,74,50,0,0,0
2024-04-06 16:00,124,74,50,0,0,0
2024-04-06 16:15,100,60,40,0,0,0
2024-04-06 16:30,125,78,47,0,0,0
2024-04-06 16:45,83,57,26,0,0,0
2024-04-06 17:00,80,50,30,0,0,0
2024-04-06 17:15,96,56,40,0,0,0
2024-04-06 17:30,126,85,41,0,0,0
2024-04-06 17:45,105,66,39,0,0,0
2024-04-06 18:00,118,81,37,0,0,0
2024-04-06 18:15,119,70,49,0,0,0
2024-04-06 18:30,101,70,31,0,0,0
2024-04-06 18:45,101,54,47,0,0,0
2024-04-06 19:00,90,58,32,0,0,0
2024-04-06 19:15,84,41,43,0,0,0
2024-04-06 19:30,66,47,19,0,0,0
2024-04-06 19:45,83,46,37,0,0,0
2024-04-06 20:00,68,48,20,0,0,0
2024-04-06 20:15,67,46,21,0,0,0
2024-04-06 20:30,70,52,18,0,0,0
2024-04-06 20:45,50,31,19,0,0,0
2024-04-06 21:00,73,44,29,0,0,0
2024-04-06 21:15,58,37,21,0,0,0
2024-04-06 21:30,49,34,15,0,0,0
2024-04-06 21:45,27,21,6,0,0,0
2024-04-06 22:00,44,31,13,0,0,0
2024-04-06 22:15,33,21,12,0,0,0
2024-04-06 22:30,45,32,13,0,0,0
2024-04-06 22:45,34,21,13,0,0,0
2024-04-06 23:00,34,20,14,0,0,0
2024-04-06 23:15,38,24,14,0,0,0
2024-04-06 23:30,31,21,10,0,0,0
2024-04-06 23:45,39,25,14,0,0,0
2024-04-07 00:00,22,17,5,0,0,0
2024-04-07 00:15,44,33,11,0,0,0
2024-04-07 00:30,25,20,5,0,0,0
2024-04-07 00:45,20,16,4,0,0,0
2024-04-07 01:00,24,19,5,0,0,0
2024-04-07 01:15,20,16,4,0,0,0
2024-04-07 01:30,20,18,2,0,0,0
2024-04-07 01:45,15,12,3,0,0,0
2024-04-07 02:00,8,6,2,0,0,0
2024-04-07 02:15,14,12,2,0,0,0
2024-04-07 02:30,11,10,1,0,0,0
2024-04-07 02:45,16,15,1,0,0,0
2024-04-07 03:00,11,10,1,0,0,0
2024-04-07 03:15,13,11,2,0,0,0
2024-04-07 03:30,4,3,1,0,0,0
2024-04-07 03:45,6,6,0,0,0,0
2024-04-07 04:00,5,4,1,0,0,0
2024-04-07 04:15,6,3,3,0,0,0
2024-04-07 04:30,4,3,1,0,0,0
2024-04-07 04:45,4,4,0,0,0,0
2024-04-07 05:00,4,4,0,0,0,0
2024-04-07 05:15,4,1,3,0,0,0
2024-04-07 05:30,3,3,0,0,0,0
2024-04-07 05:45,1,1,0,0,0,0
2024-04-07 06:00,1,1,0,0,0,0
