Datetime,300038855 (Bismarckallee),353420516 (Bismarckallee Fahrräder OUT),353420517 (Bismarckallee Fahrräder IN),300038855-status,353420516-status,353420517-status
2025-01-01 10:00,6,3,3,0,0,0
2025-01-01 10:15,6,1,5,0,0,0
2025-01-01 10:30,6,4,2,0,0,0
2025-01-01 10:45,1,0,1,0,0,0
2025-01-01 11:00,7,4,3,0,0,0
2025-01-01 11:15,6,2,4,0,0,0
2025-01-01 11:30,11,7,4,0,0,0
2025-01-01 11:45,13,7,6,0,0,0
2025-01-01 12:00,10,7,3,0,0,0
2025-01-01 12:15,6,2,4,0,0,0
2025-01-01 12:30,15,6,9,0,0,0
2025-01-01 12:45,8,5,3,0,0,0
2025-01-01 13:00,10,2,8,0,0,0
2025-01-01 13:15,8,1,7,0,0,0
2025-01-01 13:30,15,5,10,0,0,0
2025-01-01 13:45,11,3,8,0,0,0
2025-01-01 14:00,7,3,4,0,0,0
2025-01-01 14:15,14,3,11,0,0,0
2025-01-01 14:30,22,8,14,0,0,0
2025-01-01 14:45,25,10,15,0,0,0
2025-01-01 15:00,19,8,11,0,0,0
2025-01-01 15:15,21,11,10,0,0,0
2025-01-01 15:30,24,7,17,0,0,0
2025-01-01 15:45,8,3,5,0,0,0
2025-01-01 16:00,6,4,2,0,0,0
2025-01-01 16:15,14,7,7,0,0,0
2025-01-01 16:30,22,8,14,0,0,0
2025-01-01 16:45,12,8,4,0,0,0
2025-01-01 17:00,12,7,5,0,0,0
2025-01-01 17:15,15,6,9,0,0,0
2025-01-01 17:30,13,6,7,0,0,0
2025-01-01 17:45,6,4,2,0,0,0
2025-01-01 18:00,4,2,2,0,0,0
2025-01-01 18:15,3,1,2,0,0,0
2025-01-01 18:30,17,2,15,0,0,0
2025-01-01 18:45,5,1,4,0,0,0
2025-01-01 19:00,7,2,5,0,0,0
2025-01-01 19:15,6,0,6,0,0,0
2025-01-01 19:30,11,5,6,0,0,0
2025-01-01 19:45,13,6,7,0,0,0
2025-01-01 20:00,4,2,2,0,0,0
2025-01-01 20:15,6,4,2,0,0,0
2025-01-01 20:30,5,4,1,0,0,0
2025-01-01 20:45,4,1,3,0,0,0
2025-01-01 21:00,3,2,1,0,0,0
2025-01-01 21:15,11,4,7,0,0,0
2025-01-01 21:30,2,0,2,0,0,0
2025-01-01 21:45,8,2,6,0,0,0
2025-01-01 22:00,5,0,5,0,0,0
2025-01-01 22:15,9,4,5,0,0,0
2025-01-01 22:30,5,0,5,0,0,0
2025-01-01 22:45,1,0,1,0,0,0
2025-01-01 23:00,1,0,1,0,0,0
2025-01-01 23:15,0,0,0,0,0,0
2025-01-01 23:30,0,0,0,0,0,0
2025-01-01 23:45,5,4,1,0,0,0
2025-01-02 00:00,1,1,0,0,0,0
2025-01-02 00:15,0,0,0,0,0,0
2025-01-02 00:30,0,0,0,0,0,0
2025-01-02 00:45,1,0,1,0,0,0
2025-01-02 01:00,0,0,0,0,0,0
2025-01-02 01:15,1,0,1,0,0,0
2025-01-02 01:30,2,0,2,0,0,0
2025-01-02 01:45,0,0,0,0,0,0
2025-01-02 02:00,0,0,0,0,0,0
2025-01-02 02:15,0,0,0,0,0,0
2025-01-02 02:30,0,0,0,0,0,0
2025-01-02 02:45,0,0,0,0,0,0
2025-01-02 03:00,0,0,0,0,0,0
2025-01-02 03:15,1,1,0,0,0,0
2025-01-02 03:30,0,0,0,0,0,0
2025-01-02 03:45,0,0,0,0,0,0
2025-01-02 04:00,1,1,0,0,0,0
2025-01-02 04:15,1,0,1,0,0,0
2025-01-02 04:30,0,0,0,0,0,0
2025-01-02 04:45,0,0,0,0,0,0
2025-01-02 05:00,0,0,0,0,0,0
2025-01-02 05:15,1,0,1,0,0,0
2025-01-02 05:30,1,0,1,0,0,0
2025-01-02 05:45,7,4,3,0,0,0
2025-01-02 06:00,4,0,4,0,0,0
2025-01-02 06:15,7,5,2,0,0,0
2025-01-02 06:30,11,5,6,0,0,0
2025-01-02 06:45,19,13,6,0,0,0
2025-01-02 07:00,21,12,9,0,0,0
2025-01-02 07:15,23,12,11,0,0,0
2025-01-02 07:30,32,20,12,0,0,0
2025-01-02 07:45,41,25,16,0,0,0
2025-01-02 08:00,25,18,7,0,0,0
2025-01-02 08:15,46,27,19,0,0,0
2025-01-02 08:30,20,10,10,0,0,0
2025-01-02 08:45,26,21,5,0,0,0
2025-01-02 09:00,14,7,7,0,0,0
2025-01-02 09:15,32,17,15,0,0,0
2025-01-02 09:30,35,21,14,0,0,0
2025-01-02 09:45,48,35,13,0,0,0
2025-01-02 10:00,31,22,9,0,0,0
2025-01-02 10:15,26,15,11,0,0,0
2025-01-02 10:30,24,20,4,0,0,0
2025-01-02 10:45,34,24,10,0,0,0
2025-01-02 11:00,37,20,17,0,0,0
2025-01-02 11:15,35,20,15,0,0,0
2025-01-02 11:30,26,11,15,0,0,0
2025-01-02 11:45,39,9,30,0,0,0
2025-01-02 12:00,48,24,24,0,0,0
2025-01-02 12:15,58,25,33,0,0,0
2025-01-02 12:30,58,22,36,0,0,0
2025-01-02 12:45,41,22,19,0,0,0
2025-01-02 13:00,63,20,43,0,0,0
2025-01-02 13:15,40,17,23,0,0,0
2025-01-02 13:30,47,24,23,0,0,0
2025-01-02 13:45,80,44,36,0,0,0
2025-01-02 14:00,53,29,24,0,0,0
2025-01-02 14:15,66,32,34,0,0,0
2025-01-02 14:30,65,35,30,0,0,0
2025-01-02 14:45,59,21,38,0,0,0
2025-01-02 15:00,65,24,41,0,0,0
2025-01-02 15:15,82,33,49,0,0,0
2025-01-02 15:30,70,25,45,0,0,0
2025-01-02 15:45,66,26,40,0,0,0
2025-01-02 16:00,81,35,46,0,0,0
2025-01-02 16:15,65,20,45,0,0,0
2025-01-02 16:30,75,26,49,0,0,0
2025-01-02 16:45,64,24,40,0,0,0
2025-01-02 17:00,68,20,48,0,0,0
2025-01-02 17:15,75,26,49,0,0,0
2025-01-02 17:30,67,14,53,0,0,0
2025-01-02 17:45,55,14,41,0,0,0
2025-01-02 18:00,54,13,41,0,0,0
2025-01-02 18:15,58,15,43,0,0,0
2025-01-02 18:30,40,11,29,0,0,0
2025-01-02 18:45,41,17,24,0,0,0
2025-01-02 19:00,35,7,28,0,0,0
2025-01-02 19:15,34,9,25,0,0,0
2025-01-02 19:30,31,7,24,0,0,0
2025-01-02 19:45,36,12,24,0,0,0
2025-01-02 20:00,24,7,17,0,0,0
2025-01-02 20:15,10,5,5,0,0,0
2025-01-02 20:30,22,6,16,0,0,0
2025-01-02 20:45,10,4,6,0,0,0
2025-01-02 21:00,11,4,7,0,0,0
2025-01-02 21:15,10,3,7,0,0,0
2025-01-02 21:30,17,2,15,0,0,0
2025-01-02 21:45,17,8,9,0,0,0
2025-01-02 22:00,17,4,13,0,0,0
2025-01-02 22:15,23,4,19,0,0,0
2025-01-02 22:30,13,3,10,0,0,0
2025-01-02 22:45,8,0,8,0,0,0
2025-01-02 23:00,12,2,10,0,0,0
2025-01-02 23:15,2,0,2,0,0,0
2025-01-02 23:30,0,0,0,0,0,0
2025-01-02 23:45,8,3,5,0,0,0
2025-01-03 00:00,5,1,4,0,0,0
2025-01-03 00:15,3,2,1,0,0,0
2025-01-03 00:30,2,0,2,0,0,0
2025-01-03 00:45,3,1,2,0,0,0
2025-01-03 01:00,3,0,3,0,0,0
2025-01-03 01:15,1,0,1,0,0,0
2025-01-03 01:30,1,0,1,0,0,0
2025-01-03 01:45,2,0,2,0,0,0
2025-01-03 02:00,3,0,3,0,0,0
2025-01-03 02:15,2,0,2,0,0,0
2025-01-03 02:30,0,0,0,0,0,0
2025-01-03 02:45,1,0,1,0,0,0
2025-01-03 03:00,0,0,0,0,0,0
2025-01-03 03:15,0,0,0,0,0,0
2025-01-03 03:30,0,0,0,0,0,0
2025-01-03 03:45,1,0,1,0,0,0
2025-01-03 04:00,1,1,0,0,0,0
2025-01-03 04:15,1,1,0,0,0,0
2025-01-03 04:30,0,0,0,0,0,0
2025-01-03 04:45,0,0,0,0,0,0
2025-01-03 05:00,0,0,0,0,0,0
2025-01-03 05:15,3,1,2,0,0,0
2025-01-03 05:30,5,2,3,0,0,0
2025-01-03 05:45,7,3,4,0,0,0
2025-01-03 06:00,3,2,1,0,0,0
2025-01-03 06:15,10,7,3,0,0,0
2025-01-03 06:30,19,11,8,0,0,0
2025-01-03 06:45,18,9,9,0,0,0
2025-01-03 07:00,16,9,7,0,0,0
2025-01-03 07:15,17,13,4,0,0,0
2025-01-03 07:30,31,21,10,0,0,0
2025-01-03 07:45,27,13,14,0,0,0
2025-01-03 08:00,22,11,11,0,0,0
2025-01-03 08:15,35,21,14,0,0,0
2025-01-03 08:30,28,16,12,0,0,0
2025-01-03 08:45,27,16,11,0,0,0
2025-01-03 09:00,22,13,9,0,0,0
2025-01-03 09:15,23,19,4,0,0,0
2025-01-03 09:30,29,24,5,0,0,0
2025-01-03 09:45,35,26,9,0,0,0
2025-01-03 10:00,28,21,7,0,0,0
2025-01-03 10:15,24,14,10,0,0,0
2025-01-03 10:30,23,15,8,0,0,0
2025-01-03 10:45,39,22,17,0,0,0
2025-01-03 11:00,41,25,16,0,0,0
2025-01-03 11:15,35,16,19,0,0,0
2025-01-03 11:30,45,24,21,0,0,0
2025-01-03 11:45,45,19,26,0,0,0
2025-01-03 12:00,45,13,32,0,0,0
2025-01-03 12:15,54,21,33,0,0,0
2025-01-03 12:30,44,20,24,0,0,0
2025-01-03 12:45,60,30,30,0,0,0
2025-01-03 13:00,54,30,24,0,0,0
2025-01-03 13:15,56,17,39,0,0,0
2025-01-03 13:30,38,12,26,0,0,0
2025-01-03 13:45,64,25,39,0,0,0
2025-01-03 14:00,51,17,34,0,0,0
2025-01-03 14:15,45,20,25,0,0,0
2025-01-03 14:30,51,22,29,0,0,0
2025-01-03 14:45,39,13,26,0,0,0
2025-01-03 15:00,49,17,32,0,0,0
2025-01-03 15:15,38,14,24,0,0,0
2025-01-03 15:30,53,17,36,0,0,0
2025-01-03 15:45,43,15,28,0,0,0
2025-01-03 16:00,48,14,34,0,0,0
2025-01-03 16:15,57,18,39,0,0,0
2025-01-03 16:30,46,14,32,0,0,0
2025-01-03 16:45,38,12,26,0,0,0
2025-01-03 17:00,45,16,29,0,0,0
2025-01-03 17:15,73,15,58,0,0,0
2025-01-03 17:30,56,16,40,0,0,0
2025-01-03 17:45,51,13,38,0,0,0
2025-01-03 18:00,38,5,33,0,0,0
2025-01-03 18:15,26,7,19,0,0,0
2025-01-03 18:30,32,9,23,0,0,0
2025-01-03 18:45,28,15,13,0,0,0
2025-01-03 19:00,33,15,18,0,0,0
2025-01-03 19:15,35,11,24,0,0,0
2025-01-03 19:30,28,14,14,0,0,0
2025-01-03 19:45,23,6,17,0,0,0
2025-01-03 20:00,32,6,26,0,0,0
2025-01-03 20:15,16,7,9,0,0,0
2025-01-03 20:30,20,3,17,0,0,0
2025-01-03 20:45,10,4,6,0,0,0
2025-01-03 21:00,13,6,7,0,0,0
2025-01-03 21:15,11,4,7,0,0,0
2025-01-03 21:30,12,4,8,0,0,0
2025-01-03 21:45,11,2,9,0,0,0
2025-01-03 22:00,15,2,13,0,0,0
2025-01-03 22:15,14,4,10,0,0,0
2025-01-03 22:30,16,3,13,0,0,0
2025-01-03 22:45,9,2,7,0,0,0
2025-01-03 23:00,20,2,18,0,0,0
2025-01-03 23:15,14,3,11,0,0,0
2025-01-03 23:30,9,0,9,0,0,0
2025-01-03 23:45,11,0,11,0,0,0
2025-01-04 00:00,11,1,10,0,0,0
2025-01-04 00:15,10,1,9,0,0,0
2025-01-04 00:30,3,0,3,0,0,0
2025-01-04 00:45,9,3,6,0,0,0
2025-01-04 01:00,4,1,3,0,0,0
2025-01-04 01:15,9,3,6,0,0,0
2025-01-04 01:30,3,0,3,0,0,0
2025-01-04 01:45,3,1,2,0,0,0
2025-01-04 02:00,5,0,5,0,0,0
2025-01-04 02:15,2,0,2,0,0,0
2025-01-04 02:30,3,0,3,0,0,0
2025-01-04 02:45,1,0,1,0,0,0
2025-01-04 03:00,0,0,0,0,0,0
2025-01-04 03:15,0,0,0,0,0,0
2025-01-04 03:30,2,0,2,0,0,0
2025-01-04 03:45,2,0,2,0,0,0
2025-01-04 04:00,1,1,0,0,0,0
2025-01-04 04:15,1,1,0,0,0,0
2025-01-04 04:30,0,0,0,0,0,0
2025-01-04 04:45,1,0,1,0,0,0
2025-01-04 05:00,6,2,4,0,0,0
2025-01-04 05:15,5,3,2,0,0,0
2025-01-04 05:30,2,0,2,0,0,0
2025-01-04 05:45,2,0,2,0,0,0
2025-01-04 06:00,3,1,2,0,0,0
2025-01-04 06:15,2,2,0,0,0,0
2025-01-04 06:30,1,1,0,0,0,0
2025-01-04 06:45,6,4,2,0,0,0
2025-01-04 07:00,3,1,2,0,0,0
2025-01-04 07:15,5,3,2,0,0,0
2025-01-04 07:30,6,4,2,0,0,0
2025-01-04 07:45,4,2,2,0,0,0
2025-01-04 08:00,6,3,3,0,0,0
2025-01-04 08:15,5,2,3,0,0,0
2025-01-04 08:30,12,5,7,0,0,0
2025-01-04 08:45,8,7,1,0,0,0
2025-01-04 09:00,18,12,6,0,0,0
2025-01-04 09:15,25,20,5,0,0,0
2025-01-04 09:30,21,13,8,0,0,0
2025-01-04 09:45,47,36,11,0,0,0
2025-01-04 10:00,38,19,19,0,0,0
2025-01-04 10:15,53,33,20,0,0,0
2025-01-04 10:30,63,49,14,0,0,0
2025-01-04 10:45,77,51,26,0,0,0
2025-01-04 11:00,53,32,21,0,0,0
2025-01-04 11:15,63,39,24,0,0,0
2025-01-04 11:30,52,25,27,0,0,0
2025-01-04 11:45,51,20,31,0,0,0
2025-01-04 12:00,52,29,23,0,0,0
2025-01-04 12:15,54,17,37,0,0,0
2025-01-04 12:30,51,24,27,0,0,0
2025-01-04 12:45,84,39,45,0,0,0
2025-01-04 13:00,60,31,29,0,0,0
2025-01-04 13:15,75,35,40,0,0,0
2025-01-04 13:30,33,14,19,0,0,0
2025-01-04 13:45,61,26,35,0,0,0
2025-01-04 14:00,76,26,50,0,0,0
2025-01-04 14:15,45,20,25,0,0,0
2025-01-04 14:30,65,12,53,0,0,0
2025-01-04 14:45,44,18,26,0,0,0
2025-01-04 15:00,59,16,43,0,0,0
2025-01-04 15:15,46,18,28,0,0,0
2025-01-04 15:30,53,23,30,0,0,0
2025-01-04 15:45,59,23,36,0,0,0
2025-01-04 16:00,40,13,27,0,0,0
2025-01-04 16:15,59,17,42,0,0,0
2025-01-04 16:30,42,22,20,0,0,0
2025-01-04 16:45,34,11,23,0,0,0
2025-01-04 17:00,64,16,48,0,0,0
2025-01-04 17:15,38,13,25,0,0,0
2025-01-04 17:30,48,17,31,0,0,0
2025-01-04 17:45,40,13,27,0,0,0
2025-01-04 18:00,48,11,37,0,0,0
2025-01-04 18:15,32,14,18,0,0,0
2025-01-04 18:30,29,9,20,0,0,0
2025-01-04 18:45,58,19,39,0,0,0
2025-01-04 19:00,40,15,25,0,0,0
2025-01-04 19:15,32,7,25,0,0,0
2025-01-04 19:30,31,13,18,0,0,0
2025-01-04 19:45,43,16,27,0,0,0
2025-01-04 20:00,30,7,23,0,0,0
2025-01-04 20:15,22,9,13,0,0,0
2025-01-04 20:30,18,7,11,0,0,0
2025-01-04 20:45,19,5,14,0,0,0
2025-01-04 21:00,20,4,16,0,0,0
2025-01-04 21:15,16,9,7,0,0,0
2025-01-04 21:30,10,1,9,0,0,0
2025-01-04 21:45,10,3,7,0,0,0
2025-01-04 22:00,13,4,9,0,0,0
2025-01-04 22:15,13,2,11,0,0,0
2025-01-04 22:30,17,3,14,0,0,0
2025-01-04 22:45,16,3,13,0,0,0
2025-01-04 23:00,10,5,5,0,0,0
2025-01-04 23:15,22,1,21,0,0,0
2025-01-04 23:30,17,5,12,0,0,0
2025-01-04 23:45,13,3,10,0,0,0
2025-01-05 00:00,9,3,6,0,0,0
2025-01-05 00:15,10,1,9,0,0,0
2025-01-05 00:30,17,7,10,0,0,0
2025-01-05 00:45,13,5,8,0,0,0
2025-01-05 01:00,9,2,7,0,0,0
2025-01-05 01:15,8,0,8,0,0,0
2025-01-05 01:30,7,6,1,0,0,0
2025-01-05 01:45,8,1,7,0,0,0
2025-01-05 02:00,6,2,4,0,0,0
2025-01-05 02:15,6,0,6,0,0,0
2025-01-05 02:30,2,0,2,0,0,0
2025-01-05 02:45,4,0,4,0,0,0
2025-01-05 03:00,7,1,6,0,0,0
2025-01-05 03:15,3,0,3,0,0,0
2025-01-05 03:30,1,0,1,0,0,0
2025-01-05 03:45,7,0,7,0,0,0
2025-01-05 04:00,3,0,3,0,0,0
2025-01-05 04:15,2,0,2,0,0,0
2025-01-05 04:30,4,1,3,0,0,0
2025-01-05 04:45,0,0,0,0,0,0
2025-01-05 05:00,2,2,0,0,0,0
2025-01-05 05:15,2,1,1,0,0,0
2025-01-05 05:30,0,0,0,0,0,0
2025-01-05 05:45,0,0,0,0,0,0
2025-01-05 06:00,3,1,2,0,0,0
2025-01-05 06:15,2,2,0,0,0,0
2025-01-05 06:30,0,0,0,0,0,0
2025-01-05 06:45,2,2,0,0,0,0
2025-01-05 07:00,2,0,2,0,0,0
2025-01-05 07:15,1,0,1,0,0,0
2025-01-05 07:30,5,2,3,0,0,0
2025-01-05 07:45,2,2,0,0,0,0
2025-01-05 08:00,1,1,0,0,0,0
2025-01-05 08:15,2,2,0,0,0,0
2025-01-05 08:30,2,2,0,0,0,0
2025-01-05 08:45,5,2,3,0,0,0
2025-01-05 09:00,6,4,2,0,0,0
2025-01-05 09:15,2,1,1,0,0,0
2025-01-05 09:30,2,1,1,0,0,0
2025-01-05 09:45,11,9,2,0,0,0
2025-01-05 10:00,13,12,1,0,0,0
2025-01-05 10:15,8,7,1,0,0,0
2025-01-05 10:30,1,1,0,0,0,0
2025-01-05 10:45,11,6,5,0,0,0
2025-01-05 11:00,6,0,6,0,0,0
2025-01-05 11:15,5,2,3,0,0,0
2025-01-05 11:30,8,3,5,0,0,0
2025-01-05 11:45,23,11,12,0,0,0
2025-01-05 12:00,10,6,4,0,0,0
2025-01-05 12:15,7,3,4,0,0,0
2025-01-05 12:30,8,2,6,0,0,0
2025-01-05 12:45,23,9,14,0,0,0
2025-01-05 13:00,4,2,2,0,0,0
2025-01-05 13:15,11,2,9,0,0,0
2025-01-05 13:30,13,4,9,0,0,0
2025-01-05 13:45,21,8,13,0,0,0
2025-01-05 14:00,16,4,12,0,0,0
2025-01-05 14:15,13,7,6,0,0,0
2025-01-05 14:30,13,8,5,0,0,0
2025-01-05 14:45,15,10,5,0,0,0
2025-01-05 15:00,16,6,10,0,0,0
2025-01-05 15:15,12,5,7,0,0,0
2025-01-05 15:30,24,11,13,0,0,0
2025-01-05 15:45,17,10,7,0,0,0
2025-01-05 16:00,12,4,8,0,0,0
2025-01-05 16:15,11,4,7,0,0,0
2025-01-05 16:30,14,6,8,0,0,0
2025-01-05 16:45,14,8,6,0,0,0
2025-01-05 17:00,14,3,11,0,0,0
2025-01-05 17:15,9,5,4,0,0,0
2025-01-05 17:30,20,10,10,0,0,0
2025-01-05 17:45,19,5,14,0,0,0
2025-01-05 18:00,18,6,12,0,0,0
2025-01-05 18:15,12,5,7,0,0,0
2025-01-05 18:30,13,2,11,0,0,0
2025-01-05 18:45,13,3,10,0,0,0
2025-01-05 19:00,21,10,11,0,0,0
2025-01-05 19:15,18,8,10,0,0,0
2025-01-05 19:30,9,1,8,0,0,0
2025-01-05 19:45,14,5,9,0,0,0
2025-01-05 20:00,19,7,12,0,0,0
2025-01-05 20:15,6,3,3,0,0,0
2025-01-05 20:30,13,7,6,0,0,0
2025-01-05 20:45,10,3,7,0,0,0
2025-01-05 21:00,6,1,5,0,0,0
2025-01-05 21:15,12,3,9,0,0,0
2025-01-05 21:30,11,4,7,0,0,0
2025-01-05 21:45,8,1,7,0,0,0
2025-01-05 22:00,6,1,5,0,0,0
2025-01-05 22:15,10,3,7,0,0,0
2025-01-05 22:30,5,0,5,0,0,0
2025-01-05 22:45,4,0,4,0,0,0
2025-01-05 23:00,5,1,4,0,0,0
2025-01-05 23:15,7,2,5,0,0,0
2025-01-05 23:30,9,1,8,0,0,0
2025-01-05 23:45,4,3,1,0,0,0
2025-01-06 00:00,3,1,2,0,0,0
2025-01-06 00:15,2,0,2,0,0,0
2025-01-06 00:30,0,0,0,0,0,0
2025-01-06 00:45,0,0,0,0,0,0
2025-01-06 01:00,2,0,2,0,0,0
2025-01-06 01:15,2,0,2,0,0,0
2025-01-06 01:30,3,0,3,0,0,0
2025-01-06 01:45,1,0,1,0,0,0
2025-01-06 02:00,1,0,1,0,0,0
2025-01-06 02:15,0,0,0,0,0,0
2025-01-06 02:30,2,0,2,0,0,0
2025-01-06 02:45,0,0,0,0,0,0
2025-01-06 03:00,0,0,0,0,0,0
2025-01-06 03:15,1,0,1,0,0,0
2025-01-06 03:30,0,0,0,0,0,0
2025-01-06 03:45,0,0,0,0,0,0
2025-01-06 04:00,0,0,0,0,0,0
2025-01-06 04:15,0,0,0,0,0,0
2025-01-06 04:30,1,1,0,0,0,0
2025-01-06 04:45,0,0,0,0,0,0
2025-01-06 05:00,1,1,0,0,0,0
2025-01-06 05:15,7,2,5,0,0,0
2025-01-06 05:30,6,4,2,0,0,0
2025-01-06 05:45,6,2,4,0,0,0
2025-01-06 06:00,5,2,3,0,0,0
2025-01-06 06:15,9,3,6,0,0,0
2025-01-06 06:30,20,13,7,0,0,0
2025-01-06 06:45,16,8,8,0,0,0
2025-01-06 07:00,39,24,15,0,0,0
2025-01-06 07:15,38,25,13,0,0,0
2025-01-06 07:30,56,36,20,0,0,0
2025-01-06 07:45,78,52,26,0,0,0
2025-01-06 08:00,72,39,33,0,0,0
2025-01-06 08:15,74,48,26,0,0,0
2025-01-06 08:30,60,34,26,0,0,0
2025-01-06 08:45,73,51,22,0,0,0
2025-01-06 09:00,50,33,17,0,0,0
2025-01-06 09:15,39,27,12,0,0,0
2025-01-06 09:30,28,16,12,0,0,0
2025-01-06 09:45,51,33,18,0,0,0
2025-01-06 10:00,34,18,16,0,0,0
2025-01-06 10:15,46,31,15,0,0,0
2025-01-06 10:30,24,16,8,0,0,0
2025-01-06 10:45,41,20,21,0,0,0
2025-01-06 11:00,25,14,11,0,0,0
2025-01-06 11:15,43,20,23,0,0,0
2025-01-06 11:30,40,16,24,0,0,0
2025-01-06 11:45,69,19,50,0,0,0
2025-01-06 12:00,111,31,80,0,0,0
2025-01-06 12:15,104,32,72,0,0,0
2025-01-06 12:30,132,51,81,0,0,0
2025-01-06 12:45,153,54,99,0,0,0
2025-01-06 13:00,168,48,120,0,0,0
2025-01-06 13:15,129,48,81,0,0,0
2025-01-06 13:30,132,67,65,0,0,0
2025-01-06 13:45,154,89,65,0,0,0
2025-01-06 14:00,122,68,54,0,0,0
2025-01-06 14:15,100,56,44,0,0,0
2025-01-06 14:30,67,28,39,0,0,0
2025-01-06 14:45,82,50,32,0,0,0
2025-01-06 15:00,91,54,37,0,0,0
2025-01-06 15:15,51,24,27,0,0,0
2025-01-06 15:30,61,23,38,0,0,0
2025-01-06 15:45,81,26,55,0,0,0
2025-01-06 16:00,79,23,56,0,0,0
2025-01-06 16:15,78,21,57,0,0,0
2025-01-06 16:30,73,20,53,0,0,0
2025-01-06 16:45,79,31,48,0,0,0
2025-01-06 17:00,83,24,59,0,0,0
2025-01-06 17:15,92,17,75,0,0,0
2025-01-06 17:30,68,16,52,0,0,0
2025-01-06 17:45,70,25,45,0,0,0
2025-01-06 18:00,65,12,53,0,0,0
2025-01-06 18:15,74,21,53,0,0,0
2025-01-06 18:30,58,25,33,0,0,0
2025-01-06 18:45,61,25,36,0,0,0
2025-01-06 19:00,43,6,37,0,0,0
2025-01-06 19:15,50,10,40,0,0,0
2025-01-06 19:30,37,14,23,0,0,0
2025-01-06 19:45,42,18,24,0,0,0
2025-01-06 20:00,24,13,11,0,0,0
2025-01-06 20:15,38,10,28,0,0,0
2025-01-06 20:30,16,1,15,0,0,0
2025-01-06 20:45,32,12,20,0,0,0
2025-01-06 21:00,26,7,19,0,0,0
2025-01-06 21:15,23,6,17,0,0,0
2025-01-06 21:30,14,3,11,0,0,0
2025-01-06 21:45,18,3,15,0,0,0
2025-01-06 22:00,18,3,15,0,0,0
2025-01-06 22:15,20,3,17,0,0,0
2025-01-06 22:30,18,5,13,0,0,0
2025-01-06 22:45,8,1,7,0,0,0
2025-01-06 23:00,4,0,4,0,0,0
2025-01-06 23:15,7,2,5,0,0,0
2025-01-06 23:30,8,1,7,0,0,0
2025-01-06 23:45,5,4,1,0,0,0
2025-01-07 00:00,3,0,3,0,0,0
2025-01-07 00:15,9,3,6,0,0,0
2025-01-07 00:30,1,0,1,0,0,0
2025-01-07 00:45,1,1,0,0,0,0
2025-01-07 01:00,0,0,0,0,0,0
2025-01-07 01:15,1,0,1,0,0,0
2025-01-07 01:30,5,0,5,0,0,0
2025-01-07 01:45,1,1,0,0,0,0
2025-01-07 02:00,0,0,0,0,0,0
2025-01-07 02:15,0,0,0,0,0,0
2025-01-07 02:30,3,0,3,0,0,0
2025-01-07 02:45,0,0,0,0,0,0
2025-01-07 03:00,0,0,0,0,0,0
2025-01-07 03:15,0,0,0,0,0,0
2025-01-07 03:30,1,1,0,0,0,0
2025-01-07 03:45,1,0,1,0,0,0
2025-01-07 04:00,1,1,0,0,0,0
2025-01-07 04:15,0,0,0,0,0,0
2025-01-07 04:30,0,0,0,0,0,0
2025-01-07 04:45,1,1,0,0,0,0
2025-01-07 05:00,2,1,1,0,0,0
2025-01-07 05:15,4,1,3,0,0,0
2025-01-07 05:30,8,4,4,0,0,0
2025-01-07 05:45,7,2,5,0,0,0
2025-01-07 06:00,8,4,4,0,0,0
