Datetime,300038855 (Bismarckallee),353420516 (Bismarckallee Fahrräder IN),353420517 (Bismarckallee Fahrräder OUT),300038855-status,353420516-status,353420517-status
2024-06-01 00:00,23,13,10,0,0,0
2024-06-01 00:15,21,19,2,0,0,0
2024-06-01 00:30,16,12,4,0,0,0
2024-06-01 00:45,24,18,6,0,0,0
2024-06-01 01:00,13,12,1,0,0,0
2024-06-01 01:15,10,7,3,0,0,0
2024-06-01 01:30,10,8,2,0,0,0
2024-06-01 01:45,10,7,3,0,0,0
2024-06-01 02:00,12,11,1,0,0,0
2024-06-01 02:15,9,5,4,0,0,0
2024-06-01 02:30,6,5,1,0,0,0
2024-06-01 02:45,7,5,2,0,0,0
2024-06-01 03:00,3,2,1,0,0,0
2024-06-01 03:15,7,7,0,0,0,0
2024-06-01 03:30,9,8,1,0,0,0
2024-06-01 03:45,3,3,0,0,0,0
2024-06-01 04:00,2,2,0,0,0,0
2024-06-01 04:15,2,2,0,0,0,0
2024-06-01 04:30,2,1,1,0,0,0
2024-06-01 04:45,2,1,1,0,0,0
2024-06-01 05:00,5,5,0,0,0,0
2024-06-01 05:15,4,2,2,0,0,0
2024-06-01 05:30,5,1,4,0,0,0
2024-06-01 05:45,3,1,2,0,0,0
2024-06-01 06:00,2,1,1,0,0,0
2024-06-01 06:15,8,5,3,0,0,0
2024-06-01 06:30,3,1,2,0,0,0
2024-06-01 06:45,7,5,2,0,0,0
2024-06-01 07:00,6,4,2,0,0,0
2024-06-01 07:15,10,4,6,0,0,0
2024-06-01 07:30,14,8,6,0,0,0
2024-06-01 07:45,17,6,11,0,0,0
2024-06-01 08:00,12,6,6,0,0,0
2024-06-01 08:15,12,5,7,0,0,0
2024-06-01 08:30,19,10,9,0,0,0
2024-06-01 08:45,33,12,21,0,0,0
2024-06-01 09:00,40,14,26,0,0,0
2024-06-01 09:15,36,15,21,0,0,0
2024-06-01 09:30,58,13,45,0,0,0
2024-06-01 09:45,66,20,46,0,0,0
2024-06-01 10:00,54,22,32,0,0,0
2024-06-01 10:15,88,24,64,0,0,0
2024-06-01 10:30,70,28,42,0,0,0
2024-06-01 10:45,79,44,35,0,0,0
2024-06-01 11:00,93,42,51,0,0,0
2024-06-01 11:15,75,35,40,0,0,0
2024-06-01 11:30,72,30,42,0,0,0
2024-06-01 11:45,100,51,49,0,0,0
2024-06-01 12:00,80,39,41,0,0,0
2024-06-01 12:15,102,45,57,0,0,0
2024-06-01 12:30,77,45,32,0,0,0
2024-06-01 12:45,109,60,49,0,0,0
2024-06-01 13:00,83,50,33,0,0,0
2024-06-01 13:15,87,62,25,0,0,0
2024-06-01 13:30,93,44,49,0,0,0
2024-06-01 13:45,100,63,37,0,0,0
2024-06-01 14:00,89,59,30,0,0,0
2024-06-01 14:15,104,66,38,0,0,0
2024-06-01 14:30,107,73,34,0,0,0
2024-06-01 14:45,103,78,25,0,0,0
2024-06-01 15:00,78,52,26,0,0,0
2024-06-01 15:15,57,34,23,0,0,0
2024-06-01 15:30,77,50,27,0,0,0
2024-06-01 15:45,84,57,27,0,0,0
2024-06-01 16:00,72,50,22,0,0,0
2024-06-01 16:15,62,41,21,0,0,0
2024-06-01 16:30,73,50,23,0,0,0
2024-06-01 16:45,98,60,38,0,0,0
2024-06-01 17:00,74,52,22,0,0,0
2024-06-01 17:15,78,45,33,0,0,0
2024-06-01 17:30,62,31,31,0,0,0
2024-06-01 17:45,60,37,23,0,0,0
2024-06-01 18:00,79,51,28,0,0,0
2024-06-01 18:15,64,41,23,0,0,0
2024-06-01 18:30,70,50,20,0,0,0
2024-06-01 18:45,78,45,33,0,0,0
2024-06-01 19:00,73,35,38,0,0,0
2024-06-01 19:15,64,42,22,0,0,0
2024-06-01 19:30,56,33,23,0,0,0
2024-06-01 19:45,55,35,20,0,0,0
2024-06-01 20:00,44,35,9,0,0,0
2024-06-01 20:15,53,30,23,0,0,0
2024-06-01 20:30,60,41,19,0,0,0
2024-06-01 20:45,42,30,12,0,0,0
2024-06-01 21:00,36,32,4,0,0,0
2024-06-01 21:15,31,24,7,0,0,0
2024-06-01 21:30,21,15,6,0,0,0
2024-06-01 21:45,28,23,5,0,0,0
2024-06-01 22:00,26,21,5,0,0,0
2024-06-01 22:15,14,10,4,0,0,0
2024-06-01 22:30,23,18,5,0,0,0
2024-06-01 22:45,21,15,6,0,0,0
2024-06-01 23:00,25,19,6,0,0,0
2024-06-01 23:15,26,17,9,0,0,0
2024-06-01 23:30,36,26,10,0,0,0
2024-06-01 23:45,29,20,9,0,0,0
2024-06-02 00:00,30,22,8,0,0,0
2024-06-02 00:15,24,20,4,0,0,0
2024-06-02 00:30,22,20,2,0,0,0
2024-06-02 00:45,19,15,4,0,0,0
2024-06-02 01:00,14,13,1,0,0,0
2024-06-02 01:15,14,13,1,0,0,0
2024-06-02 01:30,11,9,2,0,0,0
2024-06-02 01:45,6,5,1,0,0,0
2024-06-02 02:00,11,10,1,0,0,0
2024-06-02 02:15,15,13,2,0,0,0
2024-06-02 02:30,8,7,1,0,0,0
2024-06-02 02:45,4,3,1,0,0,0
2024-06-02 03:00,9,9,0,0,0,0
2024-06-02 03:15,10,9,1,0,0,0
2024-06-02 03:30,1,1,0,0,0,0
2024-06-02 03:45,7,5,2,0,0,0
2024-06-02 04:00,5,2,3,0,0,0
2024-06-02 04:15,9,7,2,0,0,0
2024-06-02 04:30,7,4,3,0,0,0
2024-06-02 04:45,4,3,1,0,0,0
2024-06-02 05:00,1,0,1,0,0,0
2024-06-02 05:15,2,2,0,0,0,0
2024-06-02 05:30,3,1,2,0,0,0
2024-06-02 05:45,4,1,3,0,0,0
2024-06-02 06:00,0,0,0,0,0,0
2024-06-02 06:15,1,0,1,0,0,0
2024-06-02 06:30,5,3,2,0,0,0
2024-06-02 06:45,0,0,0,0,0,0
2024-06-02 07:00,1,0,1,0,0,0
2024-06-02 07:15,2,1,1,0,0,0
2024-06-02 07:30,4,3,1,0,0,0
2024-06-02 07:45,10,3,7,0,0,0
2024-06-02 08:00,11,6,5,0,0,0
2024-06-02 08:15,7,3,4,0,0,0
2024-06-02 08:30,12,5,7,0,0,0
2024-06-02 08:45,9,4,5,0,0,0
2024-06-02 09:00,7,3,4,0,0,0
2024-06-02 09:15,17,8,9,0,0,0
2024-06-02 09:30,18,11,7,0,0,0
2024-06-02 09:45,66,32,34,0,0,0
2024-06-02 10:00,35,11,24,0,0,0
2024-06-02 10:15,14,5,9,0,0,0
2024-06-02 10:30,24,20,4,0,0,0
2024-06-02 10:45,56,26,30,0,0,0
2024-06-02 11:00,35,12,23,0,0,0
2024-06-02 11:15,47,29,18,0,0,0
2024-06-02 11:30,43,28,15,0,0,0
2024-06-02 11:45,42,25,17,0,0,0
2024-06-02 12:00,53,33,20,0,0,0
2024-06-02 12:15,45,16,29,0,0,0
2024-06-02 12:30,47,31,16,0,0,0
2024-06-02 12:45,46,20,26,0,0,0
2024-06-02 13:00,42,22,20,0,0,0
2024-06-02 13:15,63,44,19,0,0,0
