Datetime,300038855 (Bismarckallee),353420516 (Bismarckallee Fahrräder IN),353420517 (Bismarckallee Fahrräder OUT),300038855-status,353420516-status,353420517-status
2024-05-02 10:00,188,103,85,0,0,0
2024-05-02 10:15,82,42,40,0,0,0
2024-05-02 10:30,73,32,41,0,0,0
2024-05-02 10:45,73,41,32,0,0,0
2024-05-02 11:00,83,43,40,0,0,0
2024-05-02 11:15,71,35,36,0,0,0
2024-05-02 11:30,110,66,44,0,0,0
2024-05-02 11:45,280,186,94,0,0,0
2024-05-02 12:00,280,194,86,0,0,0
2024-05-02 12:15,175,99,76,0,0,0
2024-05-02 12:30,198,122,76,0,0,0
2024-05-02 12:45,198,111,87,0,0,0
2024-05-02 13:00,129,92,37,0,0,0
2024-05-02 13:15,163,95,68,0,0,0
2024-05-02 13:30,236,125,111,0,0,0
2024-05-02 13:45,313,160,153,0,0,0
2024-05-02 14:00,229,122,107,0,0,0
2024-05-02 14:15,160,84,76,0,0,0
2024-05-02 14:30,147,67,80,0,0,0
2024-05-02 14:45,154,77,77,0,0,0
2024-05-02 15:00,144,86,58,0,0,0
2024-05-02 15:15,139,79,60,0,0,0
2024-05-02 15:30,137,89,48,0,0,0
2024-05-02 15:45,225,143,82,0,0,0
2024-05-02 16:00,206,144,62,0,0,0
2024-05-02 16:15,181,111,70,0,0,0
2024-05-02 16:30,102,70,32,0,0,0
2024-05-02 16:45,151,89,62,0,0,0
2024-05-02 17:00,141,95,46,0,0,0
2024-05-02 17:15,151,101,50,0,0,0
2024-05-02 17:30,197,130,67,0,0,0
2024-05-02 17:45,202,119,83,0,0,0
2024-05-02 18:00,178,117,61,0,0,0
2024-05-02 18:15,160,107,53,0,0,0
2024-05-02 18:30,141,100,41,0,0,0
2024-05-02 18:45,178,114,64,0,0,0
2024-05-02 19:00,129,96,33,0,0,0
2024-05-02 19:15,127,87,40,0,0,0
2024-05-02 19:30,130,82,48,0,0,0
2024-05-02 19:45,119,86,33,0,0,0
2024-05-02 20:00,105,71,34,0,0,0
2024-05-02 20:15,86,49,37,0,0,0
2024-05-02 20:30,109,81,28,0,0,0
2024-05-02 20:45,79,46,33,0,0,0
2024-05-02 21:00,72,48,24,0,0,0
2024-05-02 21:15,40,27,13,0,0,0
2024-05-02 21:30,66,49,17,0,0,0
2024-05-02 21:45,35,27,8,0,0,0
2024-05-02 22:00,47,25,22,0,0,0
2024-05-02 22:15,40,30,10,0,0,0
2024-05-02 22:30,46,36,10,0,0,0
2024-05-02 22:45,42,31,11,0,0,0
2024-05-02 23:00,25,19,6,0,0,0
2024-05-02 23:15,13,10,3,0,0,0
2024-05-02 23:30,20,18,2,0,0,0
2024-05-02 23:45,12,10,2,0,0,0
2024-05-03 00:00,7,4,3,0,0,0
2024-05-03 00:15,6,5,1,0,0,0
2024-05-03 00:30,2,1,1,0,0,0
2024-05-03 00:45,3,2,1,0,0,0
2024-05-03 01:00,1,1,0,0,0,0
2024-05-03 01:15,2,2,0,0,0,0
2024-05-03 01:30,2,2,0,0,0,0
2024-05-03 01:45,0,0,0,0,0,0
2024-05-03 02:00,0,0,0,0,0,0
2024-05-03 02:15,1,1,0,0,0,0
2024-05-03 02:30,1,1,0,0,0,0
2024-05-03 02:45,1,1,0,0,0,0
2024-05-03 03:00,2,1,1,0,0,0
2024-05-03 03:15,1,1,0,0,0,0
2024-05-03 03:30,0,0,0,0,0,0
2024-05-03 03:45,2,1,1,0,0,0
2024-05-03 04:00,1,0,1,0,0,0
2024-05-03 04:15,0,0,0,0,0,0
2024-05-03 04:30,1,1,0,0,0,0
2024-05-03 04:45,0,0,0,0,0,0
2024-05-03 05:00,3,1,2,0,0,0
2024-05-03 05:15,2,1,1,0,0,0
2024-05-03 05:30,12,6,6,0,0,0
2024-05-03 05:45,10,5,5,0,0,0
2024-05-03 06:00,7,4,3,0,0,0
2024-05-03 06:15,15,7,8,0,0,0
2024-05-03 06:30,19,8,11,0,0,0
2024-05-03 06:45,22,10,12,0,0,0
2024-05-03 07:00,29,13,16,0,0,0
2024-05-03 07:15,63,30,33,0,0,0
2024-05-03 07:30,135,64,71,0,0,0
2024-05-03 07:45,87,33,54,0,0,0
2024-05-03 08:00,54,14,40,0,0,0
2024-05-03 08:15,49,26,23,0,0,0
2024-05-03 08:30,64,30,34,0,0,0
2024-05-03 08:45,60,26,34,0,0,0
2024-05-03 09:00,57,18,39,0,0,0
2024-05-03 09:15,44,21,23,0,0,0
2024-05-03 09:30,56,23,33,0,0,0
2024-05-03 09:45,52,20,32,0,0,0
2024-05-03 10:00,63,27,36,0,0,0
2024-05-03 10:15,40,22,18,0,0,0
2024-05-03 10:30,37,17,20,0,0,0
2024-05-03 10:45,40,14,26,0,0,0
2024-05-03 11:00,47,19,28,0,0,0
2024-05-03 11:15,49,23,26,0,0,0
2024-05-03 11:30,72,45,27,0,0,0
2024-05-03 11:45,91,63,28,0,0,0
2024-05-03 12:00,163,114,49,0,0,0
2024-05-03 12:15,133,85,48,0,0,0
2024-05-03 12:30,147,94,53,0,0,0
2024-05-03 12:45,138,74,64,0,0,0
2024-05-03 13:00,189,141,48,0,0,0
2024-05-03 13:15,139,95,44,0,0,0
2024-05-03 13:30,127,71,56,0,0,0
2024-05-03 13:45,195,88,107,0,0,0
2024-05-03 14:00,138,83,55,0,0,0
2024-05-03 14:15,114,63,51,0,0,0
2024-05-03 14:30,84,46,38,0,0,0
2024-05-03 14:45,97,49,48,0,0,0
2024-05-03 15:00,92,56,36,0,0,0
2024-05-03 15:15,72,37,35,0,0,0
2024-05-03 15:30,94,55,39,0,0,0
2024-05-03 15:45,74,50,24,0,0,0
2024-05-03 16:00,65,44,21,0,0,0
2024-05-03 16:15,93,57,36,0,0,0
2024-05-03 16:30,96,66,30,0,0,0
2024-05-03 16:45,100,60,40,0,0,0
2024-05-03 17:00,79,57,22,0,0,0
2024-05-03 17:15,99,67,32,0,0,0
2024-05-03 17:30,87,56,31,0,0,0
2024-05-03 17:45,64,39,25,0,0,0
2024-05-03 18:00,81,59,22,0,0,0
2024-05-03 18:15,80,49,31,0,0,0
2024-05-03 18:30,92,67,25,0,0,0
2024-05-03 18:45,87,58,29,0,0,0
2024-05-03 19:00,70,40,30,0,0,0
2024-05-03 19:15,69,50,19,0,0,0
2024-05-03 19:30,63,36,27,0,0,0
2024-05-03 19:45,72,43,29,0,0,0
2024-05-03 20:00,60,42,18,0,0,0
2024-05-03 20:15,37,26,11,0,0,0
2024-05-03 20:30,48,34,14,0,0,0
2024-05-03 20:45,45,29,16,0,0,0
2024-05-03 21:00,32,21,11,0,0,0
2024-05-03 21:15,30,17,13,0,0,0
2024-05-03 21:30,38,23,15,0,0,0
2024-05-03 21:45,41,29,12,0,0,0
2024-05-03 22:00,36,23,13,0,0,0
2024-05-03 22:15,29,23,6,0,0,0
2024-05-03 22:30,37,28,9,0,0,0
2024-05-03 22:45,45,33,12,0,0,0
2024-05-03 23:00,24,19,5,0,0,0
2024-05-03 23:15,30,25,5,0,0,0
2024-05-03 23:30,25,19,6,0,0,0
2024-05-03 23:45,20,15,5,0,0,0
2024-05-04 00:00,21,16,5,0,0,0
2024-05-04 00:15,24,18,6,0,0,0
2024-05-04 00:30,21,15,6,0,0,0
2024-05-04 00:45,14,10,4,0,0,0
2024-05-04 01:00,19,9,10,0,0,0
2024-05-04 01:15,9,8,1,0,0,0
2024-05-04 01:30,9,7,2,0,0,0
2024-05-04 01:45,12,9,3,0,0,0
2024-05-04 02:00,7,4,3,0,0,0
2024-05-04 02:15,10,8,2,0,0,0
2024-05-04 02:30,6,5,1,0,0,0
2024-05-04 02:45,6,4,2,0,0,0
2024-05-04 03:00,10,4,6,0,0,0
2024-05-04 03:15,5,5,0,0,0,0
2024-05-04 03:30,3,2,1,0,0,0
2024-05-04 03:45,1,1,0,0,0,0
2024-05-04 04:00,8,4,4,0,0,0
2024-05-04 04:15,2,1,1,0,0,0
2024-05-04 04:30,2,2,0,0,0,0
2024-05-04 04:45,1,1,0,0,0,0
2024-05-04 05:00,5,4,1,0,0,0
2024-05-04 05:15,2,0,2,0,0,0
2024-05-04 05:30,5,4,1,0,0,0
2024-05-04 05:45,3,2,1,0,0,0
2024-05-04 06:00,3,2,1,0,0,0
2024-05-04 06:15,2,1,1,0,0,0
2024-05-04 06:30,3,1,2,0,0,0
2024-05-04 06:45,9,2,7,0,0,0
2024-05-04 07:00,3,2,1,0,0,0
2024-05-04 07:15,10,0,10,0,0,0
2024-05-04 07:30,16,8,8,0,0,0
2024-05-04 07:45,15,7,8,0,0,0
2024-05-04 08:00,20,9,11,0,0,0
2024-05-04 08:15,17,3,14,0,0,0
2024-05-04 08:30,34,13,21,0,0,0
2024-05-04 08:45,53,20,33,0,0,0
2024-05-04 09:00,37,13,24,0,0,0
2024-05-04 09:15,72,29,43,0,0,0
2024-05-04 09:30,60,25,35,0,0,0
2024-05-04 09:45,107,34,73,0,0,0
2024-05-04 10:00,68,21,47,0,0,0
2024-05-04 10:15,95,26,69,0,0,0
2024-05-04 10:30,111,43,68,0,0,0
2024-05-04 10:45,115,38,77,0,0,0
2024-05-04 11:00,84,42,42,0,0,0
2024-05-04 11:15,84,41,43,0,0,0
2024-05-04 11:30,107,53,54,0,0,0
2024-05-04 11:45,97,49,48,0,0,0
2024-05-04 12:00,93,47,46,0,0,0
2024-05-04 12:15,118,68,50,0,0,0
2024-05-04 12:30,85,49,36,0,0,0
2024-05-04 12:45,88,46,42,0,0,0
2024-05-04 13:00,115,63,52,0,0,0
2024-05-04 13:15,148,100,48,0,0,0
2024-05-04 13:30,114,69,45,0,0,0
2024-05-04 13:45,129,84,45,0,0,0
2024-05-04 14:00,89,59,30,0,0,0
2024-05-04 14:15,109,80,29,0,0,0
2024-05-04 14:30,79,60,19,0,0,0
2024-05-04 14:45,68,53,15,0,0,0
2024-05-04 15:00,40,30,10,0,0,0
2024-05-04 15:15,59,39,20,0,0,0
2024-05-04 15:30,94,58,36,0,0,0
2024-05-04 15:45,86,58,28,0,0,0
2024-05-04 16:00,74,50,24,0,0,0
2024-05-04 16:15,81,56,25,0,0,0
2024-05-04 16:30,67,46,21,0,0,0
2024-05-04 16:45,76,50,26,0,0,0
2024-05-04 17:00,90,63,27,0,0,0
2024-05-04 17:15,74,51,23,0,0,0
2024-05-04 17:30,69,45,24,0,0,0
2024-05-04 17:45,79,49,30,0,0,0
2024-05-04 18:00,71,52,19,0,0,0
2024-05-04 18:15,78,44,34,0,0,0
2024-05-04 18:30,86,56,30,0,0,0
2024-05-04 18:45,81,53,28,0,0,0
2024-05-04 19:00,79,53,26,0,0,0
2024-05-04 19:15,57,35,22,0,0,0
2024-05-04 19:30,66,50,16,0,0,0
2024-05-04 19:45,56,32,24,0,0,0
2024-05-04 20:00,42,30,12,0,0,0
2024-05-04 20:15,44,25,19,0,0,0
2024-05-04 20:30,41,24,17,0,0,0
2024-05-04 20:45,35,20,15,0,0,0
2024-05-04 21:00,41,34,7,0,0,0
2024-05-04 21:15,34,24,10,0,0,0
2024-05-04 21:30,31,25,6,0,0,0
2024-05-04 21:45,32,16,16,0,0,0
2024-05-04 22:00,23,18,5,0,0,0
2024-05-04 22:15,32,23,9,0,0,0
2024-05-04 22:30,18,14,4,0,0,0
2024-05-04 22:45,22,20,2,0,0,0
2024-05-04 23:00,16,14,2,0,0,0
2024-05-04 23:15,22,14,8,0,0,0
2024-05-04 23:30,28,16,12,0,0,0
2024-05-04 23:45,18,13,5,0,0,0
2024-05-05 00:00,16,13,3,0,0,0
2024-05-05 00:15,19,14,5,0,0,0
2024-05-05 00:30,16,12,4,0,0,0
2024-05-05 00:45,24,19,5,0,0,0
2024-05-05 01:00,11,9,2,0,0,0
2024-05-05 01:15,13,10,3,0,0,0
2024-05-05 01:30,10,7,3,0,0,0
2024-05-05 01:45,8,5,3,0,0,0
2024-05-05 02:00,9,6,3,0,0,0
2024-05-05 02:15,9,7,2,0,0,0
2024-05-05 02:30,4,3,1,0,0,0
2024-05-05 02:45,7,5,2,0,0,0
2024-05-05 03:00,9,5,4,0,0,0
2024-05-05 03:15,12,11,1,0,0,0
2024-05-05 03:30,11,9,2,0,0,0
2024-05-05 03:45,3,2,1,0,0,0
2024-05-05 04:00,6,6,0,0,0,0
2024-05-05 04:15,3,3,0,0,0,0
2024-05-05 04:30,3,3,0,0,0,0
2024-05-05 04:45,0,0,0,0,0,0
2024-05-05 05:00,4,3,1,0,0,0
2024-05-05 05:15,2,0,2,0,0,0
2024-05-05 05:30,3,2,1,0,0,0
2024-05-05 05:45,4,2,2,0,0,0
2024-05-05 06:00,4,3,1,0,0,0
2024-05-05 06:15,0,0,0,0,0,0
2024-05-05 06:30,2,1,1,0,0,0
2024-05-05 06:45,0,0,0,0,0,0
2024-05-05 07:00,3,2,1,0,0,0
2024-05-05 07:15,3,1,2,0,0,0
2024-05-05 07:30,5,4,1,0,0,0
2024-05-05 07:45,5,4,1,0,0,0
2024-05-05 08:00,6,4,2,0,0,0
2024-05-05 08:15,1,1,0,0,0,0
2024-05-05 08:30,8,0,8,0,0,0
2024-05-05 08:45,18,7,11,0,0,0
2024-05-05 09:00,12,5,7,0,0,0
2024-05-05 09:15,15,11,4,0,0,0
2024-05-05 09:30,28,19,9,0,0,0
2024-05-05 09:45,29,11,18,0,0,0
2024-05-05 10:00,13,7,6,0,0,0
2024-05-05 10:15,27,11,16,0,0,0
2024-05-05 10:30,29,19,10,0,0,0
2024-05-05 10:45,35,17,18,0,0,0
2024-05-05 11:00,49,24,25,0,0,0
2024-05-05 11:15,37,22,15,0,0,0
2024-05-05 11:30,32,16,16,0,0,0
2024-05-05 11:45,43,24,19,0,0,0
2024-05-05 12:00,32,18,14,0,0,0
2024-05-05 12:15,52,33,19,0,0,0
2024-05-05 12:30,54,25,29,0,0,0
2024-05-05 12:45,50,28,22,0,0,0
2024-05-05 13:00,47,24,23,0,0,0
2024-05-05 13:15,29,20,9,0,0,0
2024-05-05 13:30,49,25,24,0,0,0
2024-05-05 13:45,67,29,38,0,0,0
2024-05-05 14:00,41,32,9,0,0,0
2024-05-05 14:15,47,27,20,0,0,0
2024-05-05 14:30,55,38,17,0,0,0
2024-05-05 14:45,62,41,21,0,0,0
2024-05-05 15:00,48,27,21,0,0,0
2024-05-05 15:15,61,36,25,0,0,0
2024-05-05 15:30,49,33,16,0,0,0
2024-05-05 15:45,59,38,21,0,0,0
2024-05-05 16:00,77,46,31,0,0,0
2024-05-05 16:15,62,42,20,0,0,0
2024-05-05 16:30,75,40,35,0,0,0
2024-05-05 16:45,63,37,26,0,0,0
2024-05-05 17:00,63,35,28,0,0,0
2024-05-05 17:15,58,41,17,0,0,0
2024-05-05 17:30,65,47,18,0,0,0
2024-05-05 17:45,83,59,24,0,0,0
2024-05-05 18:00,69,47,22,0,0,0
2024-05-05 18:15,60,40,20,0,0,0
2024-05-05 18:30,88,62,26,0,0,0
2024-05-05 18:45,49,29,20,0,0,0
2024-05-05 19:00,38,23,15,0,0,0
2024-05-05 19:15,58,41,17,0,0,0
2024-05-05 19:30,48,37,11,0,0,0
2024-05-05 19:45,50,32,18,0,0,0
2024-05-05 20:00,50,21,29,0,0,0
2024-05-05 20:15,45,27,18,0,0,0
2024-05-05 20:30,40,28,12,0,0,0
2024-05-05 20:45,43,28,15,0,0,0
2024-05-05 21:00,26,19,7,0,0,0
2024-05-05 21:15,28,24,4,0,0,0
2024-05-05 21:30,24,18,6,0,0,0
2024-05-05 21:45,27,16,11,0,0,0
2024-05-05 22:00,15,14,1,0,0,0
2024-05-05 22:15,18,15,3,0,0,0
2024-05-05 22:30,28,18,10,0,0,0
2024-05-05 22:45,15,14,1,0,0,0
2024-05-05 23:00,11,8,3,0,0,0
2024-05-05 23:15,11,7,4,0,0,0
2024-05-05 23:30,6,5,1,0,0,0
2024-05-05 23:45,5,5,0,0,0,0
2024-05-06 00:00,4,3,1,0,0,0
2024-05-06 00:15,1,1,0,0,0,0
2024-05-06 00:30,3,3,0,0,0,0
2024-05-06 00:45,2,1,1,0,0,0
2024-05-06 01:00,1,1,0,0,0,0
2024-05-06 01:15,1,1,0,0,0,0
2024-05-06 01:30,1,1,0,0,0,0
2024-05-06 01:45,0,0,0,0,0,0
2024-05-06 02:00,2,2,0,0,0,0
2024-05-06 02:15,0,0,0,0,0,0
2024-05-06 02:30,0,0,0,0,0,0
2024-05-06 02:45,1,1,0,0,0,0
2024-05-06 03:00,1,1,0,0,0,0
2024-05-06 03:15,1,1,0,0,0,0
2024-05-06 03:30,1,0,1,0,0,0
2024-05-06 03:45,0,0,0,0,0,0
2024-05-06 04:00,1,0,1,0,0,0
2024-05-06 04:15,0,0,0,0,0,0
2024-05-06 04:30,0,0,0,0,0,0
2024-05-06 04:45,0,0,0,0,0,0
2024-05-06 05:00,2,1,1,0,0,0
2024-05-06 05:15,2,0,2,0,0,0
2024-05-06 05:30,10,4,6,0,0,0
2024-05-06 05:45,8,6,2,0,0,0
2024-05-06 06:00,14,10,4,0,0,0
2024-05-06 06:15,16,10,6,0,0,0
2024-05-06 06:30,28,16,12,0,0,0
2024-05-06 06:45,43,18,25,0,0,0
2024-05-06 07:00,49,23,26,0,0,0
2024-05-06 07:15,104,50,54,0,0,0
2024-05-06 07:30,159,70,89,0,0,0
2024-05-06 07:45,142,65,77,0,0,0
2024-05-06 08:00,123,53,70,0,0,0
2024-05-06 08:15,106,58,48,0,0,0
2024-05-06 08:30,83,39,44,0,0,0
2024-05-06 08:45,90,35,55,0,0,0
2024-05-06 09:00,63,24,39,0,0,0
2024-05-06 09:15,64,27,37,0,0,0
2024-05-06 09:30,69,26,43,0,0,0
2024-05-06 09:45,109,51,58,0,0,0
2024-05-06 10:00,158,81,77,0,0,0
2024-05-06 10:15,70,37,33,0,0,0
2024-05-06 10:30,69,33,36,0,0,0
2024-05-06 10:45,80,30,50,0,0,0
2024-05-06 11:00,68,37,31,0,0,0
2024-05-06 11:15,76,44,32,0,0,0
2024-05-06 11:30,100,80,20,0,0,0
2024-05-06 11:45,273,206,67,0,0,0
2024-05-06 12:00,248,174,74,0,0,0
2024-05-06 12:15,177,122,55,0,0,0
2024-05-06 12:30,178,97,81,0,0,0
2024-05-06 12:45,208,122,86,0,0,0
2024-05-06 13:00,260,185,75,0,0,0
2024-05-06 13:15,153,98,55,0,0,0
2024-05-06 13:30,232,127,105,0,0,0
2024-05-06 13:45,330,159,171,0,0,0
2024-05-06 14:00,282,141,141,0,0,0
2024-05-06 14:15,137,62,75,0,0,0
2024-05-06 14:30,137,60,77,0,0,0
2024-05-06 14:45,137,73,64,0,0,0
2024-05-06 15:00,100,58,42,0,0,0
2024-05-06 15:15,104,54,50,0,0,0
2024-05-06 15:30,159,99,60,0,0,0
2024-05-06 15:45,230,155,75,0,0,0
2024-05-06 16:00,212,136,76,0,0,0
2024-05-06 16:15,144,94,50,0,0,0
2024-05-06 16:30,130,87,43,0,0,0
2024-05-06 16:45,113,72,41,0,0,0
2024-05-06 17:00,158,118,40,0,0,0
2024-05-06 17:15,170,107,63,0,0,0
2024-05-06 17:30,165,110,55,0,0,0
2024-05-06 17:45,234,136,98,0,0,0
2024-05-06 18:00,180,130,50,0,0,0
2024-05-06 18:15,153,111,42,0,0,0
2024-05-06 18:30,137,82,55,0,0,0
2024-05-06 18:45,137,87,50,0,0,0
2024-05-06 19:00,104,67,37,0,0,0
2024-05-06 19:15,103,74,29,0,0,0
2024-05-06 19:30,118,78,40,0,0,0
2024-05-06 19:45,132,78,54,0,0,0
2024-05-06 20:00,76,50,26,0,0,0
2024-05-06 20:15,61,43,18,0,0,0
2024-05-06 20:30,70,43,27,0,0,0
2024-05-06 20:45,54,35,19,0,0,0
2024-05-06 21:00,58,37,21,0,0,0
2024-05-06 21:15,61,44,17,0,0,0
2024-05-06 21:30,49,35,14,0,0,0
2024-05-06 21:45,55,43,12,0,0,0
2024-05-06 22:00,49,33,16,0,0,0
2024-05-06 22:15,50,41,9,0,0,0
2024-05-06 22:30,31,25,6,0,0,0
2024-05-06 22:45,21,15,6,0,0,0
2024-05-06 23:00,21,16,5,0,0,0
2024-05-06 23:15,19,11,8,0,0,0
2024-05-06 23:30,9,8,1,0,0,0
2024-05-06 23:45,8,6,2,0,0,0
2024-05-07 00:00,4,3,1,0,0,0
2024-05-07 00:15,6,3,3,0,0,0
2024-05-07 00:30,6,5,1,0,0,0
2024-05-07 00:45,1,1,0,0,0,0
2024-05-07 01:00,4,4,0,0,0,0
2024-05-07 01:15,0,0,0,0,0,0
2024-05-07 01:30,0,0,0,0,0,0
2024-05-07 01:45,4,4,0,0,0,0
2024-05-07 02:00,1,1,0,0,0,0
2024-05-07 02:15,1,1,0,0,0,0
2024-05-07 02:30,1,1,0,0,0,0
2024-05-07 02:45,0,0,0,0,0,0
2024-05-07 03:00,2,2,0,0,0,0
2024-05-07 03:15,0,0,0,0,0,0
2024-05-07 03:30,2,0,2,0,0,0
2024-05-07 03:45,1,0,1,0,0,0
2024-05-07 04:00,1,0,1,0,0,0
2024-05-07 04:15,0,0,0,0,0,0
2024-05-07 04:30,2,2,0,0,0,0
2024-05-07 04:45,0,0,0,0,0,0
2024-05-07 05:00,0,0,0,0,0,0
2024-05-07 05:15,4,1,3,0,0,0
2024-05-07 05:30,6,3,3,0,0,0
2024-05-07 05:45,16,7,9,0,0,0
2024-05-07 06:00,17,9,8,0,0,0
