Datetime,300038855 (Bismarckallee),353420516 (Bismarckallee Fahrräder IN),353420517 (Bismarckallee Fahrräder OUT),300038855-status,353420516-status,353420517-status
2024-07-01 00:00,4,4,0,0,0,0
2024-07-01 00:15,6,1,5,0,0,0
2024-07-01 00:30,2,0,2,0,0,0
2024-07-01 00:45,4,1,3,0,0,0
2024-07-01 01:00,4,2,2,0,0,0
2024-07-01 01:15,0,0,0,0,0,0
2024-07-01 01:30,0,0,0,0,0,0
2024-07-01 01:45,1,0,1,0,0,0
2024-07-01 02:00,0,0,0,0,0,0
2024-07-01 02:15,0,0,0,0,0,0
2024-07-01 02:30,1,1,0,0,0,0
2024-07-01 02:45,0,0,0,0,0,0
2024-07-01 03:00,0,0,0,0,0,0
2024-07-01 03:15,1,0,1,0,0,0
2024-07-01 03:30,2,0,2,0,0,0
2024-07-01 03:45,1,0,1,0,0,0
2024-07-01 04:00,0,0,0,0,0,0
2024-07-01 04:15,0,0,0,0,0,0
2024-07-01 04:30,0,0,0,0,0,0
2024-07-01 04:45,1,0,1,0,0,0
2024-07-01 05:00,2,0,2,0,0,0
2024-07-01 05:15,3,2,1,0,0,0
2024-07-01 05:30,9,3,6,0,0,0
2024-07-01 05:45,9,4,5,0,0,0
2024-07-01 06:00,8,5,3,0,0,0
2024-07-01 06:15,17,9,8,0,0,0
2024-07-01 06:30,24,11,13,0,0,0
2024-07-01 06:45,33,19,14,0,0,0
2024-07-01 07:00,50,24,26,0,0,0
2024-07-01 07:15,77,39,38,0,0,0
2024-07-01 07:30,148,53,95,0,0,0
2024-07-01 07:45,131,43,88,0,0,0
2024-07-01 08:00,97,40,57,0,0,0
2024-07-01 08:15,102,47,55,0,0,0
2024-07-01 08:30,96,44,52,0,0,0
2024-07-01 08:45,103,36,67,0,0,0
2024-07-01 09:00,70,23,47,0,0,0
2024-07-01 09:15,44,17,27,0,0,0
2024-07-01 09:30,40,11,29,0,0,0
2024-07-01 09:45,97,47,50,0,0,0
2024-07-01 10:00,144,79,65,0,0,0
2024-07-01 10:15,69,30,39,0,0,0
2024-07-01 10:30,71,37,34,0,0,0
2024-07-01 10:45,50,25,25,0,0,0
2024-07-01 11:00,52,29,23,0,0,0
2024-07-01 11:15,72,37,35,0,0,0
2024-07-01 11:30,66,42,24,0,0,0
2024-07-01 11:45,193,122,71,0,0,0
2024-07-01 12:00,211,142,69,0,0,0
2024-07-01 12:15,167,95,72,0,0,0
2024-07-01 12:30,175,118,57,0,0,0
2024-07-01 12:45,179,106,73,0,0,0
2024-07-01 13:00,239,155,84,0,0,0
2024-07-01 13:15,180,102,78,0,0,0
2024-07-01 13:30,212,110,102,0,0,0
2024-07-01 13:45,299,141,158,0,0,0
2024-07-01 14:00,223,121,102,0,0,0
2024-07-01 14:15,82,57,25,0,0,0
2024-07-01 14:30,123,51,72,0,0,0
2024-07-01 14:45,119,59,60,0,0,0
2024-07-01 15:00,78,44,34,0,0,0
2024-07-01 15:15,55,28,27,0,0,0
2024-07-01 15:30,81,58,23,0,0,0
2024-07-01 15:45,166,109,57,0,0,0
2024-07-01 16:00,152,106,46,0,0,0
2024-07-01 16:15,109,73,36,0,0,0
2024-07-01 16:30,95,64,31,0,0,0
2024-07-01 16:45,115,77,38,0,0,0
2024-07-01 17:00,106,75,31,0,0,0
2024-07-01 17:15,130,79,51,0,0,0
2024-07-01 17:30,87,56,31,0,0,0
2024-07-01 17:45,127,99,28,0,0,0
2024-07-01 18:00,185,124,61,0,0,0
2024-07-01 18:15,120,89,31,0,0,0
2024-07-01 18:30,98,66,32,0,0,0
2024-07-01 18:45,90,60,30,0,0,0
2024-07-01 19:00,83,60,23,0,0,0
2024-07-01 19:15,73,58,15,0,0,0
2024-07-01 19:30,76,56,20,0,0,0
2024-07-01 19:45,84,56,28,0,0,0
2024-07-01 20:00,73,48,25,0,0,0
2024-07-01 20:15,49,33,16,0,0,0
2024-07-01 20:30,54,35,19,0,0,0
2024-07-01 20:45,35,29,6,0,0,0
2024-07-01 21:00,46,31,15,0,0,0
