Datetime,300037405 (Promenade (westl. Hals)),353409612 (Promenade (westl. Hals) Fahrräder IN),353409613 (Promenade (westl. Hals) Fahrräder OUT),353426710 (Promenade (westl. Hals) [Bike IN]),353426712 (Promenade (westl. Hals) [Bike IN]),353426713 (Promenade (westl. Hals) [Bike OUT]),353426715 (Promenade (westl. Hals) [Bike OUT]),300037405-status,353409612-status,353409613-status,353426710-status,353426712-status,353426713-status,353426715-status
2025-11-01 00:00,58,24,34,,,,,0,0,0,,,,
2025-11-01 00:15,45,30,15,,,,,0,0,0,,,,
2025-11-01 00:30,43,14,29,,,,,0,0,0,,,,
2025-11-01 00:45,65,26,39,,,,,0,0,0,,,,
2025-11-01 01:00,72,31,41,,,,,0,0,0,,,,
2025-11-01 01:15,61,26,35,,,,,0,0,0,,,,
2025-11-01 01:30,62,30,32,,,,,0,0,0,,,,
2025-11-01 01:45,54,26,28,,,,,0,0,0,,,,
2025-11-01 02:00,55,23,32,,,,,0,0,0,,,,
2025-11-01 02:15,48,16,32,,,,,0,0,0,,,,
2025-11-01 02:30,52,23,29,,,,,0,0,0,,,,
2025-11-01 02:45,45,11,34,,,,,0,0,0,,,,
2025-11-01 03:00,62,21,41,,,,,0,0,0,,,,
2025-11-01 03:15,54,16,38,,,,,0,0,0,,,,
2025-11-01 03:30,53,17,36,,,,,0,0,0,,,,
2025-11-01 03:45,41,24,17,,,,,0,0,0,,,,
2025-11-01 04:00,45,15,30,,,,,0,0,0,,,,
2025-11-01 04:15,49,5,44,,,,,0,0,0,,,,
2025-11-01 04:30,30,10,20,,,,,0,0,0,,,,
2025-11-01 04:45,32,8,24,,,,,0,0,0,,,,
2025-11-01 05:00,26,8,18,,,,,0,0,0,,,,
2025-11-01 05:15,19,3,16,,,,,0,0,0,,,,
2025-11-01 05:30,21,7,14,,,,,0,0,0,,,,
2025-11-01 05:45,15,6,9,,,,,0,0,0,,,,
2025-11-01 06:00,12,4,8,,,,,0,0,0,,,,
2025-11-01 06:15,15,5,10,,,,,0,0,0,,,,
2025-11-01 06:30,13,5,8,,,,,0,0,0,,,,
2025-11-01 06:45,12,3,9,,,,,0,0,0,,,,
2025-11-01 07:00,15,11,4,,,,,0,0,0,,,,
2025-11-01 07:15,17,6,11,,,,,0,0,0,,,,
2025-11-01 07:30,25,10,15,,,,,0,0,0,,,,
2025-11-01 07:45,15,7,8,,,,,0,0,0,,,,
2025-11-01 08:00,15,6,9,,,,,0,0,0,,,,
2025-11-01 08:15,17,9,8,,,,,0,0,0,,,,
2025-11-01 08:30,26,7,19,,,,,0,0,0,,,,
2025-11-01 08:45,38,19,19,,,,,0,0,0,,,,
2025-11-01 09:00,32,14,18,,,,,0,0,0,,,,
2025-11-01 09:15,45,26,19,,,,,0,0,0,,,,
2025-11-01 09:30,51,28,23,,,,,0,0,0,,,,
2025-11-01 09:45,66,35,31,,,,,0,0,0,,,,
2025-11-01 10:00,50,25,25,,,,,0,0,0,,,,
2025-11-01 10:15,53,24,29,,,,,0,0,0,,,,
2025-11-01 10:30,60,30,30,,,,,0,0,0,,,,
2025-11-01 10:45,63,32,31,,,,,0,0,0,,,,
2025-11-01 11:00,82,35,47,,,,,0,0,0,,,,
2025-11-01 11:15,51,33,18,,,,,0,0,0,,,,
2025-11-01 11:30,63,36,27,,,,,0,0,0,,,,
2025-11-01 11:45,65,36,29,,,,,0,0,0,,,,
2025-11-01 12:00,96,49,47,,,,,0,0,0,,,,
2025-11-01 12:15,88,43,45,,,,,0,0,0,,,,
2025-11-01 12:30,77,46,31,,,,,0,0,0,,,,
2025-11-01 12:45,75,41,34,,,,,0,0,0,,,,
2025-11-01 13:00,59,28,31,,,,,0,0,0,,,,
2025-11-01 13:15,64,24,40,,,,,0,0,0,,,,
2025-11-01 13:30,57,31,26,,,,,0,0,0,,,,
2025-11-01 13:45,64,36,28,,,,,0,0,0,,,,
2025-11-01 14:00,59,40,19,,,,,0,0,0,,,,
2025-11-01 14:15,58,29,29,,,,,0,0,0,,,,
2025-11-01 14:30,53,36,17,,,,,0,0,0,,,,
2025-11-01 14:45,61,30,31,,,,,0,0,0,,,,
2025-11-01 15:00,57,30,27,,,,,0,0,0,,,,
2025-11-01 15:15,61,33,28,,,,,0,0,0,,,,
2025-11-01 15:30,53,22,31,,,,,0,0,0,,,,
2025-11-01 15:45,58,33,25,,,,,0,0,0,,,,
2025-11-01 16:00,52,31,21,,,,,0,0,0,,,,
2025-11-01 16:15,51,28,23,,,,,0,0,0,,,,
2025-11-01 16:30,52,22,30,,,,,0,0,0,,,,
2025-11-01 16:45,51,30,21,,,,,0,0,0,,,,
2025-11-01 17:00,68,28,40,,,,,0,0,0,,,,
2025-11-01 17:15,70,27,43,,,,,0,0,0,,,,
2025-11-01 17:30,78,37,41,,,,,0,0,0,,,,
2025-11-01 17:45,95,44,51,,,,,0,0,0,,,,
2025-11-01 18:00,108,52,56,,,,,0,0,0,,,,
2025-11-01 18:15,70,34,36,,,,,0,0,0,,,,
2025-11-01 18:30,72,29,43,,,,,0,0,0,,,,
2025-11-01 18:45,85,38,47,,,,,0,0,0,,,,
2025-11-01 19:00,97,51,46,,,,,0,0,0,,,,
2025-11-01 19:15,75,51,24,,,,,0,0,0,,,,
2025-11-01 19:30,60,35,25,,,,,0,0,0,,,,
2025-11-01 19:45,53,28,25,,,,,0,0,0,,,,
2025-11-01 20:00,71,36,35,,,,,0,0,0,,,,
2025-11-01 20:15,66,37,29,,,,,0,0,0,,,,
2025-11-01 20:30,56,28,28,,,,,0,0,0,,,,
2025-11-01 20:45,49,27,22,,,,,0,0,0,,,,
2025-11-01 21:00,57,26,31,,,,,0,0,0,,,,
2025-11-01 21:15,38,25,13,,,,,0,0,0,,,,
2025-11-01 21:30,41,26,15,,,,,0,0,0,,,,
2025-11-01 21:45,52,27,25,,,,,0,0,0,,,,
2025-11-01 22:00,51,18,33,,,,,0,0,0,,,,
2025-11-01 22:15,42,13,29,,,,,0,0,0,,,,
2025-11-01 22:30,30,12,18,,,,,0,0,0,,,,
2025-11-01 22:45,22,8,14,,,,,0,0,0,,,,
2025-11-01 23:00,40,16,24,,,,,0,0,0,,,,
2025-11-01 23:15,29,18,11,,,,,0,0,0,,,,
2025-11-01 23:30,32,12,20,,,,,0,0,0,,,,
2025-11-01 23:45,36,19,17,,,,,0,0,0,,,,
2025-11-02 00:00,31,11,20,,,,,0,0,0,,,,
2025-11-02 00:15,26,13,13,,,,,0,0,0,,,,
2025-11-02 00:30,25,5,20,,,,,0,0,0,,,,
2025-11-02 00:45,29,16,13,,,,,0,0,0,,,,
2025-11-02 01:00,28,4,24,,,,,0,0,0,,,,
2025-11-02 01:15,17,6,11,,,,,0,0,0,,,,
2025-11-02 01:30,19,11,8,,,,,0,0,0,,,,
2025-11-02 01:45,12,3,9,,,,,0,0,0,,,,
2025-11-02 02:00,8,3,5,,,,,0,0,0,,,,
2025-11-02 02:15,4,1,3,,,,,0,0,0,,,,
2025-11-02 02:30,17,2,15,,,,,0,0,0,,,,
2025-11-02 02:45,10,5,5,,,,,0,0,0,,,,
2025-11-02 03:00,6,1,5,,,,,0,0,0,,,,
2025-11-02 03:15,8,1,7,,,,,0,0,0,,,,
2025-11-02 03:30,3,0,3,,,,,0,0,0,,,,
2025-11-02 03:45,9,2,7,,,,,0,0,0,,,,
2025-11-02 04:00,6,0,6,,,,,0,0,0,,,,
2025-11-02 04:15,1,0,1,,,,,0,0,0,,,,
2025-11-02 04:30,1,0,1,,,,,0,0,0,,,,
2025-11-02 04:45,4,1,3,,,,,0,0,0,,,,
2025-11-02 05:00,6,2,4,,,,,0,0,0,,,,
2025-11-02 05:15,6,2,4,,,,,0,0,0,,,,
2025-11-02 05:30,9,3,6,,,,,0,0,0,,,,
2025-11-02 05:45,8,3,5,,,,,0,0,0,,,,
2025-11-02 06:00,1,1,0,,,,,0,0,0,,,,
2025-11-02 06:15,10,5,5,,,,,0,0,0,,,,
2025-11-02 06:30,7,6,1,,,,,0,0,0,,,,
2025-11-02 06:45,6,3,3,,,,,0,0,0,,,,
2025-11-02 07:00,6,3,3,,,,,0,0,0,,,,
2025-11-02 07:15,11,6,5,,,,,0,0,0,,,,
2025-11-02 07:30,8,2,6,,,,,0,0,0,,,,
2025-11-02 07:45,12,5,7,,,,,0,0,0,,,,
2025-11-02 08:00,12,5,7,,,,,0,0,0,,,,
2025-11-02 08:15,11,7,4,,,,,0,0,0,,,,
2025-11-02 08:30,25,8,17,,,,,0,0,0,,,,
2025-11-02 08:45,40,17,23,,,,,0,0,0,,,,
2025-11-02 09:00,30,18,12,,,,,0,0,0,,,,
2025-11-02 09:15,31,21,10,,,,,0,0,0,,,,
2025-11-02 09:30,41,21,20,,,,,0,0,0,,,,
2025-11-02 09:45,78,37,41,,,,,0,0,0,,,,
2025-11-02 10:00,79,42,37,,,,,0,0,0,,,,
2025-11-02 10:15,80,39,41,,,,,0,0,0,,,,
2025-11-02 10:30,56,34,22,,,,,0,0,0,,,,
2025-11-02 10:45,115,47,68,,,,,0,0,0,,,,
2025-11-02 11:00,84,31,53,,,,,0,0,0,,,,
2025-11-02 11:15,91,29,62,,,,,0,0,0,,,,
2025-11-02 11:30,90,30,60,,,,,0,0,0,,,,
2025-11-02 11:45,138,65,73,,,,,0,0,0,,,,
2025-11-02 12:00,110,41,69,,,,,0,0,0,,,,
2025-11-02 12:15,126,58,68,,,,,0,0,0,,,,
2025-11-02 12:30,118,63,55,,,,,0,0,0,,,,
2025-11-02 12:45,122,61,61,,,,,0,0,0,,,,
2025-11-02 13:00,134,44,90,,,,,0,0,0,,,,
2025-11-02 13:15,120,53,67,,,,,0,0,0,,,,
2025-11-02 13:30,138,63,75,,,,,0,0,0,,,,
2025-11-02 13:45,166,73,93,,,,,0,0,0,,,,
2025-11-02 14:00,144,61,83,,,,,0,0,0,,,,
2025-11-02 14:15,165,76,89,,,,,0,0,0,,,,
2025-11-02 14:30,150,73,77,,,,,0,0,0,,,,
2025-11-02 14:45,212,94,118,,,,,0,0,0,,,,
2025-11-02 15:00,191,80,111,,,,,0,0,0,,,,
2025-11-02 15:15,172,81,91,,,,,0,0,0,,,,
2025-11-02 15:30,171,89,82,,,,,0,0,0,,,,
2025-11-02 15:45,155,83,72,,,,,0,0,0,,,,
2025-11-02 16:00,197,101,96,,,,,0,0,0,,,,
2025-11-02 16:15,172,92,80,,,,,0,0,0,,,,
2025-11-02 16:30,155,86,69,,,,,0,0,0,,,,
2025-11-02 16:45,153,84,69,,,,,0,0,0,,,,
2025-11-02 17:00,165,100,65,,,,,0,0,0,,,,
2025-11-02 17:15,133,79,54,,,,,0,0,0,,,,
2025-11-02 17:30,164,83,81,,,,,0,0,0,,,,
2025-11-02 17:45,150,88,62,,,,,0,0,0,,,,
2025-11-02 18:00,127,51,76,,,,,0,0,0,,,,
2025-11-02 18:15,113,51,62,,,,,0,0,0,,,,
2025-11-02 18:30,88,46,42,,,,,0,0,0,,,,
2025-11-02 18:45,82,41,41,,,,,0,0,0,,,,
2025-11-02 19:00,106,47,59,,,,,0,0,0,,,,
2025-11-02 19:15,93,44,49,,,,,0,0,0,,,,
2025-11-02 19:30,62,29,33,,,,,0,0,0,,,,
2025-11-02 19:45,82,46,36,,,,,0,0,0,,,,
2025-11-02 20:00,94,44,50,,,,,0,0,0,,,,
2025-11-02 20:15,53,28,25,,,,,0,0,0,,,,
2025-11-02 20:30,61,25,36,,,,,0,0,0,,,,
2025-11-02 20:45,60,27,33,,,,,0,0,0,,,,
2025-11-02 21:00,49,26,23,,,,,0,0,0,,,,
2025-11-02 21:15,33,15,18,,,,,0,0,0,,,,
2025-11-02 21:30,35,12,23,,,,,0,0,0,,,,
2025-11-02 21:45,42,22,20,,,,,0,0,0,,,,
2025-11-02 22:00,45,9,36,,,,,0,0,0,,,,
2025-11-02 22:15,36,19,17,,,,,0,0,0,,,,
2025-11-02 22:30,24,6,18,,,,,0,0,0,,,,
2025-11-02 22:45,26,11,15,,,,,0,0,0,,,,
