Datetime,300037405 (Promenade (westl. Hals)),353409612 (Promenade (westl. Hals) Fahrräder IN),353409613 (Promenade (westl. Hals) Fahrräder OUT),353426710 (Promenade (westl. Hals) [Bike IN]),353426712 (Promenade (westl. Hals) [Bike IN]),353426713 (Promenade (westl. Hals) [Bike OUT]),353426715 (Promenade (westl. Hals) [Bike OUT]),300037405-status,353409612-status,353409613-status,353426710-status,353426712-status,353426713-status,353426715-status
2024-01-01 00:00,5,3,2,,,,,0,0,0,,,,
2024-01-01 00:15,17,14,3,,,,,0,0,0,,,,
2024-01-01 00:30,31,18,13,,,,,0,0,0,,,,
2024-01-01 00:45,34,23,11,,,,,0,0,0,,,,
2024-01-01 01:00,37,20,17,,,,,0,0,0,,,,
2024-01-01 01:15,23,15,8,,,,,0,0,0,,,,
2024-01-01 01:30,45,26,19,,,,,0,0,0,,,,
2024-01-01 01:45,21,9,12,,,,,0,0,0,,,,
2024-01-01 02:00,45,21,24,,,,,0,0,0,,,,
2024-01-01 02:15,35,18,17,,,,,0,0,0,,,,
2024-01-01 02:30,44,17,27,,,,,0,0,0,,,,
2024-01-01 02:45,52,22,30,,,,,0,0,0,,,,
2024-01-01 03:00,48,23,25,,,,,0,0,0,,,,
2024-01-01 03:15,60,21,39,,,,,0,0,0,,,,
2024-01-01 03:30,30,10,20,,,,,0,0,0,,,,
2024-01-01 03:45,37,7,30,,,,,0,0,0,,,,
2024-01-01 04:00,39,13,26,,,,,0,0,0,,,,
2024-01-01 04:15,31,10,21,,,,,0,0,0,,,,
2024-01-01 04:30,31,20,11,,,,,0,0,0,,,,
2024-01-01 04:45,34,10,24,,,,,0,0,0,,,,
2024-01-01 05:00,34,9,25,,,,,0,0,0,,,,
2024-01-01 05:15,19,10,9,,,,,0,0,0,,,,
2024-01-01 05:30,26,12,14,,,,,0,0,0,,,,
2024-01-01 05:45,18,4,14,,,,,0,0,0,,,,
2024-01-01 06:00,14,4,10,,,,,0,0,0,,,,
2024-01-01 06:15,7,4,3,,,,,0,0,0,,,,
2024-01-01 06:30,11,4,7,,,,,0,0,0,,,,
2024-01-01 06:45,11,3,8,,,,,0,0,0,,,,
2024-01-01 07:00,7,7,0,,,,,0,0,0,,,,
2024-01-01 07:15,6,3,3,,,,,0,0,0,,,,
2024-01-01 07:30,15,7,8,,,,,0,0,0,,,,
2024-01-01 07:45,5,0,5,,,,,0,0,0,,,,
2024-01-01 08:00,4,1,3,,,,,0,0,0,,,,
2024-01-01 08:15,10,5,5,,,,,0,0,0,,,,
2024-01-01 08:30,10,3,7,,,,,0,0,0,,,,
2024-01-01 08:45,7,6,1,,,,,0,0,0,,,,
2024-01-01 09:00,6,2,4,,,,,0,0,0,,,,
2024-01-01 09:15,14,5,9,,,,,0,0,0,,,,
2024-01-01 09:30,8,4,4,,,,,0,0,0,,,,
2024-01-01 09:45,9,3,6,,,,,0,0,0,,,,
2024-01-01 10:00,7,1,6,,,,,0,0,0,,,,
2024-01-01 10:15,5,2,3,,,,,0,0,0,,,,
2024-01-01 10:30,6,2,4,,,,,0,0,0,,,,
2024-01-01 10:45,19,6,13,,,,,0,0,0,,,,
2024-01-01 11:00,13,2,11,,,,,0,0,0,,,,
2024-01-01 11:15,19,9,10,,,,,0,0,0,,,,
2024-01-01 11:30,27,13,14,,,,,0,0,0,,,,
2024-01-01 11:45,20,10,10,,,,,0,0,0,,,,
2024-01-01 12:00,29,17,12,,,,,0,0,0,,,,
2024-01-01 12:15,24,11,13,,,,,0,0,0,,,,
2024-01-01 12:30,35,23,12,,,,,0,0,0,,,,
2024-01-01 12:45,26,10,16,,,,,0,0,0,,,,
2024-01-01 13:00,24,16,8,,,,,0,0,0,,,,
2024-01-01 13:15,28,13,15,,,,,0,0,0,,,,
2024-01-01 13:30,28,10,18,,,,,0,0,0,,,,
2024-01-01 13:45,29,10,19,,,,,0,0,0,,,,
2024-01-01 14:00,35,13,22,,,,,0,0,0,,,,
2024-01-01 14:15,40,21,19,,,,,0,0,0,,,,
2024-01-01 14:30,40,20,20,,,,,0,0,0,,,,
2024-01-01 14:45,35,17,18,,,,,0,0,0,,,,
2024-01-01 15:00,33,13,20,,,,,0,0,0,,,,
2024-01-01 15:15,36,18,18,,,,,0,0,0,,,,
2024-01-01 15:30,37,11,26,,,,,0,0,0,,,,
2024-01-01 15:45,42,28,14,,,,,0,0,0,,,,
2024-01-01 16:00,17,12,5,,,,,0,0,0,,,,
2024-01-01 16:15,37,19,18,,,,,0,0,0,,,,
2024-01-01 16:30,47,31,16,,,,,0,0,0,,,,
2024-01-01 16:45,49,22,27,,,,,0,0,0,,,,
2024-01-01 17:00,34,16,18,,,,,0,0,0,,,,
