Datetime,300037405 (Promenade (westl. Hals)),353409612 (Promenade (westl. Hals) Fahrräder IN),353409613 (Promenade (westl. Hals) Fahrräder OUT),353426710 (Promenade (westl. Hals) [Bike IN]),353426712 (Promenade (westl. Hals) [Bike IN]),353426713 (Promenade (westl. Hals) [Bike OUT]),353426715 (Promenade (westl. Hals) [Bike OUT]),300037405-status,353409612-status,353409613-status,353426710-status,353426712-status,353426713-status,353426715-status
2024-03-01 00:00,19,0,12,1,4,2,0,0,0,0,0,0,0,0
2024-03-01 00:15,15,0,8,2,4,1,0,0,0,0,0,0,0,0
2024-03-01 00:30,13,0,7,1,4,1,0,0,0,0,0,0,0,0
2024-03-01 00:45,10,0,7,0,2,1,0,0,0,0,0,0,0,0
2024-03-01 01:00,12,0,10,0,0,1,1,0,0,0,0,0,0,0
2024-03-01 01:15,5,0,3,0,2,0,0,0,0,0,0,0,0,0
2024-03-01 01:30,7,0,5,1,1,0,0,0,0,0,0,0,0,0
2024-03-01 01:45,7,0,4,2,1,0,0,0,0,0,0,0,0,0
2024-03-01 02:00,7,0,6,0,1,0,0,0,0,0,0,0,0,0
2024-03-01 02:15,7,0,6,0,0,1,0,0,0,0,0,0,0,0
2024-03-01 02:30,4,0,3,0,1,0,0,0,0,0,0,0,0,0
2024-03-01 02:45,4,0,0,2,2,0,0,0,0,0,0,0,0,0
2024-03-01 03:00,6,2,0,3,0,1,0,0,0,0,0,0,0,0
2024-03-01 03:15,2,0,1,0,1,0,0,0,0,0,0,0,0,0
2024-03-01 03:30,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2024-03-01 03:45,6,0,4,0,1,1,0,0,0,0,0,0,0,0
2024-03-01 04:00,6,0,3,1,2,0,0,0,0,0,0,0,0,0
2024-03-01 04:15,3,0,3,0,0,0,0,0,0,0,0,0,0,0
2024-03-01 04:30,3,0,2,0,1,0,0,0,0,0,0,0,0,0
2024-03-01 04:45,6,0,3,0,2,1,0,0,0,0,0,0,0,0
2024-03-01 05:00,4,0,0,0,4,0,0,0,0,0,0,0,0,0
2024-03-01 05:15,15,0,10,0,5,0,0,0,0,0,0,0,0,0
2024-03-01 05:30,18,1,10,1,6,0,0,0,0,0,0,0,0,0
2024-03-01 05:45,26,0,20,1,4,1,0,0,0,0,0,0,0,0
2024-03-01 06:00,37,0,23,1,13,0,0,0,0,0,0,0,0,0
2024-03-01 06:15,80,0,36,5,35,4,0,0,0,0,0,0,0,0
2024-03-01 06:30,82,1,53,0,24,2,2,0,0,0,0,0,0,0
2024-03-01 06:45,117,0,55,6,54,1,1,0,0,0,0,0,0,0
2024-03-01 07:00,127,2,67,4,45,5,4,0,0,0,0,0,0,0
2024-03-01 07:15,181,0,100,6,72,2,1,0,0,0,0,0,0,0
2024-03-01 07:30,251,0,142,13,89,6,1,0,0,0,0,0,0,0
2024-03-01 07:45,227,1,132,6,84,4,0,0,0,0,0,0,0,0
2024-03-01 08:00,216,1,111,22,75,5,2,0,0,0,0,0,0,0
2024-03-01 08:15,158,4,73,5,73,3,0,0,0,0,0,0,0,0
2024-03-01 08:30,187,0,110,5,68,4,0,0,0,0,0,0,0,0
2024-03-01 08:45,170,0,86,6,70,5,3,0,0,0,0,0,0,0
2024-03-01 09:00,110,0,68,3,39,0,0,0,0,0,0,0,0,0
2024-03-01 09:15,108,0,65,2,40,1,0,0,0,0,0,0,0,0
2024-03-01 09:30,116,0,67,1,46,2,0,0,0,0,0,0,0,0
2024-03-01 09:45,116,0,60,5,50,1,0,0,0,0,0,0,0,0
2024-03-01 10:00,108,0,56,5,46,1,0,0,0,0,0,0,0,0
2024-03-01 10:15,72,1,36,3,32,0,0,0,0,0,0,0,0,0
2024-03-01 10:30,72,0,47,0,22,3,0,0,0,0,0,0,0,0
2024-03-01 10:45,122,0,66,10,45,1,0,0,0,0,0,0,0,0
2024-03-01 11:00,95,1,43,10,40,1,0,0,0,0,0,0,0,0
2024-03-01 11:15,100,0,41,9,49,1,0,0,0,0,0,0,0,0
2024-03-01 11:30,101,2,46,4,48,1,0,0,0,0,0,0,0,0
2024-03-01 11:45,150,1,67,12,67,2,1,0,0,0,0,0,0,0
2024-03-01 12:00,139,1,59,7,71,1,0,0,0,0,0,0,0,0
2024-03-01 12:15,150,0,70,14,62,4,0,0,0,0,0,0,0,0
2024-03-01 12:30,188,1,95,13,74,5,0,0,0,0,0,0,0,0
2024-03-01 12:45,200,1,82,21,84,10,2,0,0,0,0,0,0,0
2024-03-01 13:00,201,0,93,17,85,4,2,0,0,0,0,0,0,0
2024-03-01 13:15,194,1,99,8,77,7,2,0,0,0,0,0,0,0
2024-03-01 13:30,182,0,103,10,65,4,0,0,0,0,0,0,0,0
2024-03-01 13:45,174,2,78,13,77,4,0,0,0,0,0,0,0,0
2024-03-01 14:00,216,2,100,10,98,5,1,0,0,0,0,0,0,0
2024-03-01 14:15,196,0,81,17,91,3,4,0,0,0,0,0,0,0
2024-03-01 14:30,211,1,99,24,78,6,3,0,0,0,0,0,0,0
2024-03-01 14:45,181,1,75,14,87,4,0,0,0,0,0,0,0,0
