Datetime,300039331 (Grevener Straße),353425091 (Grevener Straße Formel - Fahrräder Stadteinwärts),353425097 (Grevener Straße Formel- Fahrräder Stadtauswärts),300039331-status,353425091-status,353425097-status
2024-04-01 00:00,2,2,0,0,0,0
2024-04-01 00:15,3,1,2,0,0,0
2024-04-01 00:30,3,2,1,0,0,0
2024-04-01 00:45,4,1,3,0,0,0
2024-04-01 01:00,1,1,0,0,0,0
2024-04-01 01:15,1,1,0,0,0,0
2024-04-01 01:30,2,2,0,0,0,0
2024-04-01 01:45,0,0,0,0,0,0
2024-04-01 02:00,5,2,3,0,0,0
2024-04-01 02:15,0,0,0,0,0,0
2024-04-01 02:30,2,0,2,0,0,0
2024-04-01 02:45,1,1,0,0,0,0
2024-04-01 03:00,2,0,2,0,0,0
2024-04-01 03:15,0,0,0,0,0,0
2024-04-01 03:30,0,0,0,0,0,0
2024-04-01 03:45,1,0,1,0,0,0
2024-04-01 04:00,0,0,0,0,0,0
2024-04-01 04:15,1,1,0,0,0,0
2024-04-01 04:30,1,1,0,0,0,0
2024-04-01 04:45,0,0,0,0,0,0
2024-04-01 05:00,2,2,0,0,0,0
2024-04-01 05:15,2,1,1,0,0,0
2024-04-01 05:30,1,0,1,0,0,0
2024-04-01 05:45,2,0,2,0,0,0
2024-04-01 06:00,1,1,0,0,0,0
2024-04-01 06:15,1,0,1,0,0,0
2024-04-01 06:30,0,0,0,0,0,0
2024-04-01 06:45,0,0,0,0,0,0
2024-04-01 07:00,2,1,1,0,0,0
2024-04-01 07:15,0,0,0,0,0,0
2024-04-01 07:30,1,0,1,0,0,0
2024-04-01 07:45,2,0,2,0,0,0
2024-04-01 08:00,2,2,0,0,0,0
2024-04-01 08:15,2,1,1,0,0,0
2024-04-01 08:30,0,0,0,0,0,0
2024-04-01 08:45,1,1,0,0,0,0
2024-04-01 09:00,1,1,0,0,0,0
2024-04-01 09:15,1,0,1,0,0,0
2024-04-01 09:30,1,1,0,0,0,0
2024-04-01 09:45,4,2,2,0,0,0
2024-04-01 10:00,0,0,0,0,0,0
2024-04-01 10:15,1,0,1,0,0,0
2024-04-01 10:30,1,0,1,0,0,0
2024-04-01 10:45,2,1,1,0,0,0
2024-04-01 11:00,2,2,0,0,0,0
2024-04-01 11:15,2,2,0,0,0,0
2024-04-01 11:30,2,1,1,0,0,0
2024-04-01 11:45,4,3,1,0,0,0
2024-04-01 12:00,2,1,1,0,0,0
2024-04-01 12:15,6,4,2,0,0,0
2024-04-01 12:30,3,2,1,0,0,0
2024-04-01 12:45,4,2,2,0,0,0
2024-04-01 13:00,7,5,2,0,0,0
2024-04-01 13:15,6,3,3,0,0,0
2024-04-01 13:30,5,3,2,0,0,0
2024-04-01 13:45,8,4,4,0,0,0
2024-04-01 14:00,4,2,2,0,0,0
2024-04-01 14:15,5,2,3,0,0,0
2024-04-01 14:30,6,2,4,0,0,0
2024-04-01 14:45,9,1,8,0,0,0
2024-04-01 15:00,5,3,2,0,0,0
2024-04-01 15:15,6,3,3,0,0,0
2024-04-01 15:30,4,2,2,0,0,0
2024-04-01 15:45,3,3,0,0,0,0
2024-04-01 16:00,6,4,2,0,0,0
2024-04-01 16:15,8,2,6,0,0,0
2024-04-01 16:30,12,5,7,0,0,0
2024-04-01 16:45,7,3,4,0,0,0
2024-04-01 17:00,9,3,6,0,0,0
2024-04-01 17:15,5,3,2,0,0,0
2024-04-01 17:30,10,6,4,0,0,0
2024-04-01 17:45,17,4,13,0,0,0
2024-04-01 18:00,12,2,10,0,0,0
2024-04-01 18:15,7,5,2,0,0,0
2024-04-01 18:30,6,5,1,0,0,0
2024-04-01 18:45,10,4,6,0,0,0
2024-04-01 19:00,15,5,10,0,0,0
