Datetime,300039331 (Grevener Straße),353425091 (Grevener Straße Formel - Fahrräder Stadteinwärts),353425097 (Grevener Straße Formel- Fahrräder Stadtauswärts),300039331-status,353425091-status,353425097-status
2024-09-01 00:00,4,0,4,0,0,0
2024-09-01 00:15,5,2,3,0,0,0
2024-09-01 00:30,8,3,5,0,0,0
2024-09-01 00:45,8,1,7,0,0,0
2024-09-01 01:00,7,3,4,0,0,0
2024-09-01 01:15,6,1,5,0,0,0
2024-09-01 01:30,2,0,2,0,0,0
2024-09-01 01:45,13,5,8,0,0,0
2024-09-01 02:00,7,6,1,0,0,0
2024-09-01 02:15,6,2,4,0,0,0
2024-09-01 02:30,2,1,1,0,0,0
2024-09-01 02:45,0,0,0,0,0,0
2024-09-01 03:00,4,2,2,0,0,0
2024-09-01 03:15,2,0,2,0,0,0
2024-09-01 03:30,3,2,1,0,0,0
2024-09-01 03:45,0,0,0,0,0,0
2024-09-01 04:00,2,1,1,0,0,0
2024-09-01 04:15,0,0,0,0,0,0
2024-09-01 04:30,3,2,1,0,0,0
2024-09-01 04:45,1,1,0,0,0,0
2024-09-01 05:00,1,1,0,0,0,0
2024-09-01 05:15,3,3,0,0,0,0
2024-09-01 05:30,2,1,1,0,0,0
2024-09-01 05:45,6,1,5,0,0,0
2024-09-01 06:00,2,0,2,0,0,0
2024-09-01 06:15,1,0,1,0,0,0
2024-09-01 06:30,0,0,0,0,0,0
2024-09-01 06:45,3,3,0,0,0,0
2024-09-01 07:00,5,3,2,0,0,0
2024-09-01 07:15,5,3,2,0,0,0
2024-09-01 07:30,6,1,5,0,0,0
2024-09-01 07:45,3,2,1,0,0,0
2024-09-01 08:00,5,2,3,0,0,0
2024-09-01 08:15,4,2,2,0,0,0
2024-09-01 08:30,14,2,12,0,0,0
2024-09-01 08:45,9,2,7,0,0,0
2024-09-01 09:00,8,2,6,0,0,0
2024-09-01 09:15,11,5,6,0,0,0
2024-09-01 09:30,15,9,6,0,0,0
2024-09-01 09:45,11,5,6,0,0,0
2024-09-01 10:00,14,5,9,0,0,0
2024-09-01 10:15,15,8,7,0,0,0
2024-09-01 10:30,19,12,7,0,0,0
2024-09-01 10:45,21,14,7,0,0,0
2024-09-01 11:00,8,3,5,0,0,0
2024-09-01 11:15,11,1,10,0,0,0
2024-09-01 11:30,9,5,4,0,0,0
2024-09-01 11:45,10,2,8,0,0,0
2024-09-01 12:00,20,3,17,0,0,0
2024-09-01 12:15,7,4,3,0,0,0
2024-09-01 12:30,22,7,15,0,0,0
2024-09-01 12:45,20,14,6,0,0,0
2024-09-01 13:00,20,9,11,0,0,0
2024-09-01 13:15,22,13,9,0,0,0
2024-09-01 13:30,21,5,16,0,0,0
2024-09-01 13:45,26,7,19,0,0,0
2024-09-01 14:00,23,10,13,0,0,0
2024-09-01 14:15,29,6,23,0,0,0
2024-09-01 14:30,17,5,12,0,0,0
2024-09-01 14:45,20,9,11,0,0,0
2024-09-01 15:00,13,4,9,0,0,0
2024-09-01 15:15,13,5,8,0,0,0
2024-09-01 15:30,24,10,14,0,0,0
2024-09-01 15:45,23,14,9,0,0,0
2024-09-01 16:00,23,9,14,0,0,0
2024-09-01 16:15,29,11,18,0,0,0
2024-09-01 16:30,20,11,9,0,0,0
2024-09-01 16:45,15,7,8,0,0,0
2024-09-01 17:00,38,13,25,0,0,0
2024-09-01 17:15,34,15,19,0,0,0
2024-09-01 17:30,10,3,7,0,0,0
2024-09-01 17:45,20,9,11,0,0,0
2024-09-01 18:00,21,12,9,0,0,0
2024-09-01 18:15,32,8,24,0,0,0
2024-09-01 18:30,22,8,14,0,0,0
2024-09-01 18:45,19,7,12,0,0,0
2024-09-01 19:00,16,9,7,0,0,0
2024-09-01 19:15,7,4,3,0,0,0
2024-09-01 19:30,21,10,11,0,0,0
2024-09-01 19:45,13,9,4,0,0,0
2024-09-01 20:00,23,17,6,0,0,0
2024-09-01 20:15,12,5,7,0,0,0
2024-09-01 20:30,20,8,12,0,0,0
2024-09-01 20:45,14,4,10,0,0,0
2024-09-01 21:00,9,5,4,0,0,0
2024-09-01 21:15,14,6,8,0,0,0
2024-09-01 21:30,18,9,9,0,0,0
2024-09-01 21:45,6,2,4,0,0,0
2024-09-01 22:00,8,5,3,0,0,0
2024-09-01 22:15,12,2,10,0,0,0
2024-09-01 22:30,8,2,6,0,0,0
2024-09-01 22:45,7,3,4,0,0,0
2024-09-01 23:00,2,1,1,0,0,0
2024-09-01 23:15,1,0,1,0,0,0
2024-09-01 23:30,3,2,1,0,0,0
2024-09-01 23:45,1,1,0,0,0,0
2024-09-02 00:00,2,0,2,0,0,0
2024-09-02 00:15,3,2,1,0,0,0
2024-09-02 00:30,4,1,3,0,0,0
2024-09-02 00:45,0,0,0,0,0,0
2024-09-02 01:00,3,3,0,0,0,0
2024-09-02 01:15,0,0,0,0,0,0
2024-09-02 01:30,2,1,1,0,0,0
2024-09-02 01:45,1,1,0,0,0,0
2024-09-02 02:00,1,1,0,0,0,0
2024-09-02 02:15,0,0,0,0,0,0
2024-09-02 02:30,1,0,1,0,0,0
2024-09-02 02:45,2,0,2,0,0,0
2024-09-02 03:00,0,0,0,0,0,0
2024-09-02 03:15,2,2,0,0,0,0
2024-09-02 03:30,0,0,0,0,0,0
2024-09-02 03:45,0,0,0,0,0,0
2024-09-02 04:00,2,0,2,0,0,0
2024-09-02 04:15,1,1,0,0,0,0
2024-09-02 04:30,4,4,0,0,0,0
2024-09-02 04:45,0,0,0,0,0,0
2024-09-02 05:00,3,2,1,0,0,0
2024-09-02 05:15,2,1,1,0,0,0
2024-09-02 05:30,6,5,1,0,0,0
2024-09-02 05:45,1,0,1,0,0,0
2024-09-02 06:00,2,1,1,0,0,0
2024-09-02 06:15,3,2,1,0,0,0
2024-09-02 06:30,6,5,1,0,0,0
2024-09-02 06:45,8,5,3,0,0,0
2024-09-02 07:00,8,2,6,0,0,0
2024-09-02 07:15,24,14,10,0,0,0
2024-09-02 07:30,33,19,14,0,0,0
2024-09-02 07:45,33,20,13,0,0,0
2024-09-02 08:00,16,4,12,0,0,0
2024-09-02 08:15,17,10,7,0,0,0
2024-09-02 08:30,21,13,8,0,0,0
2024-09-02 08:45,26,11,15,0,0,0
2024-09-02 09:00,14,10,4,0,0,0
2024-09-02 09:15,23,10,13,0,0,0
2024-09-02 09:30,18,5,13,0,0,0
2024-09-02 09:45,22,5,17,0,0,0
2024-09-02 10:00,18,5,13,0,0,0
2024-09-02 10:15,12,5,7,0,0,0
2024-09-02 10:30,13,3,10,0,0,0
2024-09-02 10:45,21,10,11,0,0,0
2024-09-02 11:00,21,10,11,0,0,0
2024-09-02 11:15,18,10,8,0,0,0
2024-09-02 11:30,27,12,15,0,0,0
2024-09-02 11:45,14,10,4,0,0,0
2024-09-02 12:00,17,6,11,0,0,0
2024-09-02 12:15,26,11,15,0,0,0
2024-09-02 12:30,24,14,10,0,0,0
2024-09-02 12:45,18,7,11,0,0,0
2024-09-02 13:00,7,4,3,0,0,0
2024-09-02 13:15,23,9,14,0,0,0
2024-09-02 13:30,16,5,11,0,0,0
2024-09-02 13:45,21,12,9,0,0,0
2024-09-02 14:00,16,7,9,0,0,0
2024-09-02 14:15,25,13,12,0,0,0
2024-09-02 14:30,42,15,27,0,0,0
2024-09-02 14:45,31,14,17,0,0,0
2024-09-02 15:00,34,16,18,0,0,0
2024-09-02 15:15,20,7,13,0,0,0
2024-09-02 15:30,20,9,11,0,0,0
2024-09-02 15:45,33,21,12,0,0,0
2024-09-02 16:00,37,13,24,0,0,0
2024-09-02 16:15,35,9,26,0,0,0
2024-09-02 16:30,49,19,30,0,0,0
2024-09-02 16:45,27,11,16,0,0,0
2024-09-02 17:00,41,13,28,0,0,0
2024-09-02 17:15,42,19,23,0,0,0
2024-09-02 17:30,47,17,30,0,0,0
2024-09-02 17:45,45,23,22,0,0,0
2024-09-02 18:00,37,18,19,0,0,0
2024-09-02 18:15,33,16,17,0,0,0
2024-09-02 18:30,18,13,5,0,0,0
2024-09-02 18:45,29,15,14,0,0,0
2024-09-02 19:00,28,12,16,0,0,0
2024-09-02 19:15,23,8,15,0,0,0
2024-09-02 19:30,16,6,10,0,0,0
2024-09-02 19:45,23,10,13,0,0,0
2024-09-02 20:00,11,6,5,0,0,0
2024-09-02 20:15,17,10,7,0,0,0
2024-09-02 20:30,9,4,5,0,0,0
2024-09-02 20:45,12,6,6,0,0,0
2024-09-02 21:00,17,9,8,0,0,0
2024-09-02 21:15,7,4,3,0,0,0
