Datetime,300039331 (Grevener Straße),353425091 (Grevener Straße Formel - Fahrräder Stadteinwärts),353425097 (Grevener Straße Formel- Fahrräder Stadtauswärts),300039331-status,353425091-status,353425097-status
2025-12-01 00:00,1,0,1,0,0,0
2025-12-01 00:15,0,0,0,0,0,0
2025-12-01 00:30,0,0,0,0,0,0
2025-12-01 00:45,2,0,2,0,0,0
2025-12-01 01:00,0,0,0,0,0,0
2025-12-01 01:15,1,1,0,0,0,0
2025-12-01 01:30,0,0,0,0,0,0
2025-12-01 01:45,4,3,1,0,0,0
2025-12-01 02:00,0,0,0,0,0,0
2025-12-01 02:15,1,1,0,0,0,0
2025-12-01 02:30,1,1,0,0,0,0
2025-12-01 02:45,2,1,1,0,0,0
2025-12-01 03:00,2,1,1,0,0,0
2025-12-01 03:15,3,1,2,0,0,0
2025-12-01 03:30,0,0,0,0,0,0
2025-12-01 03:45,0,0,0,0,0,0
2025-12-01 04:00,1,1,0,0,0,0
2025-12-01 04:15,0,0,0,0,0,0
2025-12-01 04:30,1,1,0,0,0,0
2025-12-01 04:45,2,0,2,0,0,0
2025-12-01 05:00,3,3,0,0,0,0
2025-12-01 05:15,5,1,4,0,0,0
2025-12-01 05:30,6,3,3,0,0,0
2025-12-01 05:45,6,4,2,0,0,0
2025-12-01 06:00,0,0,0,0,0,0
2025-12-01 06:15,4,4,0,0,0,0
2025-12-01 06:30,9,7,2,0,0,0
2025-12-01 06:45,13,4,9,0,0,0
2025-12-01 07:00,9,7,2,0,0,0
2025-12-01 07:15,15,7,8,0,0,0
2025-12-01 07:30,34,21,13,0,0,0
2025-12-01 07:45,33,17,16,0,0,0
2025-12-01 08:00,32,20,12,0,0,0
2025-12-01 08:15,14,10,4,0,0,0
2025-12-01 08:30,27,15,12,0,0,0
2025-12-01 08:45,26,14,12,0,0,0
2025-12-01 09:00,13,9,4,0,0,0
2025-12-01 09:15,13,8,5,0,0,0
2025-12-01 09:30,15,11,4,0,0,0
2025-12-01 09:45,27,11,16,0,0,0
2025-12-01 10:00,14,9,5,0,0,0
2025-12-01 10:15,11,5,6,0,0,0
2025-12-01 10:30,17,12,5,0,0,0
2025-12-01 10:45,11,5,6,0,0,0
2025-12-01 11:00,12,7,5,0,0,0
2025-12-01 11:15,15,9,6,0,0,0
2025-12-01 11:30,15,7,8,0,0,0
2025-12-01 11:45,22,15,7,0,0,0
2025-12-01 12:00,26,13,13,0,0,0
2025-12-01 12:15,18,12,6,0,0,0
2025-12-01 12:30,33,18,15,0,0,0
2025-12-01 12:45,31,13,18,0,0,0
2025-12-01 13:00,25,14,11,0,0,0
2025-12-01 13:15,23,11,12,0,0,0
2025-12-01 13:30,24,13,11,0,0,0
2025-12-01 13:45,21,10,11,0,0,0
2025-12-01 14:00,33,15,18,0,0,0
2025-12-01 14:15,25,11,14,0,0,0
2025-12-01 14:30,28,14,14,0,0,0
2025-12-01 14:45,34,17,17,0,0,0
2025-12-01 15:00,35,21,14,0,0,0
2025-12-01 15:15,38,13,25,0,0,0
2025-12-01 15:30,24,15,9,0,0,0
2025-12-01 15:45,53,27,26,0,0,0
2025-12-01 16:00,35,15,20,0,0,0
2025-12-01 16:15,31,13,18,0,0,0
2025-12-01 16:30,34,19,15,0,0,0
2025-12-01 16:45,45,26,19,0,0,0
2025-12-01 17:00,29,12,17,0,0,0
2025-12-01 17:15,36,15,21,0,0,0
2025-12-01 17:30,25,9,16,0,0,0
2025-12-01 17:45,35,19,16,0,0,0
2025-12-01 18:00,34,13,21,0,0,0
2025-12-01 18:15,28,15,13,0,0,0
2025-12-01 18:30,37,14,23,0,0,0
2025-12-01 18:45,27,13,14,0,0,0
2025-12-01 19:00,33,11,22,0,0,0
2025-12-01 19:15,22,9,13,0,0,0
2025-12-01 19:30,16,7,9,0,0,0
2025-12-01 19:45,20,4,16,0,0,0
2025-12-01 20:00,29,15,14,0,0,0
2025-12-01 20:15,20,5,15,0,0,0
2025-12-01 20:30,25,6,19,0,0,0
2025-12-01 20:45,10,7,3,0,0,0
2025-12-01 21:00,16,8,8,0,0,0
2025-12-01 21:15,9,2,7,0,0,0
2025-12-01 21:30,7,3,4,0,0,0
2025-12-01 21:45,14,3,11,0,0,0
2025-12-01 22:00,8,4,4,0,0,0
2025-12-01 22:15,12,4,8,0,0,0
2025-12-01 22:30,4,2,2,0,0,0
2025-12-01 22:45,8,4,4,0,0,0
2025-12-01 23:00,5,3,2,0,0,0
2025-12-01 23:15,9,3,6,0,0,0
2025-12-01 23:30,1,0,1,0,0,0
2025-12-01 23:45,5,1,4,0,0,0
2025-12-02 00:00,5,4,1,0,0,0
2025-12-02 00:15,1,0,1,0,0,0
2025-12-02 00:30,2,1,1,0,0,0
2025-12-02 00:45,0,0,0,0,0,0
2025-12-02 01:00,2,1,1,0,0,0
2025-12-02 01:15,2,1,1,0,0,0
2025-12-02 01:30,1,1,0,0,0,0
2025-12-02 01:45,4,4,0,0,0,0
2025-12-02 02:00,0,0,0,0,0,0
2025-12-02 02:15,1,1,0,0,0,0
2025-12-02 02:30,1,1,0,0,0,0
2025-12-02 02:45,1,1,0,0,0,0
2025-12-02 03:00,4,3,1,0,0,0
2025-12-02 03:15,0,0,0,0,0,0
2025-12-02 03:30,0,0,0,0,0,0
2025-12-02 03:45,1,0,1,0,0,0
2025-12-02 04:00,0,0,0,0,0,0
2025-12-02 04:15,1,0,1,0,0,0
2025-12-02 04:30,1,1,0,0,0,0
2025-12-02 04:45,3,1,2,0,0,0
2025-12-02 05:00,2,1,1,0,0,0
2025-12-02 05:15,4,2,2,0,0,0
2025-12-02 05:30,3,2,1,0,0,0
2025-12-02 05:45,5,2,3,0,0,0
2025-12-02 06:00,3,3,0,0,0,0
2025-12-02 06:15,6,3,3,0,0,0
2025-12-02 06:30,2,0,2,0,0,0
2025-12-02 06:45,13,6,7,0,0,0
2025-12-02 07:00,15,8,7,0,0,0
2025-12-02 07:15,12,6,6,0,0,0
2025-12-02 07:30,28,20,8,0,0,0
2025-12-02 07:45,41,21,20,0,0,0
2025-12-02 08:00,21,14,7,0,0,0
2025-12-02 08:15,29,18,11,0,0,0
2025-12-02 08:30,11,7,4,0,0,0
2025-12-02 08:45,18,6,12,0,0,0
2025-12-02 09:00,13,7,6,0,0,0
2025-12-02 09:15,8,4,4,0,0,0
2025-12-02 09:30,14,10,4,0,0,0
2025-12-02 09:45,31,23,8,0,0,0
2025-12-02 10:00,22,14,8,0,0,0
2025-12-02 10:15,14,10,4,0,0,0
2025-12-02 10:30,10,7,3,0,0,0
2025-12-02 10:45,6,4,2,0,0,0
2025-12-02 11:00,9,5,4,0,0,0
2025-12-02 11:15,14,8,6,0,0,0
2025-12-02 11:30,14,6,8,0,0,0
2025-12-02 11:45,14,6,8,0,0,0
2025-12-02 12:00,17,8,9,0,0,0
2025-12-02 12:15,20,12,8,0,0,0
2025-12-02 12:30,17,9,8,0,0,0
2025-12-02 12:45,19,12,7,0,0,0
2025-12-02 13:00,10,7,3,0,0,0
2025-12-02 13:15,19,9,10,0,0,0
2025-12-02 13:30,21,8,13,0,0,0
2025-12-02 13:45,17,6,11,0,0,0
2025-12-02 14:00,19,8,11,0,0,0
2025-12-02 14:15,25,13,12,0,0,0
2025-12-02 14:30,27,11,16,0,0,0
2025-12-02 14:45,19,11,8,0,0,0
2025-12-02 15:00,28,13,15,0,0,0
2025-12-02 15:15,30,14,16,0,0,0
2025-12-02 15:30,25,12,13,0,0,0
2025-12-02 15:45,52,26,26,0,0,0
2025-12-02 16:00,25,8,17,0,0,0
2025-12-02 16:15,20,6,14,0,0,0
2025-12-02 16:30,41,12,29,0,0,0
2025-12-02 16:45,34,16,18,0,0,0
2025-12-02 17:00,25,6,19,0,0,0
