Datetime,300039331 (Grevener Straße),353425091 (Grevener Straße Formel - Fahrräder Stadteinwärts),353425097 (Grevener Straße Formel- Fahrräder Stadtauswärts),300039331-status,353425091-status,353425097-status
2026-06-01 00:00,0,0,0,0,0,0
2026-06-01 00:15,0,0,0,0,0,0
2026-06-01 00:30,0,0,0,0,0,0
2026-06-01 00:45,0,0,0,0,0,0
2026-06-01 01:00,0,0,0,0,0,0
2026-06-01 01:15,1,0,1,0,0,0
2026-06-01 01:30,1,0,1,0,0,0
2026-06-01 01:45,0,0,0,0,0,0
2026-06-01 02:00,0,0,0,0,0,0
2026-06-01 02:15,0,0,0,0,0,0
2026-06-01 02:30,0,0,0,0,0,0
2026-06-01 02:45,0,0,0,0,0,0
2026-06-01 03:00,0,0,0,0,0,0
2026-06-01 03:15,0,0,0,0,0,0
2026-06-01 03:30,0,0,0,0,0,0
2026-06-01 03:45,0,0,0,0,0,0
2026-06-01 04:00,0,0,0,0,0,0
2026-06-01 04:15,0,0,0,0,0,0
2026-06-01 04:30,0,0,0,0,0,0
2026-06-01 04:45,0,0,0,0,0,0
2026-06-01 05:00,1,0,1,0,0,0
2026-06-01 05:15,0,0,0,0,0,0
2026-06-01 05:30,0,0,0,0,0,0
2026-06-01 05:45,3,0,3,0,0,0
2026-06-01 06:00,1,0,1,0,0,0
2026-06-01 06:15,3,0,3,0,0,0
2026-06-01 06:30,4,0,4,0,0,0
2026-06-01 06:45,5,0,5,0,0,0
2026-06-01 07:00,6,1,5,0,0,0
2026-06-01 07:15,13,0,13,0,0,0
2026-06-01 07:30,10,4,6,0,0,0
2026-06-01 07:45,10,0,10,0,0,0
2026-06-01 08:00,5,1,4,0,0,0
2026-06-01 08:15,8,0,8,0,0,0
2026-06-01 08:30,10,0,10,0,0,0
2026-06-01 08:45,12,0,12,0,0,0
2026-06-01 09:00,7,0,7,0,0,0
2026-06-01 09:15,7,0,7,0,0,0
2026-06-01 09:30,7,1,6,0,0,0
