Datetime,100034978 (Gartenstraße),101034978 (Gartenstraße einwärts),102034978 (Gartenstraße auswärts),100034978-status,101034978-status,102034978-status
2024-05-01 00:00,18,5,13,0,0,0
2024-05-01 00:15,25,5,20,0,0,0
2024-05-01 00:30,11,4,7,0,0,0
2024-05-01 00:45,12,3,9,0,0,0
2024-05-01 01:00,9,1,8,0,0,0
2024-05-01 01:15,6,2,4,0,0,0
2024-05-01 01:30,11,2,9,0,0,0
2024-05-01 01:45,15,4,11,0,0,0
2024-05-01 02:00,4,0,4,0,0,0
2024-05-01 02:15,8,2,6,0,0,0
2024-05-01 02:30,15,7,8,0,0,0
2024-05-01 02:45,3,0,3,0,0,0
2024-05-01 03:00,10,3,7,0,0,0
2024-05-01 03:15,4,3,1,0,0,0
2024-05-01 03:30,5,0,5,0,0,0
2024-05-01 03:45,4,1,3,0,0,0
2024-05-01 04:00,5,2,3,0,0,0
2024-05-01 04:15,2,1,1,0,0,0
2024-05-01 04:30,4,3,1,0,0,0
2024-05-01 04:45,1,1,0,0,0,0
2024-05-01 05:00,3,1,2,0,0,0
2024-05-01 05:15,3,2,1,0,0,0
2024-05-01 05:30,3,0,3,0,0,0
2024-05-01 05:45,1,1,0,0,0,0
2024-05-01 06:00,3,2,1,0,0,0
2024-05-01 06:15,0,0,0,0,0,0
2024-05-01 06:30,5,4,1,0,0,0
2024-05-01 06:45,4,2,2,0,0,0
2024-05-01 07:00,5,4,1,0,0,0
2024-05-01 07:15,5,4,1,0,0,0
2024-05-01 07:30,7,4,3,0,0,0
2024-05-01 07:45,8,7,1,0,0,0
2024-05-01 08:00,6,6,0,0,0,0
2024-05-01 08:15,8,5,3,0,0,0
2024-05-01 08:30,9,3,6,0,0,0
2024-05-01 08:45,22,14,8,0,0,0
2024-05-01 09:00,6,4,2,0,0,0
2024-05-01 09:15,12,8,4,0,0,0
2024-05-01 09:30,16,9,7,0,0,0
2024-05-01 09:45,23,10,13,0,0,0
2024-05-01 10:00,20,12,8,0,0,0
2024-05-01 10:15,24,16,8,0,0,0
2024-05-01 10:30,30,15,15,0,0,0
2024-05-01 10:45,37,12,25,0,0,0
2024-05-01 11:00,52,33,19,0,0,0
2024-05-01 11:15,38,16,22,0,0,0
2024-05-01 11:30,19,14,5,0,0,0
2024-05-01 11:45,68,48,20,0,0,0
2024-05-01 12:00,39,21,18,0,0,0
2024-05-01 12:15,55,31,24,0,0,0
2024-05-01 12:30,53,25,28,0,0,0
2024-05-01 12:45,62,31,31,0,0,0
2024-05-01 13:00,56,27,29,0,0,0
2024-05-01 13:15,56,34,22,0,0,0
2024-05-01 13:30,31,21,10,0,0,0
2024-05-01 13:45,54,25,29,0,0,0
2024-05-01 14:00,42,20,22,0,0,0
2024-05-01 14:15,38,28,10,0,0,0
2024-05-01 14:30,58,36,22,0,0,0
2024-05-01 14:45,69,32,37,0,0,0
2024-05-01 15:00,67,51,16,0,0,0
2024-05-01 15:15,40,26,14,0,0,0
2024-05-01 15:30,42,26,16,0,0,0
2024-05-01 15:45,72,59,13,0,0,0
2024-05-01 16:00,43,26,17,0,0,0
2024-05-01 16:15,51,29,22,0,0,0
