Datetime,100034978 (Gartenstraße),101034978 (Gartenstraße einwärts),102034978 (Gartenstraße auswärts),100034978-status,101034978-status,102034978-status
2023-06-01 00:00,11,6,5,0,0,0
2023-06-01 00:15,5,0,5,0,0,0
2023-06-01 00:30,2,1,1,0,0,0
2023-06-01 00:45,3,0,3,0,0,0
2023-06-01 01:00,0,0,0,0,0,0
2023-06-01 01:15,1,0,1,0,0,0
2023-06-01 01:30,2,0,2,0,0,0
2023-06-01 01:45,0,0,0,0,0,0
2023-06-01 02:00,2,0,2,0,0,0
2023-06-01 02:15,1,0,1,0,0,0
2023-06-01 02:30,1,0,1,0,0,0
2023-06-01 02:45,1,0,1,0,0,0
2023-06-01 03:00,3,0,3,0,0,0
2023-06-01 03:15,3,0,3,0,0,0
2023-06-01 03:30,1,0,1,0,0,0
2023-06-01 03:45,1,0,1,0,0,0
2023-06-01 04:00,2,1,1,0,0,0
2023-06-01 04:15,0,0,0,0,0,0
2023-06-01 04:30,5,3,2,0,0,0
2023-06-01 04:45,4,4,0,0,0,0
2023-06-01 05:00,2,2,0,0,0,0
2023-06-01 05:15,8,4,4,0,0,0
2023-06-01 05:30,11,5,6,0,0,0
2023-06-01 05:45,14,5,9,0,0,0
2023-06-01 06:00,19,6,13,0,0,0
2023-06-01 06:15,19,10,9,0,0,0
2023-06-01 06:30,33,16,17,0,0,0
2023-06-01 06:45,39,21,18,0,0,0
2023-06-01 07:00,53,34,19,0,0,0
2023-06-01 07:15,90,64,26,0,0,0
2023-06-01 07:30,145,111,34,0,0,0
2023-06-01 07:45,115,76,39,0,0,0
2023-06-01 08:00,76,56,20,0,0,0
2023-06-01 08:15,85,60,25,0,0,0
2023-06-01 08:30,79,53,26,0,0,0
2023-06-01 08:45,56,39,17,0,0,0
2023-06-01 09:00,44,27,17,0,0,0
2023-06-01 09:15,45,34,11,0,0,0
2023-06-01 09:30,47,24,23,0,0,0
2023-06-01 09:45,56,36,20,0,0,0
2023-06-01 10:00,30,18,12,0,0,0
2023-06-01 10:15,30,20,10,0,0,0
2023-06-01 10:30,48,30,18,0,0,0
2023-06-01 10:45,52,31,21,0,0,0
2023-06-01 11:00,32,22,10,0,0,0
2023-06-01 11:15,43,21,22,0,0,0
2023-06-01 11:30,45,19,26,0,0,0
2023-06-01 11:45,46,34,12,0,0,0
2023-06-01 12:00,57,27,30,0,0,0
2023-06-01 12:15,50,27,23,0,0,0
2023-06-01 12:30,42,18,24,0,0,0
2023-06-01 12:45,63,36,27,0,0,0
2023-06-01 13:00,64,28,36,0,0,0
2023-06-01 13:15,77,32,45,0,0,0
2023-06-01 13:30,55,26,29,0,0,0
2023-06-01 13:45,57,24,33,0,0,0
2023-06-01 14:00,75,39,36,0,0,0
2023-06-01 14:15,64,28,36,0,0,0
2023-06-01 14:30,56,33,23,0,0,0
2023-06-01 14:45,80,46,34,0,0,0
2023-06-01 15:00,77,40,37,0,0,0
2023-06-01 15:15,72,41,31,0,0,0
2023-06-01 15:30,83,48,35,0,0,0
2023-06-01 15:45,98,46,52,0,0,0
2023-06-01 16:00,94,53,41,0,0,0
2023-06-01 16:15,82,48,34,0,0,0
2023-06-01 16:30,91,52,39,0,0,0
2023-06-01 16:45,101,59,42,0,0,0
2023-06-01 17:00,103,62,41,0,0,0
2023-06-01 17:15,91,43,48,0,0,0
2023-06-01 17:30,98,39,59,0,0,0
2023-06-01 17:45,81,41,40,0,0,0
2023-06-01 18:00,65,33,32,0,0,0
2023-06-01 18:15,68,28,40,0,0,0
2023-06-01 18:30,63,35,28,0,0,0
2023-06-01 18:45,61,34,27,0,0,0
2023-06-01 19:00,43,23,20,0,0,0
2023-06-01 19:15,53,30,23,0,0,0
2023-06-01 19:30,38,17,21,0,0,0
2023-06-01 19:45,43,13,30,0,0,0
2023-06-01 20:00,45,18,27,0,0,0
2023-06-01 20:15,45,13,32,0,0,0
2023-06-01 20:30,34,6,28,0,0,0
2023-06-01 20:45,21,5,16,0,0,0
2023-06-01 21:00,19,5,14,0,0,0
2023-06-01 21:15,26,11,15,0,0,0
2023-06-01 21:30,24,5,19,0,0,0
2023-06-01 21:45,20,7,13,0,0,0
2023-06-01 22:00,17,5,12,0,0,0
2023-06-01 22:15,27,7,20,0,0,0
2023-06-01 22:30,23,11,12,0,0,0
2023-06-01 22:45,13,6,7,0,0,0
2023-06-01 23:00,19,4,15,0,0,0
2023-06-01 23:15,7,0,7,0,0,0
2023-06-01 23:30,3,2,1,0,0,0
2023-06-01 23:45,4,0,4,0,0,0
2023-06-02 00:00,7,2,5,0,0,0
2023-06-02 00:15,3,1,2,0,0,0
2023-06-02 00:30,4,1,3,0,0,0
2023-06-02 00:45,6,1,5,0,0,0
2023-06-02 01:00,1,1,0,0,0,0
2023-06-02 01:15,2,0,2,0,0,0
2023-06-02 01:30,0,0,0,0,0,0
2023-06-02 01:45,0,0,0,0,0,0
2023-06-02 02:00,1,0,1,0,0,0
2023-06-02 02:15,1,0,1,0,0,0
2023-06-02 02:30,0,0,0,0,0,0
2023-06-02 02:45,1,1,0,0,0,0
2023-06-02 03:00,1,1,0,0,0,0
2023-06-02 03:15,0,0,0,0,0,0
2023-06-02 03:30,3,0,3,0,0,0
2023-06-02 03:45,0,0,0,0,0,0
2023-06-02 04:00,2,2,0,0,0,0
2023-06-02 04:15,2,1,1,0,0,0
2023-06-02 04:30,2,1,1,0,0,0
2023-06-02 04:45,4,4,0,0,0,0
2023-06-02 05:00,4,4,0,0,0,0
2023-06-02 05:15,4,4,0,0,0,0
2023-06-02 05:30,13,5,8,0,0,0
2023-06-02 05:45,12,3,9,0,0,0
2023-06-02 06:00,18,8,10,0,0,0
2023-06-02 06:15,8,7,1,0,0,0
2023-06-02 06:30,28,13,15,0,0,0
2023-06-02 06:45,32,20,12,0,0,0
2023-06-02 07:00,52,39,13,0,0,0
2023-06-02 07:15,68,54,14,0,0,0
2023-06-02 07:30,146,107,39,0,0,0
2023-06-02 07:45,100,69,31,0,0,0
2023-06-02 08:00,68,47,21,0,0,0
2023-06-02 08:15,78,57,21,0,0,0
2023-06-02 08:30,52,36,16,0,0,0
2023-06-02 08:45,49,32,17,0,0,0
2023-06-02 09:00,40,27,13,0,0,0
2023-06-02 09:15,31,21,10,0,0,0
2023-06-02 09:30,47,33,14,0,0,0
2023-06-02 09:45,47,30,17,0,0,0
2023-06-02 10:00,45,34,11,0,0,0
2023-06-02 10:15,37,25,12,0,0,0
2023-06-02 10:30,36,19,17,0,0,0
2023-06-02 10:45,37,22,15,0,0,0
2023-06-02 11:00,39,21,18,0,0,0
2023-06-02 11:15,35,18,17,0,0,0
2023-06-02 11:30,47,32,15,0,0,0
2023-06-02 11:45,74,43,31,0,0,0
2023-06-02 12:00,41,22,19,0,0,0
2023-06-02 12:15,52,23,29,0,0,0
2023-06-02 12:30,48,19,29,0,0,0
2023-06-02 12:45,57,33,24,0,0,0
2023-06-02 13:00,81,40,41,0,0,0
2023-06-02 13:15,90,38,52,0,0,0
2023-06-02 13:30,61,24,37,0,0,0
2023-06-02 13:45,78,37,41,0,0,0
2023-06-02 14:00,96,51,45,0,0,0
